# Generate Mapping Tables Script: Version 4 11:03 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:03 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
refseq_dna|NM_013292|NM_013292	hgnc_symbol|MYLPF|MYLPF
refseq_dna|NM_178863|NM_178863	hgnc_symbol|KCTD13|KCTD13
refseq_dna|NM_002819|NM_002819	hgnc_symbol|PTBP1|PTBP1
refseq_dna|NM_022135|NM_022135	hgnc_symbol|POPDC2|POPDC2
refseq_dna|NM_020122|NM_020122	hgnc_symbol|KCMF1|KCMF1
refseq_dna|NM_002245|NM_002245	hgnc_symbol|KCNK1|KCNK1
refseq_dna|NM_021161|NM_021161	hgnc_symbol|KCNK10|KCNK10
refseq_dna|NM_022055|NM_022055	hgnc_symbol|KCNK12|KCNK12
refseq_dna|NM_022054|NM_022054	hgnc_symbol|KCNK13|KCNK13
refseq_dna|NM_022358|NM_022358	hgnc_symbol|KCNK15|KCNK15
refseq_dna|NM_002246|NM_002246	hgnc_symbol|KCNK3|KCNK3
refseq_dna|NM_003740|NM_003740	hgnc_symbol|KCNK5|KCNK5
refseq_dna|NM_004823|NM_004823	hgnc_symbol|KCNK6|KCNK6
refseq_dna|NM_005714|NM_005714	hgnc_symbol|KCNK7|KCNK7
refseq_dna|NM_016601|NM_016601	hgnc_symbol|KCNK9|KCNK9
refseq_dna|NM_014379|NM_014379	hgnc_symbol|KCNV1|KCNV1
refseq_dna|NM_002248|NM_002248	hgnc_symbol|KCNN1|KCNN1
refseq_dna|NM_021614|NM_021614	hgnc_symbol|KCNN2|KCNN2
refseq_dna|NM_002249|NM_002249	hgnc_symbol|KCNN3|KCNN3
refseq_dna|NM_002250|NM_002250	hgnc_symbol|KCNN4|KCNN4
refseq_dna|NM_002244|NM_002244	hgnc_symbol|KCNJ12|KCNJ12
refseq_dna|NM_000220|NM_000220	hgnc_symbol|KCNJ1|KCNJ1
refseq_dna|NM_000525|NM_000525	hgnc_symbol|KCNJ11|KCNJ11
refseq_dna|NM_013348|NM_013348	hgnc_symbol|KCNJ14|KCNJ14
refseq_dna|NM_002243|NM_002243	hgnc_symbol|KCNJ15|KCNJ15
refseq_dna|NM_018658|NM_018658	hgnc_symbol|KCNJ16|KCNJ16
refseq_dna|NM_000891|NM_000891	hgnc_symbol|KCNJ2|KCNJ2
refseq_dna|NM_002239|NM_002239	hgnc_symbol|KCNJ3|KCNJ3
refseq_dna|NM_004981|NM_004981	hgnc_symbol|KCNJ4|KCNJ4
refseq_dna|NM_000890|NM_000890	hgnc_symbol|KCNJ5|KCNJ5
refseq_dna|NM_002240|NM_002240	hgnc_symbol|KCNJ6|KCNJ6
refseq_dna|NM_004982|NM_004982	hgnc_symbol|KCNJ8|KCNJ8
refseq_dna|NM_004983|NM_004983	hgnc_symbol|KCNJ9|KCNJ9
refseq_dna|NM_014407|NM_014407	hgnc_symbol|KCNMB3|KCNMB3
refseq_dna|NM_002247|NM_002247	hgnc_symbol|KCNMA1|KCNMA1
refseq_dna|NM_005832|NM_005832	hgnc_symbol|KCNMB2|KCNMB2
refseq_dna|NM_014406|NM_014406	hgnc_symbol|KCNMB3P1|KCNMB3P1
refseq_dna|NM_014505|NM_014505	hgnc_symbol|KCNMB4|KCNMB4
refseq_dna|NM_002251|NM_002251	hgnc_symbol|KCNS1|KCNS1
hgnc_symbol|KCNS2|KCNS2
refseq_dna|NM_002252|NM_002252	hgnc_symbol|KCNS3|KCNS3
refseq_dna|NM_000219|NM_000219	hgnc_symbol|KCNE1|KCNE1
refseq_dna|NM_012282|NM_012282	hgnc_symbol|KCNE1L|KCNE1L
refseq_dna|NM_005136|NM_005136	hgnc_symbol|KCNE2|KCNE2
refseq_dna|NM_005472|NM_005472	hgnc_symbol|KCNE3|KCNE3
refseq_dna|NM_000218|NM_000218	hgnc_symbol|KCNQ1|KCNQ1
refseq_dna|NM_004518|NM_004518	hgnc_symbol|KCNQ2|KCNQ2
refseq_dna|NM_004519|NM_004519	hgnc_symbol|KCNQ3|KCNQ3
refseq_dna|NM_004700|NM_004700	hgnc_symbol|KCNQ4|KCNQ4
refseq_dna|NM_019842|NM_019842	hgnc_symbol|KCNQ5|KCNQ5
refseq_dna|NM_004975|NM_004975	hgnc_symbol|KCNB1|KCNB1
refseq_dna|NM_003471|NM_003471	hgnc_symbol|KCNAB1|KCNAB1
refseq_dna|NM_003636|NM_003636	hgnc_symbol|KCNAB2|KCNAB2
refseq_dna|NM_004732|NM_004732	hgnc_symbol|KCNAB3|KCNAB3
refseq_dna|NM_000217|NM_000217	hgnc_symbol|KCNA1|KCNA1
refseq_dna|NM_005549|NM_005549	hgnc_symbol|KCNA10|KCNA10
refseq_dna|NM_004974|NM_004974	hgnc_symbol|KCNA2|KCNA2
refseq_dna|NM_002232|NM_002232	hgnc_symbol|KCNA3|KCNA3
refseq_dna|NM_002233|NM_002233	hgnc_symbol|KCNA4|KCNA4
refseq_dna|NM_002234|NM_002234	hgnc_symbol|KCNA5|KCNA5
refseq_dna|NM_002235|NM_002235	hgnc_symbol|KCNA6|KCNA6
refseq_dna|NM_004979|NM_004979	hgnc_symbol|KCND1|KCND1
refseq_dna|NM_012281|NM_012281	hgnc_symbol|KCND2|KCND2
refseq_dna|NM_004980|NM_004980	hgnc_symbol|KCND3|KCND3
refseq_dna|NM_004976|NM_004976	hgnc_symbol|KCNC1|KCNC1
refseq_dna|NM_004977|NM_004977	hgnc_symbol|KCNC3|KCNC3
refseq_dna|NM_004978|NM_004978	hgnc_symbol|KCNC4|KCNC4
refseq_dna|NM_002236|NM_002236	hgnc_symbol|KCNF1|KCNF1
refseq_dna|NM_002237|NM_002237	hgnc_symbol|KCNG1|KCNG1
refseq_dna|NM_012283|NM_012283	hgnc_symbol|KCNG2|KCNG2
refseq_dna|NM_002238|NM_002238	hgnc_symbol|KCNH1|KCNH1
refseq_dna|NM_000238|NM_000238	hgnc_symbol|KCNH2|KCNH2
refseq_dna|NM_012285|NM_012285	hgnc_symbol|KCNH4|KCNH4
refseq_dna|NM_030779|NM_030779	hgnc_symbol|KCNH6|KCNH6
refseq_dna|NM_033272|NM_033272	hgnc_symbol|KCNH7|KCNH7
refseq_dna|NM_002697|NM_002697	hgnc_symbol|POU2F1|POU2F1
refseq_dna|NM_002701|NM_002701	hgnc_symbol|POU5F1|POU5F1
refseq_dna|NM_020229|NM_020229	hgnc_symbol|PRDM11|PRDM11
refseq_dna|NM_020227|NM_020227	hgnc_symbol|PRDM9|PRDM9
refseq_dna|NM_005746|NM_005746	hgnc_symbol|NAMPT|NAMPT
refseq_dna|NM_006195|NM_006195	hgnc_symbol|PBX3|PBX3
refseq_dna|NM_002622|NM_002622	hgnc_symbol|PFDN1|PFDN1
refseq_dna|NM_002623|NM_002623	hgnc_symbol|PFDN4|PFDN4
refseq_dna|NM_014118|NM_014118
refseq_dna|NM_014126|NM_014126	hgnc_symbol|C9orf38|C9orf38
refseq_dna|NM_021651|NM_021651
refseq_dna|NM_014076|NM_014076
refseq_dna|NM_014084|NM_014084
refseq_dna|NM_014111|NM_014111	hgnc_symbol|TF|TF
refseq_dna|NM_006531|NM_006531
refseq_dna|NM_002593|NM_002593	hgnc_symbol|PCOLCE|PCOLCE
refseq_dna|NM_013363|NM_013363	hgnc_symbol|PCOLCE2|PCOLCE2
refseq_dna|NM_000935|NM_000935	hgnc_symbol|PLOD2|PLOD2
refseq_dna|NM_001084|NM_001084	hgnc_symbol|PLOD3|PLOD3
refseq_dna|NM_004199|NM_004199	hgnc_symbol|P4HA2|P4HA2
refseq_dna|NM_000918|NM_000918	hgnc_symbol|P4HB|P4HB
refseq_dna|NM_005022|NM_005022	hgnc_symbol|PFN1|PFN1
refseq_dna|NM_015902|NM_015902	hgnc_symbol|UBR5|UBR5
refseq_dna|NM_014456|NM_014456	hgnc_symbol|PDCD4|PDCD4
refseq_dna|NM_004708|NM_004708	hgnc_symbol|PDCD5|PDCD5
refseq_dna|NM_004208|NM_004208	hgnc_symbol|AIFM1|AIFM1
refseq_dna|NM_013388|NM_013388	hgnc_symbol|PREB|PREB
refseq_dna|NM_002592|NM_002592	hgnc_symbol|PCNA|PCNA
refseq_dna|NM_014389|NM_014389	hgnc_symbol|PELP1|PELP1
refseq_dna|NM_024430|NM_024430	hgnc_symbol|PSTPIP2|PSTPIP2
refseq_dna|NM_005040|NM_005040	hgnc_symbol|PRCP|PRCP
refseq_dna|NM_002674|NM_002674	hgnc_symbol|PMCH|PMCH
refseq_dna|NM_002675|NM_002675	hgnc_symbol|PML|PML
refseq_dna|NM_002704|NM_002704	hgnc_symbol|PPBP|PPBP
refseq_dna|NM_014731|NM_014731
refseq_dna|NM_000954|NM_000954	hgnc_symbol|PTGDS|PTGDS
refseq_dna|NM_000955|NM_000955	hgnc_symbol|PTGER1|PTGER1
refseq_dna|NM_004878|NM_004878	hgnc_symbol|PTGES|PTGES
refseq_dna|NM_000963|NM_000963	hgnc_symbol|PTGS2|PTGS2
refseq_dna|NM_002761|NM_002761	hgnc_symbol|PRM1|PRM1
refseq_dna|NM_002762|NM_002762	hgnc_symbol|PRM2|PRM2
refseq_dna|NM_021247|NM_021247	hgnc_symbol|PRM3|PRM3
refseq_dna|NG_001333|NG_001333	hgnc_symbol|PRSS1|PRSS1
refseq_dna|NM_002775|NM_002775	hgnc_symbol|HTRA1|HTRA1
refseq_dna|NM_004793|NM_004793	hgnc_symbol|LONP1|LONP1
refseq_dna|NM_006799|NM_006799	hgnc_symbol|PRSS21|PRSS21
refseq_dna|NM_006503|NM_006503	hgnc_symbol|PSMC4|PSMC4
refseq_dna|NM_002807|NM_002807	hgnc_symbol|PSMD1|PSMD1
refseq_dna|NM_002815|NM_002815	hgnc_symbol|PSMD11|PSMD11
refseq_dna|NM_005805|NM_005805	hgnc_symbol|PSMD14|PSMD14
refseq_dna|NM_002808|NM_002808	hgnc_symbol|PSMD2|PSMD2
refseq_dna|NM_002810|NM_002810	hgnc_symbol|PSMD4|PSMD4
refseq_dna|NM_002812|NM_002812	hgnc_symbol|PSMD8|PSMD8
refseq_dna|NM_006263|NM_006263	hgnc_symbol|PSME1|PSME1
refseq_dna|NM_005789|NM_005789	hgnc_symbol|PSME3|PSME3
refseq_dna|NM_002786|NM_002786	hgnc_symbol|PSMA1|PSMA1
refseq_dna|NM_002790|NM_002790	hgnc_symbol|PSMA5|PSMA5
refseq_dna|NM_002792|NM_002792	hgnc_symbol|PSMA7|PSMA7
refseq_dna|NM_002793|NM_002793	hgnc_symbol|PSMB1|PSMB1
refseq_dna|NM_002801|NM_002801	hgnc_symbol|PSMB10|PSMB10
refseq_dna|NM_002794|NM_002794	hgnc_symbol|PSMB2|PSMB2
refseq_dna|NM_002795|NM_002795	hgnc_symbol|PSMB3|PSMB3
refseq_dna|NM_002796|NM_002796	hgnc_symbol|PSMB4|PSMB4
refseq_dna|NM_002797|NM_002797	hgnc_symbol|PSMB5|PSMB5
refseq_dna|NM_002799|NM_002799	hgnc_symbol|PSMB7|PSMB7
refseq_dna|NM_000308|NM_000308	hgnc_symbol|CTSA|CTSA
refseq_dna|NM_005742|NM_005742	hgnc_symbol|PDIA6|PDIA6
refseq_dna|NM_006823|NM_006823	hgnc_symbol|PKIA|PKIA
refseq_dna|NM_007066|NM_007066	hgnc_symbol|PKIG|PKIG
refseq_dna|NM_007229|NM_007229	hgnc_symbol|PACSIN2|PACSIN2
refseq_dna|NM_016223|NM_016223	hgnc_symbol|PACSIN3|PACSIN3
refseq_dna|NM_012408|NM_012408	hgnc_symbol|ZMYND8|ZMYND8
refseq_dna|NM_002743|NM_002743	hgnc_symbol|PRKCSH|PRKCSH
refseq_dna|NM_012407|NM_012407	hgnc_symbol|PICK1|PICK1
refseq_dna|NM_002738|NM_002738	hgnc_symbol|PRKCB|PRKCB
refseq_dna|NM_006254|NM_006254	hgnc_symbol|PRKCD|PRKCD
refseq_dna|NM_005400|NM_005400	hgnc_symbol|PRKCE|PRKCE
refseq_dna|NM_006255|NM_006255	hgnc_symbol|PRKCH|PRKCH
refseq_dna|NM_002739|NM_002739	hgnc_symbol|PRKCG|PRKCG
refseq_dna|NM_002742|NM_002742	hgnc_symbol|PRKD1|PRKD1
refseq_dna|NM_005813|NM_005813	hgnc_symbol|PRKD3|PRKD3
refseq_dna|NM_006257|NM_006257	hgnc_symbol|PRKCQ|PRKCQ
refseq_dna|NM_002744|NM_002744	hgnc_symbol|PRKCZ|PRKCZ
refseq_dna|NM_002741|NM_002741	hgnc_symbol|PKN1|PKN1
refseq_dna|NM_006256|NM_006256	hgnc_symbol|PKN2|PKN2
refseq_dna|NM_006251|NM_006251	hgnc_symbol|PRKAA1|PRKAA1
refseq_dna|NM_006252|NM_006252	hgnc_symbol|PRKAA2|PRKAA2
refseq_dna|NM_006253|NM_006253	hgnc_symbol|PRKAB1|PRKAB1
refseq_dna|NM_005399|NM_005399	hgnc_symbol|PRKAB2|PRKAB2
refseq_dna|NM_002733|NM_002733	hgnc_symbol|PRKAG1|PRKAG1
refseq_dna|NM_016203|NM_016203	hgnc_symbol|PRKAG2|PRKAG2
refseq_dna|NM_017431|NM_017431	hgnc_symbol|PRKAG3|PRKAG3
refseq_dna|NM_002731|NM_002731	hgnc_symbol|PRKACB|PRKACB
refseq_dna|NM_002732|NM_002732	hgnc_symbol|PRKACG|PRKACG
refseq_dna|NM_002734|NM_002734	hgnc_symbol|PRKAR1A|PRKAR1A
hgnc_symbol|PRKAR1B|PRKAR1B
refseq_dna|NM_004157|NM_004157	hgnc_symbol|PRKAR2A|PRKAR2A
refseq_dna|NM_002736|NM_002736	hgnc_symbol|PRKAR2B|PRKAR2B
refseq_dna|NM_019848|NM_019848	hgnc_symbol|SLC10A3|SLC10A3
refseq_dna|NM_002710|NM_002710	hgnc_symbol|PPP1CC|PPP1CC
refseq_dna|NM_006741|NM_006741	hgnc_symbol|PPP1R1A|PPP1R1A
refseq_dna|NM_006241|NM_006241	hgnc_symbol|PPP1R2|PPP1R2
refseq_dna|NM_002711|NM_002711	hgnc_symbol|PPP1R3A|PPP1R3A
refseq_dna|NM_024607|NM_024607	hgnc_symbol|PPP1R3B|PPP1R3B
refseq_dna|NM_005398|NM_005398	hgnc_symbol|PPP1R3C|PPP1R3C
refseq_dna|NM_002712|NM_002712	hgnc_symbol|PPP1R7|PPP1R7
refseq_dna|NM_002706|NM_002706	hgnc_symbol|PPM1B|PPM1B
refseq_dna|NM_002715|NM_002715	hgnc_symbol|PPP2CA|PPP2CA
refseq_dna|NM_004156|NM_004156	hgnc_symbol|PPP2CB|PPP2CB
refseq_dna|NM_006243|NM_006243	hgnc_symbol|PPP2R5A|PPP2R5A
refseq_dna|NM_006245|NM_006245	hgnc_symbol|PPP2R5D|PPP2R5D
refseq_dna|NM_000944|NM_000944	hgnc_symbol|PPP3CA|PPP3CA
refseq_dna|NM_021132|NM_021132	hgnc_symbol|PPP3CB|PPP3CB
refseq_dna|NM_005605|NM_005605	hgnc_symbol|PPP3CC|PPP3CC
refseq_dna|NM_000945|NM_000945	hgnc_symbol|PPP3R1|PPP3R1
hgnc_symbol|PPP4R1L|PPP4R1L
refseq_dna|NM_006247|NM_006247	hgnc_symbol|PPP5C|PPP5C
refseq_dna|NM_013300|NM_013300	hgnc_symbol|FAM216A|FAM216A
refseq_dna|NM_003981|NM_003981	hgnc_symbol|PRC1|PRC1
refseq_dna|NM_000313|NM_000313	hgnc_symbol|PROS1|PROS1
refseq_dna|NM_006808|NM_006808	hgnc_symbol|SEC61B|SEC61B
refseq_dna|NM_004103|NM_004103	hgnc_symbol|PTK2B|PTK2B
refseq_dna|NM_007284|NM_007284	hgnc_symbol|TWF2|TWF2
refseq_dna|NM_003479|NM_003479	hgnc_symbol|PTP4A2|PTP4A2
refseq_dna|NM_002834|NM_002834	hgnc_symbol|PTPN11|PTPN11
refseq_dna|NM_014369|NM_014369	hgnc_symbol|PTPN18|PTPN18
refseq_dna|NM_007039|NM_007039	hgnc_symbol|PTPN21|PTPN21
refseq_dna|NM_080792|NM_080792	hgnc_symbol|SIRPA|SIRPA
refseq_dna|NM_002837|NM_002837	hgnc_symbol|PTPRB|PTPRB
refseq_dna|NM_002838|NM_002838	hgnc_symbol|PTPRC|PTPRC
refseq_dna|NM_005608|NM_005608	hgnc_symbol|PTPRCAP|PTPRCAP
refseq_dna|NM_002840|NM_002840	hgnc_symbol|PTPRF|PTPRF
refseq_dna|NM_003626|NM_003626	hgnc_symbol|PPFIA1|PPFIA1
hgnc_symbol|PPFIA4|PPFIA4
refseq_dna|NM_002842|NM_002842	hgnc_symbol|PTPRH|PTPRH
refseq_dna|NM_002849|NM_002849	hgnc_symbol|PTPRR|PTPRR
refseq_dna|NM_002777|NM_002777	hgnc_symbol|PRTN3|PRTN3
refseq_dna|NM_007171|NM_007171	hgnc_symbol|POMT1|POMT1
refseq_dna|NM_002727|NM_002727	hgnc_symbol|IER3|IER3
refseq_dna|NM_005807|NM_005807	hgnc_symbol|PRG4|PRG4
refseq_dna|NM_016580|NM_016580	hgnc_symbol|PCDH12|PCDH12
refseq_dna|NM_018905|NM_018905	hgnc_symbol|PCDHA2|PCDHA2
refseq_dna|NG_000017|NG_000017	hgnc_symbol|PCDHB14|PCDHB14
refseq_dna|NM_019119|NM_019119	hgnc_symbol|PCDHB9|PCDHB9
refseq_dna|NG_000012|NG_000012	hgnc_symbol|PCDHGA8|PCDHGA8
refseq_dna|NM_015629|NM_015629	hgnc_symbol|PRPF31|PRPF31
refseq_dna|NM_006445|NM_006445	hgnc_symbol|PRPF8|PRPF8
refseq_dna|NM_016146|NM_016146	hgnc_symbol|TRAPPC4|TRAPPC4
refseq_dna|NM_014051|NM_014051	hgnc_symbol|TMEM14A|TMEM14A
refseq_dna|NM_016125|NM_016125
refseq_dna|NM_032409|NM_032409	hgnc_symbol|PINK1|PINK1
refseq_dna|NM_014451|NM_014451	hgnc_symbol|BBS9|BBS9
refseq_dna|NM_015317|NM_015317	hgnc_symbol|PUM2|PUM2
refseq_dna|NM_002564|NM_002564	hgnc_symbol|P2RY2|P2RY2
refseq_dna|NM_020143|NM_020143
hgnc_symbol|TANC2|TANC2
refseq_dna|NM_014453|NM_014453	hgnc_symbol|CHMP2A|CHMP2A
refseq_dna|NM_020389|NM_020389	hgnc_symbol|TRPC7|TRPC7
refseq_dna|NM_006018|NM_006018	hgnc_symbol|HCAR3|HCAR3
refseq_dna|NM_006443|NM_006443
refseq_dna|NM_014473|NM_014473	hgnc_symbol|DIMT1|DIMT1
refseq_dna|NM_007223|NM_007223
refseq_dna|NM_014373|NM_014373	hgnc_symbol|GPR160|GPR160
refseq_dna|NM_016172|NM_016172
refseq_dna|NM_015714|NM_015714	hgnc_symbol|G0S2|G0S2
refseq_dna|NM_013382|NM_013382	hgnc_symbol|POMT2|POMT2
refseq_dna|NM_012342|NM_012342	hgnc_symbol|BAMBI|BAMBI
refseq_dna|NM_020470|NM_020470	hgnc_symbol|YIF1A|YIF1A
refseq_dna|NM_002860|NM_002860	hgnc_symbol|ALDH18A1|ALDH18A1
refseq_dna|NM_000284|NM_000284	hgnc_symbol|PDHA1|PDHA1
refseq_dna|NM_005390|NM_005390	hgnc_symbol|PDHA2|PDHA2
refseq_dna|NM_002610|NM_002610	hgnc_symbol|PDK1|PDK1
refseq_dna|NM_002611|NM_002611	hgnc_symbol|PDK2|PDK2
refseq_dna|NM_002612|NM_002612	hgnc_symbol|PDK4|PDK4
refseq_dna|NM_002654|NM_002654	hgnc_symbol|PKM|PKM
refseq_dna|NM_004663|NM_004663	hgnc_symbol|RAB11A|RAB11A
refseq_dna|NM_014353|NM_014353	hgnc_symbol|RAB26|RAB26
refseq_dna|NM_004580|NM_004580	hgnc_symbol|RAB27A|RAB27A
refseq_dna|NM_004794|NM_004794	hgnc_symbol|RAB33A|RAB33A
refseq_dna|NM_006861|NM_006861	hgnc_symbol|RAB35|RAB35
refseq_dna|NM_013401|NM_013401	hgnc_symbol|RAB3IL1|RAB3IL1
refseq_dna|NM_004283|NM_004283	hgnc_symbol|RAB3D|RAB3D
refseq_dna|NM_012197|NM_012197
refseq_dna|NM_016577|NM_016577	hgnc_symbol|RAB6B|RAB6B
refseq_dna|NM_004637|NM_004637	hgnc_symbol|RAB7A|RAB7A
refseq_dna|NM_022157|NM_022157	hgnc_symbol|RRAGC|RRAGC
refseq_dna|NM_015149|NM_015149	hgnc_symbol|RGL1|RGL1
refseq_dna|NM_002882|NM_002882	hgnc_symbol|RANBP1|RANBP1
refseq_dna|NM_022897|NM_022897	hgnc_symbol|RANBP17|RANBP17
refseq_dna|NM_006325|NM_006325	hgnc_symbol|RAN|RAN
refseq_dna|NM_006695|NM_006695	hgnc_symbol|RUNDC3A|RUNDC3A
refseq_dna|NM_021033|NM_021033	hgnc_symbol|RAP2A|RAP2A
refseq_dna|NM_016563|NM_016563	hgnc_symbol|RASL12|RASL12
refseq_dna|NM_001664|NM_001664	hgnc_symbol|RHOA|RHOA
refseq_dna|NM_004040|NM_004040	hgnc_symbol|RHOB|RHOB
refseq_dna|NM_175744|NM_175744	hgnc_symbol|RHOC|RHOC
refseq_dna|NM_004675|NM_004675	hgnc_symbol|DIRAS3|DIRAS3
refseq_dna|NM_021205|NM_021205	hgnc_symbol|RHOU|RHOU
refseq_dna|NM_014310|NM_014310	hgnc_symbol|RASD2|RASD2
refseq_dna|NM_002930|NM_002930	hgnc_symbol|RIT2|RIT2
refseq_dna|NM_006908|NM_006908	hgnc_symbol|RAC1|RAC1
refseq_dna|NM_005612|NM_005612	hgnc_symbol|REST|REST
refseq_dna|NM_005132|NM_005132	hgnc_symbol|REC8|REC8
refseq_dna|NM_005012|NM_005012	hgnc_symbol|ROR1|ROR1
refseq_dna|NM_004560|NM_004560	hgnc_symbol|ROR2|ROR2
refseq_dna|NM_006871|NM_006871	hgnc_symbol|RIPK3|RIPK3
refseq_dna|NM_002922|NM_002922	hgnc_symbol|RGS1|RGS1
refseq_dna|NM_002925|NM_002925	hgnc_symbol|RGS10|RGS10
refseq_dna|NM_003834|NM_003834	hgnc_symbol|RGS11|RGS11
refseq_dna|NM_002926|NM_002926	hgnc_symbol|RGS12|RGS12
refseq_dna|NM_002927|NM_002927	hgnc_symbol|RGS13|RGS13
refseq_dna|NM_006480|NM_006480	hgnc_symbol|RGS14|RGS14
refseq_dna|NM_002928|NM_002928	hgnc_symbol|RGS16|RGS16
refseq_dna|NM_012419|NM_012419	hgnc_symbol|RGS17|RGS17
refseq_dna|NM_005716|NM_005716	hgnc_symbol|GIPC1|GIPC1
refseq_dna|NM_002923|NM_002923	hgnc_symbol|RGS2|RGS2
refseq_dna|NM_017790|NM_017790	hgnc_symbol|RGS3|RGS3
refseq_dna|NM_005613|NM_005613	hgnc_symbol|RGS4|RGS4
refseq_dna|NM_003617|NM_003617	hgnc_symbol|RGS5|RGS5
refseq_dna|NM_004296|NM_004296	hgnc_symbol|RGS6|RGS6
refseq_dna|NM_002924|NM_002924	hgnc_symbol|RGS7|RGS7
refseq_dna|NM_033345|NM_033345	hgnc_symbol|RGS8|RGS8
refseq_dna|NM_003835|NM_003835	hgnc_symbol|RGS9|RGS9
hgnc_symbol|NA|NA
refseq_dna|NM_000538|NM_000538	hgnc_symbol|RFXAP|RFXAP
refseq_dna|NM_006663|NM_006663	hgnc_symbol|PPP1R13L|PPP1R13L
refseq_dna|NM_006270|NM_006270	hgnc_symbol|RRAS|RRAS
refseq_dna|NM_002910|NM_002910	hgnc_symbol|RENBP|RENBP
refseq_dna|NM_013400|NM_013400	hgnc_symbol|REPIN1|REPIN1
refseq_dna|NM_002945|NM_002945	hgnc_symbol|RPA1|RPA1
refseq_dna|NM_007273|NM_007273	hgnc_symbol|PHB2|PHB2
refseq_dna|NM_006268|NM_006268	hgnc_symbol|DPF2|DPF2
refseq_dna|NM_006510|NM_006510	hgnc_symbol|TRIM27|TRIM27
refseq_dna|NM_021136|NM_021136	hgnc_symbol|RTN1|RTN1
refseq_dna|NM_002921|NM_002921	hgnc_symbol|RGR|RGR
refseq_dna|NM_006583|NM_006583	hgnc_symbol|RRH|RRH
refseq_dna|NM_016029|NM_016029
refseq_dna|NM_006269|NM_006269	hgnc_symbol|RP1|RP1
refseq_dna|NM_005610|NM_005610	hgnc_symbol|RBBP4|RBBP4
refseq_dna|NM_005057|NM_005057	hgnc_symbol|RBBP5|RBBP5
refseq_dna|NM_006910|NM_006910	hgnc_symbol|RBBP6|RBBP6
refseq_dna|NM_017574|NM_017574	hgnc_symbol|RAI1|RAI1
refseq_dna|NM_015577|NM_015577	hgnc_symbol|RAI14|RAI14
refseq_dna|NM_002888|NM_002888	hgnc_symbol|RARRES1|RARRES1
refseq_dna|NM_002889|NM_002889	hgnc_symbol|RARRES2|RARRES2
refseq_dna|NM_002957|NM_002957	hgnc_symbol|RXRA|RXRA
refseq_dna|NM_021976|NM_021976	hgnc_symbol|RXRB|RXRB
refseq_dna|NM_002899|NM_002899	hgnc_symbol|RBP1|RBP1
refseq_dna|NM_001175|NM_001175	hgnc_symbol|ARHGDIB|ARHGDIB
refseq_dna|NM_001666|NM_001666	hgnc_symbol|ARHGAP4|ARHGAP4
refseq_dna|NM_014448|NM_014448	hgnc_symbol|ARHGEF16|ARHGEF16
refseq_dna|NM_004706|NM_004706	hgnc_symbol|ARHGEF1|ARHGEF1
refseq_dna|NM_019555|NM_019555	hgnc_symbol|ARHGEF3|ARHGEF3
refseq_dna|NM_003899|NM_003899	hgnc_symbol|ARHGEF7|ARHGEF7
hgnc_symbol|RHOBTB1|RHOBTB1
refseq_dna|NM_014786|NM_014786
refseq_dna|NM_002933|NM_002933	hgnc_symbol|RNASE1|RNASE1
refseq_dna|NM_005615|NM_005615	hgnc_symbol|RNASE6|RNASE6
refseq_dna|NM_002939|NM_002939	hgnc_symbol|RNH1|RNH1
refseq_dna|NM_002951|NM_002951	hgnc_symbol|RPN2|RPN2
refseq_dna|NM_058192|NM_058192	hgnc_symbol|RPUSD1|RPUSD1
refseq_dna|NM_006013|NM_006013	hgnc_symbol|RPL10|RPL10
refseq_dna|NM_000976|NM_000976	hgnc_symbol|RPL12|RPL12
refseq_dna|NM_000977|NM_000977	hgnc_symbol|RPL13|RPL13
refseq_dna|NM_003973|NM_003973	hgnc_symbol|RPL14|RPL14
refseq_dna|NM_002948|NM_002948	hgnc_symbol|RPL15|RPL15
refseq_dna|NM_000979|NM_000979	hgnc_symbol|RPL18|RPL18
refseq_dna|NM_000981|NM_000981	hgnc_symbol|RPL19|RPL19
refseq_dna|NM_000978|NM_000978	hgnc_symbol|RPL23|RPL23
refseq_dna|NM_000984|NM_000984	hgnc_symbol|RPL23A|RPL23A
refseq_dna|NM_000986|NM_000986	hgnc_symbol|RPL24|RPL24
refseq_dna|NM_000987|NM_000987	hgnc_symbol|RPL26|RPL26
refseq_dna|NM_000991|NM_000991	hgnc_symbol|RPL28|RPL28
refseq_dna|NM_000992|NM_000992	hgnc_symbol|RPL29|RPL29
refseq_dna|NM_000967|NM_000967	hgnc_symbol|RPL3|RPL3
refseq_dna|NM_000993|NM_000993	hgnc_symbol|RPL31|RPL31
refseq_dna|NM_000994|NM_000994	hgnc_symbol|RPL32|RPL32
refseq_dna|NM_007209|NM_007209	hgnc_symbol|RPL35|RPL35
refseq_dna|NM_000997|NM_000997	hgnc_symbol|RPL37|RPL37
refseq_dna|NM_000998|NM_000998	hgnc_symbol|RPL37A|RPL37A
