Rank	Parametric p-value	FDR	Geom mean of intensities in class 1 (3.75 Gy)	Geom mean of intensities in class 2 (Control)	Fold-change	Unique id	Description	Gene symbol
942	0.0001557	0.0032568	2309.884349	1413.57152	1.6340767	A_24_P337058	Homo sapiens cyclin L1 (CCNL1), mRNA [NM_020307]	CCNL1
943	0.0001561	0.0032603	50.530849	105.9164064	0.4770824	A_24_P13041	Homo sapiens pleckstrin homology domain containing, family K member 1 (PLEKHK1), mRNA [NM_145307]	PLEKHK1
944	0.0001562	0.0032603	36.5096011	90.6184847	0.4028935	A_24_P227350	TWST1_GORGO (Q8MI06) Twist-related protein 1, partial (8%) [THC2495068]	THC2495068
945	0.0001621	0.0033763	238.585952	142.5053748	1.6742242	A_32_P158524	Q74CT8_GEOSL (Q74CT8) Dethiobiotin synthase , partial (5%) [THC2578493]	THC2578493
946	0.0001621	0.0033763	52.7389445	29.4603492	1.790167	A_23_P56978	Homo sapiens PTK6 protein tyrosine kinase 6 (PTK6), mRNA [NM_005975]	PTK6
947	0.0001648	0.003429	1587.606195	1065.344076	1.4902286	A_23_P165007	Homo sapiens RAS guanyl releasing protein 4 (RASGRP4), transcript variant 1, mRNA [NM_170603]	RASGRP4
948	0.0001651	0.0034316	128.2474242	212.5909621	0.6032591	A_23_P313632	Homo sapiens fucosyltransferase 8 (alpha (1,6) fucosyltransferase) (FUT8), transcript variant 2, mRNA [NM_178154]	FUT8
949	0.000166	0.0034466	45.190944	86.2283535	0.5240845	A_32_P98940	Unknown	THC2745859
950	0.0001669	0.0034617	24.7689882	9.7455864	2.5415596	A_32_P42725	PREDICTED: Homo sapiens similar to phosphodiesterase 4D interacting protein isoform 1 (LOC199882), mRNA [XM_114047]	LOC199882
951	0.0001705	0.0035326	877.1512247	487.6920273	1.7985761	A_23_P209006	Homo sapiens insulin-like 3 (Leydig cell) (INSL3), mRNA [NM_005543]	INSL3
952	0.0001711	0.0035413	320.3742837	531.0394368	0.6032966	A_23_P8297	Homo sapiens cDNA FLJ36252 fis, clone THYMU2002109, moderately similar to Homo sapiens Sex comb on midleg homolog 1 isoform 1. [AK093571]	SCML4
953	0.0001713	0.0035418	311.7036894	206.9650908	1.5060689	A_24_P318897	Homo sapiens sorting nexin family member 21 (SNX21), transcript variant 4, mRNA [NM_001042633]	SNX21
954	0.0001718	0.0035467	13.0562773	23.1687939	0.5635286	A_23_P321034	Homo sapiens InaD-like (Drosophila) (INADL), mRNA [NM_176877]	INADL
955	0.0001719	0.0035467	40.6867457	64.5965764	0.6298592	A_23_P420092	Homo sapiens mRNA; cDNA DKFZp313L197 (from clone DKFZp313L197). [AL833317]	DENND4A
956	0.0001722	0.0035492	185.0881587	133.5509837	1.3858989	A_23_P92140	Homo sapiens myeloid differentiation primary response gene (88) (MYD88), mRNA [NM_002468]	MYD88
957	0.0001729	0.0035599	88.8716286	63.1675048	1.40692	A_23_P25515	Homo sapiens myotubularin related protein 6 (MTMR6), mRNA [NM_004685]	MTMR6
958	0.0001733	0.0035644	129.5520269	261.5886946	0.4952509	A_23_P89062	C16orf67 protein. [Source:Uniprot/SPTREMBL;Acc:Q9BW88] [ENST00000254109]	ENST00000254109
959	0.0001745	0.0035853	87.5611724	146.4981625	0.5976947	A_23_P329133	Human mitochondrial aspartate aminotransferase mRNA, complete cds. [M22632]	GOT2
960	0.0001752	0.003596	35.3415289	56.5801912	0.6246272	A_24_P242204	Homo sapiens septin 6 (SEPT6), transcript variant I, mRNA [NM_145799]	38600
961	0.0001759	0.0036049	35602.76474	20592.72471	1.7289001	A_23_P106362	Homo sapiens aquaporin 9 (AQP9), mRNA [NM_020980]	AQP9
962	0.000176	0.0036049	381.2054152	656.3695144	0.5807787	A_23_P66867	Homo sapiens gem (nuclear organelle) associated protein 4 (GEMIN4), mRNA [NM_015721]	GEMIN4
963	0.0001766	0.0036097	1893.770279	916.6546846	2.0659582	A_23_P130974	Homo sapiens KIAA1683 (KIAA1683), mRNA [NM_025249]	KIAA1683
964	0.0001766	0.0036097	159.6992358	265.8303723	0.6007562	A_23_P78742	Homo sapiens fms-related tyrosine kinase 3 ligand (FLT3LG), mRNA [NM_001459]	FLT3LG
965	0.000177	0.0036141	101.8995527	160.3134009	0.6356272	A_23_P146361	Homo sapiens protein-O-mannosyltransferase 1 (POMT1), transcript variant 1, mRNA [NM_007171]	POMT1
966	0.0001778	0.003625	5014.954365	3059.888166	1.6389339	A_23_P128447	Homo sapiens leucine-rich repeat kinase 2 (LRRK2), mRNA [NM_198578]	LRRK2
967	0.0001779	0.003625	58.5014613	89.4747295	0.6538322	A_24_P333306	Homo sapiens cDNA FLJ13675 fis, clone PLACE1011875, highly similar to Homo sapiens mRNA for KIAA0580 protein. [AK023737]	AK023737
968	0.0001787	0.0036375	468.8323535	699.3103499	0.670421	A_23_P34144	Homo sapiens melanoma antigen family H, 1 (MAGEH1), mRNA [NM_014061]	MAGEH1
969	0.0001792	0.0036388	1936.766252	1081.485702	1.7908385	A_23_P66719	Homo sapiens dehydrogenase/reductase (SDR family) member 13 (DHRS13), mRNA [NM_144683]	DHRS13
970	0.0001793	0.0036388	1164.39669	763.6933333	1.5246914	A_23_P4561	Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), member 8 (SERPINB8), transcript variant 2, mRNA [NM_198833]	SERPINB8
971	0.0001794	0.0036388	301.4444922	507.2502664	0.5942717	A_23_P18196	Homo sapiens replication factor C (activator 1) 4, 37kDa (RFC4), transcript variant 1, mRNA [NM_002916]	RFC4
972	0.0001795	0.0036388	10978.21509	6655.065828	1.6496028	A_23_P211445	Homo sapiens LIM domain kinase 2 (LIMK2), transcript variant 2b, mRNA [NM_016733]	LIMK2
973	0.0001823	0.0036917	7.517116	15.8325167	0.4747897	A_23_P169966	Homo sapiens mRNA for intermediate dynein chain (DNAI2 gene). [AJ295276]	DNAI2
974	0.0001825	0.003692	177.903089	243.345738	0.7310713	A_23_P317200	Homo sapiens ataxin 7-like 2 (ATXN7L2), mRNA [NM_153340]	ATXN7L2
975	0.0001834	0.0037064	27.1478187	11.3231447	2.3975512	A_23_P502750	Homo sapiens Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) (MDM2), transcript variant MDM2, mRNA [NM_002392]	MDM2
976	0.0001836	0.0037066	25383.53936	16222.02595	1.5647577	A_24_P15502	Unknown	A_24_P15502
977	0.0001843	0.0037131	434.9644639	802.6573741	0.5419055	A_23_P210726	Homo sapiens cell division cycle 25 homolog B (S. cerevisiae) (CDC25B), transcript variant 1, mRNA [NM_021873]	CDC25B
978	0.0001843	0.0037131	407.1824368	262.7442633	1.5497291	A_23_P107206	Homo sapiens signal transducer and activator of transcription 3 (acute-phase response factor) (STAT3), transcript variant 3, mRNA [NM_213662]	STAT3
979	0.0001846	0.0037154	15181.51972	10176.96868	1.4917526	A_32_P5251	Homo sapiens retinoic acid receptor, alpha (RARA), mRNA [NM_001033603]	RARA
980	0.0001849	0.0037176	3952.931127	2027.324496	1.9498266	A_23_P211899	GPR27_HUMAN (Q9NS67) Probable G-protein coupled receptor 27 (Super conserved receptor expressed in brain 1), complete [THC2522889]	THC2522889
981	0.0001851	0.0037178	54.8717228	31.6810316	1.7320056	A_23_P75129	Unknown	A_23_P75129
982	0.0001869	0.0037502	6505.458612	3644.110829	1.7851978	A_23_P132388	Homo sapiens SCO cytochrome oxidase deficient homolog 2 (yeast) (SCO2), nuclear gene encoding mitochondrial protein, mRNA [NM_005138]	SCO2
983	0.0001871	0.0037504	239.057529	362.8119711	0.658902	A_23_P252855	Homo sapiens brix domain containing 2 (BXDC2), mRNA [NM_018321]	BXDC2
984	0.0001873	0.0037506	534.6185654	318.153069	1.6803816	A_23_P95165	Homo sapiens sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B (SEMA4B), transcript variant 1, mRNA [NM_020210]	SEMA4B
985	0.0001881	0.0037628	48.2991339	68.4009199	0.7061182	A_24_P219053	full-length cDNA clone CS0DI034YN06 of Placenta Cot 25-normalized of Homo sapiens (human). [CR591776]	CR591776
986	0.0001885	0.0037669	244.5418409	471.7818393	0.5183367	A_23_P218058	Homo sapiens killer cell lectin-like receptor subfamily C, member 4 (KLRC4), mRNA [NM_013431]	KLRC4
987	0.0001887	0.0037671	38.8842333	80.7162392	0.4817399	A_23_P69179	Homo sapiens leprecan-like 1 (LEPREL1), mRNA [NM_018192]	LEPREL1
988	0.00019	0.0037892	25.7840277	44.7275352	0.5764688	A_24_P392742	Unknown	A_24_P392742
989	0.0001908	0.0038013	872.1700132	518.5200535	1.6820372	A_23_P72503	Homo sapiens kelch-like 2, Mayven (Drosophila) (KLHL2), mRNA [NM_007246]	KLHL2
990	0.000192	0.0038214	910.7735168	1526.47062	0.5966532	A_23_P253317	Homo sapiens G protein-coupled receptor 171 (GPR171), mRNA [NM_013308]	GPR171
991	0.000193	0.0038374	302.7106013	485.4730291	0.6235374	A_24_P161036	Homo sapiens acyl-CoA thioesterase 1 (ACOT1), mRNA [NM_001037161]	ACOT1
992	0.0001934	0.0038415	124.1956127	195.3945575	0.6356145	A_23_P403588	Homo sapiens ubiquitin specific peptidase 47 (USP47), mRNA [NM_017944]	USP47
993	0.0001937	0.0038436	146.5985224	72.4217515	2.0242333	A_24_P933706	Q2IEH5_ANADE (Q2IEH5) NAD-dependent epimerase/dehydratase, partial (5%) [THC2632432]	THC2743649
994	0.0001957	0.0038793	76.618369	149.4800111	0.512566	A_32_P35486	Unknown	THC2679528
995	0.0001973	0.0039071	17.7875327	29.7787104	0.5973238	A_23_P136196	Homo sapiens TBC1 domain family, member 19 (TBC1D19), mRNA [NM_018317]	TBC1D19
996	0.0001982	0.003921	106.810857	220.0413315	0.4854127	A_24_P945262	Homo sapiens cDNA FLJ39820 fis, clone SPLEN2010625. [AK097139]	AK097139
997	0.0001985	0.003923	57.8299645	32.3729503	1.7863668	A_32_P224697	AF150420 Human mRNA from cd34+ stem cells Homo sapiens cDNA clone CBNAZD12, mRNA sequence [AF150420]	LOC643950
998	0.0002	0.0039487	143.1419753	247.6787476	0.577934	A_23_P87879	Homo sapiens CD69 molecule (CD69), mRNA [NM_001781]	CD69
999	0.0002004	0.0039526	741.554383	1260.584084	0.5882625	A_23_P58604	Homo sapiens hypothetical LOC51149 (LOC51149), transcript variant 3, mRNA [NM_001018062]	LOC51149
1000	0.0002007	0.0039546	11456.99833	6979.899858	1.6414273	A_24_P78531	Homo sapiens C-type lectin domain family 4, member E (CLEC4E), mRNA [NM_014358]	CLEC4E
1001	0.0002014	0.0039644	231.7921748	151.0010742	1.5350366	A_23_P255503	Homo sapiens platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa (PAFAH1B2), mRNA [NM_002572]	PAFAH1B2
1002	0.0002023	0.0039782	291.8066718	498.9368629	0.5848569	A_23_P128215	Homo sapiens suppressor of cytokine signaling 2 (SOCS2), mRNA [NM_003877]	SOCS2
1003	0.0002026	0.0039801	984.5457881	537.2369493	1.83261	A_32_P100430	Unknown	A_32_P100430
1004	0.0002031	0.0039859	29.1467566	71.2010916	0.4093583	A_24_P182947	Homo sapiens germinal center expressed transcript 2 (GCET2), transcript variant 2, mRNA [NM_001008756]	GCET2
1005	0.0002036	0.0039897	978.9700278	1496.322239	0.6542508	A_23_P91328	Homo sapiens nucleolar protein 5A (56kDa with KKE/D repeat) (NOL5A), mRNA [NM_006392]	NOL5A
1006	0.0002039	0.0039897	241.0949666	373.2999194	0.6458479	A_23_P167194	Homo sapiens centromere protein C 1 (CENPC1), mRNA [NM_001812]	CENPC1
1007	0.0002039	0.0039897	5785.669695	9074.328032	0.6375866	A_23_P140427	Homo sapiens Enah/Vasp-like (EVL), mRNA [NM_016337]	EVL
1008	0.0002059	0.0040249	682.1256202	446.5809579	1.52744	A_23_P64743	Homo sapiens serine/threonine kinase 38 like (STK38L), mRNA [NM_015000]	STK38L
1009	0.0002066	0.0040345	261.256097	164.1238352	1.591823	A_24_P93111	Unknown	A_24_P93111
1010	0.0002071	0.0040402	55.3525299	79.2385999	0.6985551	A_23_P330999	Homo sapiens cofactor required for Sp1 transcriptional activation, subunit 3, 130kDa (CRSP3), transcript variant 2, mRNA [NM_015979]	CRSP3
1011	0.0002073	0.0040402	678.6805754	349.7594773	1.9404208	A_32_P198223	ALU6_HUMAN (P39193) Alu subfamily SP sequence contamination warning entry, partial (4%) [THC2735727]	THC2735727
1012	0.0002082	0.0040537	78.9811608	54.1347953	1.4589722	A_24_P102636	Homo sapiens retinoblastoma 1 (including osteosarcoma) (RB1), mRNA [NM_000321]	RB1
1013	0.0002086	0.0040575	1223.126351	740.0507601	1.6527601	A_32_P23810	ALU4_HUMAN (P39191) Alu subfamily SB2 sequence contamination warning entry, partial (40%) [THC2543854]	THC2543854
1014	0.0002113	0.004106	26.0285489	76.1922516	0.3416167	A_23_P118246	Homo sapiens GINS complex subunit 2 (Psf2 homolog) (GINS2), mRNA [NM_016095]	GINS2
1015	0.0002118	0.0041116	316.2180137	520.1646325	0.6079191	A_23_P131227	Homo sapiens tetratricopeptide repeat domain 27 (TTC27), mRNA [NM_017735]	TTC27
1016	0.0002123	0.0041173	40.3700721	19.0414144	2.1201194	A_23_P123503	Homo sapiens tribbles homolog 1 (Drosophila) (TRIB1), mRNA [NM_025195]	TRIB1
1017	0.0002143	0.004152	562.2492543	338.8518822	1.6592774	A_23_P93258	Homo sapiens histone cluster 1, H3b (HIST1H3B), mRNA [NM_003537]	HIST1H3B
1018	0.0002147	0.0041556	230.2057837	135.182945	1.7029203	A_23_P73096	AW993939 RC1-BN0035-130400-013-b06 BN0035 Homo sapiens cDNA, mRNA sequence [AW993939]	AW993939
1019	0.000217	0.0041939	3168.274222	1932.929157	1.6391052	A_23_P69109	Homo sapiens phospholipid scramblase 1 (PLSCR1), mRNA [NM_021105]	PLSCR1
1020	0.0002171	0.0041939	137.3827341	234.2007737	0.5866024	A_32_P148627	Sequence 197 from Patent WO03048202. [AX775927]	AX775927
1021	0.000218	0.0042071	10697.43492	6618.939896	1.6161855	A_32_P30898	AA593970 nn01c05.s1 NCI_CGAP_Co9 Homo sapiens cDNA clone IMAGE:1076456 3, mRNA sequence [AA593970]	AA593970
1022	0.0002183	0.0042088	122.5589021	74.667225	1.6414016	A_23_P318396	Homo sapiens CUG triplet repeat, RNA binding protein 1 (CUGBP1), transcript variant 2, mRNA [NM_198700]	CUGBP1
1023	0.0002187	0.0042124	18861.83421	12520.67385	1.5064552	A_23_P214222	Homo sapiens myristoylated alanine-rich protein kinase C substrate (MARCKS), mRNA [NM_002356]	MARCKS
1024	0.0002195	0.0042237	147.2976968	240.3267096	0.6129061	A_23_P152559	Homo sapiens benzodiazapine receptor (peripheral) associated protein 1 (BZRAP1), mRNA [NM_004758]	BZRAP1
1025	0.0002198	0.0042253	45.3625948	73.7398332	0.6151708	A_24_P41801	Homo sapiens lipoprotein, Lp(a) (LPA), mRNA [NM_005577]	LPA
1026	0.0002214	0.0042519	165.7535428	318.1328973	0.5210198	A_23_P395566	Homo sapiens F-box protein 31 (FBXO31), mRNA [NM_024735]	FBXO31
1027	0.0002227	0.0042727	1520.420831	3056.963612	0.4973631	A_32_P163247	Homo sapiens CD8a molecule (CD8A), transcript variant 1, mRNA [NM_001768]	CD8A
1028	0.0002246	0.0043027	243.1609248	422.6628045	0.5753071	A_32_P48615	Unknown	A_32_P48615
1029	0.0002247	0.0043027	835.1640196	507.5721273	1.6454095	A_23_P252125	Unknown	THC2516487
1030	0.0002265	0.004333	416.8802068	688.2764979	0.6056871	A_24_P215765	Homo sapiens ATPase, Class V, type 10A (ATP10A), mRNA [NM_024490]	ATP10A
1031	0.000228	0.0043532	714.5861117	509.8681681	1.4015115	A_24_P110273	PREDICTED: Homo sapiens hypothetical LOC647195 (LOC647195), mRNA [XR_019590]	LOC647195
1032	0.000228	0.0043532	328.6280341	672.8806336	0.4883898	A_24_P135092	Ankyrin repeat domain-containing protein 36B. [Source:Uniprot/SWISSPROT;Acc:Q8N2N9] [ENST00000359901]	LOC731085
1033	0.0002291	0.0043696	173.9549164	262.2054422	0.6634298	A_23_P103628	Homo sapiens HEAT repeat containing 1 (HEATR1), mRNA [NM_018072]	HEATR1
1034	0.0002293	0.0043696	1069.244641	1844.756266	0.579613	A_23_P122662	Homo sapiens glucose-fructose oxidoreductase domain containing 1 (GFOD1), mRNA [NM_018988]	GFOD1
1035	0.0002301	0.0043806	4743.227699	2657.289276	1.7849873	A_23_P55649	Homo sapiens formyl peptide receptor-like 1 (FPRL1), transcript variant 1, mRNA [NM_001462]	FPRL1
1036	0.0002304	0.004382	614.1953126	389.4482049	1.5770911	A_32_P101844	PREDICTED: Homo sapiens similar to nuclear receptor binding factor 2 (LOC649551), mRNA [XR_019214]	LOC649551
1037	0.0002313	0.0043949	75.1271038	109.4497147	0.6864075	A_23_P170491	Homo sapiens TRAF interacting protein (TRAIP), mRNA [NM_005879]	TRAIP
1038	0.0002325	0.0044135	307.4557652	475.9074002	0.6460412	A_23_P85862	Homo sapiens gon-4-like (C. elegans) (GON4L), transcript variant 2, mRNA [NM_032292]	GON4L
1039	0.0002337	0.004432	314.3039653	200.7015101	1.5660269	A_23_P358244	Homo sapiens CGM1b mRNA for CD66d, complete cds. [D90278]	CEACAM3
1040	0.0002347	0.0044433	191.1812016	346.3552284	0.5519801	A_23_P18559	Homo sapiens inositol polyphosphate-4-phosphatase, type II, 105kDa (INPP4B), mRNA [NM_003866]	INPP4B
1041	0.0002349	0.0044433	1559.055314	968.4735982	1.6098067	A_23_P374862	Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), mRNA [NM_000574]	CD55
1042	0.000235	0.0044433	119.6306333	172.2614118	0.6944715	A_23_P22143	Homo sapiens phosphodiesterase 6B, cGMP-specific, rod, beta (congenital stationary night blindness 3, autosomal dominant) (PDE6B), mRNA [NM_000283]	PDE6B
1043	0.0002352	0.0044433	240.7381416	391.2650184	0.6152815	A_24_P122524	Homo sapiens WD repeat domain 3 (WDR3), mRNA [NM_006784]	WDR3
1044	0.0002361	0.004456	304.5937114	641.8644876	0.4745452	A_23_P112481	Homo sapiens aquaporin 3 (Gill blood group) (AQP3), mRNA [NM_004925]	AQP3
1045	0.0002375	0.0044758	130.6347246	82.4928947	1.5835876	A_32_P17484	Homo sapiens mRNA; cDNA DKFZp686J0581 (from clone DKFZp686J0581). [BX647685]	BX647685
1046	0.0002376	0.0044758	2297.636125	1299.768729	1.7677269	A_32_P48397	Human mRNA for KIAA0315 gene, partial cds. [AB002313]	PLXNB2
1047	0.0002383	0.0044842	18.2358652	11.090823	1.6442301	A_32_P57877	BX433326 BX433326 Homo sapiens FETAL LIVER Homo sapiens cDNA clone CS0DM004YL09 3-PRIME, mRNA sequence [BX433326]	BX433326
1048	0.0002385	0.0044842	1475.328228	2555.760251	0.5772561	A_23_P114783	Homo sapiens poly (ADP-ribose) polymerase family, member 1 (PARP1), mRNA [NM_001618]	PARP1
1049	0.0002415	0.0045332	135.0672235	209.5923051	0.6444284	A_24_P201323	Homo sapiens zinc finger, MYND domain containing 11 (ZMYND11), transcript variant 1, mRNA [NM_006624]	ZMYND11
1050	0.0002418	0.0045332	314.45091	167.271404	1.8798844	A_24_P322215	Homo sapiens dehydrogenase/reductase (SDR family) member 13 (DHRS13), mRNA [NM_144683]	DHRS13
1051	0.0002418	0.0045332	32.9176789	16.1585008	2.0371741	A_24_P52921	Homo sapiens branched chain aminotransferase 1, cytosolic (BCAT1), mRNA [NM_005504]	BCAT1
1052	0.000243	0.0045514	46.1438713	104.2477179	0.4426368	A_23_P127288	Homo sapiens interleukin 2 receptor, alpha (IL2RA), mRNA [NM_000417]	IL2RA
1053	0.0002443	0.0045714	160.3910229	87.898508	1.8247298	A_23_P121011	Homo sapiens AXIN1 up-regulated 1 (AXUD1), mRNA [NM_033027]	AXUD1
1054	0.0002462	0.0046026	146.6467537	81.0068613	1.8103004	A_23_P67339	Homo sapiens reticulocalbin 3, EF-hand calcium binding domain (RCN3), mRNA [NM_020650]	RCN3
1055	0.0002478	0.0046281	113.5079649	198.0944748	0.5729991	A_23_P203013	Homo sapiens nuclear protein, ataxia-telangiectasia locus (NPAT), mRNA [NM_002519]	NPAT
1056	0.0002481	0.0046293	6390.510228	4597.689648	1.3899395	A_23_P120488	Homo sapiens aminopeptidase-like 1 (NPEPL1), mRNA [NM_024663]	NPEPL1
1057	0.0002501	0.004659	69.9517728	149.3529493	0.4683655	A_23_P23639	Homo sapiens mucolipin 2 (MCOLN2), mRNA [NM_153259]	MCOLN2
1058	0.0002503	0.004659	40.5208436	69.7094327	0.5812821	A_23_P170331	Homo sapiens adaptor-related protein complex 3, mu 2 subunit (AP3M2), mRNA [NM_006803]	AP3M2
1059	0.0002504	0.004659	334.9456487	605.3278688	0.5533293	A_23_P391275	Homo sapiens Down syndrome critical region gene 1-like 2 (DSCR1L2), mRNA [NM_013441]	DSCR1L2
1060	0.0002514	0.0046732	206.2142815	310.7117263	0.6636836	A_24_P927537	Transcription factor A, mitochondrial precursor (mtTFA) (Mitochondrial transcription factor 1) (MtTF1) (Transcription factor 6-like 2). [Source:Uniprot/SWISSPROT;Acc:Q00059] [ENST00000373899]	TFAM
1061	0.0002529	0.0046966	75.0907365	161.4959954	0.4649697	A_32_P226356	Unknown	THC2679528
1062	0.0002545	0.0047219	71.2912091	111.2786837	0.6406547	A_23_P331908	Homo sapiens cDNA FLJ40559 fis, clone THYMU2002910. [AK097878]	PRDM11
1063	0.000255	0.0047267	317.6514412	221.3789643	1.4348764	A_24_P337397	Homo sapiens ankyrin repeat, family A (RFXANK-like), 2 (ANKRA2), mRNA [NM_023039]	ANKRA2
1064	0.0002554	0.0047297	190.0263722	349.6786359	0.5434315	A_32_P105940	Unknown	A_32_P105940
1065	0.0002566	0.0047467	24.8883581	44.3651604	0.5609888	A_24_P84898	Homo sapiens flap structure-specific endonuclease 1 (FEN1), mRNA [NM_004111]	FEN1
1066	0.0002568	0.0047467	59.848636	38.0028496	1.574846	A_23_P333227	Homo sapiens endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 (ERGIC1), transcript variant 1, mRNA [NM_001031711]	ERGIC1
1067	0.000259	0.0047829	5549.336465	3170.660886	1.7502144	A_23_P167983	Histone H2A type 1-C. [Source:Uniprot/SWISSPROT;Acc:Q93077] [ENST00000314088]	HIST1H2AC
1068	0.0002593	0.0047839	118.6693543	219.6770051	0.5401993	A_24_P895836	Homo sapiens, clone IMAGE:4720764, mRNA. [BC016022]	BC016022
1069	0.000262	0.0048292	827.5310475	1563.641643	0.5292332	A_24_P128741	Q6PI49_HUMAN (Q6PI49) LOC389008 protein (Fragment), partial (8%) [THC2558699]	THC2558699
1070	0.0002632	0.0048433	611.0546694	907.3250248	0.6734683	A_23_P60579	Homo sapiens mannose phosphate isomerase (MPI), mRNA [NM_002435]	MPI
1071	0.0002634	0.0048433	80573.72274	47391.07861	1.7001876	A_23_P38795	Homo sapiens formyl peptide receptor 1 (FPR1), mRNA [NM_002029]	FPR1
1072	0.0002635	0.0048433	107.3043749	210.996157	0.5085608	A_32_P62371	Unknown	THC2674900
1073	0.0002642	0.0048516	1424.500896	490.687416	2.903072	A_24_P931476	Homo sapiens family with sequence similarity 44, member A, mRNA (cDNA clone IMAGE:5503684), with apparent retained intron. [BC043603]	FAM44A
