Probe	Accession No.	Description	Gene ID	si-control(1)	si-GATA2(1)	Folf Change(log2)	si-control(2)	si-GATA2(2)	Fold Change (log2)
203097_s_at	NM_014247	Rap guanine nucleotide exchange factor (GEF) 2	RAPGEF2	1578.7	575.5	-1.4	1197.2	364	-1.8
202677_at	NM_002890	RAS p21 protein activator (GTPase activating protein) 1	RASA1	1334	734.7	-0.8	1222.7	613	-0.9
228109_at	AI912976	Ras protein-specific guanine nucleotide-releasing factor 2	RASGRF2	216	184.8	-0.6	209.8	122.3	-1.2
203185_at	NM_014737	Ras association (RalGDS/AF-6) domain family 2	RASSF2	645.1	431.3	-0.7	291.6	162.9	-0.8
212332_at	BF110947	retinoblastoma-like 2 (p130)	RBL2	157.1	98	-0.5	133.1	71.5	-1.1
203250_at	NM_014892	RNA binding motif protein 16	RBM16	641.6	399	-0.7	529.7	382.8	-0.8
206036_s_at	NM_002908	v-rel reticuloendotheliosis viral oncogene homolog (avian)	REL	230.8	181.6	-0.3	182.8	88.8	-1.2
208070_s_at	NM_002912	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)	REV3L	408.9	240.8	-0.6	327.3	186.4	-1
218723_s_at	NM_014059	response gene to complement 32	RGC32	2779.7	1294.8	-1.1	2114.9	702.6	-1.7
232994_s_at	BE884959	Rho-guanine nucleotide exchange factor	RGNEF	789	435	-0.8	952.6	518	-0.9
203823_at	NM_021106	regulator of G-protein signalling 3	RGS3	1302.8	786	-0.8	1578.6	606.1	-1.3
201453_x_at	NM_005614	Ras homolog enriched in brain	RHEB	2845.6	1440.9	-1.1	2669.3	1284.6	-1.2
212099_at	AI263909	ras homolog gene family, member B	RHOB	4624.6	3535.5	-0.5	6440	1788.8	-1.7
212651_at	AB018283	Rho-related BTB domain containing 1	RHOBTB1	351.8	165.6	-1.3	341.7	109.1	-1.6
218247_s_at	NM_016626	ring finger and KH domain containing 2	RKHD2	495.2	235.8	-1	214.1	94.7	-1.3
207801_s_at	NM_014868	ring finger protein 10	RNF10	952	398.3	-1.3	773.9	158.3	-1.7
242121_at	AW973232	Ring finger protein 12	RNF12	278.1	147.4	-0.8	252.1	149.3	-0.8
226106_at	AI307808	ring finger protein 141	RNF141	760.1	309.4	-1.3	611.6	179.8	-1.7
226326_at	AI798098	ring finger protein (C3HC4 type) 159	RNF159	166.2	79.5	-1.1	198.7	22	-2.9
218528_s_at	NM_022781	ring finger protein 38	RNF38	847.7	323.3	-1.1	590.9	314.5	-1.1
225040_s_at	AV699857	ribulose-5-phosphate-3-epimerase	RPE	514.2	195.4	-1.2	476.6	145.9	-1.5
200715_x_at	BC000514	ribosomal protein L13a	RPL13A	5849.4	5176.8	-0.3	8217.2	4041.8	-1.2
200074_s_at	U16738	ribosomal protein L14 /// ribosomal protein L14	RPL14	4297.7	2966.9	-0.4	5838.8	2517.2	-1.1
216383_at	U52111	ribosomal protein L18a	RPL18A	238.4	135.8	-0.6	154.9	32.4	-1.4
200029_at	NM_000981	ribosomal protein L19 /// ribosomal protein L19	RPL19	5896.1	3386.4	-0.8	7942.4	1551.6	-2.3
213223_at	AK025866	ribosomal protein L28	RPL28	267	150.3	-0.8	329.6	125.1	-1.3
200823_x_at	NM_000992	ribosomal protein L29	RPL29	5235.4	3141.1	-0.7	7962.4	2246.7	-1.8
212039_x_at	BG339228	ribosomal protein L3	RPL3	7164.9	6634.7	-0.3	13058	4923.5	-1.2
221593_s_at	BC001663	ribosomal protein L31	RPL31	431.6	240.9	-0.8	363.3	129	-1.2
200674_s_at	NM_000994	ribosomal protein L32	RPL32	5757.2	3496.1	-0.8	8913.4	2081.7	-2.1
219762_s_at	NM_015414	ribosomal protein L36	RPL36	2701.9	1826.8	-0.5	3172.7	1215.1	-1.4
224763_at	BF724210	Ribosomal protein L37	RPL37	114.6	99.9	-0.5	128.6	50.2	-1.1
200034_s_at	NM_000970	ribosomal protein L6 /// ribosomal protein L6	RPL6	5981.4	4348.5	-0.6	7552.2	2564.8	-1.8
200936_at	NM_000973	ribosomal protein L8	RPL8	5258	3915.7	-0.4	7030.3	3085.8	-1.1
200099_s_at	AL356115	ribosomal protein S3A /// ribosomal protein S3A	RPS3A	7770.7	6590.5	-0.3	11257.5	5471.7	-1.2
201254_x_at	NM_001010	ribosomal protein S6	RPS6	8248	6582.6	-0.3	12293.4	5119.1	-1.2
212912_at	AI992251	ribosomal protein S6 kinase, 90kDa, polypeptide 2	RPS6KA2	2305.4	1803	-0.3	1662.1	552.9	-1.6
226335_at	BG498334	ribosomal protein S6 kinase, 90kDa, polypeptide 3	RPS6KA3	836.7	549.9	-0.6	928.5	411.4	-0.9
213098_at	AI567462	RCD1 required for cell differentiation1 homolog (S. pombe)	RQCD1	111.5	75.3	-0.8	145.2	70.5	-1
219549_s_at	NM_006054	reticulon 3	RTN3	783.9	318.8	-1.7	912.8	236.6	-2.2
219598_s_at	NM_016104	RWD domain containing 1	RWDD1	711.2	389.9	-0.9	690.6	315.9	-1.1
209148_at	BC001167	retinoid X receptor, beta	RXRB	169.5	124.3	-0.7	162.7	74.5	-1.4
203226_s_at	AL514076	sarcoma amplified sequence	SAS	239.6	168.5	-0.7	449.3	205.2	-1.3
218276_s_at	NM_021818	salvador homolog 1 (Drosophila)	SAV1	342	192.8	-0.8	185.9	95.9	-1.1
209146_at	AV704962	sterol-C4-methyl oxidase-like	SC4MOL	1637	553.3	-1.6	446.6	144.9	-2
211423_s_at	D85181	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, fungal)-like	SC5DL	471.9	147.2	-1.5	294.5	108.7	-1.5
224901_at	AL571375	stearoyl-CoA desaturase 4	SCD4	991	569	-0.7	841.1	438.6	-1
228408_s_at	AI738666	SDA1 domain containing 1	SDAD1	184.9	91.8	-0.9	257.8	59.7	-2
218711_s_at	NM_004657	serum deprivation response (phosphatidylserine binding protein)	SDPR	1445.7	667.7	-1.1	2864.8	328.4	-3
225084_at	BG170743	SEC10-like 1 (S. cerevisiae)	SEC10L1	1021.6	369.1	-1.4	1126.3	279	-1.9
202083_s_at	AI017770	SEC14-like 1 (S. cerevisiae)	SEC14L1	747.8	384.3	-0.9	993	424.4	-1.1
209207_s_at	BC001364	SEC22 vesicle trafficking protein-like 1 (S. cerevisiae)	SEC22L1	268.5	141.6	-0.8	244.5	132.6	-1.2
224250_s_at	BC001189	SECIS binding protein 2	SECISBP2	278.8	133.2	-1.1	379.1	144.2	-1.5
206805_at	NM_006080	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	SEMA3A	143.8	121.5	-0.4	142.4	67	-1.3
207714_s_at	NM_004353	serine (or cysteine) proteinase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	SERPINH1	1564.4	450.7	-1.7	1954.3	630.8	-1.7
235683_at	BF685808	sestrin 3	SESN3	125.7	10.7	-3	261.4	16.7	-3.2
201071_x_at	NM_012433	splicing factor 3b, subunit 1, 155kDa	SF3B1	2216.6	1213.9	-0.7	1920.8	931.5	-1
206989_s_at	NM_004719	splicing factor, arginine/serine-rich 2, interacting protein	SFRS2IP	533.6	319.2	-0.7	448.6	199	-0.8
227627_at	AV690866	serum/glucocorticoid regulated kinase-like	SGKL	221.2	130.7	-1.1	173.2	97.8	-0.7
212322_at	BE999972	sphingosine-1-phosphate lyase 1	SGPL1	242.1	60.2	-1.6	200.8	52.2	-2
209090_s_at	AL049597	SH3-domain GRB2-like endophilin B1	SH3GLB1	863.2	348.5	-1.2	867.8	327.3	-1.4
235334_at	AW963951	sialyltransferase 7 ((alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialyltransferase) C	SIAT7C	602.6	296.5	-1	254.1	77.8	-1.9
206052_s_at	NM_006527	stem-loop (histone) binding protein	SLBP	592.7	234.7	-1.3	577.3	164.3	-1.8
204404_at	NM_001046	solute carrier family 12 (sodium/potassium/chloride transporters), member 2	SLC12A2	1086.8	631	-0.9	2552.6	766.5	-1.9
206081_at	NM_004727	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	SLC24A1	305.7	193.7	-0.7	326.2	148.6	-1.4
224711_at	AI670903	Solute carrier family 25, member 29	SLC25A29	451.9	180.8	-1.1	340.6	123.3	-1.4
212085_at	AA916851	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	SLC25A6	4467.3	3649.3	-0.4	6527.6	2685.3	-1.3
235050_at	AI742872	solute carrier family 2 (facilitated glucose transporter), member 12	SLC2A12	169.7	90.5	-0.8	174.6	32.7	-2.8
218519_at	NM_017945	solute carrier family 35, member A5	SLC35A5	442	157.8	-1.4	296.1	113.7	-1.4
202433_at	NM_005827	solute carrier family 35, member B1	SLC35B1	409.5	288.8	-0.5	364.3	196.4	-1.1
217122_s_at	AL031282	solute carrier family 35, member E2	SLC35E2	1406	938.7	-0.6	890.9	464.1	-0.9
220924_s_at	NM_018976	solute carrier family 38, member 2	SLC38A2	3958.4	3463.7	-0.2	5959.2	2332.8	-1.3
202088_at	AI635449	solute carrier family 39 (zinc transporter), member 6	SLC39A6	381.8	193.3	-0.9	627.7	144.5	-1.8
223044_at	AL136944	solute carrier family 40 (iron-regulated transporter), member 1	SLC40A1	561.8	385.1	-0.6	655.4	331.1	-1.1
238488_at	BF511602	synleurin	SLRN	486.7	375.7	-0.4	515.9	222.1	-1.2
210993_s_at	U54826	SMAD, mothers against DPP homolog 1 (Drosophila)	SMAD1	2434.1	1442.4	-0.7	3337.2	1664	-1
201074_at	AA593983	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	SMARCC1	696.9	331.7	-1	612.9	196.8	-1.7
201321_s_at	NM_003075	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	SMARCC2	247.6	151.3	-0.6	210.4	95.6	-1.1
211988_at	BG289800	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	SMARCE1	940.5	445.1	-1.1	767.1	225.7	-1.6
217766_s_at	NM_014313	small membrane protein 1	SMP1	864	389.1	-1.1	886.7	265.1	-1.8
218327_s_at	NM_004782	synaptosomal-associated protein, 29kDa	SNAP29	308.3	75.4	-1.7	266.7	80.4	-1.9
201770_at	NM_004596	small nuclear ribonucleoprotein polypeptide A	SNRPA	523.6	359.3	-0.8	401.5	135.4	-1.6
200826_at	NM_004597	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	SNRPD2	3090.5	2128.4	-0.5	4219.7	2012.2	-1
224684_at	AL559283	Sorting nexin 12	SNX12	799.7	369.1	-1	637.4	338.9	-1
229980_s_at	AA131508	sorting nexin 5	SNX5	1138.5	803.1	-0.7	651.4	304.3	-0.9
203373_at	NM_003877	suppressor of cytokine signaling 2	SOCS2	655.6	189.8	-1.7	339.3	87.7	-1.8
212780_at	AA700167	son of sevenless homolog 1 (Drosophila)	SOS1	187.6	111.4	-0.9	182.3	77.3	-1.4
219993_at	NM_022454	SRY (sex determining region Y)-box 17	SOX17	2016.8	834.7	-1.1	1891.8	363.3	-2.5
222452_s_at	AA741071	hypothetical protein SP192	SP192	440.4	280.4	-0.8	463.8	266.6	-1.3
225339_at	BG290577	Sperm associated antigen 9	SPAG9	428.4	245.1	-0.7	292.3	160.6	-0.8
200665_s_at	NM_003118	secreted protein, acidic, cysteine-rich (osteonectin) /// secreted protein, acidic, cysteine-rich (osteonectin)	SPARC	4700.1	3147.3	-0.7	5291.5	3010	-0.9
209218_at	AF098865	squalene epoxidase	SQLE	1010.6	536	-0.8	442.9	241.1	-0.9
228247_at	H43637	SLIT-ROBO Rho GTPase activating protein 1 /// Similar to FRG1 protein (FSHD region gene 1 protein)	SRGAP1 /// MGC72104	125.3	106.5	-0.5	169.4	86.3	-1.1
208801_at	BE856385	signal recognition particle 72kDa	SRP72	1566.3	564	-1.3	864.8	183.2	-2.2
203182_s_at	NM_003138	SFRS protein kinase 2	SRPK2	329.9	163.7	-1	335.3	121.5	-1.3
200918_s_at	NM_003139	signal recognition particle receptor (docking protein)	SRPR	692	99.4	-3.1	926.5	48	-4.2
201225_s_at	NM_005839	serine/arginine repetitive matrix 1	SRRM1	901.4	475.5	-1	758.2	164	-2.1
207435_s_at	NM_016333	serine/arginine repetitive matrix 2	SRRM2	316.2	238	-0.5	286.8	192.5	-1
213027_at	AU146655	Sjogren syndrome antigen A2 (60kDa, ribonucleoprotein autoantigen SS-A/Ro)	SSA2	354.5	142.9	-1.2	211	82.5	-1.4
202506_at	NM_006751	sperm specific antigen 2	SSFA2	1025.1	449.8	-1.2	1105.3	512.6	-0.9
200652_at	NM_003145	signal sequence receptor, beta (translocon-associated protein beta)	SSR2	1751.1	584.8	-1.6	2487.9	456.6	-2.3
202811_at	NM_006463	STAM binding protein	STAMBP	269.5	124	-1.1	288.7	106.7	-1.2
200028_s_at	NM_020151	START domain containing 7 /// START domain containing 7	STARD7	1417.9	835.7	-0.7	960.7	498	-0.9
207320_x_at	NM_004602	staufen, RNA binding protein (Drosophila)	STAU	1337.6	667.6	-0.9	1358	519.9	-1.2
202951_at	BE048506	serine/threonine kinase 38	STK38	380.3	141.1	-1.4	465.5	169.1	-1.6
212572_at	AW779556	serine/threonine kinase 38 like	STK38L	950.7	433.8	-1.1	695.4	251.1	-1.5
212111_at	AA628051	syntaxin 12	STX12	608.9	391.4	-0.8	844.4	284.4	-1.3
222708_s_at	AW014619	syntaxin 17	STX17	192.2	120.7	-0.8	213.4	106.3	-0.8
215772_x_at	AL050226	succinate-CoA ligase, GDP-forming, beta subunit	SUCLG2	591.5	315.7	-0.8	401.4	142.8	-1.3
1553321_a_at	NM_006588	sulfotransferase family, cytosolic, 1C, member 2	SULT1C2	206.4	163.6	-0.3	166.8	43.8	-2.1
217815_at	NM_007192	suppressor of Ty 16 homolog (S. cerevisiae)	SUPT16H	398.8	245	-0.7	416	185.1	-1.1
203999_at	AV731490	synaptotagmin I	SYT1	160.9	120.3	-0.7	140	65.6	-1.1
200911_s_at	NM_006283	transforming, acidic coiled-coil containing protein 1	TACC1	2984.3	1907.6	-0.6	2925.8	1348.5	-1.2
202286_s_at	J04152	tumor-associated calcium signal transducer 2	TACSTD2	1945.6	924	-1	2020.9	792.7	-1.2
215273_s_at	AK024982	transcriptional adaptor 3 (NGG1 homolog, yeast)-like	TADA3L	242.4	105.3	-0.7	284.1	81.2	-1.7
209358_at	AF118094	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	TAF11	322.3	132.4	-1.5	294.9	82.3	-1.5
202168_at	NM_003187	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	TAF9	707.9	513.5	-0.4	1014.1	433.2	-1.1
206283_s_at	NM_003189	T-cell acute lymphocytic leukemia 1	TAL1	577.8	213.2	-1.4	481.5	173.8	-1.5
212978_at	AU146004	T-cell activation leucine repeat-rich protein	TA-LRRP	214.2	85.1	-1.3	236	85.3	-1.4
225308_s_at	AB051515	TPR domain, ankyrin-repeat and coiled-coil-containing	TANC	1670.2	1077.1	-0.7	1437.9	843.4	-0.8
227454_at	AB037782	TAO kinase 1	TAOK1	152	72.3	-1	235.5	104.6	-0.9
201813_s_at	AI654161	TBC1 domain family, member 5	TBC1D5	338.6	198.9	-0.7	273	132	-0.9
219158_s_at	NM_025085	transcriptional coactivator tubedown-100	TBDN100	114.4	56.2	-0.9	151.2	67.1	-0.9
213604_at	AW451236	Transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	TCEB3	397.7	230	-1.2	372.9	134.8	-1.6
202396_at	NM_006706	transcription elongation regulator 1	TCERG1	516	222.6	-1.2	455	163.5	-1.4
208986_at	AL559478	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	TCF12	1167.7	647.8	-0.7	853.3	409.6	-1
212931_at	AB006630	transcription factor 20 (AR1)	TCF20	167	87.9	-1	133.3	30.3	-1.7
212386_at	BF592782	Transcription factor 4	TCF4	5043	3612.5	-0.5	4405.5	2014.3	-1.2
204849_at	NM_006602	transcription factor-like 5 (basic helix-loop-helix)	TCFL5	376.5	164.1	-1.2	296.6	105.3	-1.4
204043_at	NM_000355	transcobalamin II; macrocytic anemia	TCN2	270.1	141	-0.9	166.4	111.4	-0.7
204281_at	NM_003213	TEA domain family member 4	TEAD4	198.4	106.6	-0.7	154.5	80.4	-1.2
212498_at	AF056433	Similar to S. cerevisiae SSM4	TEB4	585.4	288.8	-1	469.4	149.6	-1.8
200804_at	NM_003217	testis enhanced gene transcript (BAX inhibitor 1)	TEGT	2180.2	517.3	-2	2089.1	486.5	-2.2
203449_s_at	NM_017489	telomeric repeat binding factor (NIMA-interacting) 1	TERF1	289.9	209	-0.6	255.7	148.1	-0.9
213258_at	BF511231	Tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	TFPI	3780.8	2729.8	-0.5	3978.3	1605.3	-1.2
205016_at	NM_003236	transforming growth factor, alpha	TGFA	462.3	308.8	-0.5	519.3	85.8	-2.9
207334_s_at	NM_003242	transforming growth factor, beta receptor II (70/80kDa)	TGFBR2	590.4	392.4	-0.6	809.8	313.2	-1.2
203313_s_at	NM_003244	TGFB-induced factor (TALE family homeobox)	TGIF	504.4	276.2	-0.9	577.3	310.2	-0.8
219477_s_at	NM_018676	thrombospondin, type I, domain containing 1 pseudogene /// thrombospondin, type I, domain containing 1	THSD1P /// THSD1	745.9	448.1	-0.6	603.5	332.9	-1.2
213025_at	AL134904	THUMP domain containing 1	THUMPD1	158	84.7	-0.7	122.6	54.1	-1.2
213301_x_at	AL538264	transcriptional intermediary factor 1	TIF1	173.4	141.4	-0.5	221.2	91	-1
225698_at	BF314746	TIGA1	TIGA1	398.3	277.9	-0.6	494.2	154.8	-1.6
221060_s_at	NM_003266	toll-like receptor 4 /// toll-like receptor 4	TLR4	727.3	454.2	-0.6	691.8	294.9	-1.1
217979_at	NM_014399	transmembrane 4 superfamily member 13	TM4SF13	1583.6	1116.3	-0.5	2019.2	877	-1.2
212194_s_at	AI418892	transmembrane 9 superfamily protein member 4	TM9SF4	316.6	226.4	-0.6	470.7	236	-1.1
205123_s_at	NM_003692	transmembrane protein with EGF-like and two follistatin-like domains 1	TMEFF1	378.9	248.6	-0.7	225.7	134	-1.3
212989_at	AI377497	transmembrane protein 23	TMEM23	262.6	121.5	-1.3	223.6	45.4	-1.9
212352_s_at	BE780075	transmembrane trafficking protein	TMP21	2923	1241.8	-1.1	2925.6	846.6	-1.8
238320_at	AV659198	trophoblast-derived noncoding RNA	TncRNA	186.5	141.1	-0.7	513	221	-1.1
202688_at	NM_003810	tumor necrosis factor (ligand) superfamily, member 10 /// tumor necrosis factor (ligand) superfamily, member 10	TNFSF10	1320.4	784.3	-0.8	1317.9	572	-1.2
221371_at	NM_005092	tumor necrosis factor (ligand) superfamily, member 18	TNFSF18	906	350.4	-1.4	2067.2	1423.6	-0.6
207196_s_at	NM_006058	TNFAIP3 interacting protein 1	TNIP1	519.2	315.4	-0.7	721.7	200.2	-1.7
208901_s_at	J03250	topoisomerase (DNA) I	TOP1	1067.8	502.4	-1.1	1082.8	353	-1.7
203120_at	NM_005426	tumor protein p53 binding protein, 2	TP53BP2	195.9	130.5	-0.8	168.6	101.3	-0.8
204079_at	NM_003595	tyrosylprotein sulfotransferase 2	TPST2	1090.7	232.1	-2.1	699.4	159.8	-2
210052_s_at	AF098158	TPX2, microtubule-associated protein homolog (Xenopus laevis)	TPX2	248.7	63.4	-1.8	103.1	56.4	-0.7
204341_at	NM_006470	tripartite motif-containing 16	TRIM16	1172.9	748.2	-0.6	1348	594	-1
217759_at	BF431488	tripartite motif-containing 44	TRIM44	708.3	438.4	-0.7	673.5	226.5	-1.5
221044_s_at	NM_021616	tripartite motif-containing 6 and tripartite motif-containing 34 /// tripartite motif-containing 34	TRIM6-TRIM34 /// TRIM34	198	148.9	-0.6	160.7	97.5	-0.9
226993_at	AA973551	Thyroid hormone receptor interactor 12	TRIP12	420.9	153.6	-1.5	337.2	60.1	-2
202467_s_at	NM_004236	thyroid receptor interacting protein 15	TRIP15	1292.2	731.3	-0.8	1472.4	625.2	-1.2
221493_at	AL136629	TSPY-like 1	TSPYL1	875.1	511.7	-0.8	800.5	425.4	-0.7
225180_at	AL040341	tetratricopeptide repeat domain 14	TTC14	223.6	121	-0.9	195.4	97.2	-0.9
226152_at	BE963437	Tetratricopeptide repeat domain 7B	TTC7B	229.5	153.7	-0.7	269.4	97.1	-1.5
224896_s_at	BE964048	tubulin tyrosine ligase	TTL	319.6	138.5	-1.1	289.1	224.6	-0.5
221253_s_at	NM_030810	thioredoxin domain containing 5 /// thioredoxin domain containing 5	TXNDC5	5671.9	1498.4	-2.1	7997.4	868.9	-3.3
201010_s_at	NM_006472	thioredoxin interacting protein	TXNIP	1146.7	409.4	-1.5	1593.2	386.8	-2
223279_s_at	AF322916	uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA	1130.6	519.4	-1.1	1236	331.5	-1.8
213535_s_at	AA910614	ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)	UBE2I	1700.9	1129	-0.6	1837.6	983.1	-0.9
222435_s_at	AF161502	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	UBE2J1	1629.4	722.9	-1.2	1218.3	636.2	-1
201524_x_at	NM_003348	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	UBE2N	1829.8	840.4	-1.2	1749.7	691.2	-1.3
202779_s_at	NM_014501	ubiquitin-conjugating enzyme E2S	UBE2S	517.2	252.5	-1	317.4	74.7	-1.4
218082_s_at	NM_014517	upstream binding protein 1 (LBP-1a)	UBP1	634.9	378.1	-0.7	522.5	253.4	-1.1
208998_at	U94592	uncoupling protein 2 (mitochondrial, proton carrier)	UCP2	274.5	46.1	-2.8	181.6	47.6	-2.1
222569_at	AU153746	UDP-glucose ceramide glucosyltransferase-like 1	UGCGL1	181.1	74.5	-1.6	187.2	43.5	-2.3
217870_s_at	NM_016308	UMP-CMP kinase	UMP-CMPK	1182.5	304.1	-1.9	1217.8	198.1	-2.6
202893_at	NM_006377	unc-13 homolog B (C. elegans)	UNC13B	361.2	183.7	-0.9	386.5	169.3	-1.2
220419_s_at	NM_013396	ubiquitin specific protease 25	USP25	888	536.7	-0.7	1010.2	376.5	-1.3
221654_s_at	AF077040	ubiquitin specific protease 3	USP3	535.1	339.2	-0.6	501.9	271.8	-0.9
231817_at	H25097	ubiquitin specific protease 53	USP53	229.7	118.9	-0.8	374.4	215.4	-0.8
227334_at	AW242125	ubiquitin specific protease 54	USP54	179.6	130.3	-0.6	267	97.9	-1.6
202745_at	NM_005154	Ubiquitin specific protease 8	USP8	244.3	170	-0.6	203.2	123.2	-0.9
203614_at	NM_021645	UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)	UTP14C	222.4	158	-0.6	242.6	116.7	-1.2
223090_x_at	AF225417	transmembrane protein vezatin	VEZATIN	721.9	298.2	-1.1	831.9	157	-2.1
224881_at	AV724827	vitamin K epoxide reductase complex, subunit 1-like 1	VKORC1L1	657.5	399.5	-0.7	456	274.6	-0.8
222436_s_at	AF219226	vacuolar protein sorting 24 (yeast)	VPS24	585.7	363.3	-0.7	828.6	307.7	-1.3
233980_s_at	X06828	von Willebrand factor	VWF	266.6	249.9	-0.3	315.5	133.4	-1.4
222734_at	BF515963	tryptophanyl tRNA synthetase 2 (mitochondrial)	WARS2	145.6	68.2	-0.9	110.3	37.2	-1.5
204042_at	AB020707	WAS protein family, member 3	WASF3	807.5	466.6	-0.8	628	377.6	-0.8
202664_at	AW058622	Wiskott-Aldrich syndrome protein interacting protein	WASPIP	243.4	188.8	-0.6	173.3	78.6	-1.3
223072_s_at	U79457	WW domain binding protein 1	WBP1	164.6	125.1	-0.5	180.9	79.9	-1.1
202908_at	NM_006005	Wolfram syndrome 1 (wolframin)	WFS1	818.9	378.6	-1.1	668.8	244.9	-1.5
202749_at	NM_004627	tryptophan rich basic protein	WRB	1230.5	528.5	-1.2	1450.1	419.3	-1.8
210561_s_at	AL110243	WD repeat and SOCS box-containing 1	WSB1	2507.6	1023.1	-1.3	3072.8	829.2	-1.9
212638_s_at	BF131791	WW domain containing E3 ubiquitin protein ligase 1	WWP1	492	192.3	-1.3	676.5	309.7	-1
219059_s_at	AL574194	extracellular link domain containing 1	XLKD1	360.6	115.2	-1.5	301.4	129.3	-0.9
209045_at	AF195530	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	XPNPEP1	737.6	328.6	-1.1	828.9	350.4	-1.3
223056_s_at	AF298880	exportin 5	XPO5	306.6	234.6	-0.5	338.9	147	-1
211982_x_at	AL546600	exportin 6	XPO6	517.2	320	-0.8	570.9	210.4	-1.3
206238_s_at	NM_005748	YY1 associated factor 2	YAF2	154.4	63.7	-1.1	127.1	25.8	-2.2
221203_s_at	NM_018023	YEATS domain containing 2	YEATS2	178.4	105.6	-1	159.5	106.6	-1
212455_at	N36997	splicing factor YT521-B	YT521	739.6	554.5	-0.7	750.9	475.6	-0.8
213077_at	AL049305	YTH domain containing 2	YTHDC2	811.2	556.4	-0.7	495.6	212.6	-1.3
200047_s_at	NM_003403	YY1 transcription factor /// YY1 transcription factor	YY1	1797.2	1066	-0.8	1385.3	702.7	-1.1
203651_at	NM_014733	Zinc finger, FYVE domain containing 16	ZFYVE16	213	147.9	-0.4	174.7	86.3	-1.1
213073_at	AB002319	zinc finger, FYVE domain containing 26	ZFYVE26	205.3	125.7	-0.9	188.8	116.4	-0.8
203556_at	NM_014943	zinc fingers and homeoboxes 2	ZHX2	153.2	94.1	-0.5	169.5	49.1	-1.5
224782_at	AA205643	zinc finger, matrin type 2	ZMAT2	465	288.1	-0.6	547.2	260	-1.2
202136_at	BE250417	zinc finger, MYND domain containing 11	ZMYND11	677.7	287.7	-1.3	578.3	168.7	-1.9
207605_x_at	NM_024498	zinc finger protein 117 (HPF9)	ZNF117	160.9	89.9	-0.6	358	135.8	-1.6
203319_s_at	L04282	zinc finger protein 148 (pHZ-52)	ZNF148	186.8	106	-0.8	237.6	127.1	-0.8
207513_s_at	NM_003452	zinc finger protein 189	ZNF189	228.7	157.6	-0.6	238	138.6	-0.9
218645_at	NM_021994	zinc finger protein (C2H2 type) 277	ZNF277	365.6	277.5	-0.4	423.6	194	-1.1
225221_at	AA195485	Zinc finger protein 36 (KOX 18)	ZNF36	580.7	437.4	-0.5	620.6	315.6	-1
225335_at	AA191336	zinc finger protein 496	ZNF496	195.5	153.6	-0.6	184.8	124.4	-1.2
226676_at	AK021452	zinc finger protein 521	ZNF521	965.8	569.4	-0.8	983.5	358.3	-1.6
213775_x_at	AI357871	zinc finger protein 638	ZNF638	342.5	249.8	-0.6	404.4	186.8	-1.1
