AffyID	Gene Title	Gene Symbol	Alignments	Length
202187_s_at	protein phosphatase 2, regulatory subunit B, alpha isoform	PPP2R5A	chr1:210525501-210601823 (+)	76322
203338_at	protein phosphatase 2, regulatory subunit B, epsilon isoform	PPP2R5E	chr14:62911181-63079808 (-)	168627
213305_s_at	protein phosphatase 2, regulatory subunit B, gamma isoform	PPP2R5C	chr14:101345960-101448713 (+)	102753
202429_s_at	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform	PPP3CA	chr4:102163609-102487376 (-)	323767
202432_at	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform	PPP3CB	chr10:74866617-74925760 (-)	59143
207000_s_at	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform	PPP3CC	chr8:22354581-22454597 (+)	100016
204507_s_at	protein phosphatase 3 (formerly 2B), regulatory subunit B, alpha isoform	PPP3R1	chr2:68260325-68333120 (-)	72795
206174_s_at	protein phosphatase 6, catalytic subunit	PPP6C	chr9:126951423-126991839 (-)	40416
207808_s_at	protein S (alpha)	PROS1	chr3:95074646-95175395 (-)	100749
200730_s_at	protein tyrosine phosphatase type IVA, member 1	PTP4A1	chr6:64340337-64351452 (+)	11115
200732_s_at	protein tyrosine phosphatase type IVA, member 1	PTP4A1	chr6:64340337-64351452 (+)	11115
205868_s_at	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	PTPN11	chr12:111341145-111428165 (+)	87020
212610_at	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	PTPN11	chr12:111430447-111432100 (+)	1653
202006_at	protein tyrosine phosphatase, non-receptor type 12	PTPN12	chr7:77004780-77107101 (+)	102321
216915_s_at	protein tyrosine phosphatase, non-receptor type 12	PTPN12	chr7:77038405-77052824 (+)	14419
213136_at	protein tyrosine phosphatase, non-receptor type 2	PTPN2	chr13:30026247-30027616 (+)	1369
205438_at	protein tyrosine phosphatase, non-receptor type 21	PTPN21	chr14:88004010-88090876 (-)	86866
207238_s_at	protein tyrosine phosphatase, receptor type, C	PTPRC	chr1:196874853-196992247 (+)	117394
212588_at	protein tyrosine phosphatase, receptor type, C	PTPRC	chr1:196874847-196993226 (+)	118379
221840_at	protein tyrosine phosphatase, receptor type, E	PTPRE	chr10:129729127-129774163 (+)	45036
203038_at	protein tyrosine phosphatase, receptor type, K	PTPRK	chr6:128331624-128883206 (-)	551582
212640_at	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b	PTPLB	chr3:124693088-124694460 (-)	1372
210156_s_at	protein-L-isoaspartate (D-aspartate) O-methyltransferase	PCMT1	chr6:150112657-150165359 (+)	52702
200773_x_at	prothymosin, alpha (gene sequence 28) /// similar to prothymosin, alpha (gene sequence 28)	LOC643287 /// PTMA	chr12:12155208-12156346 (+)	1138
211090_s_at	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	PRPF4B	chr6:4001589-4002308 (+)	719
214941_s_at	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	PRPF40A	chr2:153243815-153282220 (-)	38405
208880_s_at	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)	PRPF6	chr20:62082960-62134860 (+)	51900
209019_s_at	PTEN induced putative kinase 1	PINK1	chr1:20832558-20850393 (+)	17835
203736_s_at	PTPRF interacting protein, binding protein 1 (liprin beta 1)	PPFIBP1	chr12:27568457-27737852 (+)	169395
214374_s_at	PTPRF interacting protein, binding protein 1 (liprin beta 1)	PPFIBP1	chr12:27679176-27692336 (+)	13160
201164_s_at	pumilio homolog 1 (Drosophila)	PUM1	chr1:31176939-31311140 (-)	134201
207455_at	purinergic receptor P2Y, G-protein coupled, 1	P2RY1	chr3:154036124-154038530 (+)	2406
204020_at	purine-rich element binding protein A	PURA	chr5:139473891-139476602 (+)	2711
205702_at	putative homeodomain transcription factor 1	PHTF1	chr1:114041301-114102879 (-)	61578
209780_at	putative homeodomain transcription factor 2	PHTF2	chr7:77266153-77424477 (+)	158324
201606_s_at	PWP1 homolog (S. cerevisiae)	PWP1	chr12:106603688-106631365 (+)	27677
217848_s_at	pyrophosphatase (inorganic) 1	PPA1	chr5:172335054-172336096 (+)	1042
200980_s_at	pyruvate dehydrogenase (lipoamide) alpha 1	PDHA1	chrX:19271971-19287886 (+)	15915
208911_s_at	pyruvate dehydrogenase (lipoamide) beta	PDHB	chr3:58388790-58394581 (-)	5791
212263_at	quaking homolog, KH domain RNA binding (mouse)	QKI	chr6:163756198-163914889 (+)	158691
212636_at	quaking homolog, KH domain RNA binding (mouse)	QKI	chr6:163756221-163911467 (+)	155246
214543_x_at	quaking homolog, KH domain RNA binding (mouse)	QKI	chr6:163756221-163912012 (+)	155791
209180_at	Rab geranylgeranyltransferase, beta subunit	RABGGTB	chr1:76025766-76033064 (+)	7298
204028_s_at	RAB GTPase activating protein 1	RABGAP1	chr9:124743058-124906517 (+)	163459
213313_at	RAB GTPase activating protein 1	RABGAP1	chr9:124891651-124906968 (+)	15317
203020_at	RAB GTPase activating protein 1-like	RABGAP1L	chr1:173035657-173231067 (+)	195410
213982_s_at	RAB GTPase activating protein 1-like	RABGAP1L	chr1:172935334-173193947 (+)	258613
219151_s_at	RAB, member of RAS oncogene family-like 2B /// RAB, member of RAS oncogene family-like 2A	RABL2A /// RABL2B	chr2:114101351-114117431 (+)	16080
213970_at	RAB, member of RAS oncogene family-like 3 /// similar to RAB, member of RAS oncogene family-like 3	LOC653256 /// RABL3	chr3_random:13579-14786 (+)	1207
219681_s_at	RAB11 family interacting protein 1 (class I)	RAB11FIP1	chr8:37837344-37876173 (-)	38829
203884_s_at	RAB11 family interacting protein 2 (class I)	RAB11FIP2	chr10:119754418-119796104 (-)	41686
200864_s_at	RAB11A, member RAS oncogene family	RAB11A	chr15:63948911-63968845 (+)	19934
211503_s_at	RAB14, member RAS oncogene family	RAB14	chr9:122983374-123003795 (-)	20421
207791_s_at	RAB1A, member RAS oncogene family	RAB1A	chr2:65169074-65210587 (-)	41513
213440_at	RAB1A, member RAS oncogene family	RAB1A	chr2:65167057-65168565 (-)	1508
218360_at	RAB22A, member RAS oncogene family	RAB22A	chr20:56318195-56369065 (+)	50870
209514_s_at	RAB27A, member RAS oncogene family	RAB27A	chr15:53283093-53349884 (-)	66791
209515_s_at	RAB27A, member RAS oncogene family	RAB27A	chr15:53283429-53349877 (-)	66448
210951_x_at	RAB27A, member RAS oncogene family	RAB27A	chr15:53284716-53349776 (-)	65060
217762_s_at	RAB31, member RAS oncogene family	RAB31	chr18:9698227-9852548 (+)	154321
217763_s_at	RAB31, member RAS oncogene family	RAB31	chr18:9698353-9849586 (+)	151233
217764_s_at	RAB31, member RAS oncogene family	RAB31	chr18:9698264-9852547 (+)	154283
204214_s_at	RAB32, member RAS oncogene family	RAB32	chr6:146906693-146917655 (+)	10962
204547_at	RAB40B, member RAS oncogene family	RAB40B	chr17:78208237-78249802 (-)	41565
206113_s_at	RAB5A, member RAS oncogene family	RAB5A	chr3:19967338-20000334 (+)	32996
209089_at	RAB5A, member RAS oncogene family	RAB5A	chr3:19963945-20001669 (+)	37724
201048_x_at	RAB6A, member RAS oncogene family	RAB6A	chr2:130454089-130454819 (+)	730
201047_x_at	RAB6A, member RAS oncogene family /// RAB6C-like	LOC150786 /// RAB6A	chr2:130453752-130456783 (+)	3031
219210_s_at	RAB8B, member RAS oncogene family	RAB8B	chr15:61268785-61343422 (+)	74637
221808_at	RAB9A, member RAS oncogene family	RAB9A	chrX:13617201-13637858 (+)	20657
214552_s_at	rabaptin, RAB GTPase binding effector protein 1	RABEP1	chr17:5126505-5227260 (+)	100755
204460_s_at	RAD1 homolog (S. pombe)	RAD1	chr5:34944563-34951347 (-)	6784
210216_x_at	RAD1 homolog (S. pombe)	RAD1	chr5:34944416-34951404 (-)	6988
210826_x_at	RAD17 homolog (S. pombe)	RAD17	chr5:68702671-68745943 (+)	43272
200607_s_at	RAD21 homolog (S. pombe)	RAD21	chr8:117927353-117956221 (-)	28868
201223_s_at	RAD23 homolog B (S. cerevisiae)	RAD23B	chr9:109085417-109133120 (+)	47703
212397_at	radixin	RDX	chr11:109605149-109612606 (-)	7457
212398_at	radixin	RDX	chr11:109605149-109612606 (-)	7457
202845_s_at	ralA binding protein 1	RALBP1	chr18:9465006-9527602 (+)	62596
202483_s_at	RAN binding protein 1	RANBP1	chr22:18485023-18494704 (+)	9681
201711_x_at	RAN binding protein 2	RANBP2	chr2:108702368-108767728 (+)	65360
201713_s_at	RAN binding protein 2	RANBP2	chr2:108702368-108766992 (+)	64624
211954_s_at	RAN binding protein 5	RANBP5	chr13:97404373-97474583 (+)	70210
202583_s_at	RAN binding protein 9	RANBP9	chr6:13730164-13819464 (-)	89300
200750_s_at	RAN, member RAS oncogene family	RAN	chr12:129922520-129926777 (+)	4257
210676_x_at	RANBP2-like and GRIP domain containing 5 /// RANBP2-like and GRIP domain containing 8 /// RANBP2-like and GRIP domain containing 6	RGPD5 /// RGPD6 /// RGPD8	chr2:109909254-109970843 (+)	61589
203096_s_at	Rap guanine nucleotide exchange factor (GEF) 2	RAPGEF2	chr4:160408695-160500752 (+)	92057
215987_at	Rap guanine nucleotide exchange factor (GEF) 2	RAPGEF2	chr4:160498714-160499943 (-)	1229
215992_s_at	Rap guanine nucleotide exchange factor (GEF) 2	RAPGEF2	chr4:160467262-160471238 (+)	3976
204681_s_at	Rap guanine nucleotide exchange factor (GEF) 5	RAPGEF5	chr7:22124446-22199859 (-)	75413
219112_at	Rap guanine nucleotide exchange factor (GEF) 6	RAPGEF6	chr5:130789499-131160575 (-)	371076
209444_at	RAP1, GTP-GDP dissociation stimulator 1	RAP1GDS1	chr4:99401642-99582838 (+)	181196
217457_s_at	RAP1, GTP-GDP dissociation stimulator 1	RAP1GDS1	chr4:99433580-99582291 (+)	148711
210426_x_at	RAR-related orphan receptor A	RORA	chr15:58576754-59308810 (-)	732056
210479_s_at	RAR-related orphan receptor A	RORA	chr15:58576900-58671930 (-)	95030
209684_at	Ras and Rab interactor 2	RIN2	chr20:19863769-19931097 (+)	67328
207754_at	Ras association (RalGDS/AF-6) domain family 8	RASSF8	chr12:26099435-26109340 (+)	9905
201453_x_at	Ras homolog enriched in brain	RHEB	chr10:46816205-46817193 (+)	988
213404_s_at	Ras homolog enriched in brain	RHEB	chr10:46816167-46817191 (+)	1024
200059_s_at	ras homolog gene family, member A	RHOA	chr3:49371933-49424366 (-)	52433
210621_s_at	RAS p21 protein activator (GTPase activating protein) 1	RASA1	chr5:86600521-86723191 (+)	122670
208640_at	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	RAC1	chr7:6380685-6410123 (+)	29438
218088_s_at	Ras-related GTP binding C	RRAGC	chr1:39077651-39097910 (-)	20259
221523_s_at	Ras-related GTP binding D	RRAGD	chr6:90130942-90178706 (-)	47764
221524_s_at	Ras-related GTP binding D	RRAGD	chr6:90134312-90178484 (-)	44172
219864_s_at	RCAN family member 3	RCAN3	chr1:24713427-24734434 (+)	21007
209219_at	RD RNA binding protein	RDBP	chr6:32027984-32034725 (-)	6741
209941_at	receptor (TNFRSF)-interacting serine-threonine kinase 1	RIPK1	chr6:3022056-3059173 (+)	37117
204365_s_at	receptor accessory protein 1	REEP1	chr2:86294632-86418288 (-)	123656
208872_s_at	receptor accessory protein 5	REEP5	chr5:112239980-112285906 (-)	45926
208873_s_at	receptor accessory protein 5	REEP5	chr5:112239979-112285811 (-)	45832
209545_s_at	receptor-interacting serine-threonine kinase 2	RIPK2	chr8:90839198-90871804 (+)	32606
221215_s_at	receptor-interacting serine-threonine kinase 4	RIPK4	chr21:42032603-42060318 (-)	27715
207785_s_at	recombination signal binding protein for immunoglobulin kappa J region	RBPJ	chr4:26016891-26045639 (+)	28748
211974_x_at	recombination signal binding protein for immunoglobulin kappa J region	RBPJ	chr4:25774216-26045727 (+)	271511
210568_s_at	RecQ protein-like (DNA helicase Q1-like)	RECQL	chr12:21514353-21545753 (-)	31400
210751_s_at	regucalcin (senescence marker protein-30)	RGN	chrX:46825201-46837653 (+)	12452
221127_s_at	regulated in glioma	RIG	chr11:11938957-11941523 (+)	2566
208370_s_at	regulator of calcineurin 1	RCAN1	chr21:34810657-34908012 (-)	97355
203498_at	regulator of calcineurin 2	RCAN2	chr6:46296433-46401364 (-)	104931
204319_s_at	regulator of G-protein signaling 10	RGS10	chr10:121249496-121286015 (-)	36519
209324_s_at	regulator of G-protein signaling 16	RGS16	chr1:180834381-180840166 (-)	5785
209325_s_at	regulator of G-protein signaling 16	RGS16	chr1:180834526-180840020 (-)	5494
202388_at	regulator of G-protein signaling 2, 24kDa	RGS2	chr1:191044793-191048026 (+)	3233
214000_s_at	Regulator of G-protein signalling 10	RGS10	chr10:121249421-121276929 (+)	27508
202963_at	regulatory factor X, 5 (influences HLA class II expression)	RFX5	chr1:149579739-149585977 (-)	6238
212589_at	related RAS viral (r-ras) oncogene homolog 2	RRAS2	chr1:53230032-53231964 (-)	1932
208021_s_at	replication factor C (activator 1) 1, 145kDa	RFC1	chr4:38965475-39044380 (-)	78905
202296_s_at	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	RER1	chr1:2317089-2324478 (+)	7389
212612_at	REST corepressor 1	RCOR1	chr14:102128985-102266665 (+)	137680
201063_at	reticulocalbin 1, EF-hand calcium binding domain	RCN1	chr11:32069266-32083653 (+)	14387
201485_s_at	reticulocalbin 2, EF-hand calcium binding domain	RCN2	chr15:75011176-75028771 (+)	17595
219549_s_at	reticulon 3	RTN3	chr11:63205560-63283930 (+)	78370
210968_s_at	reticulon 4	RTN4	chr2:55053455-55129830 (-)	76375
211509_s_at	reticulon 4	RTN4	chr2:55052832-55131006 (-)	78174
217301_x_at	retinoblastoma binding protein 4	RBBP4	chr1:32889421-32918845 (+)	29424
212783_at	retinoblastoma binding protein 6	RBBP6	chr16:24488809-24491685 (+)	2876
203344_s_at	retinoblastoma binding protein 8	RBBP8	chr18:18767846-18860445 (+)	92599
212332_at	retinoblastoma-like 2 (p130)	RBL2	chr16:52025851-52083061 (+)	57210
202052_s_at	retinoic acid induced 14	RAI14	chr5:34692274-34868473 (+)	176199
209496_at	retinoic acid receptor responder (tazarotene induced) 2	RARRES2	chr7:149666340-149668651 (-)	2311
204070_at	retinoic acid receptor responder (tazarotene induced) 3	RARRES3	chr11:63060855-63070505 (+)	9650
217776_at	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	RDH11	chr14:67213273-67232213 (-)	18940
212724_at	Rho family GTPase 3	RND3	chr2:151032957-151052414 (-)	19457
207606_s_at	Rho GTPase activating protein 12	ARHGAP12	chr10:32135227-32138262 (-)	3035
204882_at	Rho GTPase activating protein 25	ARHGAP25	chr2:68855623-68907459 (+)	51836
38149_at	Rho GTPase activating protein 25	ARHGAP25	chr2:68855654-68907459 (+)	51805
201333_s_at	Rho guanine nucleotide exchange factor (GEF) 12	ARHGEF12	chr11:119782033-119865855 (+)	83822
204765_at	Rho guanine nucleotide exchange factor (GEF) 5	ARHGEF5	chr7:143694378-143708656 (+)	14278
202548_s_at	Rho guanine nucleotide exchange factor (GEF) 7	ARHGEF7	chr13:110604085-110756079 (+)	151994
214578_s_at	Rho-associated, coiled-coil containing protein kinase 1	ROCK1	chr18:16784465-16944926 (-)	160461
202762_at	Rho-associated, coiled-coil containing protein kinase 2	ROCK2	chr2:11237341-11402162 (-)	164821
211504_x_at	Rho-associated, coiled-coil containing protein kinase 2	ROCK2	chr2:11240940-11401713 (-)	160773
216048_s_at	Rho-related BTB domain containing 3	RHOBTB3	chr5:95093316-95117553 (+)	24237
218496_at	ribonuclease H1	RNASEH1	chr17:16527447-16528268 (+)	821
204245_s_at	ribonuclease P/MRP 14kDa subunit	RPP14	chr3:58267041-58279274 (+)	12233
203436_at	ribonuclease P/MRP 30kDa subunit	RPP30	chr10:92621711-92650498 (+)	28787
201785_at	ribonuclease, RNase A family, 1 (pancreatic)	RNASE1	chr14:20339458-20340830 (-)	1372
205158_at	ribonuclease, RNase A family, 4	RNASE4	chr14:20237356-20238332 (+)	976
201477_s_at	ribonucleotide reductase M1 polypeptide	RRM1	chr11:4072632-4116681 (+)	44049
213399_x_at	ribophorin II	RPN2	chr20:35294171-35303436 (+)	9265
213491_x_at	ribophorin II	RPN2	chr20:35285209-35303436 (+)	18227
200724_at	ribosomal protein L10	RPL10	chrX:153280030-153283874 (+)	3844
200725_x_at	ribosomal protein L10	RPL10	chr5:167975893-167976629 (+)	736
200036_s_at	ribosomal protein L10a	RPL10A	chr6:35544174-35546536 (+)	2362
200010_at	ribosomal protein L11	RPL11	chr1:23891684-23895500 (+)	3816
200088_x_at	ribosomal protein L12	RPL12	chr2:203753923-203764303 (+)	10380
200809_x_at	ribosomal protein L12	RPL12	chr1:15991809-15992419 (+)	610
208929_x_at	ribosomal protein L13	RPL13	chr16:88154602-88156974 (+)	2372
212191_x_at	ribosomal protein L13	RPL13	chr16:88154590-88156975 (+)	2385
212734_x_at	ribosomal protein L13	RPL13	chr16:88154590-88157349 (+)	2759
200715_x_at	ribosomal protein L13a	RPL13A	chr10:98500029-98500670 (+)	641
200716_x_at	ribosomal protein L13a	RPL13A	chr1:205147569-205148245 (+)	676
210646_x_at	ribosomal protein L13a	RPL13A	chr10:98500030-98500670 (+)	640
212790_x_at	ribosomal protein L13a	RPL13A	chr10:98500011-98500689 (+)	678
211942_x_at	ribosomal protein L13a /// similar to ribosomal protein L13a; 60S ribosomal protein L13a; 23 kD highly basic protein /// similar to ribosomal protein L13a	LOC644511 /// LOC728658 /// RP11-365K22.1 /// RPL13A	---
213588_x_at	ribosomal protein L14	RPL14	chr3:40474383-40478863 (+)	4480
219138_at	ribosomal protein L14	RPL14	chr3:40474383-40478771 (-)	4388
200074_s_at	ribosomal protein L14 /// ribosomal protein L14-like /// similar to 60S ribosomal protein L14 (CAG-ISL 7)	LOC649821 /// RPL14 /// RPL14L	chr12:61645366-61646062 (+)	696
221475_s_at	ribosomal protein L15	RPL15	chr3:23933618-23937471 (+)	3853
221476_s_at	ribosomal protein L15	RPL15	chr3:23934341-23937334 (+)	2993
200038_s_at	ribosomal protein L17 /// chromosome 18 open reading frame 32 /// hCG39912 /// hCG22804	C18orf32 /// hCG_22804 /// hCG_39912 /// RPL17	chr1:109336411-109337010 (+)	599
212270_x_at	ribosomal protein L17 /// chromosome 18 open reading frame 32 /// hCG39912 /// hCG22804	C18orf32 /// hCG_22804 /// hCG_39912 /// RPL17	chr1:109336410-109337022 (+)	612
212537_x_at	ribosomal protein L17 /// chromosome 18 open reading frame 32 /// hCG39912 /// hCG22804	C18orf32 /// hCG_22804 /// hCG_39912 /// RPL17	chr1:77367352-77367986 (+)	634
200022_at	ribosomal protein L18	RPL18	chr16:74826420-74827037 (-)	617
200029_at	ribosomal protein L19 /// similar to ribosomal protein L19	LOC392557 /// RPL19	chr17:34610096-34614506 (+)	4410
208768_x_at	ribosomal protein L22	RPL22	chr2:107897784-107898236 (+)	452
220960_x_at	ribosomal protein L22	RPL22	chr1:6169153-6180404 (-)	11251
221726_at	ribosomal protein L22	RPL22	chr1:6167677-6180404 (-)	12727
221775_x_at	ribosomal protein L22	RPL22	chr1:6168866-6180404 (-)	11538
200888_s_at	ribosomal protein L23	RPL23	chr17:34259867-34262886 (-)	3019
213084_x_at	ribosomal protein L23a /// similar to ribosomal protein L23A	hCG_16001 /// RPL23A	chr17:24071849-24075483 (+)	3634
207283_at	ribosomal protein L23a pseudogene 13	RPL23AP13	chr2:54608210-54610493 (+)	2283
200013_at	ribosomal protein L24	RPL24	chr20:21043330-21043871 (+)	541
214143_x_at	ribosomal protein L24 /// solute carrier family 36 (proton/amino acid symporter), member 2	RPL24 /// SLC36A2	chr3:102882629-102884341 (-)	1712
200025_s_at	ribosomal protein L27	RPL27	chr17:38404285-38408495 (+)	4210
212044_s_at	Ribosomal protein L27a	RPL27A	chr6:153645063-153645582 (+)	519
203034_s_at	ribosomal protein L27a /// hCG21078	hCG_21078 /// RPL27A	chr11:8660920-8663969 (+)	3049
200823_x_at	ribosomal protein L29	RPL29	chr6:118426802-118427425 (+)	623
213969_x_at	ribosomal protein L29	RPL29	chr6:118426797-118427438 (+)	641
201217_x_at	ribosomal protein L3	RPL3	chr14:56514877-56516147 (+)	1270
211073_x_at	ribosomal protein L3	RPL3	chr14:56514877-56516170 (+)	1293
211666_x_at	ribosomal protein L3	RPL3	chr14:56514877-56515700 (+)	823
212039_x_at	ribosomal protein L3	RPL3	chr22:38038835-38041448 (-)	2613
200062_s_at	ribosomal protein L30	RPL30	chr8:99123129-99126928 (-)	3799
200963_x_at	ribosomal protein L31	RPL31	chr12:109383168-109383589 (+)	421
200674_s_at	ribosomal protein L32	RPL32	chr3:25765953-25766440 (+)	487
