Probe Set ID	In final signature?	Gene Symbol	Orientation	Description
ADXCRAG_BC023543_s_at	No	MEG3	Sense (Fully Exonic)	maternally expressed 3 (non-protein coding) [Source:HGNC Symbol;Acc:14575]
ADXCRAG_BC023587_s_at	No	RCOR2	Sense (Fully Exonic)	REST corepressor 2 [Source:HGNC Symbol;Acc:27455]
ADXCRAG_BC023633_x_at	No	FXN	Sense (Fully Exonic)	frataxin [Source:HGNC Symbol;Acc:3951]
ADXCRAG_BC023985_s_at	No	ZNF777	Sense (Fully Exonic)	zinc finger protein 777 [Source:HGNC Symbol;Acc:22213]
ADXCRAG_BC026062_s_at	No	FUS	Sense (Fully Exonic)	fused in sarcoma [Source:HGNC Symbol;Acc:4010]
ADXCRAG_BC026069_s_at	No	RAGE	Sense (Fully Exonic)	renal tumor antigen [Source:HGNC Symbol;Acc:9833]
ADXCRAG_BC026222_s_at	No	SMARCC2	Sense (Fully Exonic)	SWI/SNF related_ matrix associated_ actin dependent regulator of chromatin_ subfamily c_ member 2 [Source:HGNC Symbol;Acc:11105]
ADXCRAG_BC027302_s_at	No	FLT4	Sense (Fully Exonic)	fms-related tyrosine kinase 4 [Source:HGNC Symbol;Acc:3767]
ADXCRAG_BC027713_s_at	No	HNRNPUL1	Sense (Fully Exonic)	heterogeneous nuclear ribonucleoprotein U-like 1 [Source:HGNC Symbol;Acc:17011]
ADXCRAG_BC027850_x_at	No	CASP8AP2	Sense (includes Intronic)	caspase 8 associated protein 2 [Source:HGNC Symbol;Acc:1510]
ADXCRAG_BC028048_s_at	No	LENG8	Sense (Fully Exonic)	leukocyte receptor cluster (LRC) member 8 [Source:HGNC Symbol;Acc:15500]
ADXCRAG_BC028071_s_at	No	MYO1F	Sense (Fully Exonic)	myosin IF [Source:HGNC Symbol;Acc:7600]
ADXCRAG_BC028097_s_at	No	BTBD1	Sense (Fully Exonic)	BTB (POZ) domain containing 1 [Source:HGNC Symbol;Acc:1120]
ADXCRAG_BC028575_s_at	No	TMEM127	Sense (Fully Exonic)	transmembrane protein 127 [Source:HGNC Symbol;Acc:26038]
ADXCRAG_BC028726_s_at	No	GPD1L	Sense (Fully Exonic)	glycerol-3-phosphate dehydrogenase 1-like [Source:HGNC Symbol;Acc:28956]
ADXCRAG_BC029255_s_at	No	N/A	Sense (Fully Exonic)	NOVEL lincRNA (Clone_based_ensembl_gene)
ADXCRAG_BC030607_x_at	No	FMN1	Sense (includes Intronic)	formin 1 [Source:HGNC Symbol;Acc:3768]
ADXCRAG_BC030688_at	No	DPP8	Sense (Fully Exonic)	dipeptidyl-peptidase 8 [Source:HGNC Symbol;Acc:16490]
ADXCRAG_BC030803_x_at	No	TMEM156	Sense (Fully Exonic)	transmembrane protein 156 [Source:HGNC Symbol;Acc:26260]
ADXCRAG_BC030806_at	No	RBM26	Sense (includes Intronic)	RNA binding motif protein 26 [Source:HGNC Symbol;Acc:20327]
ADXCRAG_BC031596_s_at	No	RNF10	Sense (Fully Exonic)	ring finger protein 10 [Source:HGNC Symbol;Acc:10055]
ADXCRAG_BC032336_s_at	No	FHIT	Sense (Fully Exonic)	fragile histidine triad gene [Source:HGNC Symbol;Acc:3701]
ADXCRAG_BC032363_x_at	No	CLDN5	Sense (Fully Exonic)	claudin 5 [Source:HGNC Symbol;Acc:2047]
ADXCRAG_BC033066_s_at	No	FBXL6	Sense (Fully Exonic)	F-box and leucine-rich repeat protein 6 [Source:HGNC Symbol;Acc:13603]
ADXCRAG_BC033066_x_at	No	FBXL6	Sense (Fully Exonic)	F-box and leucine-rich repeat protein 6 [Source:HGNC Symbol;Acc:13603]
ADXCRAG_BC033247_x_at	No	MYO15B	Sense (includes Intronic)	myosin XVB pseudogene [Source:HGNC Symbol;Acc:14083]
ADXCRAG_BC033465_s_at	No	VDR	Sense (Fully Exonic)	vitamin D (1_25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:12679]
ADXCRAG_BC034773_x_at	No	N/A	Sense (Fully Exonic)	NOVEL processed_transcript (Clone_based_vega_gene)
ADXCRAG_BC035612_x_at	No		No Transcript match
ADXCRAG_BC035822_x_at	No	GALNT6	Sense (Fully Exonic)	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6) [Source:HGNC Symbol;Acc:4128]
ADXCRAG_BC036412_x_at	No	PEG3AS	AntiSense	PEG3 antisense RNA (non-protein coding) [Source:HGNC Symbol;Acc:35127]
ADXCRAG_BC036782_at	No	CELF1	Sense (includes Intronic)	CUGBP_ Elav-like family member 1 [Source:HGNC Symbol;Acc:2549]
ADXCRAG_BC036869_s_at	No	SLC25A45	Sense (Fully Exonic)	solute carrier family 25_ member 45 [Source:HGNC Symbol;Acc:27442]
ADXCRAG_BC036897_x_at	No	AMBRA1	Sense (includes Intronic)	autophagy/beclin-1 regulator 1 [Source:HGNC Symbol;Acc:25990]
ADXCRAG_BC037302_at	No	RDH11	Sense (Fully Exonic)	retinol dehydrogenase 11 (all-trans/9-cis/11-cis) [Source:HGNC Symbol;Acc:17964]
ADXCRAG_BC037558_s_at	No	EPS15L1	Sense (includes Intronic)	epidermal growth factor receptor pathway substrate 15-like 1 [Source:HGNC Symbol;Acc:24634]
ADXCRAG_BC037930_x_at	No	AGPHD1 /// LYRM7 /// TMEM39B	Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic)	aminoglycoside phosphotransferase domain containing 1 [Source:HGNC Symbol;Acc:34403] /// Lyrm7 homolog (mouse) [Source:HGNC Symbol;Acc:28072] /// transmembrane protein 39B [Source:HGNC Symbol;Acc:25510]
ADXCRAG_BC038347_x_at	No	TGFBR1	Sense (Fully Exonic)	transforming growth factor_ beta receptor 1 [Source:HGNC Symbol;Acc:11772]
ADXCRAG_BC039721_x_at	No	PAFAH1B2	Sense (Fully Exonic)	platelet-activating factor acetylhydrolase 1b_ catalytic subunit 2 (30kDa) [Source:HGNC Symbol;Acc:8575]
ADXCRAG_BC040341_s_at	No	RNF213	Sense (Fully Exonic)	ring finger protein 213 [Source:HGNC Symbol;Acc:14539]
ADXCRAG_BC041094_s_at	No	TAF5L	Sense (Fully Exonic)	TAF5-like RNA polymerase II_ p300/CBP-associated factor (PCAF)-associated factor_ 65kDa [Source:HGNC Symbol;Acc:17304]
ADXCRAG_BC041770_s_at	No	DGKZ	Sense (Fully Exonic)	diacylglycerol kinase_ zeta 104kDa [Source:HGNC Symbol;Acc:2857]
ADXCRAG_BC041925_x_at	No	SLC7A11	Sense (Fully Exonic)	solute carrier family 7_ (cationic amino acid transporter_ y+ system) member 11 [Source:HGNC Symbol;Acc:11059]
ADXCRAG_BC042148_s_at	No	APC2	AntiSense	adenomatosis polyposis coli 2 [Source:HGNC Symbol;Acc:24036]
ADXCRAG_BC042432_s_at	No	KIRREL3	Sense (Fully Exonic)	kin of IRRE like 3 (Drosophila) [Source:HGNC Symbol;Acc:23204]
ADXCRAG_BC043190_s_at	No	ZFHX3	Sense (Fully Exonic)	zinc finger homeobox 3 [Source:HGNC Symbol;Acc:777]
ADXCRAG_BC043365_s_at	No	RPL7L1	Sense (Fully Exonic)	ribosomal protein L7-like 1 [Source:HGNC Symbol;Acc:21370]
ADXCRAG_BC043596_s_at	No	FANCB	Sense (Fully Exonic)	Fanconi anemia_ complementation group B [Source:HGNC Symbol;Acc:3583]
ADXCRAG_BC043609_s_at	No	ZBTB12 /// ZBTB12 /// ZBTB12 /// ZBTB12 /// ZBTB12	Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic)	Zinc finger and BTB domain-containing protein 12 (Protein G10) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y330] /// Zinc finger and BTB domain-containing protein 12 (Protein G10) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y330] /// zinc finger and BTB domain containing 12 [Source:HGNC Symbol;Acc:19066] /// Zinc finger and BTB domain-containing protein 12 (Protein G10) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y330] /// Zinc finger and BTB domain-containing protein 12 (Protein G10) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y330]
ADXCRAG_BC044587_s_at	No	LSM12 /// LSM12P1	Sense (Fully Exonic) /// Sense (Fully Exonic)	LSM12 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26407] /// LSM12 homolog (S. cerevisiae) pseudogene 1 [Source:HGNC Symbol;Acc:32453]
ADXCRAG_BC044608_at	No	N/A	Sense (Fully Exonic)	KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAG_BC045110_s_at	No	N/A /// DUSP8	Sense (Fully Exonic) /// Sense (Fully Exonic)	KNOWN pseudogene (Clone_based_vega_gene) /// dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:3074]
ADXCRAG_BC046214_s_at	No	MPHOSPH8	Sense (Fully Exonic)	M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:29810]
ADXCRAG_BC046929_at	No	TSC2	Sense (Fully Exonic)	tuberous sclerosis 2 [Source:HGNC Symbol;Acc:12363]
ADXCRAG_BC047072_x_at	No	CD27	AntiSense	CD27 molecule [Source:HGNC Symbol;Acc:11922]
ADXCRAG_BC047438_at	No	HOMER1	Sense (Fully Exonic)	homer homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:17512]
ADXCRAG_BC047558_at	No	N/A	AntiSense	NOVEL processed_transcript (Clone_based_vega_gene)
ADXCRAG_BC047558_x_at	No	N/A	AntiSense	NOVEL processed_transcript (Clone_based_vega_gene)
ADXCRAG_BC047871_s_at	No	N/A	Sense (Fully Exonic)	Serine/threonine-protein kinase MRCK beta (EC 2.7.11.1)(CDC42-binding protein kinase beta)(Myotonic dystrophy kinase-related CDC42-binding kinase beta)(Myotonic dystrophy protein kinase-like beta)(MRCK beta)(DMPK-like beta) [Source:UniProtKB/Swiss-Prot;Ac
ADXCRAG_BC048193_x_at	No	N/A /// N/A	Sense (Fully Exonic) /// Sense (Fully Exonic)	KNOWN lincRNA (Clone_based_ensembl_gene) /// KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAG_BC048769_x_at	No	TCF7	Sense (Fully Exonic)	transcription factor 7 (T-cell specific_ HMG-box) [Source:HGNC Symbol;Acc:11639]
ADXCRAG_BC052780_at	No	N/A	Sense (Fully Exonic)	NOVEL processed_transcript (Clone_based_vega_gene)
ADXCRAG_BC052984_s_at	No	XYLB	Sense (Fully Exonic)	xylulokinase homolog (H. influenzae) [Source:HGNC Symbol;Acc:12839]
ADXCRAG_BC053855_at	No	NFATC4	Sense (Fully Exonic)	nuclear factor of activated T-cells_ cytoplasmic_ calcineurin-dependent 4 [Source:HGNC Symbol;Acc:7778]
ADXCRAG_BC053908_at	No	RCC2	Sense (Fully Exonic)	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:30297]
ADXCRAG_BC054008_s_at	No	SNRNP48	Sense (Fully Exonic)	small nuclear ribonucleoprotein 48kDa (U11/U12) [Source:HGNC Symbol;Acc:21368]
ADXCRAG_BC056757_s_at	No	N/A	AntiSense	KNOWN protein_coding (Clone_based_ensembl_gene)
ADXCRAG_BC058288_x_at	No	CCDC40	Sense (Fully Exonic)	coiled-coil domain containing 40 [Source:HGNC Symbol;Acc:26090]
ADXCRAG_BC062342_s_at	No	RERE	Sense (Fully Exonic)	arginine-glutamic acid dipeptide (RE) repeats [Source:HGNC Symbol;Acc:9965]
ADXCRAG_BC062564_x_at	No	DYX1C1	Sense (Fully Exonic)	dyslexia susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:21493]
ADXCRAG_BC063241_s_at	No	SFXN1	Sense (Fully Exonic)	sideroflexin 1 [Source:HGNC Symbol;Acc:16085]
ADXCRAG_BC063310_x_at	No	PLEKHH2	Sense (Fully Exonic)	pleckstrin homology domain containing_ family H (with MyTH4 domain) member 2 [Source:HGNC Symbol;Acc:30506]
ADXCRAG_BC063313_s_at	No	DIP2C	Sense (Fully Exonic)	DIP2 disco-interacting protein 2 homolog C (Drosophila) [Source:HGNC Symbol;Acc:29150]
ADXCRAG_BC063393_x_at	No	PRRG4	Sense (Fully Exonic)	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) [Source:HGNC Symbol;Acc:30799]
ADXCRAG_BC063462_s_at	No	FUT10	Sense (Fully Exonic)	fucosyltransferase 10 (alpha (1_3) fucosyltransferase) [Source:HGNC Symbol;Acc:19234]
ADXCRAG_BC063488_s_at	No	TMEM175	Sense (Fully Exonic)	transmembrane protein 175 [Source:HGNC Symbol;Acc:28709]
ADXCRAG_BC063639_s_at	No	NOL9	Sense (Fully Exonic)	nucleolar protein 9 [Source:HGNC Symbol;Acc:26265]
ADXCRAG_BC065364_x_at	No	N/A /// UBE2S	Sense (Fully Exonic) /// Sense (Fully Exonic)	KNOWN pseudogene (Clone_based_vega_gene) /// ubiquitin-conjugating enzyme E2S [Source:HGNC Symbol;Acc:17895]
ADXCRAG_BC065709_s_at	No	IPMK	Sense (Fully Exonic)	inositol polyphosphate multikinase [Source:HGNC Symbol;Acc:20739]
ADXCRAG_BC066649_s_at	No	C1orf198	Sense (Fully Exonic)	Uncharacterized protein C1orf198  [Source:UniProtKB/Swiss-Prot;Acc:Q9H425]
ADXCRAG_BC066773_at	No	PLXNB1	Sense (Fully Exonic)	plexin B1 [Source:HGNC Symbol;Acc:9103]
ADXCRAG_BC067227_s_at	No	WASH7P /// WASH1 /// N/A	Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic)	WAS protein family homolog 7 pseudogene [Source:HGNC Symbol;Acc:38034] /// WAS protein family homolog 2 pseudogene [Source:HGNC Symbol;Acc:33145] /// WAS protein family homolog 1 (WASH1)_ mRNA [Source:RefSeq DNA;Acc:NM_182905]
ADXCRAG_BC067516_s_at	No	ZNF623	Sense (Fully Exonic)	zinc finger protein 623 [Source:HGNC Symbol;Acc:29084]
ADXCRAG_BC067805_x_at	No	MIA3 /// N/A	AntiSense /// AntiSense	melanoma inhibitory activity family_ member 3 [Source:HGNC Symbol;Acc:24008] /// PUTATIVE processed_transcript (Clone_based_vega_gene)
ADXCRAG_BC069058_s_at	No	PELP1	Sense (Fully Exonic)	proline_ glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:30134]
ADXCRAG_BC070090_s_at	No	GRPEL2	Sense (Fully Exonic)	GrpE-like 2_ mitochondrial (E. coli) [Source:HGNC Symbol;Acc:21060]
ADXCRAG_BC070094_x_at	No	PHLDB3	Sense (Fully Exonic)	pleckstrin homology-like domain_ family B_ member 3 [Source:HGNC Symbol;Acc:30499]
ADXCRAG_BC072398_x_at	No	PI4KAP1	Sense (Fully Exonic)	phosphatidylinositol 4-kinase_ catalytic_ alpha pseudogene 1 [Source:HGNC Symbol;Acc:33576]
ADXCRAG_BC073827_at	No	PPAN-P2RY11 /// P2RY11 /// PPAN	Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic)	PPAN-P2RY11 readthrough [Source:HGNC Symbol;Acc:33526] /// purinergic receptor P2Y_ G-protein coupled_ 11 [Source:HGNC Symbol;Acc:8540] /// peter pan homolog (Drosophila) [Source:HGNC Symbol;Acc:9227]
ADXCRAG_BT006849_s_at	No	PSAP	Sense (Fully Exonic)	prosaposin [Source:HGNC Symbol;Acc:9498]
ADXCRAG_BT007024_s_at	No	NMT2	Sense (Fully Exonic)	N-myristoyltransferase 2 [Source:HGNC Symbol;Acc:7858]
ADXCRAG_BT007349_s_at	No	NUP98	Sense (Fully Exonic)	nucleoporin 98kDa [Source:HGNC Symbol;Acc:8068]
ADXCRAG_BX537620_x_at	No	HMGCS1	Sense (includes Intronic)	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) [Source:HGNC Symbol;Acc:5007]
ADXCRAG_BX537644_x_at	No	N/A	Sense (Fully Exonic)	KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAG_BX537713_at	No	WLS	Sense (includes Intronic)	wntless homolog (Drosophila) [Source:HGNC Symbol;Acc:30238]
ADXCRAG_BX537813_s_at	No	SPATS2L	Sense (includes Intronic)	spermatogenesis associated_ serine-rich 2-like [Source:HGNC Symbol;Acc:24574]
ADXCRAG_BX537894_x_at	No	GPX8	Sense (Fully Exonic)	glutathione peroxidase 8 (putative) [Source:HGNC Symbol;Acc:33100]
ADXCRAG_BX538349_x_at	No	ACO1	Sense (includes Intronic)	aconitase 1_ soluble [Source:HGNC Symbol;Acc:117]
ADXCRAG_BX640629_s_at	No	TBL1XR1	AntiSense	transducin (beta)-like 1 X-linked receptor 1 [Source:HGNC Symbol;Acc:29529]
ADXCRAG_BX640769_x_at	No	RAPGEF2	Sense (includes Intronic)	Rap guanine nucleotide exchange factor (GEF) 2 [Source:HGNC Symbol;Acc:16854]
ADXCRAG_BX640770_at	No	TSHZ2	Sense (Fully Exonic)	teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:13010]
ADXCRAG_BX640783_x_at	No	IGF1R	Sense (includes Intronic)	insulin-like growth factor 1 receptor [Source:HGNC Symbol;Acc:5465]
ADXCRAG_BX640911_s_at	No	VPS37B	Sense (includes Intronic)	vacuolar protein sorting 37 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:25754]
ADXCRAG_BX640948_x_at	No	PKP4	Sense (includes Intronic)	plakophilin 4 [Source:HGNC Symbol;Acc:9026]
ADXCRAG_BX640989_at	No	RBPMS	Sense (includes Intronic)	RNA binding protein with multiple splicing [Source:HGNC Symbol;Acc:19097]
ADXCRAG_BX640989_x_at	No	RBPMS	Sense (includes Intronic)	RNA binding protein with multiple splicing [Source:HGNC Symbol;Acc:19097]
ADXCRAG_BX641014_x_at	No	N/A /// N/A	Sense (includes Intronic) /// Sense (includes Intronic)	KNOWN pseudogene (Clone_based_vega_gene) /// KNOWN pseudogene (Clone_based_vega_gene)
ADXCRAG_BX641025_s_at	No	RPRD2	Sense (Fully Exonic)	regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:29039]
ADXCRAG_BX641028_x_at	No	EFHA1	Sense (includes Intronic)	EF-hand domain family_ member A1 [Source:HGNC Symbol;Acc:31830]
ADXCRAG_BX647148_x_at	No	N/A	Sense (Fully Exonic)	NOVEL miRNA (Clone_based_ensembl_gene)
ADXCRAG_BX647358_at	No	NPIPL2	Sense (Fully Exonic)	nuclear pore complex interacting protein-like 2 [Source:HGNC Symbol;Acc:34409]
ADXCRAG_BX647598_at	No	KIAA0226	Sense (includes Intronic)	KIAA0226 [Source:HGNC Symbol;Acc:28991]
ADXCRAG_BX647670_x_at	No		No Transcript match
ADXCRAG_BX647898_x_at	No	EHMT1	Sense (includes Intronic)	euchromatic histone-lysine N-methyltransferase 1 [Source:HGNC Symbol;Acc:24650]
ADXCRAG_BX648486_x_at	No	ARMC6	Sense (Fully Exonic)	armadillo repeat containing 6 [Source:HGNC Symbol;Acc:25049]
ADXCRAG_BX648506_at	No	LDOC1L	Sense (Fully Exonic)	leucine zipper_ down-regulated in cancer 1-like [Source:HGNC Symbol;Acc:13343]
ADXCRAG_D14540_s_at	No	MLL	Sense (Fully Exonic)	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog_ Drosophila) [Source:HGNC Symbol;Acc:7132]
ADXCRAG_D26351_s_at	No	ITPR3	Sense (Fully Exonic)	inositol 1_4_5-triphosphate receptor_ type 3 [Source:HGNC Symbol;Acc:6182]
ADXCRAG_D63424_s_at	No	GSK3A	Sense (Fully Exonic)	glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:4616]
ADXCRAG_D87812_s_at	No	CPT1B	Sense (Fully Exonic)	carnitine palmitoyltransferase 1B (muscle) [Source:HGNC Symbol;Acc:2329]
ADXCRAG_L07894_s_at	No	ROM1	Sense (Fully Exonic)	retinal outer segment membrane protein 1 [Source:HGNC Symbol;Acc:10254]
ADXCRAG_L18980_x_at	No	FKBP2	Sense (Fully Exonic)	FK506 binding protein 2_ 13kDa [Source:HGNC Symbol;Acc:3718]
ADXCRAG_L25050_s_at	No	AFF1	Sense (Fully Exonic)	AF4/FMR2 family_ member 1 [Source:HGNC Symbol;Acc:7135]
ADXCRAG_L25676_s_at	No	CDK9	Sense (Fully Exonic)	cyclin-dependent kinase 9 [Source:HGNC Symbol;Acc:1780]
ADXCRAG_L29339_at	No	SLC5A1	Sense (Fully Exonic)	solute carrier family 5 (sodium/glucose cotransporter)_ member 1 [Source:HGNC Symbol;Acc:11036]
ADXCRAG_L41944_s_at	No	IFNAR2	Sense (Fully Exonic)	interferon (alpha_ beta and omega) receptor 2 [Source:HGNC Symbol;Acc:5433]
ADXCRAG_M22919_x_at	No	MYL6	Sense (Fully Exonic)	myosin_ light chain 6_ alkali_ smooth muscle and non-muscle [Source:HGNC Symbol;Acc:7587]
ADXCRAG_M55575_at	No	BCKDHB	Sense (Fully Exonic)	branched chain keto acid dehydrogenase E1_ beta polypeptide [Source:HGNC Symbol;Acc:987]
ADXCRAG_M57609_s_at	No	GLI3	Sense (Fully Exonic)	GLI family zinc finger 3 [Source:HGNC Symbol;Acc:4319]
ADXCRAG_M68867_s_at	No	CRABP2	Sense (Fully Exonic)	cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:2339]
ADXCRAG_M73077_s_at	No	GRLF1	Sense (Fully Exonic)	glucocorticoid receptor DNA binding factor 1 [Source:HGNC Symbol;Acc:4591]
ADXCRAG_M80899_s_at	No	AHNAK	Sense (Fully Exonic)	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:347]
ADXCRAG_M82814_s_at	No	NF1	Sense (Fully Exonic)	neurofibromin 1 [Source:HGNC Symbol;Acc:7765]
ADXCRAG_M85289_s_at	No	HSPG2	Sense (Fully Exonic)	heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:5273]
ADXCRAG_M89907_s_at	No	SMARCA1	Sense (Fully Exonic)	SWI/SNF related_ matrix associated_ actin dependent regulator of chromatin_ subfamily a_ member 1 [Source:HGNC Symbol;Acc:11097]
ADXCRAG_M94582_at	No	CXCR2	Sense (Fully Exonic)	chemokine (C-X-C motif) receptor 2 [Source:HGNC Symbol;Acc:6027]
ADXCRAG_M94582_x_at	No	CXCR2	Sense (Fully Exonic)	chemokine (C-X-C motif) receptor 2 [Source:HGNC Symbol;Acc:6027]
ADXCRAG_NM_001001329_x_at	No	PRKCSH	Sense (Fully Exonic)	protein kinase C substrate 80K-H [Source:HGNC Symbol;Acc:9411]
ADXCRAG_NM_001001346_s_at	No	CLDN20	Sense (Fully Exonic)	claudin 20 [Source:HGNC Symbol;Acc:2042]
ADXCRAG_NM_001001683_s_at	No	MED11	Sense (Fully Exonic)	mediator complex subunit 11 [Source:HGNC Symbol;Acc:32687]
ADXCRAG_NM_001246_s_at	No	ENTPD2	Sense (Fully Exonic)	ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:3364]
ADXCRAG_NM_001490_s_at	No	GCNT1	Sense (Fully Exonic)	glucosaminyl (N-acetyl) transferase 1_ core 2 [Source:HGNC Symbol;Acc:4203]
ADXCRAG_NM_002446_at	No	MAP3K10	Sense (Fully Exonic)	mitogen-activated protein kinase kinase kinase 10 [Source:HGNC Symbol;Acc:6849]
ADXCRAG_NM_002447_s_at	No	MST1R	Sense (Fully Exonic)	macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:HGNC Symbol;Acc:7381]
ADXCRAG_NM_002569_at	No	FES /// FURIN	Sense (Fully Exonic) /// Sense (Fully Exonic)	feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657] /// furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:8568]
ADXCRAG_NM_002569_x_at	No	FURIN	Sense (Fully Exonic)	furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:8568]
ADXCRAG_NM_002725_x_at	No	PRELP	Sense (Fully Exonic)	proline/arginine-rich end leucine-rich repeat protein [Source:HGNC Symbol;Acc:9357]
ADXCRAG_NM_002955_at	No	RREB1	Sense (Fully Exonic)	ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:10449]
ADXCRAG_NM_003196_at	No	TCEA3	Sense (Fully Exonic)	transcription elongation factor A (SII)_ 3 [Source:HGNC Symbol;Acc:11615]
ADXCRAG_NM_003196_x_at	No	TCEA3	Sense (Fully Exonic)	transcription elongation factor A (SII)_ 3 [Source:HGNC Symbol;Acc:11615]
ADXCRAG_NM_003343_s_at	No	UBE2G2	Sense (Fully Exonic)	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog_ yeast) [Source:HGNC Symbol;Acc:12483]
ADXCRAG_NM_003363_s_at	No	C3orf62 /// USP4	Sense (Fully Exonic) /// Sense (Fully Exonic)	Uncharacterized protein C3orf62  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZUJ4] /// ubiquitin specific peptidase 4 (proto-oncogene) [Source:HGNC Symbol;Acc:12627]
ADXCRAG_NM_004157_s_at	No	PRKAR2A	Sense (Fully Exonic)	protein kinase_ cAMP-dependent_ regulatory_ type II_ alpha [Source:HGNC Symbol;Acc:9391]
ADXCRAG_NM_004186_x_at	No	SEMA3F	Sense (Fully Exonic)	sema domain_ immunoglobulin domain (Ig)_ short basic domain_ secreted_ (semaphorin) 3F [Source:HGNC Symbol;Acc:10728]
ADXCRAG_NM_005007_at	No	NFKBIL1 /// NFKBIL1 /// NFKBIL1 /// NFKBIL1 /// NFKBIL1 /// NFKBIL1 /// NFKBIL1	Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic)	NF-kappa-B inhibitor-like protein 1 (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1)(Inhibitor of kappa B-like protein)(I-kappa-B-like protein)(IkappaBL) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBC1] /// NF-kappa-B inhibitor-like protein 1 (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1)(Inhibitor of kappa B-like protein)(I-kappa-B-like protein)(IkappaBL) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBC1] /// NF-kappa-B inhibitor-like protein 1 (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1)(Inhibitor of kappa B-like protein)(I-kappa-B-like protein)(IkappaBL) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBC1] /// NF-kappa-B inhibitor-like protein 1 (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1)(Inhibitor of kappa B-like protein)(I-kappa-B-like protein)(IkappaBL) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBC1] /// NF-kappa-B inhibitor-like protein 1 isoform 2  [Source:RefSeq peptide;Acc:NP_001138433] /// nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1 [Source:HGNC Symbol;Acc:7800] /// NF-kappa-B inhibitor-like protein 1 (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1)(Inhibitor of kappa B-like protein)(I-kappa-B-like protein)(IkappaBL) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBC1]
