ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
213189_at	MINA	MYC induced nuclear antigen	-1.276807147	-22.58622413	0.00000383	0.001496637	5.425561539	---	ribosome biogenesis	---	nucleus
207530_s_at	CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	-1.276648993	-2.682303365	0.044606985	0.152317687	-4.833757688	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:G1_to_S_cell_cycle_Reactome>G1_to_S_cell_cycle_Reactome</a>	regulation of cyclin-dependent protein kinase activity /// G2/M transition of mitotic cell cycle /// cell cycle /// cell cycle arrest /// negative regulation of cell proliferation /// positive regulation of transforming growth factor beta receptor signali	cyclin-dependent protein kinase inhibitor activity /// cyclin-dependent protein kinase inhibitor activity /// protein binding /// kinase activity /// protein kinase binding	nucleus /// cytoplasm
203630_s_at	COG5	component of oligomeric golgi complex 5	-1.27658233	-7.7787803	0.000615566	0.013206135	0.04882142	---	transport /// intra-Golgi vesicle-mediated transport /// protein transport	protein binding	Golgi membrane /// cytoplasm /// Golgi apparatus /// Golgi apparatus /// membrane /// Golgi transport complex /// Golgi transport complex
228568_at	GCOM1 /// GRINL1A	GRINL1A complex locus /// glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A	-1.27280733	-2.81988773	0.037961549	0.140517357	-4.656057437	---	---	receptor activity	nuclear envelope
213341_at	FEM1C	fem-1 homolog c (C. elegans)	-1.27175386	-6.673590443	0.001233687	0.0180781	-0.748429177	---	---	---	cytoplasm
1558924_s_at	CLIP1	CAP-GLY domain containing linker protein 1	-1.270087151	-3.415553913	0.019538766	0.096279128	-3.91396418	---	mitosis	nucleic acid binding /// protein binding /// microtubule binding /// zinc ion binding /// protein homodimerization activity /// metal ion binding	kinetochore /// cytoplasm /// endosome /// cytoskeleton /// microtubule /// intermediate filament /// microtubule cytoskeleton
236322_at	---	---	-1.260343338	-3.882766982	0.012070324	0.071122054	-3.368061582	---	---	---	---
1555888_at	UBR5	Ubiquitin protein ligase E3 component n-recognin 5	-1.260110574	-5.688780534	0.002497755	0.026848683	-1.560410702	---	protein modification process /// ubiquitin-dependent protein catabolic process /// response to DNA damage stimulus /// cell proliferation /// progesterone receptor signaling pathway	RNA binding /// ubiquitin-protein ligase activity /// ubiquitin-protein ligase activity /// protein binding /// zinc ion binding /// ligase activity /// metal ion binding	intracellular /// soluble fraction /// nucleus /// nucleus
222316_at	---	---	-1.258685471	-2.592127802	0.049657685	0.159646961	-4.951232967	---	---	---	---
242037_at	ASPH	Aspartate beta-hydroxylase	-1.256808294	-6.299162192	0.001596157	0.020830555	-1.044755128	---	muscle contraction /// peptidyl-amino acid modification /// oxidation reduction	peptide-aspartate beta-dioxygenase activity /// peptide-aspartate beta-dioxygenase activity /// structural molecule activity /// binding /// iron ion binding /// calcium ion binding /// calcium ion binding /// structural constituent of muscle /// electron	endoplasmic reticulum /// endoplasmic reticulum /// endoplasmic reticulum membrane /// endoplasmic reticulum membrane /// endoplasmic reticulum membrane /// membrane /// integral to membrane /// integral to endoplasmic reticulum membrane
219821_s_at	GFOD1	glucose-fructose oxidoreductase domain containing 1	-1.254766157	-12.35829502	0.0000702	0.004914986	2.483198867	---	metabolic process /// oxidation reduction	catalytic activity /// binding /// electron carrier activity /// oxidoreductase activity	extracellular region
204744_s_at	IARS	isoleucyl-tRNA synthetase	-1.254725769	-20.74990783	0.00000578	0.001645937	5.044423272	---	translation /// tRNA aminoacylation for protein translation /// isoleucyl-tRNA aminoacylation	nucleotide binding /// aminoacyl-tRNA ligase activity /// isoleucine-tRNA ligase activity /// ATP binding /// ligase activity	soluble fraction /// cytoplasm /// cytoplasm
227074_at	LOC100131564	hypothetical protein LOC100131564	-1.254573224	-3.597470176	0.016132148	0.085289054	-3.697443987	---	---	---	---
227699_at	C14orf149	chromosome 14 open reading frame 149	-1.254150519	-10.46720141	0.000154395	0.00705356	1.613215533	---	---	isomerase activity /// proline racemase activity	---
226664_at	TBC1D20	TBC1 domain family, member 20	-1.253712651	-5.364967786	0.003216925	0.031329896	-1.851826527	---	regulation of Rab GTPase activity /// interspecies interaction between organisms	GTPase activator activity /// Rab GTPase activator activity	intracellular /// membrane /// integral to membrane
200842_s_at	EPRS	glutamyl-prolyl-tRNA synthetase	-1.25077237	-30.67290152	0.000000862	0.001017919	6.667844218	---	translation /// tRNA aminoacylation for protein translation /// glutamyl-tRNA aminoacylation /// prolyl-tRNA aminoacylation /// protein complex assembly	nucleotide binding /// catalytic activity /// aminoacyl-tRNA ligase activity /// glutamate-tRNA ligase activity /// proline-tRNA ligase activity /// protein binding /// ATP binding /// ligase activity	soluble fraction /// cytoplasm /// cytoplasm
1558586_at	ZNF33B	zinc finger protein 33B	-1.249262097	-3.058279364	0.028904524	0.12154245	-4.353336061	---	transcription /// regulation of transcription, DNA-dependent /// regulation of transcription, DNA-dependent	nucleic acid binding /// DNA binding /// transcription factor activity /// zinc ion binding /// metal ion binding	intracellular /// nucleus /// nucleus
213590_at	LOC100133772 /// SLC16A5	similar to MCT /// solute carrier family 16, member 5 (monocarboxylic acid transporter 6)	-1.249170537	-5.258666136	0.003504403	0.033056284	-1.950373982	---	transport /// organic anion transport /// monocarboxylic acid transport	transporter activity /// monocarboxylic acid transmembrane transporter activity /// symporter activity /// secondary active monocarboxylate transmembrane transporter activity	membrane fraction /// plasma membrane /// integral to plasma membrane /// membrane /// integral to membrane
218211_s_at	MLPH	melanophilin	-1.247757853	-16.70696026	0.0000165	0.002702168	4.013632695	---	intracellular protein transport	protein binding /// zinc ion binding /// Rab GTPase binding /// metal ion binding	cytoplasm
222025_s_at	OPLAH	5-oxoprolinase (ATP-hydrolysing)	-1.247682298	-5.718571153	0.002441654	0.026434523	-1.534245583	---	---	catalytic activity /// hydrolase activity /// 5-oxoprolinase (ATP-hydrolyzing) activity	---
212122_at	RHOQ	ras homolog gene family, member Q	-1.244002975	-7.593558026	0.000687375	0.013878453	-0.077382136	---	small GTPase mediated signal transduction /// regulation of cell shape	nucleotide binding /// GTPase activity /// protein binding /// protein binding /// GTP binding	intracellular /// cytoplasm /// plasma membrane /// plasma membrane /// membrane
209641_s_at	ABCC3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	-1.243787453	-5.672962197	0.00252816	0.027081038	-1.574347276	---	transport /// transport	nucleotide binding /// transporter activity /// ATP binding /// ATP binding /// organic anion transmembrane transporter activity /// ATPase activity /// nucleoside-triphosphatase activity /// ATPase activity, coupled to transmembrane movement of substance	membrane fraction /// integral to plasma membrane /// membrane /// integral to membrane
244524_at	---	---	-1.243576896	-6.25816469	0.001643059	0.021133673	-1.078090022	---	---	---	---
228141_at	GPX8	glutathione peroxidase 8	-1.243246293	-7.628042962	0.00067328	0.013789647	-0.053672978	---	response to oxidative stress /// oxidation reduction	peroxidase activity /// glutathione peroxidase activity /// oxidoreductase activity	membrane /// integral to membrane
223389_s_at	ZNF581	zinc finger protein 581	-1.242213385	-14.32875193	0.0000346	0.003791785	3.244761474	---	transcription /// regulation of transcription, DNA-dependent	nucleic acid binding /// DNA binding /// zinc ion binding /// metal ion binding	intracellular /// nucleus
1555890_at	OR2A20P /// OR2A9P	olfactory receptor, family 2, subfamily A, member 20 pseudogene /// olfactory receptor, family 2, subfamily A, member 9 pseudogene	-1.242115454	-3.852468847	0.012440555	0.072474048	-3.40244687	---	---	---	---
224559_at	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	-1.239515576	-6.372310081	0.001516349	0.02026503	-0.985723414	---	---	---	---
202124_s_at	TRAK2	trafficking protein, kinesin binding 2	-1.238856957	-7.513338084	0.000721545	0.014155765	-0.132917508	---	---	receptor binding /// protein binding /// GABA receptor binding	cytoplasm /// cytoplasm /// plasma membrane
227765_at	---	---	-1.238828599	-4.866162198	0.004862606	0.040176365	-2.327209396	---	---	---	---
229876_at	PHKA1	phosphorylase kinase, alpha 1 (muscle)	-1.238757421	-5.309810995	0.003362477	0.032186328	-1.90277797	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Glycogen_Metabolism>Glycogen_Metabolism</a>	carbohydrate metabolic process /// glycogen metabolic process /// glycogen metabolic process /// generation of precursor metabolites and energy	catalytic activity /// phosphorylase kinase activity /// calmodulin binding /// kinase activity	plasma membrane /// membrane
205655_at	MDM4	Mdm4 p53 binding protein homolog (mouse)	-1.237797647	-2.738768159	0.04173496	0.147066049	-4.760590313	---	negative regulation of transcription from RNA polymerase II promoter /// protein complex assembly /// apoptosis /// cell proliferation /// negative regulation of cell proliferation /// negative regulation of protein catabolic process /// G0 to G1 transiti	protein binding /// protein binding /// zinc ion binding /// zinc ion binding /// metal ion binding	intracellular /// nucleus /// nucleus
212292_at	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	-1.237759023	-4.089214561	0.009860652	0.062478451	-3.137523457	---	transport /// transport /// amino acid transport	receptor activity /// amino acid transmembrane transporter activity	integral to plasma membrane /// membrane /// integral to membrane
220606_s_at	C17orf48	chromosome 17 open reading frame 48	-1.237698633	-4.274818242	0.008265563	0.056158011	-2.935819378	---	---	hydrolase activity	---
213954_at	FAM169A	family with sequence similarity 169, member A	-1.236256763	-3.644967521	0.015358194	0.082626064	-3.641739484	---	---	---	---
210021_s_at	CCNO	cyclin O	-1.234639083	-3.452491051	0.018785331	0.093946057	-3.869597205	---	DNA repair /// base-excision repair /// response to DNA damage stimulus /// metabolic process /// depyrimidination	uracil DNA N-glycosylase activity /// uracil DNA N-glycosylase activity /// hydrolase activity /// hydrolase activity, acting on glycosyl bonds	nucleus /// nucleoplasm /// nucleoplasm
227647_at	KCNE3	potassium voltage-gated channel, Isk-related family, member 3	-1.234573781	-4.344306488	0.007746943	0.053827912	-2.861641861	---	transport /// ion transport /// potassium ion transport	ion channel activity /// voltage-gated ion channel activity /// voltage-gated potassium channel activity /// potassium channel activity /// potassium ion binding	membrane /// integral to membrane
209921_at	SLC7A11	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11	-1.233737441	-11.43110303	0.000101737	0.005854115	2.076075305	---	transport /// amino acid transport	amino acid transmembrane transporter activity /// cystine:glutamate antiporter activity	membrane /// integral to membrane /// integral to membrane
241972_at	LOC401588	hypothetical LOC401588	-1.232968484	-4.353939813	0.007678071	0.053538483	-2.851415528	---	---	---	---
226038_at	LONRF1	LON peptidase N-terminal domain and ring finger 1	-1.230381741	-6.777058302	0.001151354	0.017560231	-0.669038538	---	ATP-dependent proteolysis	ATP-dependent peptidase activity /// protein binding /// zinc ion binding /// metal ion binding	---
213704_at	RABGGTB	Rab geranylgeranyltransferase, beta subunit	-1.230023695	-8.862976019	0.00033683	0.009961476	0.73541225	---	protein modification process /// visual perception	catalytic activity /// prenyltransferase activity /// Rab-protein geranylgeranyltransferase activity /// protein binding /// zinc ion binding /// transferase activity /// metal ion binding	---
203165_s_at	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	-1.22841216	-4.339464272	0.007781832	0.054001198	-2.866787391	---	transport /// transport	acetyl-CoA transporter activity	membrane fraction /// endoplasmic reticulum /// endoplasmic reticulum membrane /// endoplasmic reticulum membrane /// integral to plasma membrane /// membrane /// integral to membrane
205542_at	STEAP1	six transmembrane epithelial antigen of the prostate 1	-1.226896344	-7.144900791	0.000906969	0.015812234	-0.395068709	---	transport /// ion transport /// iron ion transport /// oxidation reduction	transporter activity /// iron ion binding /// copper ion binding /// electron carrier activity /// channel activity /// oxidoreductase activity /// metal ion binding /// FAD binding	endosome /// plasma membrane /// integral to plasma membrane /// intercellular junction /// endosome membrane /// membrane /// integral to membrane
