Accession No.	Gene Symbol	Exon.ID	P.Value	adj.P.Val	Transcript.ID	gene_assignment
NM_007125	UTY	4035070	0.00737729	0.889003084	4035017	NM_007125 // UTY // ubiquitously transcribed tetratricopeptide repeat gene, Y-linked // Yq11 // 7404 /// NM_182659 // UTY // ubiquitously transcribed tetratricopeptide repeat gene, Y-linked // Yq11 // 7404 /// NM_182660 // UTY // ubiquitously transcribed tetratricopeptide repeat gene, Y-linked // Yq11 // 7404 /// AF000994 // UTY // ubiquitously transcribed tetratricopeptide repeat gene, Y-linked // Yq11 // 7404 /// ENST00000382899 // UTY // ubiquitously transcribed tetratricopeptide repeat gene, Y-linked // Yq11 // 7404 /// ENST00000382896 // UTY // ubiquitously transcribed tetratricopeptide repeat gene, Y-linked // Yq11 // 7404 /// ENST00000331397 // LOC100130224 // hypothetical protein LOC100130224 // --- // 100130224 /// ENST00000331397 // UTY // ubiquitously transcribed tetratricopeptide repeat gene, Y-linked // Yq11 // 7404 /// ENST00000362096 // LOC100130224 // hypothetical protein LOC100130224 // --- // 100130224 /// ENST00000362096 // UTY // ubiquitously transcribed tetratricopeptide repeat gene, Y-linked // Yq11 // 7404 /// ENST00000329134 // LOC100130224 // hypothetical protein LOC100130224 // --- // 100130224 /// ENST00000329134 // UTY // ubiquitously transcribed tetratricopeptide repeat gene, Y-linked // Yq11 // 7404
NM_006365	C1orf61	2438171	0.007394374	0.889003084	2438169	NM_006365 // C1orf61 // chromosome 1 open reading frame 61 // 1q22 // 10485 /// ENST00000368243 // C1orf61 // chromosome 1 open reading frame 61 // 1q22 // 10485 /// ENST00000320269 // C1orf61 // chromosome 1 open reading frame 61 // 1q22 // 10485 /// U49857 // C1orf61 // chromosome 1 open reading frame 61 // 1q22 // 10485 /// ENST00000400991 // C1orf61 // chromosome 1 open reading frame 61 // 1q22 // 10485 /// ENST00000357975 // C1orf61 // chromosome 1 open reading frame 61 // 1q22 // 10485 /// ENST00000368242 // C1orf61 // chromosome 1 open reading frame 61 // 1q22 // 10485 /// ENST00000310027 // C1orf61 // chromosome 1 open reading frame 61 // 1q22 // 10485 /// ENST00000368244 // C1orf61 // chromosome 1 open reading frame 61 // 1q22 // 10485
NM_000555	DCX	4018226	0.007404547	0.889003084	4018218	NM_000555 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641 /// NM_178152 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641 /// NM_178153 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641 /// NM_178151 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641 /// ENST00000338081 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641 /// ENST00000358070 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641 /// ENST00000356220 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641 /// ENST00000356915 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641 /// ENST00000371993 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641 /// ENST00000371988 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641 /// AJ003112 // DCX // doublecortex; lissencephaly, X-linked (doublecortin) // Xq22.3-q23 // 1641
NM_006845	KIF2C	2334114	0.007414306	0.889003084	2334098	NM_006845 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372224 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// BC008764 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372222 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372217 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372218 // KIF2C // kinesin family member 2C // 1p34.1 // 11004
NM_001025616	ARHGAP24	2734432	0.007414552	0.889003084	2734421	NM_001025616 // ARHGAP24 // Rho GTPase activating protein 24 // 4q21.23-q21.3 // 83478 /// NM_031305 // ARHGAP24 // Rho GTPase activating protein 24 // 4q21.23-q21.3 // 83478 /// NM_001042669 // ARHGAP24 // Rho GTPase activating protein 24 // 4q21.23-q21.3 // 83478 /// ENST00000395184 // ARHGAP24 // Rho GTPase activating protein 24 // 4q21.23-q21.3 // 83478 /// ENST00000318116 // ARHGAP24 // Rho GTPase activating protein 24 // 4q21.23-q21.3 // 83478 /// ENST00000264343 // ARHGAP24 // Rho GTPase activating protein 24 // 4q21.23-q21.3 // 83478 /// ENST00000395183 // ARHGAP24 // Rho GTPase activating protein 24 // 4q21.23-q21.3 // 83478 /// BC098580 // ARHGAP24 // Rho GTPase activating protein 24 // 4q21.23-q21.3 // 83478 /// ENST00000380408 // ARHGAP24 // Rho GTPase activating protein 24 // 4q21.23-q21.3 // 83478
NM_173174	PTK2B	3091304	0.00741691	0.889003084	3091301	NM_173174 // PTK2B // PTK2B protein tyrosine kinase 2 beta // 8p21.1 // 2185 /// NM_004103 // PTK2B // PTK2B protein tyrosine kinase 2 beta // 8p21.1 // 2185 /// NM_173176 // PTK2B // PTK2B protein tyrosine kinase 2 beta // 8p21.1 // 2185 /// NM_173175 // PTK2B // PTK2B protein tyrosine kinase 2 beta // 8p21.1 // 2185 /// ENST00000397501 // PTK2B // PTK2B protein tyrosine kinase 2 beta // 8p21.1 // 2185 /// ENST00000346049 // PTK2B // PTK2B protein tyrosine kinase 2 beta // 8p21.1 // 2185 /// ENST00000338238 // PTK2B // PTK2B protein tyrosine kinase 2 beta // 8p21.1 // 2185 /// BC036651 // PTK2B // PTK2B protein tyrosine kinase 2 beta // 8p21.1 // 2185 /// ENST00000397497 // PTK2B // PTK2B protein tyrosine kinase 2 beta // 8p21.1 // 2185
NM_144604	ZC3H18	3673581	0.00741757	0.889003084	3673515	NM_144604 // ZC3H18 // zinc finger CCCH-type containing 18 // 16q24.2-q24.3 // 124245 /// ENST00000301011 // ZC3H18 // zinc finger CCCH-type containing 18 // 16q24.2-q24.3 // 124245 /// BC050463 // ZC3H18 // zinc finger CCCH-type containing 18 // 16q24.2-q24.3 // 124245 /// ENST00000289509 // ZC3H18 // zinc finger CCCH-type containing 18 // 16q24.2-q24.3 // 124245
AY422473	C9orf93	3163228	0.007418298	0.889003084	3163200	AY422473 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238 /// BX537933 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238 /// ENST00000380701 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238 /// ENST00000297641 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238 /// ENST00000380689 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238 /// AK128581 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238 /// BC064849 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238 /// AK096586 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238 /// AK094506 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238 /// AF440401 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238
NM_002592	PCNA	3896209	0.007420877	0.889003084	3896200	NM_002592 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// NM_182649 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// ENST00000379160 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// ENST00000379143 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// BC062439 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111
NM_005950	MT1G	3693005	0.007429054	0.889003084	3692999	NM_005950 // MT1G // metallothionein 1G // 16q13 // 4495 /// ENST00000245183 // MT1G // metallothionein 1G // 16q13 // 4495 /// ENST00000379811 // MT1G // metallothionein 1G // 16q13 // 4495 /// BC035287 // MT1G // metallothionein 1G // 16q13 // 4495
NM_017970	C14orf102	3576024	0.007429097	0.889003084	3576014	NM_017970 // C14orf102 // chromosome 14 open reading frame 102 // 14q32.11 // 55051 /// NM_199043 // C14orf102 // chromosome 14 open reading frame 102 // 14q32.11 // 55051 /// ENST00000354366 // C14orf102 // chromosome 14 open reading frame 102 // 14q32.11 // 55051 /// ENST00000340745 // C14orf102 // chromosome 14 open reading frame 102 // 14q32.11 // 55051 /// ENST00000357904 // C14orf102 // chromosome 14 open reading frame 102 // 14q32.11 // 55051 /// BC098568 // C14orf102 // chromosome 14 open reading frame 102 // 14q32.11 // 55051
NM_172217	IL16	3604309	0.007438442	0.889003084	3604287	NM_172217 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// NM_004513 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000360547 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000355368 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000302987 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394653 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394652 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394660 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000329842 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394655 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// AL833554 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603
NM_018999	KIAA1128	3255455	0.007440014	0.889003084	3255402	NM_018999 // KIAA1128 // KIAA1128 // 10q23.1 // 54462 /// ENST00000224756 // KIAA1128 // KIAA1128 // 10q23.1 // 54462 /// AF241785 // KIAA1128 // KIAA1128 // 10q23.1 // 54462 /// ENST00000372088 // KIAA1128 // KIAA1128 // 10q23.1 // 54462 /// ENST00000359979 // KIAA1128 // KIAA1128 // 10q23.1 // 54462
NM_004284	CHD1L	2356761	0.007442045	0.889003084	2356721	NM_004284 // CHD1L // chromodomain helicase DNA binding protein 1-like // 1q12 // 9557 /// ENST00000369258 // CHD1L // chromodomain helicase DNA binding protein 1-like // 1q12 // 9557 /// AF537213 // CHD1L // chromodomain helicase DNA binding protein 1-like // 1q12 // 9557 /// ENST00000361293 // CHD1L // chromodomain helicase DNA binding protein 1-like // 1q12 // 9557 /// ENST00000254086 // CHD1L // chromodomain helicase DNA binding protein 1-like // 1q12 // 9557 /// ENST00000369259 // CHD1L // chromodomain helicase DNA binding protein 1-like // 1q12 // 9557 /// BC008649 // CHD1L // chromodomain helicase DNA binding protein 1-like // 1q12 // 9557
NM_030957	ADAMTS10	3849145	0.007446734	0.889003084	3849117	NM_030957 // ADAMTS10 // ADAM metallopeptidase with thrombospondin type 1 motif, 10 // 19p13.3-p13.2 // 81794 /// ENST00000393916 // ADAMTS10 // ADAM metallopeptidase with thrombospondin type 1 motif, 10 // 19p13.3-p13.2 // 81794 /// ENST00000270328 // ADAMTS10 // ADAM metallopeptidase with thrombospondin type 1 motif, 10 // 19p13.3-p13.2 // 81794 /// ENST00000393912 // ADAMTS10 // ADAM metallopeptidase with thrombospondin type 1 motif, 10 // 19p13.3-p13.2 // 81794 /// AB209515 // ADAMTS10 // ADAM metallopeptidase with thrombospondin type 1 motif, 10 // 19p13.3-p13.2 // 81794
NM_002343	LTF	2672165	0.007447673	0.889003084	2672140	NM_002343 // LTF // lactotransferrin // 3p21.31 // 4057 /// ENST00000231751 // LTF // lactotransferrin // 3p21.31 // 4057 /// AK093852 // LTF // lactotransferrin // 3p21.31 // 4057
NM_001116	ADCY9	3677954	0.007454265	0.889003084	3677913	NM_001116 // ADCY9 // adenylate cyclase 9 // 16p13.3 // 115 /// ENST00000294016 // ADCY9 // adenylate cyclase 9 // 16p13.3 // 115 /// BC151229 // ADCY9 // adenylate cyclase 9 // 16p13.3 // 115
NM_173601	GLT8D3	3451260	0.007457398	0.889003084	3451246	NM_173601 // GLT8D3 // glycosyltransferase 8 domain containing 3 // 12q12 // 283464 /// NM_001099650 // GLT8D3 // glycosyltransferase 8 domain containing 3 // 12q12 // 283464 /// ENST00000398675 // GLT8D3 // glycosyltransferase 8 domain containing 3 // 12q12 // 283464 /// ENST00000280876 // GLT8D3 // glycosyltransferase 8 domain containing 3 // 12q12 // 283464 /// BC030023 // GLT8D3 // glycosyltransferase 8 domain containing 3 // 12q12 // 283464
NM_005467	NAALAD2	3344185	0.007458983	0.889003084	3344142	NM_005467 // NAALAD2 // N-acetylated alpha-linked acidic dipeptidase 2 // 11q14.3-q21 // 10003 /// ENST00000321955 // NAALAD2 // N-acetylated alpha-linked acidic dipeptidase 2 // 11q14.3-q21 // 10003 /// BC096316 // NAALAD2 // N-acetylated alpha-linked acidic dipeptidase 2 // 11q14.3-q21 // 10003 /// ENST00000375944 // NAALAD2 // N-acetylated alpha-linked acidic dipeptidase 2 // 11q14.3-q21 // 10003
NM_020341	PAK7	3897316	0.007460964	0.889003084	3897280	NM_020341 // PAK7 // p21(CDKN1A)-activated kinase 7 // 20p12 // 57144 /// NM_177990 // PAK7 // p21(CDKN1A)-activated kinase 7 // 20p12 // 57144 /// ENST00000378429 // PAK7 // p21(CDKN1A)-activated kinase 7 // 20p12 // 57144 /// ENST00000378423 // PAK7 // p21(CDKN1A)-activated kinase 7 // 20p12 // 57144 /// ENST00000353224 // PAK7 // p21(CDKN1A)-activated kinase 7 // 20p12 // 57144 /// AB033090 // PAK7 // p21(CDKN1A)-activated kinase 7 // 20p12 // 57144
NM_004937	CTNS	3706722	0.00746253	0.889003084	3706700	NM_004937 // CTNS // cystinosis, nephropathic // 17p13 // 1497 /// NM_001031681 // CTNS // cystinosis, nephropathic // 17p13 // 1497 /// ENST00000046640 // CTNS // cystinosis, nephropathic // 17p13 // 1497 /// ENST00000381870 // CTNS // cystinosis, nephropathic // 17p13 // 1497 /// BC032850 // CTNS // cystinosis, nephropathic // 17p13 // 1497
NM_033632	FBXW7	2790011	0.007464732	0.889003084	2789957	NM_033632 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// NM_018315 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// NM_001013415 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// ENST00000281708 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// ENST00000393956 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// ENST00000263981 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// ENST00000296555 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// BC117244 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294
NM_012447	STAG3	3015361	0.007464993	0.889003084	3015338	NM_012447 // STAG3 // stromal antigen 3 // 7q22.1 // 10734 /// ENST00000317296 // STAG3 // stromal antigen 3 // 7q22.1 // 10734 /// ENST00000394018 // STAG3 // stromal antigen 3 // 7q22.1 // 10734 /// BC146806 // STAG3 // stromal antigen 3 // 7q22.1 // 10734 /// BC119761 // STAG3L2 // stromal antigen 3-like 2 // 7q11.23 // 442582 /// BC119762 // STAG3L1 // stromal antigen 3-like 1 // 7q11.23-q21.1 // 54441 /// ENST00000379577 // STAG3 // stromal antigen 3 // 7q22.1 // 10734 /// ENST00000339784 // STAG3 // stromal antigen 3 // 7q22.1 // 10734
NM_016545	IER5	2370368	0.007467027	0.889003084	2370355	NM_016545 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// ENST00000367577 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// BC000128 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// AF178984 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// AJ251089 // IER5 // immediate early response 5 // 1q25.3 // 51278
NM_020947	KIAA1609	3702507	0.00746978	0.889003084	3702499	NM_020947 // KIAA1609 // KIAA1609 // 16q24.1 // 57707 /// ENST00000343629 // KIAA1609 // KIAA1609 // 16q24.1 // 57707 /// AB046829 // KIAA1609 // KIAA1609 // 16q24.1 // 57707
NM_002472	MYH8	3745168	0.007470507	0.889003084	3745161	NM_002472 // MYH8 // myosin, heavy chain 8, skeletal muscle, perinatal // 17p13.1 // 4626 /// ENST00000252173 // MYH8 // myosin, heavy chain 8, skeletal muscle, perinatal // 17p13.1 // 4626 /// M36769 // MYH8 // myosin, heavy chain 8, skeletal muscle, perinatal // 17p13.1 // 4626
NM_152658	THAP8	3860271	0.007472463	0.889003084	3860261	NM_152658 // THAP8 // THAP domain containing 8 // 19q13.12 // 199745 /// ENST00000292894 // THAP8 // THAP domain containing 8 // 19q13.12 // 199745 /// ENST00000392182 // THAP8 // THAP domain containing 8 // 19q13.12 // 199745 /// AK093048 // THAP8 // THAP domain containing 8 // 19q13.12 // 199745
NM_006845	KIF2C	2334138	0.007479607	0.889003084	2334098	NM_006845 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372224 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// BC008764 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372222 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372217 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372218 // KIF2C // kinesin family member 2C // 1p34.1 // 11004
NM_015474	SAMHD1	3904711	0.007483562	0.889003084	3904691	NM_015474 // SAMHD1 // SAM domain and HD domain 1 // 20pter-q12 // 25939 /// ENST00000262878 // SAMHD1 // SAM domain and HD domain 1 // 20pter-q12 // 25939 /// AF228421 // SAMHD1 // SAM domain and HD domain 1 // 20pter-q12 // 25939 /// AB208944 // SAMHD1 // SAM domain and HD domain 1 // 20pter-q12 // 25939
NM_020806	GPHN	3541014	0.007484008	0.889003084	3540862	NM_020806 // GPHN // gephyrin // 14q23.3 // 10243 /// NM_001024218 // GPHN // gephyrin // 14q23.3 // 10243 /// ENST00000305960 // GPHN // gephyrin // 14q23.3 // 10243 /// ENST00000315266 // GPHN // gephyrin // 14q23.3 // 10243 /// AF272663 // GPHN // gephyrin // 14q23.3 // 10243
NM_003961	RHBDL1	3643293	0.007486084	0.889003084	3643281	NM_003961 // RHBDL1 // rhomboid, veinlet-like 1 (Drosophila) // 16p13.3 // 9028 /// ENST00000219551 // RHBDL1 // rhomboid, veinlet-like 1 (Drosophila) // 16p13.3 // 9028 /// Y17108 // RHBDL1 // rhomboid, veinlet-like 1 (Drosophila) // 16p13.3 // 9028 /// ENST00000352681 // RHBDL1 // rhomboid, veinlet-like 1 (Drosophila) // 16p13.3 // 9028
NM_006039	MRC2	3730348	0.007486475	0.889003084	3730322	NM_006039 // MRC2 // mannose receptor, C type 2 // 17q23.2 // 9902 /// ENST00000303375 // MRC2 // mannose receptor, C type 2 // 17q23.2 // 9902 /// BC146647 // MRC2 // mannose receptor, C type 2 // 17q23.2 // 9902
NM_006269	RP1	3098597	0.00748716	0.889003084	3098570	NM_006269 // RP1 // retinitis pigmentosa 1 (autosomal dominant) // 8q11-q13 // 6101 /// ENST00000220676 // RP1 // retinitis pigmentosa 1 (autosomal dominant) // 8q11-q13 // 6101 /// AK098176 // RP1 // retinitis pigmentosa 1 (autosomal dominant) // 8q11-q13 // 6101
NR_002314	FLJ40434	2413323	0.007488016	0.889003084	2413316	NR_002314 // FLJ40434 // hypothetical FLJ40434 // 1p32.3 // 163742 /// AK097753 // FLJ40434 // hypothetical FLJ40434 // 1p32.3 // 163742
NM_207396	RNF207	2318169	0.007506455	0.890781034	2318157	NM_207396 // RNF207 // ring finger protein 207 // 1p36.31 // 388591 /// ENST00000377939 // RNF207 // ring finger protein 207 // 1p36.31 // 388591 /// ENST00000340285 // RNF207 // ring finger protein 207 // 1p36.31 // 388591 /// AK128246 // RNF207 // ring finger protein 207 // 1p36.31 // 388591
NM_000442	PECAM1	3766841	0.007512629	0.890875655	3766796	NM_000442 // PECAM1 // platelet/endothelial cell adhesion molecule (CD31 antigen) // 17q23 // 5175 /// ENST00000397741 // PECAM1 // platelet/endothelial cell adhesion molecule (CD31 antigen) // 17q23 // 5175 /// BC022512 // PECAM1 // platelet/endothelial cell adhesion molecule (CD31 antigen) // 17q23 // 5175 /// ENST00000361649 // PECAM1 // platelet/endothelial cell adhesion molecule (CD31 antigen) // 17q23 // 5175 /// ENST00000397740 // PECAM1 // platelet/endothelial cell adhesion molecule (CD31 antigen) // 17q23 // 5175 /// ENST00000397744 // PECAM1 // platelet/endothelial cell adhesion molecule (CD31 antigen) // 17q23 // 5175 /// ENST00000397739 // PECAM1 // platelet/endothelial cell adhesion molecule (CD31 antigen) // 17q23 // 5175 /// ENST00000397738 // PECAM1 // platelet/endothelial cell adhesion molecule (CD31 antigen) // 17q23 // 5175
NM_020452	ATP8B2	2360225	0.007514181	0.890875655	2360206	NM_020452 // ATP8B2 // ATPase, class I, type 8B, member 2 // 1q21.3 // 57198 /// NM_001005855 // ATP8B2 // ATPase, class I, type 8B, member 2 // 1q21.3 // 57198 /// ENST00000368489 // ATP8B2 // ATPase, class I, type 8B, member 2 // 1q21.3 // 57198 /// ENST00000368487 // ATP8B2 // ATPase, class I, type 8B, member 2 // 1q21.3 // 57198 /// ENST00000368490 // ATP8B2 // ATPase, class I, type 8B, member 2 // 1q21.3 // 57198 /// AY302537 // ATP8B2 // ATPase, class I, type 8B, member 2 // 1q21.3 // 57198 /// ENST00000341831 // ATP8B2 // ATPase, class I, type 8B, member 2 // 1q21.3 // 57198 /// ENST00000341822 // ATP8B2 // ATPase, class I, type 8B, member 2 // 1q21.3 // 57198
NM_020379	MAN1C1	2326116	0.007526908	0.891636129	2326049	NM_020379 // MAN1C1 // mannosidase, alpha, class 1C, member 1 // 1p35 // 57134 /// ENST00000374332 // MAN1C1 // mannosidase, alpha, class 1C, member 1 // 1p35 // 57134 /// AF261655 // MAN1C1 // mannosidase, alpha, class 1C, member 1 // 1p35 // 57134 /// ENST00000374331 // MAN1C1 // mannosidase, alpha, class 1C, member 1 // 1p35 // 57134 /// ENST00000263979 // MAN1C1 // mannosidase, alpha, class 1C, member 1 // 1p35 // 57134
