ProbeName	p-value	FCAbsolute	regulation	[Group(DMH+Calcium)](raw)	[Group(DMH)](raw)	[Group(DMH+Calcium)](normalized)	[Group(DMH)](normalized)	GenbankAccession	GenomicCoordinates	GeneSymbol	Description	UniGeneID	EntrezGeneID	EnsemblID	TIGRID
A_52_P220370	0.010707857	1.5133268	down	65.05923	102.22201	-0.1823488	0.41537476	NM_172756	chr8:73932604-73932663	Ankle1	Mus musculus ankyrin repeat and LEM domain containing 1 (Ankle1), mRNA [NM_172756]	Mm.216549	234396	ENSMUST00000120725	TC1600425
A_51_P279163	0.006890483	1.5358707	down	2915.8516	4730.248	5.3266673	5.945724	NM_172285	chr8:120158980-120159037	Plcg2	Mus musculus phospholipase C, gamma 2 (Plcg2), mRNA [NM_172285]	Mm.192699	234779	ENSMUST00000081232	TC1575936
A_51_P235821	0.002123549	1.6261575	up	4529.099	2938.848	5.9615417	5.2600746	NM_001077364	chrX:137074452-137074393	Tsc22d3	Mus musculus TSC22 domain family, member 3 (Tsc22d3), transcript variant 1, mRNA [NM_001077364]	Mm.22216	14605	ENSMUST00000055738	TC1780107
A_52_P349477	0.057358943	1.687354	up	81.77859	49.387222	0.119144596	-0.63561803	AK053819	chr2:92230319-92230260	Mapk8ip1	Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130310D04 product:unclassifiable, full insert sequence. [AK053819]	Mm.2720	19099		TC1615193
A_52_P341489	0.001392854	1.63996	down	334.52188	578.15106	2.1980908	2.9117515	NM_001039244	chr13:120284524-120284583	Gm7120	Mus musculus predicted gene 7120 (Gm7120), transcript variant 1, mRNA [NM_001039244]	Mm.46679	633640		TC1583580
A_52_P249826	0.000984892	1.860182	up	95.87748	54.485897	0.39784312	-0.4976007	NM_020259	chr8:82496273-82496214	Hhip	Mus musculus Hedgehog-interacting protein (Hhip), mRNA [NM_020259]	Mm.254493	15245	ENSMUST00000079038	TC1586105
A_52_P595476	0.004149139	1.7977308	down	140.27849	265.26102	0.940675	1.786852	NM_183390	chr16:19949657-19949598	Klhl6	Mus musculus kelch-like 6 (Drosophila) (Klhl6), mRNA [NM_183390]	Mm.86699	239743	ENSMUST00000058839	TC1583310
A_51_P383270	2.87E-05	5.1936836	down	24.034698	129.40892	-1.6327249	0.74403316	NM_175473	chr5:97213218-97213277	Fras1	Mus musculus Fraser syndrome 1 homolog (human) (Fras1), mRNA [NM_175473]	Mm.291120	231470	ENSMUST00000036019	TC1724735
A_52_P249514	0.02401181	1.601537	down	227.29631	371.18497	1.595992	2.275449	NM_011331	chr11:81916710-81916769	Ccl12	Mus musculus chemokine (C-C motif) ligand 12 (Ccl12), mRNA [NM_011331]	Mm.867	20293	ENSMUST00000000194	TC1585562
A_52_P483105	0.000638186	1.6147532	down	468.36758	793.24	2.680106	3.3714197	NM_015763	chr12:16544268-16544209	Lpin1	Mus musculus lipin 1 (Lpin1), transcript variant 2, mRNA [NM_015763]	Mm.153625	14245	ENSMUST00000067124	TC1588299
A_51_P231820	0.002388622	2.0403335	down	67.986465	143.45306	-0.1405197	0.88828534	NM_175219	chr1:85243367-85243308	C130026I21Rik	Mus musculus RIKEN cDNA C130026I21 gene (C130026I21Rik), transcript variant 1, mRNA [NM_175219]	Mm.458470	620078	ENSMUST00000093506	TC1592629
A_52_P292528	0.00372643	1.5944765	down	3109.2861	5248.7397	5.4199023	6.092985	NM_023603	chr4:126707281-126707340	Sfpq	Mus musculus splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) (Sfpq), mRNA [NM_023603]	Mm.257276	71514	ENSMUST00000030623	TC1707516
A_52_P474266	0.000256468	3.7106297	down	45.92644	178.70879	-0.6926785	1.1989856	NM_001177881	chr8:63154551-63154610	Mfap3l	Mus musculus microfibrillar-associated protein 3-like (Mfap3l), transcript variant 2, mRNA [NM_001177881]	Mm.23242	71306		TC1697214
A_51_P307964	0.000179507	1.8007182	down	185.45532	348.2855	1.331689	2.1802614	NM_010662	chr11:99982530-99982471	Krt13	Mus musculus keratin 13 (Krt13), mRNA [NM_010662]	Mm.4646	16663	ENSMUST00000107412	TC1727877
A_51_P514700	0.000622565	2.046124	down	201.65869	436.7308	1.4703687	2.5032623	NM_025565	chr2:69038120-69038061	Spc25	Mus musculus SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) (Spc25), mRNA [NM_025565]	Mm.272969	66442	ENSMUST00000149643	TC1576801
A_52_P450934	0.027355658	1.5732902	down	41.082367	62.169697	-0.95658165	-0.30279684	NM_198414	chr9:95462405-95462464	Paqr9	Mus musculus progestin and adipoQ receptor family member IX (Paqr9), mRNA [NM_198414]	Mm.151485	75552		TC1580607
A_52_P537050	0.007363871	1.5528527	down	2149.5264	3513.4866	4.878568	5.5134892	NM_016723	chr14:102065827-102066209	Uchl3	Mus musculus ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) (Uchl3), mRNA [NM_016723]	Mm.275970	50933	ENSMUST00000066470	TC1583631
A_52_P304881	0.03558348	1.5182372	down	293.7443	491.9083	2.0113456	2.6137428	NM_053124	chr8:83233107-83233048	Smarca5	Mus musculus SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 (Smarca5), mRNA [NM_053124]	Mm.246803	93762	ENSMUST00000043359	TC1574158
A_51_P417758	0.03373183	1.5872583	up	133.75783	90.44049	0.8682292	0.20169227	NM_010243	chr4:25541252-25541193	Fut9	Mus musculus fucosyltransferase 9 (Fut9), mRNA [NM_010243]	Mm.39101	14348	ENSMUST00000084770	TC1599139
A_51_P365378	0.004261047	2.4414494	up	9009.759	3781.7659	6.908854	5.621116	NM_145388	chr8:87531219-87531160	Best2	Mus musculus bestrophin 2 (Best2), transcript variant 1, mRNA [NM_145388]	Mm.215154	212989	ENSMUST00000059072	TC1587505
A_51_P169476	0.000102723	4.2137904	down	699.5852	3031.6052	3.221178	5.2962966	NM_008570	chr14:56638928-56638987	Mcpt1	Mus musculus mast cell protease 1 (Mcpt1), mRNA [NM_008570]	Mm.201549	17224	ENSMUST00000022836	TC1591678
A_52_P210078	0.085490696	1.6528366	up	3278.6953	2004.9155	5.4251513	4.700207	NM_007392	chr19:34315756-34315697	Acta2	Mus musculus actin, alpha 2, smooth muscle, aorta (Acta2), mRNA [NM_007392]	Mm.213025	11475		TC1573391
A_51_P242585	0.001575098	1.5158207	down	89.57314	142.88652	0.2958591	0.89595824	NM_181590	chr6:100561791-100561732	Shq1	Mus musculus SHQ1 homolog (S. cerevisiae) (Shq1), mRNA [NM_181590]	Mm.256022	72171	ENSMUST00000113312	TC1583370
A_51_P171883	0.007311053	1.670162	down	238.63776	417.7767	1.7052728	2.4452608	NM_023245	chr3:116621321-116621262	Palmd	Mus musculus palmdelphin (Palmd), mRNA [NM_023245]	Mm.253736	114301	ENSMUST00000040097	TC1579161
A_52_P319161	0.005339031	1.5469556	down	1973.3385	3223.2952	4.762902	5.3923335	NM_019641	chr4:134026685-134026744	Stmn1	Mus musculus stathmin 1 (Stmn1), mRNA [NM_019641]	Mm.378957	16765	ENSMUST00000127279	TC1706289
A_52_P615051	0.007075059	2.0085828	up	1621.457	833.6613	4.447159	3.440981	XM_001478148	chr10:47173831-47173890	LOC100047599	PREDICTED: Mus musculus similar to gag protein (LOC100047599), mRNA [XM_001478148]	Mm.458844	100047599		TC1654586
A_52_P672903	0.01247552	2.4790418	down	233.9116	685.866	1.6842409	2.9940236	AK008145	chr16:19085327-19085268		immunoglobulin lambda chain, variable 1 Gene [Source:MGI Symbol;Acc:MGI:96530] [ENSMUST00000103746]	Mm.326349		ENSMUST00000103746	NP_058036
A_52_P608020	0.006083628	1.6316215	down	2649.7224	4510.6157	5.1714706	5.877777	NM_010655	chr11:106852123-106852064	Kpna2	Mus musculus karyopherin (importin) alpha 2 (Kpna2), mRNA [NM_010655]	Mm.12508	16647	ENSMUST00000018506	TC1573886
A_51_P281778	0.022109747	1.5806717	up	2384.7942	1573.4603	5.0157256	4.355188	NM_027308	chr7:20524579-20523598	2210010C17Rik	Mus musculus RIKEN cDNA 2210010C17 gene (2210010C17Rik), mRNA [NM_027308]	Mm.98583	70080	ENSMUST00000043440	TC1777600
A_52_P149235	0.012475011	1.7433702	down	1579.9899	2853.3025	4.4145613	5.21644	XM_001477017	chr6:69598899-69598840		PREDICTED: Mus musculus similar to Igk-C protein (LOC100046894), mRNA [XM_001477017]	Mm.424473		ENSMUST00000103361	NP_061626
A_51_P183561	0.000877094	1.5879095	up	226.37024	150.14821	1.6358873	0.9687586	NM_145473	chr15:81781096-81781155	Csdc2	Mus musculus cold shock domain containing C2, RNA binding (Csdc2), mRNA [NM_145473]	Mm.22524	105859	ENSMUST00000038757	TC1575505
A_51_P123546	0.08100994	1.5165174	up	357.89307	241.16017	2.2525785	1.6518165	NM_001081083	chr2:19231761-19231820	Armc3	Mus musculus armadillo repeat containing 3 (Armc3), mRNA [NM_001081083]	Mm.276696	70882	ENSMUST00000114640	TC1600163
A_52_P309657	0.027408356	1.6750845	down	347.44254	605.03265	2.2162485	2.9604824		chr4:109046930-109046869
A_51_P349546	0.02632824	1.575656	up	191.12358	124.98041	1.3602958	0.70434314	NM_153098	chr9:78563020-78563079	Cd109	Mus musculus CD109 antigen (Cd109), mRNA [NM_153098]	Mm.32955	235505	ENSMUST00000093812	TC1580480
A_51_P279898	0.000827523	1.5886614	up	157.4411	104.08804	1.1086072	0.44079542	AK008872	chr10:80826208-80826149		RIKEN cDNA 4930404N11 gene Gene [Source:MGI Symbol;Acc:MGI:1921072] [ENSMUST00000131736]	Mm.440450		ENSMUST00000131736
A_51_P499071	0.045619722	1.8908079	down	536.72064	918.3846	2.6622562	3.581259	NM_010762	chr2:127458975-127458948	Mal	Mus musculus myelin and lymphocyte protein, T-cell differentiation protein (Mal), transcript variant 1, mRNA [NM_010762]	Mm.39040	17153	ENSMUST00000028854	TC1572123
A_52_P79889	0.000128445	2.0822198	up	1480.8397	749.8772	4.3482165	3.2900941	NM_011065	chr11:68922878-68922937	Per1	Mus musculus period homolog 1 (Drosophila) (Per1), transcript variant 1, mRNA [NM_011065]	Mm.7373	18626	ENSMUST00000021271	NP_1487658
A_51_P249777	0.014184033	2.050132	down	60.37707	126.03403	-0.32071295	0.7150038	NM_033509	chr1:173934809-173934750	Vangl2	Mus musculus vang-like 2 (van gogh, Drosophila) (Vangl2), mRNA [NM_033509]	Mm.36148	93840	ENSMUST00000111264	TC1581684
A_51_P494229	0.009200695	1.7943029	down	74.812485	147.82635	0.03983696	0.8832604	NM_015737	chr10:98572507-98572566	Galnt4	Mus musculus UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (Galnt4), mRNA [NM_015737]	Mm.314	14426		TC1581026
A_51_P205209	0.004745496	2.0947742	down	148.57352	324.29587	1.0055264	2.0723212	NM_018729	chr1:173513231-173513290	Cd244	Mus musculus CD244 natural killer cell receptor 2B4 (Cd244), mRNA [NM_018729]	Mm.2299	18106	ENSMUST00000004829	NP_714008
A_52_P28806	0.008331516	1.7382597	down	619.02686	1110.4672	3.0592937	3.8569374	NM_008021	chr6:128324783-128324842	Foxm1	Mus musculus forkhead box M1 (Foxm1), mRNA [NM_008021]	Mm.42148	14235	ENSMUST00000073316	TC1577673
A_52_P207303	0.000464313	1.7847956	down	964.33673	1800.1449	3.7176082	4.553367	NM_173404	chr5:99308890-99308949	Bmp3	Mus musculus bone morphogenetic protein 3 (Bmp3), mRNA [NM_173404]	Mm.209571	110075	ENSMUST00000031278	TC1609144
A_51_P143528	0.000597125	1.8766207	down	40.46899	79.71848	-0.8537168	0.05442031	NM_183014	chr13:22052211-22052270	Zfp184	Mus musculus zinc finger protein 184 (Kruppel-like) (Zfp184), mRNA [NM_183014]	Mm.187446	193452	ENSMUST00000006903	TC1586162
A_51_P160482	0.005028483	2.064802	down	123.00509	250.57533	0.6601586	1.706162	NM_020518	chr9:37348986-37349045	Vsig2	Mus musculus V-set and immunoglobulin domain containing 2 (Vsig2), mRNA [NM_020518]	Mm.27478	57276	ENSMUST00000002008	TC1682924
A_52_P225912	0.05475556	1.8888474	up	225.69603	118.82385	1.5423349	0.6248288	NM_130866	chr7:109890364-109890305	Olfr78	Mus musculus olfactory receptor 78 (Olfr78), transcript variant 1, mRNA [NM_130866]	Mm.184372	170639	ENSMUST00000060187	TC1588137
A_52_P257590	0.002656744	1.5550793	down	762.2168	1250.2716	3.388154	4.025142	NM_009372	chr17:71194497-71194438	Tgif1	Mus musculus TGFB-induced factor homeobox 1 (Tgif1), transcript variant 2, mRNA [NM_009372]	Mm.101034	21815	ENSMUST00000127719	TC1637895
A_51_P481398	0.001161405	1.7302216	down	227.92033	416.34024	1.6460994	2.4370563	NM_010615	chr19:37495755-37495814	Kif11	Mus musculus kinesin family member 11 (Kif11), mRNA [NM_010615]	Mm.42203	16551	ENSMUST00000012587	TC1631864
A_52_P559566	8.39E-06	2.5619009	down	138.46144	373.09973	0.91031665	2.2675314		chr12:116481256-116481197					ENSMUST00000103527	TC1725107
A_52_P385767	0.003658389	1.8115652	down	183.37291	355.13574	1.3310272	2.188264	BC055911	chr6:069651287-069651233		Mus musculus cDNA clone MGC:68301 IMAGE:3662102, complete cds. [BC055911]	Mm.333124			TC1587017
A_52_P302433	0.01110347	2.1995633	down	402.15652	883.26166	2.3870537	3.5242708	NM_008873	chr14:21662242-21662301	Plau	Mus musculus plasminogen activator, urokinase (Plau), mRNA [NM_008873]	Mm.4183	18792	ENSMUST00000022368	TC1587755
A_51_P501145	0.06759827	1.9400353	down	309.58276	591.9069	1.9773897	2.9334726	AK083328	chr3:130927036-130927095	Lef1	lymphoid enhancer binding factor 1 Gene [Source:MGI Symbol;Acc:MGI:96770] [ENSMUST00000029611]	Mm.255219	16842	ENSMUST00000029611	TC1578581
A_51_P293087	0.006747198	1.5577796	down	608.2053	991.93427	3.0536416	3.6931326	NM_008606	chr10:75386085-75386026	Mmp11	Mus musculus matrix metallopeptidase 11 (Mmp11), mRNA [NM_008606]	Mm.4561	17385	ENSMUST00000152222	TC1659807
A_51_P181205	0.014051179	1.5519985	down	1551.3994	2527.6863	4.409372	5.043499	NM_029418	chr15:57853957-57853898	9130401M01Rik	Mus musculus RIKEN cDNA 9130401M01 gene (9130401M01Rik), mRNA [NM_029418]	Mm.455792	75758	ENSMUST00000100655	TC1576646
A_52_P388359	0.000723732	1.8757159	up	149.71219	82.89886	1.0205956	0.113154255	NM_007453	chr1:163170772-163170713	Prdx6	Mus musculus peroxiredoxin 6 (Prdx6), mRNA [NM_007453]	Mm.186185	11758	ENSMUST00000071718	TC1573936
A_51_P197925	0.000321674	1.9691926	down	36.291042	72.301476	-1.064207	-0.08660269	NM_001013745	chr17:37147255-37147314	Zfp57	Mus musculus zinc finger protein 57 (Zfp57), transcript variant 1, mRNA [NM_001013745]	Mm.305561	22715	ENSMUST00000089968	TC1580183
A_52_P476535	0.000834477	6.507897	down	476.6274	3090.5537	2.5844126	5.286604	NM_001012307	chr8:22194930-22195548	Defa23	Mus musculus defensin, alpha, 23 (Defa23), mRNA [NM_001012307]	Mm.425522	497114	ENSMUST00000095424
A_52_P244956	1.16E-07	1.8595445	down	119.69415	231.21472	0.6967271	1.5916764	NM_009645	chr6:122512827-122512886	Aicda	Mus musculus activation-induced cytidine deaminase (Aicda), mRNA [NM_009645]	Mm.391503	11628	ENSMUST00000112592	TC1618293
A_52_P392555	0.010813505	1.5148573	down	196.4931	307.402	1.40054	1.9997219	NM_133974	chr9:123081818-123081759	Cdcp1	Mus musculus CUB domain containing protein 1 (Cdcp1), mRNA [NM_133974]	Mm.27519	109332	ENSMUST00000039229	TC1598789
A_52_P452504	0.014740012	1.5858686	down	2476.895	4116.1	5.0744805	5.7397537	AW122171	chr4:98796684-98796743		UI-M-BH2.2-aor-h-01-0-UI.s1 NIH_BMAP_M_S3.2 Mus musculus cDNA clone UI-M-BH2.2-aor-h-01-0-UI 3. [AW122171]	Mm.366341			TC1722895
A_51_P266138	0.000459672	1.7939727	up	1382.6759	810.06854	4.2444153	3.4012573	AK008397	chr13:63316750-63316809	2010111I01Rik	Mus musculus adult male small intestine cDNA, RIKEN full-length enriched library, clone:2010111I01 product:similar to HYPOTHETICAL 61.1 KDA PROTEIN [Homo sapiens], full insert sequence. [AK008397]	Mm.188105	72061		TC1615609
A_52_P494597	0.007085328	1.7422601	down	81.83019	144.75514	0.11117554	0.9121356	NM_028614	chr9:50675843-50675902	Ppp2r1b	Mus musculus protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform (Ppp2r1b), transcript variant 2, mRNA [NM_028614]	Mm.7726	73699	ENSMUST00000114437	TC1591634
A_51_P234140	0.000210925	2.357062	down	70.15923	164.85887	-0.13266356	1.1043261	NM_183294	chr12:70847919-70847860	Cdkl1	Mus musculus cyclin-dependent kinase-like 1 (CDC2-related kinase) (Cdkl1), mRNA [NM_183294]	Mm.132325	71091	ENSMUST00000021377	TC1585176
A_51_P431329	0.000287735	29.102985	down	181.75789	3534.2844	0.6580195	5.521115	NM_007606	chr3:14871781-14871840	Car3	Mus musculus carbonic anhydrase 3 (Car3), mRNA [NM_007606]	Mm.300	12350	ENSMUST00000029076	TC1573384
A_51_P411345	2.66E-07	1.7902128	down	371.74728	687.8499	2.3258007	3.1659317	NM_177448	chr7:106367660-106367601	Mogat2	Mus musculus monoacylglycerol O-acyltransferase 2 (Mogat2), mRNA [NM_177448]	Mm.208030	233549	ENSMUST00000064231	TC1583488
A_51_P464394	0.047857556	1.6904694	up	299.69046	176.3219	1.9584891	1.2010652	NM_031180	chr5:65774926-65774985	Klb	Mus musculus klotho beta (Klb), mRNA [NM_031180]	Mm.45274	83379	ENSMUST00000031096	TC1584780
A_52_P564166	0.000687892	2.0274537	up	96.55801	49.306744	0.378486	-0.6411829	AK041025	chr17:71442247-71442306	Myom1	Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530063G14 product:myomesin 1, full insert sequence. [AK041025]	Mm.4103	17929		TC1620828
A_51_P252988	0.00124089	1.8515651	down	4485.557	8450.327	5.8956723	6.7844176	NM_027837	chr8:77417314-77417373	Isx	Mus musculus intestine specific homeobox (Isx), mRNA [NM_027837]	Mm.158735	71597	ENSMUST00000034034	TC1596736
A_52_P635388	0.006865724	1.5293587	down	185.72304	300.48328	1.3515615	1.9644884	AB026047	chr19:011664591-011664532	Ms4a6d	Mus musculus mRNA for MS4A11, complete cds. [AB026047]	Mm.290390	68774		TC1747847
A_51_P395899	0.00475139	2.1611726	down	285.19482	621.38837	1.8981695	3.0099838	XM_001476664	chr6:70653921-70653980	LOC100047628	PREDICTED: Mus musculus similar to Chain L, Structural Basis Of Antigen Mimicry In A Clinically Relevant Melanoma Antigen System, transcript variant 1 (LOC100047628), mRNA [XM_001476664]	Mm.466597	100047628	ENSMUST00000103404	TC1700736
A_52_P1184000	0.013811345	1.6360774	down	212.59448	370.29993	1.5423139	2.252555	NM_175294	chr1:133828480-133828539	Nucks1	Mus musculus nuclear casein kinase and cyclin-dependent kinase substrate 1 (Nucks1), transcript variant 1, mRNA [NM_175294]	Mm.436518	98415	ENSMUST00000062264	TC1574578
A_51_P254656	8.18E-05	2.9456794	down	81.99354	253.15422	0.16344126	1.7220417	NM_008230	chr2:126419575-126419516	Hdc	Mus musculus histidine decarboxylase (Hdc), mRNA [NM_008230]	Mm.18603	15186	ENSMUST00000028838	TC1576172
A_51_P179919	0.007404108	1.8159605	down	146.3728	273.69507	0.96625286	1.8269857	NM_172759	chr8:107457772-107457831	Ces5	Mus musculus carboxylesterase 5 (Ces5), transcript variant 1, mRNA [NM_172759]	Mm.441134	234673	ENSMUST00000034355	TC1591279
A_52_P413623	0.015321001	1.67341	down	208.97003	374.50204	1.5158406	2.2586317	NM_001004143	chr11:60966417-60966358	Usp22	Mus musculus ubiquitin specific peptidase 22 (Usp22), mRNA [NM_001004143]	Mm.30602	216825	ENSMUST00000041683	TC1597100
A_52_P30632	0.043252982	1.5544639	down	55.553608	89.00837	-0.4213458	0.2150712	NM_027040	chr2:28317629-28317570	1700007K13Rik	Mus musculus RIKEN cDNA 1700007K13 gene (1700007K13Rik), mRNA [NM_027040]	Mm.46470	69327	ENSMUST00000028174	TC1584142
A_51_P468005	0.003096095	1.9265147	down	366.53723	719.98145	2.2834535	3.2294466	NM_010232	chr3:97456100-97456159	Fmo5	Mus musculus flavin containing monooxygenase 5 (Fmo5), transcript variant 3, mRNA [NM_010232]	Mm.385180	14263	ENSMUST00000029729	TC1586234
A_51_P444696	0.05525878	1.5514971	down	44.257107	68.23756	-0.8079626	-0.17430162	NM_175384	chr14:68316160-68316101	Cdca2	Mus musculus cell division cycle associated 2 (Cdca2), transcript variant 2, mRNA [NM_175384]	Mm.33831	108912	ENSMUST00000132705	TC1578596
A_52_P418477	0.04800169	1.7281232	up	18277.12	11069.336	7.932865	7.143659	NM_009416	chr4:43532300-43532150	Tpm2	Mus musculus tropomyosin 2, beta (Tpm2), mRNA [NM_009416]	Mm.646	22004	ENSMUST00000107914	TC1770066
A_51_P394172	0.023347827	1.739599	up	83.59481	49.584763	0.16543412	-0.6333206	NM_007954	chr8:95628058-95624607	Es1	Mus musculus esterase 1 (Es1), mRNA [NM_007954]	Mm.88078	13884	ENSMUST00000034189	TC1575504
A_52_P186362	0.001945467	2.00145	up	2249.5073	1161.8721	4.9227147	3.921669		chr5:122021360-122021301		S71509 aldehyde dehydrogenase AHD-M1 {Mus sp.} (exp=-1; wgp=0; cg=0), partial (8%) [TC1662565]				TC1662565
A_52_P139569	0.00166465	2.8005612	down	213.4715	602.26385	1.4879872	2.9737031	NM_001177881	chr8:63155321-63155380	Mfap3l	Mus musculus microfibrillar-associated protein 3-like (Mfap3l), transcript variant 2, mRNA [NM_001177881]	Mm.23242	71306		TC1697214
A_52_P532957	0.000442444	1.580341	down	101.53028	166.86005	0.46149507	1.1217309	NM_001024928	chr7:6258743-6258802	Zfp667	Mus musculus zinc finger protein 667 (Zfp667), mRNA [NM_001024928]	Mm.276279	384763	ENSMUST00000108562	TC1582882
A_52_P543953	0.016419092	1.542962	up	37.568455	23.865494	-1.060148	-1.6858505	AK079754	chr14:22675543-22675602	A430057M04Rik	Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430057M04 product:hypothetical protein, full insert sequence. [AK079754]	Mm.390671	319486
A_52_P244702	0.028176935	1.5295057	down	805.10693	1294.6997	3.4592211	4.0722866	NM_009331	chr11:52066173-52066114	Tcf7	Mus musculus transcription factor 7, T-cell specific (Tcf7), mRNA [NM_009331]	Mm.31630	21414	ENSMUST00000072425	TC1581742
A_51_P213359	0.0604712	1.620897	down	42.581726	72.771736	-0.8067567	-0.109964214	NM_008216	chr15:56497415-56497356	Has2	Mus musculus hyaluronan synthase 2 (Has2), mRNA [NM_008216]	Mm.5148	15117	ENSMUST00000050544	TC1580681
A_51_P369252	0.005612356	1.6471189	down	48.65481	84.73355	-0.5840973	0.1358474	NM_001080995	chr7:100007009-100006950	4632434I11Rik	Mus musculus RIKEN cDNA 4632434I11 gene (4632434I11Rik), mRNA [NM_001080995]	Mm.26468	74041	ENSMUST00000032877	TC1581656
