Curated Gene Symbol	FeatureNumber	GeneName	+9hr Wnt	siMLLT10 +9hr Wnt	siDOT1L +9hr Wnt	siBRG1 +9hr Wnt	siP300 +9hr Wnt	Description
AGRN	17995	AGRN	0.608	-0.489	-0.211	-1.307	-0.486	agrin (AGRN), mRNA [NM_198576]
ZBTB7B	35935	ZBTB7B	0.607	-0.238	-0.127	-0.48	-0.25	zinc finger and BTB domain containing 7B (ZBTB7B), mRNA [NM_015872]
KRT23	16262	KRT23	0.606	-1.01	-1.831	-2.301	-1.148	keratin 23 (histone deacetylase inducible) (KRT23), mRNA [NM_015515]
FERMT3	6464	FERMT3	0.606	-0.614	-1.528	--	-1.668	fermitin family homolog 3 (Drosophila) (FERMT3), transcript variant URP2LF, mRNA [NM_178443]
	5294	THC2724353	0.606	-0.422	-1.921	-1.902	-0.707	Unknown
HSPB3	36718	HSPB3	0.605	-1.22	-0.886	-1.225	-0.183	heat shock 27kDa protein 3 (HSPB3), mRNA [NM_006308]
AGGF1	1984	AGGF1	0.605	0.077	-0.135	0.229	0.018	Homo sapiens angiogenic factor with G patch and FHA domains 1, mRNA (cDNA clone IMAGE:3659316), complete cds. [BC002828]
	28626	MGC24103	0.605	-0.318	-0.384	0.36	-0.815	Homo sapiens hypothetical protein MGC24103, mRNA (cDNA clone MGC:24103 IMAGE:4613905), complete cds. [BC020879]
FAM74A3	38967	FAM74A3	0.605	-1.018	-0.442	-1.147	-1.177	family with sequence similarity 74, member A3 (FAM74A3), mRNA [NM_001098718]
ACOT4	7071	ACOT4	0.605	-1.568	-1.837	-1.34	-1.577	acyl-CoA thioesterase 4 (ACOT4), mRNA [NM_152331]
TUBB4B	23995	TUBB2C	0.605	-0.15	-0.07	-0.464	-0.238	tubulin, beta 2C (TUBB2C), mRNA [NM_006088]
SLC12A4	9272	SLC12A4	0.604	-0.177	-0.111	-0.651	-0.105	solute carrier family 12 (potassium/chloride transporters), member 4 (SLC12A4), mRNA [NM_005072]
	20970	A_24_P212314	0.603	-0.01	0.039	-0.772	-0.16	Unknown
CCL2	18164	CCL2	0.603	-0.676	-0.364	-0.312	-0.702	chemokine (C-C motif) ligand 2 (CCL2), mRNA [NM_002982]
HCFC1	246	HCFC1	0.603	-0.409	-0.194	-0.365	-0.155	host cell factor C1 (VP16-accessory protein) (HCFC1), mRNA [NM_005334]
FADS3	25154	FADS3	0.602	-0.062	-0.084	-1.081	-0.42	fatty acid desaturase 3 (FADS3), mRNA [NM_021727]
CPB2	33540	CPB2	0.602	-0.299	-0.238	-0.631	-0.382	carboxypeptidase B2 (plasma) (CPB2), transcript variant 1, mRNA [NM_001872]
PLAU	2376	PLAU	0.601	-0.543	-0.046	-0.475	-1.073	plasminogen activator, urokinase (PLAU), mRNA [NM_002658]
	15531	THC2744561	0.601	-0.307	-0.045	0.078	-0.666	Unknown
HEPH	31504	HEPH	0.601	-0.543	-0.728	-0.854	-0.978	hephaestin (HEPH), transcript variant 2, mRNA [NM_014799]
RHOH	31570	RHOH	0.601	-0.169	-0.467	-0.354	-0.344	ras homolog gene family, member H (RHOH), mRNA [NM_004310]
CHADL	17866	CHADL	0.6	-0.215	-0.331	-1.478	-0.961	Homo sapiens chondroadherin-like, mRNA (cDNA clone IMAGE:4819656), partial cds. [BC068590]
VTN	18012	VTN	0.6	-0.387	-0.371	-0.628	-0.804	vitronectin (VTN), mRNA [NM_000638]
ADORA2A	21717	ADORA2A	0.6	-0.342	-0.028	-0.285	-0.098	adenosine A2a receptor (ADORA2A), mRNA [NM_000675]
	35213	THC2667587	0.6	-0.561	-0.532	-0.726	0.193	ATFCA4 splicing factor like protein {Arabidopsis thaliana} (exp=0; wgp=1; cg=0), partial (3%) [THC2667587]
ABCB1	3794	ABCB1	0.6	-0.362	-0.087	0.103	-0.179	ATP-binding cassette, sub-family B (MDR/TAP), member 1 (ABCB1), mRNA [NM_000927]
	2015	A_24_P890995	0.6	-0.899	-0.514	-0.637	-0.95	Unknown
	33774	THC2655140	0.599	-0.623	-0.696	-0.962	-0.816	Q640D8_XENLA (Q640D8) LOC494721 protein, partial (5%) [THC2655140]
IGSF10	458	IGSF10	0.599	0.407	0.147	-0.081	-0.327	immunoglobulin superfamily, member 10 (IGSF10), mRNA [NM_178822]
METTL1	44058	METTL1	0.599	-0.029	-0.004	-0.113	-0.022	methyltransferase like 1 (METTL1), transcript variant 1, mRNA [NM_005371]
LRP10	10122	LRP10	0.599	0.165	0.08	-0.408	0.222	low density lipoprotein receptor-related protein 10 (LRP10), mRNA [NM_014045]
C17orf70	27470	C17orf70	0.598	0.001	0.135	-1.186	-0.137	chromosome 17 open reading frame 70 (C17orf70), transcript variant 1, mRNA [NM_025161]
	9015	LOC100132357	0.598	-0.097	-0.098	-0.417	-0.055	PREDICTED: Homo sapiens similar to hCG1656091 (LOC100132357), mRNA [XM_001714380]
	7748	LL22NC03-75B3.6	0.598	-0.42	-0.339	-1.482	-0.891	KIAA1644 protein (KIAA1644), mRNA [NM_001099294]
CYB5RL	11571	LOC606495	0.597	-0.428	-0.776	-0.203	-0.29	hypothetical protein LOC606495 (LOC606495), mRNA [NM_001031672]
HOMER3	31653	HOMER3	0.597	-0.292	-0.08	-0.969	-0.545	homer homolog 3 (Drosophila) (HOMER3), mRNA [NM_004838]
PCYT1B	23495	PCYT1B	0.596	0.326	-0.186	0.012	-0.295	phosphate cytidylyltransferase 1, choline, beta (PCYT1B), mRNA [NM_004845]
	32506	THC2641484	0.596	-0.402	-0.667	-0.282	0.689	Unknown
DSCAM	36791	DSCAM	0.596	-0.472	-0.614	-1.423	-0.628	Down syndrome cell adhesion molecule (DSCAM), transcript variant 1, mRNA [NM_001389]
	10033	tcag7.1017	0.596	-0.196	-0.171	-0.215	-0.498	similar to Williams Beuren syndrome chromosome region 19 (MGC57359), mRNA [NM_001004351]
CALB1	10520	CALB1	0.596	1.561	-0.322	1.145	0.863	calbindin 1, 28kDa (CALB1), mRNA [NM_004929]
SP100	13207	SP100	0.595	0.832	-1.362	-0.896	-2.459	Homo sapiens nuclear autoantigen mRNA, partial cds; alternatively spliced. [L79989]
EPCAM	4087	TACSTD1	0.595	0.569	0.509	0.563	0.378	tumor-associated calcium signal transducer 1 (TACSTD1), mRNA [NM_002354]
PAPPA	9667	PAPPA	0.595	-0.813	-0.421	-0.808	-1.132	pregnancy-associated plasma protein A, pappalysin 1 (PAPPA), mRNA [NM_002581]
PHLDA1	9665	PHLDA1	0.595	-0.161	-0.582	-0.233	-0.883	pleckstrin homology-like domain, family A, member 1 (PHLDA1), mRNA [NM_007350]
LRP1	25462	LRP1	0.594	-0.213	-0.176	-1.549	-0.083	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor) (LRP1), mRNA [NM_002332]
AMICA1	7075	AMICA1	0.594	-0.086	-0.721	-1.049	-0.468	adhesion molecule, interacts with CXADR antigen 1 (AMICA1), transcript variant 2, mRNA [NM_153206]
	32079	BF803942	0.594	-0.218	-0.519	-0.575	-0.354	BF803942 CM2-CI0135-021100-477-g08 CI0135 Homo sapiens cDNA, mRNA sequence [BF803942]
THRA	21530	THRA	0.593	-0.025	-0.078	-1.161	0.325	thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian) (THRA), transcript variant 1, mRNA [NM_199334]
	43355	BC073976	0.593	-0.09	-0.115	-0.404	-0.069	Homo sapiens cDNA clone IMAGE:6018774, partial cds. [BC073976]
	36425	AK124396	0.593	-0.197	0.463	-0.704	-1.135	Homo sapiens cDNA FLJ42405 fis, clone ASTRO3000474. [AK124396]
ZYX	31415	ZYX	0.592	-0.361	-0.136	-1.146	-0.242	zyxin (ZYX), transcript variant 1, mRNA [NM_003461]
GFI1B	23913	GFI1B	0.592	-0.648	-0.671	-1.346	-0.867	growth factor independent 1B transcription repressor (GFI1B), mRNA [NM_004188]
GNL3L	33842	GNL3L	0.592	0.558	0.442	-1.682	0.046	guanine nucleotide binding protein-like 3 (nucleolar)-like (GNL3L), mRNA [NM_019067]
DYSF	29707	DYSF	0.592	-0.192	-0.281	-0.465	--	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive) (DYSF), mRNA [NM_003494]
CXCR4	16585	CXCR4	0.592	-0.269	0.089	-0.315	-0.368	chemokine (C-X-C motif) receptor 4 (CXCR4), transcript variant 1, mRNA [NM_001008540]
CXCR4	19367	CXCR4	0.592	-0.378	0.068	-0.379	-0.438	chemokine (C-X-C motif) receptor 4 (CXCR4), transcript variant 1, mRNA [NM_001008540]
NAA40	11084	NAT11	0.592	-0.386	-0.229	-0.256	-0.273	N-acetyltransferase 11 (NAT11), mRNA [NM_024771]
LGALS2	26557	LGALS2	0.591	-0.272	-0.352	-0.705	-0.62	lectin, galactoside-binding, soluble, 2 (LGALS2), mRNA [NM_006498]
FCHO1	11275	FCHO1	0.591	-0.335	-0.331	0.083	-0.002	FCH domain only 1 (FCHO1), mRNA [NM_015122]
ATP8B3	29875	ATP8B3	0.591	0.11	0.426	-0.273	0.147	ATPase, class I, type 8B, member 3 (ATP8B3), mRNA [NM_138813]
KCTD14	39379	KCTD14	0.59	-2.344	-2.341	-0.351	-2.248	potassium channel tetramerisation domain containing 14 (KCTD14), mRNA [NM_023930]
LGALS7B	7596	GAL7	0.59	-0.982		--	--	galectin-7 (GAL7), mRNA [NM_001042507]
CXCR4	31710	CXCR4	0.59	-0.351	0.076	-0.273	-0.395	chemokine (C-X-C motif) receptor 4 (CXCR4), transcript variant 1, mRNA [NM_001008540]
CHEK2	24991	CHEK2	0.59	-0.408	-0.47	-0.243	-0.451	CHK2 checkpoint homolog (S. pombe) (CHEK2), transcript variant 3, mRNA [NM_001005735]
DOK5	30516	DOK5	0.589	-0.736	-0.608	-1.805	-0.956	docking protein 5 (DOK5), mRNA [NM_018431]
MAP3K12	9908	MAP3K12	0.589	-0.373	-0.289	-0.296	-0.845	mitogen-activated protein kinase kinase kinase 12 (MAP3K12), mRNA [NM_006301]
HORMAD1	10329	HORMAD1	0.589	-0.365	-0.625	--	--	HORMA domain containing 1 (HORMAD1), mRNA [NM_032132]
	44410	AK123481	0.589	0.486	0.27	0.084	0.434	Homo sapiens cDNA FLJ41487 fis, clone BRTHA2004350. [AK123481]
LZTS1	32127	LZTS1	0.589	-0.297	-0.204	-0.214	-0.197	leucine zipper, putative tumor suppressor 1 (LZTS1), mRNA [NM_021020]
ZCCHC12	41609	ZCCHC12	0.589	0.177	-0.116	-1.184	0.062	zinc finger, CCHC domain containing 12 (ZCCHC12), mRNA [NM_173798]
SPHK1	5772	SPHK1	0.588	0.181	0.265	0.944	-0.449	sphingosine kinase 1 (SPHK1), transcript variant 1, mRNA [NM_021972]
	30473	BX647685	0.588	-0.114	0.035	0.371	0.21	Homo sapiens mRNA; cDNA DKFZp686J0581 (from clone DKFZp686J0581). [BX647685]
SPNS1	12612	SPNS1	0.588	-0.245	-1.357	0.109	--	Homo sapiens cDNA FLJ38358 fis, clone FEBRA2000210. [AK095677]
SIX6	6928	SIX6	0.588	-0.075	-0.731	-1.59	-0.61	SIX homeobox 6 (SIX6), mRNA [NM_007374]
	33856	AK023112	0.587	-0.202	0.531	0.795	0.456	Homo sapiens cDNA FLJ13050 fis, clone NT2RP3001432. [AK023112]
GIT1	17567	GIT1	0.587	-0.278	-0.425	-0.584	-0.49	G protein-coupled receptor kinase interactor 1 (GIT1), transcript variant 2, mRNA [NM_014030]
AKT1	41967	AKT1	0.587	-0.323	0.224	-0.539	-0.158	v-akt murine thymoma viral oncogene homolog 1 (AKT1), transcript variant 1, mRNA [NM_005163]
	37928	A_32_P17672	0.587	1.124	-0.48	0.052	-0.483	Unknown
	42283	LOC100133121	0.586	-0.065	-0.073	-0.43	-0.064	PREDICTED: Homo sapiens hypothetical protein LOC100133121 (LOC100133121), mRNA [XM_001720469]
DNALI1	16886	DNALI1	0.585	0.239	-0.226	-0.52	0.293	dynein, axonemal, light intermediate chain 1 (DNALI1), mRNA [NM_003462]
