Fold Change	Transcript Cluster ID	q-value (%)	Gene Symbol	Description	Entrez Gene ID	Cytoband	SwissProt ID
0.41	4000944	0	RBBP7	retinoblastoma binding protein 7	5931	Xp22.2	Q16576
0.41	2766359	0	RFC1	replication factor C (activator 1) 1, 145kDa	5981	4p14	P35251
0.41	3752611	0	C17orf75	chromosome 17 open reading frame 75	64149	17q11.2	Q9HAS0
0.41	3081624	0	LMBR1	limb region 1 homolog (mouse)	64327	7q36.3	Q8WVP7
0.41	2372924	0	TROVE2	TROVE domain family, member 2	6738	1q31.2	P10155
0.41	3970642	0	CDKL5	cyclin-dependent kinase-like 5	6792	Xp22.13	O76039
0.41	3441685	0	VWF	von Willebrand factor	7450	12p13.31	P04275
0.41	2711644	0	ATP13A3	ATPase type 13A3	79572	3q29	Q9H7F0
0.41	2742581	0	FAT4	FAT tumor suppressor homolog 4 (Drosophila)	79633	4q28.1	Q6V0I7
0.41	3592755	0	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	80031	15q21.1	Q8NFY4
0.41	3510362	0	C13orf23	chromosome 13 open reading frame 23	80209	13q13.3	Q86XN7
0.41	3385509	0	FZD4	frizzled homolog 4 (Drosophila)	8322	11q14.2	Q9ULV1
0.41	2819779	0	GPR98	G protein-coupled receptor 98	84059	5q14.3	Q8WXG9
0.41	3769969	0	FAM104A	family with sequence similarity 104, member A	84923	17q25.1	Q969W3
0.41	2976626	0	REPS1	RALBP1 associated Eps domain containing 1	85021	6q24.1	Q96D71
0.41	2703377	0	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	8706	3q26.1	O75752
0.41	2497119	0	IL18R1	interleukin 18 receptor 1	8809	2q12.1	Q13478
0.41	3806525	0	PIAS2	protein inhibitor of activated STAT, 2	9063	18q21.1	O75928
0.41	3452145	0	SFRS2IP	splicing factor, arginine/serine-rich 2, interacting protein	9169	12q12 / 12q13.11	Q99590
0.41	3417531	0	COQ10A	coenzyme Q10 homolog A (S. cerevisiae)	93058	12q13.2	Q96MF6
0.41	3818515	0	TRIP10	thyroid hormone receptor interactor 10	9322	19p13.3	Q15642
0.41	2833024	0	RNF14	ring finger protein 14	9604	5q31.3	Q9UBS8
0.41	2664891	0	TBC1D5	TBC1 domain family, member 5	9779	3p24.3	Q92609
0.41	2669157	0	EPM2AIP1	EPM2A (laforin) interacting protein 1	9852	3p22.2	Q7L775
0.41	2367963	0	RABGAP1L	RAB GTPase activating protein 1-like	9910	1q25.1	Q5R372
0.41	2943808	0	NUP153	nucleoporin 153kDa	9972	6p22.3	P49790
0.41	3388631	0.1	TMEM123	transmembrane protein 123	114908	11q22.2	Q8N131
0.41	2770193	0.1	AASDH	aminoadipate-semialdehyde dehydrogenase	132949	4q12	Q4L235
0.41	2654306	0.1	TTC14	tetratricopeptide repeat domain 14	151613	3q26.33	Q96N46
0.41	3969358	0.1	EGFL6	EGF-like-domain, multiple 6	25975	Xp22.2	Q8IUX8
0.41	3996404	0.1	GDI1	GDP dissociation inhibitor 1	2664	Xq28	P31150
0.41	3223967	0.1	GGTA1	glycoprotein, alpha-galactosyltransferase 1	2681	9q33.2	Q4G0N0
0.41	3141809	0.1	MRPS28	mitochondrial ribosomal protein S28	28957	8q21.13	Q9Y2Q9
0.41	3793588	0.1	C18orf55	chromosome 18 open reading frame 55	29090	18q22.3	Q9BVV7
0.41	3337168	0.1	GSTP1	glutathione S-transferase pi 1	2950	11q13.1 / 11q13.2	P09211
0.41	2877508	0.1	HSPA9	heat shock 70kDa protein 9 (mortalin)	3313	5q31.2	P38646
0.41	3764738	0.1	FAM33A	family with sequence similarity 33, member A	348235	17q22	Q8WVK7
0.41	3619991	0.1	NDUFAF1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1	51103	15q15.1	Q9Y375
0.41	3883382	0.1	ERGIC3	ERGIC and golgi 3	51614	20q11.22	Q9Y282
0.41	3225003	0.1	PSMB7	proteasome (prosome, macropain) subunit, beta type, 7	5695	9q33.3	Q99436
0.41	2741083	0.1	METTL14	methyltransferase like 14	57721	4q26	Q9HCE5
0.41	2342624	0.1	SNORD45A	small nucleolar RNA, C/D box 45A	5876	1p31.1	P53611
0.41	3136129	0.1	SNORD54	small nucleolar RNA, C/D box 54	6224	8q12.1	P60866
0.41	2732611	0.1	MRPL1	mitochondrial ribosomal protein L1	65008	4q21.1	Q9BYD6
0.41	3096214	0.1	VDAC3	voltage-dependent anion channel 3	7419	8p11.21	Q9Y277
0.41	3107828	0.1	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	79666	8q22.1	Q9H8W4
0.41	2541944	0.1	SMC6	structural maintenance of chromosomes 6	79677	2p24.2	Q96SB8
0.41	2642911	0.1	UBA5	ubiquitin-like modifier activating enzyme 5	79876	3q22.1	Q9GZZ9
0.41	2689208	0.1	NAT13	N-acetyltransferase 13 (GCN5-related)	80218	3q13.2	Q9GZZ1
0.41	2439842	0.1	TAGLN2	transgelin 2	8407	1q23.2	P37802
0.41	3591963	0.1	EIF3J	eukaryotic translation initiation factor 3, subunit J	8669	15q15.3	O75822
0.41	3263790	0.1	SMC3	structural maintenance of chromosomes 3	9126	10q25.2	Q9UQE7
0.41	2999485	0.1	STK17A	serine/threonine kinase 17a	9263	7p13	Q9UEE5
0.41	4005644	0.1	MED14	mediator complex subunit 14	9282	Xp11.4	O60244
0.41	4016572	0.1	MORF4L2	mortality factor 4 like 2	9643	Xq22.2	Q15014
0.41	3377886	0.3	CFL1	cofilin 1 (non-muscle)	1072	11q13.1	P23528
0.41	3508330	0.3	HSPH1	heat shock 105kDa/110kDa protein 1	10808	13q12.3	Q92598
0.41	2991233	0.3	AHR	aryl hydrocarbon receptor	196	7p21.1	P35869
0.41	2876046	0.3	PPP2CA	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	5515	5q31.1	P67775
0.41	2858793	0.3	C5orf43	chromosome 5 open reading frame 43	643155	5q12.1	Q7Z3B0
0.41	4015397	0.3	TSPAN6	tetraspanin 6	7105	Xq22.1	O43657
0.41	3327906	0.3	API5	apoptosis inhibitor 5	8539	11p12	Q9BZZ5
0.41	4031136	0.3	EIF1AY	eukaryotic translation initiation factor 1A, Y-linked	9086	Yq11.222	O14602
0.41	2774049	0.3	SCARB2	scavenger receptor class B, member 2	950	4q21.1	Q14108
0.41	2901913	0.5	TUBB2C	tubulin, beta 2C	203068	6p21.33	P07437
0.41	2876257	0.5	SAR1B	SAR1 homolog B (S. cerevisiae)	51128	5q31.1	Q9Y6B6
0.41	3729294	0.5	RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	6198	17q23.1	P23443
0.41	3027915	0.5	SSBP1	single-stranded DNA binding protein 1	6742	7q34	Q04837
0.41	2879509	0.5	YIPF5	Yip1 domain family, member 5	81555	5q32	Q969M3
0.41	3570454	0.9	COX16	COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)	51241	14q24.2	Q9P0S2
0.41	3399623	1.4	THYN1	thymocyte nuclear protein 1	29087	11q25	Q9P016
0.41	2921374	2.3	BXDC1	brix domain containing 1	84154	6q21	Q9H7B2
0.42	2488078	0	MPHOSPH10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	10199	2p13.3	O00566
0.42	3768703	0	ABCA9	ATP-binding cassette, sub-family A (ABC1), member 9	10350	17q24.2	Q8IUA7
0.42	3888055	0	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	10564	20q13.13	Q9Y6D5
0.42	3799415	0	AFG3L2	AFG3 ATPase family gene 3-like 2 (yeast)	10939	18p11.21	Q9Y4W6
0.42	3335907	0	SF3B2	splicing factor 3b, subunit 2, 145kDa	10992	11q13.1	Q13435
0.42	3969855	0	CA5BP	carbonic anhydrase VB pseudogene	11238	Xp22.2	Q9Y2D0
0.42	3204202	0	DCTN3	dynactin 3 (p22)	11258	9p13.3	O75935
0.42	3364095	0	CYP2R1	cytochrome P450, family 2, subfamily R, polypeptide 1	120227	11p15.2	Q6VVX0
0.42	3252170	0	ADK	adenosine kinase	132	10q22.2	P55263
0.42	3505781	0	PARP4	poly (ADP-ribose) polymerase family, member 4	143	13q12.12	Q9UKK3
0.42	2880932	0	CSNK1A1L	casein kinase 1, alpha 1-like	1452	5q33.1	P48729
0.42	2450865	0	CSRP1	cysteine and glycine-rich protein 1	1465	1q32.1	P21291
0.42	3211938	0	RASEF	RAS and EF-hand domain containing	158158	9q21.32	Q8IZ41
0.42	2458649	0	C1orf55	chromosome 1 open reading frame 55	163859	1q42.12	Q6IQ49
0.42	2742134	0	SPATA5	spermatogenesis associated 5	166378	4q28.1	Q8NB90
0.42	3464860	0	DUSP6	dual specificity phosphatase 6	1848	12q21.33	Q16828
0.42	2556752	0	SPRED2	sprouty-related, EVH1 domain containing 2	200734	2p14	Q7Z698
0.42	3280224	0	NSUN6	NOL1/NOP2/Sun domain family, member 6	221078	10p12.33	Q8TEA1
0.42	2909167	0	SLC25A27	solute carrier family 25, member 27	221400	6p12.3	O60522
0.42	3458451	0	R3HDM2	R3H domain containing 2	22864	12q13.3	Q9Y2K5
0.42	3276421	0	KIN	KIN, antigenic determinant of recA protein homolog (mouse)	22944	10p14	O60870
0.42	2565262	0	SNRNP200	small nuclear ribonucleoprotein 200kDa (U5)	23020	2q11.2	O75643
0.42	3161566	0	KDM4C	lysine (K)-specific demethylase 4C	23081	9p24.1	Q9H3R0
0.42	3509719	0	SPG20	spastic paraplegia 20 (Troyer syndrome)	23111	13q13.3	Q8N0X7
0.42	4009506	0	PHF8	PHD finger protein 8	23133	Xp11.22	Q9UPP1
0.42	3590422	0	RTF1	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	23168	15q15.1	Q92541
0.42	2615808	0	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	23171	3p22.3	Q8N335
0.42	3553228	0	RCOR1	REST corepressor 1	23186	14q32.31 / 14q32.32	Q9UKL0
0.42	2484970	0	EHBP1	EH domain binding protein 1	23301	2p15	Q8NDI1
0.42	2642791	0	DNAJC13	DnaJ (Hsp40) homolog, subfamily C, member 13	23317	3q22.1	O75165
0.42	2399409	0	UBR4	ubiquitin protein ligase E3 component n-recognin 4	23352	1p36.13	Q5T4S7
0.42	2644461	0	ARMC8	armadillo repeat containing 8	25852	3q22.3	Q8IUR7
0.42	2534810	0	TRAF3IP1	TNF receptor-associated factor 3 interacting protein 1	26146	2q37.3	Q8TDR0
0.42	3223605	0	FBXW2	F-box and WD repeat domain containing 2	26190	9q33.2	Q9UKT8
0.42	3632492	0	NPTN	neuroplastin	27020	15q24.1	Q9Y639
0.42	3992521	0	HTATSF1	HIV-1 Tat specific factor 1	27336	Xq26.3	O43719
0.42	3869396	0	ZNF432	zinc finger protein 432	284371	19q13.33	Q6ZN19
0.42	3558418	0	STXBP6	syntaxin binding protein 6 (amisyn)	29091	14q12	Q8NFX7
0.42	2851965	0	RNASEN	ribonuclease type III, nuclear	29102	5p13.3	Q9NRR4
0.42	3041519	0	TRA2A	transformer 2 alpha homolog (Drosophila)	29896	7p15.3	Q13595
0.42	3781734	0	C18orf8	chromosome 18 open reading frame 8	29919	18q11.2	Q96DM3
0.42	4001850	0	SH3KBP1	SH3-domain kinase binding protein 1	30011	Xp22.12	Q96B97
0.42	3212294	0	HNRNPK	heterogeneous nuclear ribonucleoprotein K	3190	9q21.32	P61978
0.42	2731332	0	IL8	interleukin 8	3576	4q13.3	P10145
0.42	3820663	0	ILF3	interleukin enhancer binding factor 3, 90kDa	3609	19p13.2	Q12906
0.42	2515627	0	ITGA6	integrin, alpha 6	3655	2q31.1	P23229
0.42	2925237	0	LAMA2	laminin, alpha 2	3908	6q22.33	P24043
0.42	2821417	0	LNPEP	leucyl/cystinyl aminopeptidase	4012	5q15	Q9UIQ6
0.42	2434633	0	ARNT	aryl hydrocarbon receptor nuclear translocator	405	1q21.2	P27540
0.42	2934801	0	MAP3K4	mitogen-activated protein kinase kinase kinase 4	4216	6q26	Q9Y6R4
0.42	2734784	0	AFF1	AF4/FMR2 family, member 1	4299	4q21.3 / 4q22.1	P51825
0.42	2437118	0	MUC1	mucin 1, cell surface associated	4582	1q22	P15941
0.42	3649245	0	BFAR	bifunctional apoptosis regulator	51283	16p13.12	Q9NZS9
0.42	3666686	0	NIP7	nuclear import 7 homolog (S. cerevisiae)	51388	16q22.1	Q9Y221
0.42	3851589	0	C19orf56	chromosome 19 open reading frame 56	51398	19p13.13	Q9Y284
0.42	3321512	0	PDE3B	phosphodiesterase 3B, cGMP-inhibited	5140	11p15.2	Q13370
0.42	3061964	0	PON3	paraoxonase 3	5446	7q21.3	Q15166
0.42	2738146	0	TET2	tet oncogene family member 2	54790	4q24	Q6N021
0.42	3197231	0	C9orf68	chromosome 9 open reading frame 68	55064	9p24.2 / 9p24.1	Q8N4H0
0.42	3779817	0	CEP192	centrosomal protein 192kDa	55125	18p11.21	Q8TEP8
0.42	3430331	0	RIC8B	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	55188	12q23.3	Q9NVN3
0.42	4017245	0	RBM41	RNA binding motif protein 41	55285	Xq22.3	Q96IZ5
0.42	3311775	0	BCCIP	BRCA2 and CDKN1A interacting protein	55760	10q26.2	Q7L7V1
0.42	3883064	0	ACSS2	acyl-CoA synthetase short-chain family member 2	55902	20q11.22	Q9NR19
0.42	2531712	0	PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	5707	2q37.1	Q99460
0.42	3421177	0	NUP107	nucleoporin 107kDa	57122	12q15	P57740
0.42	2553911	0	SMEK2	SMEK homolog 2, suppressor of mek1 (Dictyostelium)	57223	2p16.1	Q5MIZ7
0.42	2844709	0	CNOT6	CCR4-NOT transcription complex, subunit 6	57472	5q35.3	Q9ULM6
0.42	2358949	0	CGN	cingulin	57530	1q21.3	Q9P2M7
0.42	3625271	0	RAB27A	RAB27A, member RAS oncogene family	5873	15q21.3	P51159
0.42	2736853	0	RAP1GDS1	RAP1, GTP-GDP dissociation stimulator 1	5910	4q23	P52306
0.42	3661065	0	RBL2	retinoblastoma-like 2 (p130)	5934	16q12.2	Q08999
0.42	3196842	0	RFX3	regulatory factor X, 3 (influences HLA class II expression)	5991	9p24.2	P48380
0.42	2387126	0	RYR2	ryanodine receptor 2 (cardiac)	6262	1q43	Q92736
0.42	3817984	0	SAFB	scaffold attachment factor B	6294	19p13.3	Q15424
0.42	3838238	0	LIN7B	lin-7 homolog B (C. elegans)	64130	19q13.33	Q9HAP6
0.42	2638728	0	SLC15A2	solute carrier family 15 (H+/peptide transporter), member 2	6565	3q13.33	Q16348
0.42	3449368	0	CAPRIN2	caprin family member 2	65981	12p11.21	Q6IMN6
0.42	2548274	0	STRN	striatin, calmodulin binding protein	6801	2p22.2	O43815
0.42	2570193	0	MALL	mal, T-cell differentiation protein-like	7851	2q13	Q13021
0.42	2372967	0	CDC73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	79577	1q31.2	Q6P1J9
0.42	3400625	0	ADIPOR2	adiponectin receptor 2	79602	12p13.33	Q86V24
0.42	3693083	0	NIP30	NEFA-interacting nuclear protein NIP30	80011	16q13	Q9GZU8
0.42	3279410	0	C10orf97	chromosome 10 open reading frame 97	80013	10p13	Q9H8M7
0.42	3491948	0	TDRD3	tudor domain containing 3	81550	13q21.2	Q9H7E2
0.42	2438482	0	ISG20L2	interferon stimulated exonuclease gene 20kDa-like 2	81875	1q23.1	Q9H9L3
0.42	3321269	0	FAR1	fatty acyl CoA reductase 1	84188	11p15.2	Q8WVX9
0.42	3030285	0	CUL1	cullin 1	8454	7q36.1	Q13616
0.42	3755655	0	FBXL20	F-box and leucine-rich repeat protein 20	84961	17q12	Q96IG2
0.42	3415849	0	MFSD5	major facilitator superfamily domain containing 5	84975	12q13.13	Q6N075
0.42	3352070	0	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence	867	11q23.3	P22681
0.42	3569926	0	WDR22	WD repeat domain 22	8816	14q24.1	Q96JK2
0.42	3453218	0	CCNT1	cyclin T1	904	12q13.11	O60563
0.42	3389878	0	ALKBH8	alkB, alkylation repair homolog 8 (E. coli)	91801	11q22.3	Q96BT7
0.42	2509557	0	ACVR2A	activin A receptor, type IIA	92	2q22.3 / 2q23.1	P27037
0.42	2329752	0	ZMYM4	zinc finger, MYM-type 4	9202	1p34.3	Q5VZL5
0.42	2817053	0	SCAMP1	secretory carrier membrane protein 1	9522	5q14.1	O15126
0.42	3716481	0	GOSR1	golgi SNAP receptor complex member 1	9527	17q11.2	O95249
0.42	3320301	0	CTR9	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	9646	11p15.4 / 11p15.3	Q6PD62
0.42	3847252	0	SAFB2	scaffold attachment factor B2	9667	19p13.3	Q14151
0.42	3470253	0	SART3	squamous cell carcinoma antigen recognized by T cells 3	9733	12q23.3	Q15020
0.42	3822657	0	CD97	CD97 molecule	976	19p13.12	P48960
0.42	3457696	0	PAN2	PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)	9924	12q13.2	Q504Q3
0.42	2942504	0.1	RANBP9	RAN binding protein 9	10048	6p23	Q96S59
0.42	3761959	0.1	SLC35B1	solute carrier family 35, member B1	10237	17q21.33	P78383
0.42	2742224	0.1	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	10252	4q28.1	O43609
0.42	3306516	0.1	SMNDC1	survival motor neuron domain containing 1	10285	10q25.2	O75940
0.42	2853388	0.1	C5orf33	chromosome 5 open reading frame 33	133686	5p13.2	Q4G0N4
0.42	2880905	0.1	CSNK1A1	casein kinase 1, alpha 1	1452	5q33.1	P48729
0.42	2638869	0.1	CSTA	cystatin A (stefin A)	1475	3q21.1	P01040
0.42	3416522	0.1	COPZ1	coatomer protein complex, subunit zeta 1	22818	12q13.13	P61923
0.42	2726828	0.1	DCUN1D4	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)	23142	4q11 / 4q12	Q92564
0.42	3544525	0.1	FOS	v-fos FBJ murine osteosarcoma viral oncogene homolog	2353	14q24.3	P01100
0.42	3763270	0.1	MMD	monocyte to macrophage differentiation-associated	23531	17q22	Q15546
0.42	3044904	0.1	KBTBD2	kelch repeat and BTB (POZ) domain containing 2	25948	7p14.3	Q8IY47
0.42	3680610	0.1	GSPT2	G1 to S phase transition 2	2935	16p13.13	P15170
0.42	3046062	0.1	AOAH	acyloxyacyl hydrolase (neutrophil)	313	7p14.2	P28039
0.42	2342576	0.1	ACADM	acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	34	1p31.1	P11310
0.42	3020343	0.1	MET	met proto-oncogene (hepatocyte growth factor receptor)	4233	7q31.2	P08581
0.42	3724197	0.1	NSF	N-ethylmaleimide-sensitive factor	4905	17q21.32	P46459
0.42	2949859	0.1	PBX2	pre-B-cell leukemia homeobox 2	5089	6p21.32	P40425
0.42	3752002	0.1	CRLF3	cytokine receptor-like factor 3	51379	17q11.2	Q8IUI8
0.42	2890413	0.1	RNF130	ring finger protein 130	55819	5q35.3	Q86XS8
0.42	3333899	0.1	RARRES3	retinoic acid receptor responder (tazarotene induced) 3	5920	11q12.3	Q9UL19
0.42	3555675	0.1	RNASE1	ribonuclease, RNase A family, 1 (pancreatic)	6035	14q11.2	P07998
0.42	3099750	0.1	SDCBP	syndecan binding protein (syntenin)	6386	8q12.1	O00560
0.42	2988882	0.1	JTV1	JTV1 gene	7965	7p22.1	Q13155
0.42	2786657	0.1	SETD7	SET domain containing (lysine methyltransferase) 7	80854	4q31.1	Q8WTS6
0.42	2517408	0.1	AGPS	alkylglycerone phosphate synthase	8540	2q31.2	O00116
0.42	3186191	0.1	ATP6V1G1	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1	9550	9q32	O75348
0.42	3178147	0.3	CTSL1	cathepsin L1	1514	9q21.33 / 9q22.1	P07711
0.42	2363689	0.3	FCGR2A	Fc fragment of IgG, low affinity IIa, receptor (CD32)	2212	1q23.3	P12318
0.42	2331505	0.3	MACF1	microtubule-actin crosslinking factor 1	23499	1p34.2	Q96PK2
0.42	3565361	0.3	GMFB	glia maturation factor, beta	2764	14q22.2	P60983
0.42	2373842	0.3	PTPRC	protein tyrosine phosphatase, receptor type, C	5788	1q31.3	P08575
0.42	3280902	0.3	DNAJC1	DnaJ (Hsp40) homolog, subfamily C, member 1	64215	10p12.31	Q96KC8
0.42	2955025	0.3	MRPL14	mitochondrial ribosomal protein L14	64928	6p21.1	Q6P1L8
0.42	3020444	0.3	CAPZA2	capping protein (actin filament) muscle Z-line, alpha 2	830	7q31.2	P47755
0.42	3623424	0.3	COPS2	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	9318	15q21.1	P61201
0.42	4016193	0.5	TMSB15A	thymosin beta 15a	11013	Xq22.1	Q99406
0.42	2746269	0.5	LSM6	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)	11157	4q31.22	P62312
0.42	3372368	0.5	MTCH2	mitochondrial carrier homolog 2 (C. elegans)	23788	11p11.2	Q9Y6C9
0.42	2405104	0.5	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand	339487	1p35.1	Q8IWT0
0.42	3445786	0.5	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	397	12p12.3	P52566
0.42	3443296	0.5	M6PR	mannose-6-phosphate receptor (cation dependent)	4074	12p13.31	P20645
0.42	2707764	0.5	DCUN1D1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	54165	3q26.33	Q96GG9
0.42	3198289	0.5	C9orf123	chromosome 9 open reading frame 123	90871	9p24.1	Q96GE9
0.42	2551924	0.5	CALM2	calmodulin 2 (phosphorylase kinase, delta)	805	2p21	na
0.42	3057955	0.9	FGL2	fibrinogen-like 2	10875	7q11.23	Q14314
0.42	3435853	0.9	TMED2	transmembrane emp24 domain trafficking protein 2	10959	12q24.31	Q15363
0.42	3752258	0.9	EVI2B	ecotropic viral integration site 2B	2124	17q11.2	P34910
0.42	2696379	0.9	ANAPC13	anaphase promoting complex subunit 13	25847	3q22.1	Q9BS18
0.42	3111530	0.9	ENY2	enhancer of yellow 2 homolog (Drosophila)	56943	8q23.1	Q9NPA8
0.42	3628469	1.4	RPS27L	ribosomal protein S27-like	51065	15q22.2	Q71UM5
0.42	3760268	1.4	ARL17P1	ADP-ribosylation factor-like 17 pseudogene 1	51326	17q21.31	Q8IVW1
0.43	3664664	0	CDH5	cadherin 5, type 2 (vascular endothelium)	1003	16q21	P33151
0.43	2862950	0	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	10087	5q13.3	Q9Y5P4
0.43	3762473	0	TOB1	transducer of ERBB2, 1	10140	17q21.33	P50616
0.43	3108226	0	PGCP	plasma glutamate carboxypeptidase	10404	8q22.1	Q9Y646
0.43	2975287	0	HBS1L	HBS1-like (S. cerevisiae)	10767	6q23.3	Q9Y450
0.43	3563922	0	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	11183	14q22.1	Q9Y4K4
0.43	2336099	0	OSBPL9	oxysterol binding protein-like 9	114883	1p32.3	Q96SU4
0.43	3173748	0	FAM122A	family with sequence similarity 122A	116224	9q21.11	Q96E09
0.43	2751385	0	CLCN3	chloride channel 3	1182	4q33	P51790
0.43	3407229	0	AEBP2	AE binding protein 2	121536	12p12.3	Q6ZN18
0.43	2481308	0	KLRAQ1	KLRAQ motif containing 1	129285	2p16.3	Q6ZMI0
0.43	3240987	0	MAP3K8	mitogen-activated protein kinase kinase kinase 8	1326	10p11.23	P41279
0.43	3672455	0	COX4I1	cytochrome c oxidase subunit IV isoform 1	1327	16q24.1	P13073
0.43	2817291	0	JMY	junction mediating and regulatory protein, p53 cofactor	133746	5q14.1	Q8N9B5
0.43	3451375	0	PRICKLE1	prickle homolog 1 (Drosophila)	144165	12q12	Q96MT3
0.43	2370991	0	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1660	1q25.3	Q08211
0.43	3449910	0	AMN1	antagonist of mitotic exit network 1 homolog (S. cerevisiae)	196394	12p11.21	Q8IY45
0.43	2959039	0	KHDRBS2	KH domain containing, RNA binding, signal transduction associated 2	202559	6q11.1	Q5VWX1
0.43	2419113	0	USP33	ubiquitin specific peptidase 33	23032	1p31.1	Q8TEY7
0.43	3685183	0	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	23062	16p12.1	Q9UJY4
0.43	3467637	0	UHRF1BP1L	UHRF1 binding protein 1-like	23074	12q23.1	A0JNW5
0.43	2904329	0	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	23294	6p21.31	Q92625
0.43	3667281	0	SF3B3	splicing factor 3b, subunit 3, 130kDa	23450	16q22.1	Q15393
0.43	2712040	0	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	23527	3q29	Q15057
0.43	3392332	0	CADM1	cell adhesion molecule 1	23705	11q23.2	Q9BY67
0.43	3558012	0	TINF2	TERF1 (TRF1)-interacting nuclear factor 2	26277	14q12	Q9BSI4
0.43	7385683	0	VPS41	vacuolar protein sorting 41 homolog (S. cerevisiae)	27072	7p14.1	P49754
0.43	3225292	0	C9orf126	chromosome 9 open reading frame 126	286205	9q33.3	Q8N9R8
0.43	3603336	0	IREB2	iron-responsive element binding protein 2	3658	15q25.1	P48200
0.43	2676454	0	MUSTN1	musculoskeletal, embryonic nuclear protein 1	389125	3p21.1	Q8IVN3
0.43	2970086	0	LAMA4	laminin, alpha 4	3910	6q21	Q16363
0.43	3098977	0	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	4067	8q12.1	P07948
0.43	3611126	0	MEF2A	myocyte enhancer factor 2A	4205	15q26.3	Q02078
0.43	3464747	0	KITLG	KIT ligand	4254	12q21.32	P21583
0.43	2788926	0	NR3C2	nuclear receptor subfamily 3, group C, member 2	4306	4q31.23	P08235
0.43	3994795	0	MTM1	myotubularin 1	4534	Xq28	Q13496
0.43	3390067	0	NPAT	nuclear protein, ataxia-telangiectasia locus	4863	11q22.3	Q14207
0.43	3806253	0	ATP5A1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	498	18q21.1	P25705
0.43	2400322	0	HP1BP3	heterochromatin protein 1, binding protein 3	50809	1p36.12	Q5SSJ5
0.43	3445123	0	HEBP1	heme binding protein 1	50865	12p13.1	Q9NRV9
0.43	2733928	0	COPS4	COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)	51138	4q21.22	Q9BT78
0.43	3473802	0	TAOK3	TAO kinase 3	51347	12q24.23	Q9H2K8
0.43	3606034	0	PDE8A	phosphodiesterase 8A	5151	15q25.3	O60658
0.43	3990795	0	RBMX2	RNA binding motif protein, X-linked 2	51634	Xq25	Q9Y388
0.43	2830742	0	KDM3B	lysine (K)-specific demethylase 3B	51780	5q31.2	Q7LBC6
0.43	2572601	0	CCDC93	coiled-coil domain containing 93	54520	2q14.1	Q567U6
0.43	3619773	0	INO80	INO80 homolog (S. cerevisiae)	54617	15q15.1	Q9ULG1
0.43	3345107	0	ANKRD49	ankyrin repeat domain 49	54851	11q21	Q8WVL7
0.43	2437645	0	GON4L	gon-4-like (C. elegans)	54856	1q22	Q3T8J9
0.43	2596162	0	INO80D	INO80 complex subunit D	54891	2q33.3	Q53TQ3
0.43	3182019	0	STX17	syntaxin 17	55014	9q31.1	P56962
0.43	2350287	0	PRPF38B	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	55119	1p13.3	Q5VTL8
0.43	2477372	0	C2orf56	chromosome 2 open reading frame 56	55471	2p22.2	Q7L592
