Gene Symbol	Quies-Cycl	Quies-Diff	Cycl-Diff	Log2Fold Quies-Cycl	Log2Fold Quies-Diff	Log2Fold Cycl-Diff	Gene.Title
ISG20L1	0	-1	0	-0.976713195	-1.006242178	-0.029528984	interferon stimulated exonuclease gene 20kDa-like 1
IFT81	0	1	0	0.858801543	1.243900442	0.385098898	intraflagellar transport 81 homolog (Chlamydomonas)
FAM59A	0	-1	0	-0.702575031	-1.403676149	-0.701101118	family with sequence similarity 59, member A
ADAT1	-1	-1	0	-1.211247946	-1.199707416	0.01154053	adenosine deaminase, tRNA-specific 1
SUSD4	0	-1	-1	-0.367536734	-1.509072617	-1.141535883	sushi domain containing 4
RBM35B	-1	-1	0	-1.310735676	-2.098244509	-0.787508834	RNA binding motif protein 35B
DERL1	0	-1	0	-0.646286635	-1.3548916	-0.708604965	Der1-like domain family, member 1
TMEM45A	0	-1	0	-0.263323589	-1.154154596	-0.890831007	transmembrane protein 45A
SCARA3	0	0	1	-0.845913003	0.334895353	1.180808356	scavenger receptor class A, member 3
PXMP4	0	-1	0	-1.039172321	-1.647832249	-0.608659928	peroxisomal membrane protein 4, 24kDa
C1orf116	0	1	0	0.239125619	1.27886222	1.039736601	chromosome 1 open reading frame 116
SHCBP1	0	-1	0	-1.295547599	-1.581870693	-0.286323094	SHC SH2-domain binding protein 1
ENOX1	0	1	0	0.639849109	1.198784929	0.55893582	ecto-NOX disulfide-thiol exchanger 1
TMEM40	0	-1	-1	-0.331204878	-1.635366442	-1.304161564	transmembrane protein 40
ELL3	0	-1	0	-0.225461979	-1.112589907	-0.887127927	elongation factor RNA polymerase II-like 3
WWC3	0	-1	0	-0.743615806	-1.562692064	-0.819076257	WWC family member 3
FJX1	0	1	1	0.447846066	2.315549431	1.867703366	four jointed box 1 (Drosophila)
RHCG	0	-1	0	-1.433223037	-4.014516871	-2.581293834	Rh family, C glycoprotein
C16orf59	-1	-1	0	-1.175470814	-1.222709082	-0.047238268	chromosome 16 open reading frame 59
MCPH1	0	-1	0	-0.676393361	-1.023974171	-0.347580811	microcephaly, primary autosomal recessive 1
DUOX1	0	-1	0	-0.315914452	-1.003341118	-0.687426666	dual oxidase 1
ZNF767	0	-1	0	-0.981770986	-1.361645065	-0.379874079	zinc finger family member 767
SPSB1	0	-1	0	-1.428316744	-1.992479425	-0.564162681	splA/ryanodine receptor domain and SOCS box containing 1
NLRX1	0	-1	0	-0.718261099	-1.082447143	-0.364186044	NLR family member X1
TDP1	0	-1	0	-0.989004463	-1.021158331	-0.032153868	tyrosyl-DNA phosphodiesterase 1
SLC27A5	0	-1	0	-0.520622509	-1.075166407	-0.554543898	solute carrier family 27 (fatty acid transporter), member 5
TMEM180	-1	-1	0	-1.16484133	-1.444603222	-0.279761892	transmembrane protein 180
DENND1A	-1	0	0	-1.406547267	-0.937450553	0.469096715	DENN/MADD domain containing 1A
ZNF329	0	1	0	0.842294509	1.063709954	0.221415445	zinc finger protein 329
GFOD1	0	-1	0	-0.38814249	-1.197823745	-0.809681255	glucose-fructose oxidoreductase domain containing 1
CYP26B1	0	0	1	-0.357319108	1.22201765	1.579336758	cytochrome P450, family 26, subfamily B, polypeptide 1
NUDT11	0	1	0	0.732533405	1.450042243	0.717508838	nudix (nucleoside diphosphate linked moiety X)-type motif 11
NARF	0	-1	0	-0.782900226	-1.122070476	-0.33917025	nuclear prelamin A recognition factor
HERC5	0	1	0	0.238784538	1.033685071	0.794900534	hect domain and RLD 5
GMPPB	-1	-1	0	-1.493624975	-1.820861129	-0.327236154	GDP-mannose pyrophosphorylase B
SLC27A6	0	1	1	0.394957809	2.348457599	1.95349979	solute carrier family 27 (fatty acid transporter), member 6
SULT1E1	0	1	0	0.666796625	1.554450176	0.887653551	sulfotransferase family 1E, estrogen-preferring, member 1
ADAMTS5	0	1	1	1.294639562	3.631499415	2.336859853	ADAM metallopeptidase with thrombospondin type 1 motif, 5 (aggrecanase-2)
MCOLN1	0	-1	0	-1.043260549	-1.5011653	-0.457904751	mucolipin 1
GALNT6	0	-1	-1	-1.059456538	-2.290883022	-1.231426484	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)
MOCOS	0	-1	0	-0.866711334	-1.970069437	-1.103358103	molybdenum cofactor sulfurase
ZNF750	0	-1	0	-2.03143633	-4.511104082	-2.479667752	zinc finger protein 750
ABHD9	0	-1	0	-2.338141213	-4.615122091	-2.276980878	abhydrolase domain containing 9
NUP210	0	-1	0	-0.803184765	-1.726656117	-0.923471352	nucleoporin 210kDa
IL22RA1	-1	-1	0	-1.04946967	-1.546452974	-0.496983304	interleukin 22 receptor, alpha 1
NOD2	0	-1	-1	-1.073869047	-3.069040602	-1.995171555	nucleotide-binding oligomerization domain containing 2
PLEKHG6	0	-1	0	-0.604385094	-1.16752415	-0.563139056	pleckstrin homology domain containing, family G (with RhoGef domain) member 6
ANKH	0	1	0	0.660655873	1.278099854	0.617443982	ankylosis, progressive homolog (mouse)
SOHLH2	0	1	0	0.879670397	1.071777562	0.192107165	spermatogenesis and oogenesis specific basic helix-loop-helix 2
C2orf54	0	-1	-1	-0.101424708	-1.249146287	-1.147721579	chromosome 2 open reading frame 54
NUBPL	0	-1	0	-0.996245542	-1.068403353	-0.072157811	nucleotide binding protein-like
MGAT4B	0	-1	0	-2.346114203	-3.200951799	-0.854837596	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B
CYB5R2	0	-1	0	-0.968701499	-1.550055832	-0.581354332	cytochrome b5 reductase 2
KLHL7	0	-1	0	-0.465454637	-1.379997554	-0.914542917	kelch-like 7 (Drosophila)
NSFL1C	0	-1	0	-1.450292148	-2.216723893	-0.766431745	NSFL1 (p97) cofactor (p47)
WDR79	-1	-1	0	-1.356896176	-1.45258571	-0.095689534	WD repeat domain 79
AIM1L	-1	-1	-1	-1.688511361	-3.4348699	-1.746358539	absent in melanoma 1-like
AGBL2	0	1	0	0.631111167	1.120910266	0.4897991	ATP/GTP binding protein-like 2
KCNK7	0	-1	-1	-0.469431747	-2.528684625	-2.059252877	potassium channel, subfamily K, member 7
SLC39A2	0	-1	0	-1.02848289	-2.320103325	-1.291620435	solute carrier family 39 (zinc transporter), member 2
CALML5	0	-1	-1	-1.673801019	-4.842224594	-3.168423575	calmodulin-like 5
ZNF557	0	-1	0	-0.744674955	-1.29019418	-0.545519225	zinc finger protein 557
	-1	-1	0	-2.127832925	-2.494923372	-0.367090447
AUP1	0	-1	0	-1.201649954	-1.849842512	-0.648192557	ancient ubiquitous protein 1
	0	-1	0	-0.489919794	-1.057818786	-0.567898992
GBL	0	-1	0	-1.452726171	-2.403257144	-0.950530972	G protein beta subunit-like
TH1L	0	-1	0	-0.663955705	-1.534589401	-0.870633695	TH1-like (Drosophila)
CBLC	0	-1	0	-1.394942267	-2.757102967	-1.362160701	Cas-Br-M (murine) ecotropic retroviral transforming sequence c
FLJ21511	0	-1	-1	-0.998276337	-3.027026699	-2.028750362	hypothetical protein FLJ21511
FLJ21511	0	-1	-1	-1.185452593	-3.16478521	-1.979332617	hypothetical protein FLJ21511
C5orf4	0	1	1	-0.05231254	1.108419268	1.160731809	chromosome 5 open reading frame 4
GPHN	0	-1	0	-0.994027988	-1.080940889	-0.086912901	gephyrin
PLA2G3	0	-1	0	-0.578571533	-1.948773249	-1.370201716	phospholipase A2, group III
SLC38A4	0	1	0	0.737498872	1.354965704	0.617466832	solute carrier family 38, member 4
CDK5RAP2	0	-1	0	-0.858835986	-1.024451205	-0.165615219	CDK5 regulatory subunit associated protein 2
ATP1A1	0	-1	0	-0.940633	-1.354963213	-0.414330213	ATPase, Na+/K+ transporting, alpha 1 polypeptide
SLC2A10	0	1	0	0.874370157	1.042611165	0.168241008	solute carrier family 2 (facilitated glucose transporter), member 10
ARHGAP24	0	1	0	0.913354423	1.091739967	0.178385544	Rho GTPase activating protein 24
RNF123	0	-1	0	-0.724820698	-1.125302252	-0.400481554	ring finger protein 123
TMCO6	-1	-1	0	-1.393888896	-1.423834345	-0.029945449	transmembrane and coiled-coil domains 6
C1orf56	0	-1	0	-0.923712442	-1.199435847	-0.275723405	chromosome 1 open reading frame 56
BACH2	0	1	0	0.832105534	1.283730913	0.451625379	BTB and CNC homology 1, basic leucine zipper transcription factor 2
TNS1	0	1	0	0.418775377	1.353114069	0.934338691	tensin 1
MXD3	0	-1	0	-0.7576703	-1.284534876	-0.526864577	MAX dimerization protein 3
HDHD3	0	-1	0	-1.145841057	-1.759502006	-0.613660949	haloacid dehalogenase-like hydrolase domain containing 3
SH3BGRL3	0	-1	0	-0.800238163	-1.678285953	-0.878047789	SH3 domain binding glutamic acid-rich protein like 3
C1orf21	0	1	0	0.3547251	1.008704269	0.653979169	chromosome 1 open reading frame 21
CCNL2 /// LOC727877	0	-1	0	-1.721265116	-2.128097622	-0.406832506	cyclin L2 /// similar to Cyclin-L2 (Paneth cell-enhanced expression protein)
SLC25A28	-1	-1	0	-1.775662321	-2.060292886	-0.284630564	solute carrier family 25, member 28
CDCA3	-1	-1	0	-1.807214354	-2.070305747	-0.263091393	cell division cycle associated 3
MRPS15	0	-1	0	-0.433667918	-1.188326662	-0.754658744	mitochondrial ribosomal protein S15
C1orf160	0	-1	0	-1.31494196	-2.023671607	-0.708729647	chromosome 1 open reading frame 160
CDCA8	-1	-1	0	-2.098325853	-2.138188979	-0.039863127	cell division cycle associated 8
GINS2	-1	-1	0	-1.106948615	-1.025026585	0.08192203	GINS complex subunit 2 (Psf2 homolog)
BHLHB3	0	1	0	0.488458537	2.045579744	1.557121206	basic helix-loop-helix domain containing, class B, 3
EIF4EBP1	-1	-1	0	-1.109127296	-1.701308818	-0.592181522	eukaryotic translation initiation factor 4E binding protein 1
NOL3	0	-1	0	-0.926638653	-1.546084624	-0.619445971	nucleolar protein 3 (apoptosis repressor with CARD domain)
KCNMA1	0	1	0	0.83740986	1.740580729	0.90317087	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
PYCARD	0	-1	0	-0.688492226	-1.304378634	-0.615886408	PYD and CARD domain containing
ABHD6	0	-1	0	-0.905783427	-2.330860346	-1.425076919	abhydrolase domain containing 6
C19orf62	0	-1	0	-0.834793855	-1.236694075	-0.40190022	chromosome 19 open reading frame 62
COL5A2	0	1	1	0.576220055	2.364805322	1.788585267	collagen, type V, alpha 2
COL5A2	0	1	1	0.182311594	1.812748182	1.630436589	collagen, type V, alpha 2
C19orf10	0	-1	0	-0.98450057	-1.17700129	-0.19250072	chromosome 19 open reading frame 10
UBL4A	0	-1	0	-1.181410694	-1.476187006	-0.294776312	ubiquitin-like 4A
TNS1	0	0	1	-0.190158606	1.566343182	1.756501788	Tensin 1
TNS1	0	1	1	0.777806148	3.636869428	2.85906328	tensin 1
DOCK6	0	-1	-1	-0.788097808	-1.921078999	-1.132981192	dedicator of cytokinesis 6
RAB15	0	-1	0	-0.718861335	-1.061918544	-0.34305721	RAB15, member RAS onocogene family
CLPB	0	-1	0	-0.847794687	-1.449845642	-0.602050955	ClpB caseinolytic peptidase B homolog (E. coli)
NOMO1 /// NOMO2 /// NOMO3	0	-1	0	-0.673991684	-1.074834863	-0.400843179	NODAL modulator 1 /// NODAL modulator 2 /// NODAL modulator 3
PKP1	0	-1	0	-1.379016235	-2.669199081	-1.290182846	plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)
ORAI3	0	0	1	-0.41628159	1.195960768	1.612242357	ORAI calcium release-activated calcium modulator 3
TFG	-1	-1	0	-1.675550436	-1.892212414	-0.216661978	TRK-fused gene
HLA-F	0	-1	0	-0.821028847	-1.01867805	-0.197649202	major histocompatibility complex, class I, F
CC2D1A	0	-1	0	-0.820057325	-1.585966531	-0.765909206	coiled-coil and C2 domain containing 1A
ZNF335	0	-1	0	-0.919989137	-1.373401973	-0.453412837	zinc finger protein 335
PDPN	0	0	1	-0.328495383	2.534696079	2.863191462	podoplanin
ETV1	0	1	1	0.575796309	1.856755342	1.280959033	ets variant gene 1
DALRD3	0	-1	0	-0.835918542	-1.364692054	-0.528773511	DALR anticodon binding domain containing 3
GPR177	0	1	1	0.260384778	1.507488633	1.247103855	G protein-coupled receptor 177
	0	1	0	0.522851112	1.229622204	0.706771092	CDNA clone IMAGE:5217021, with apparent retained intron
IPW	0	1	0	1.0899109	1.554183565	0.464272664	Imprinted in Prader-Willi syndrome
RPL10	0	-1	0	-1.593977628	-1.687127447	-0.09314982	ribosomal protein L10
MCM4	-1	-1	0	-1.135391029	-1.182821636	-0.047430607	minichromosome maintenance complex component 4
CLU	0	1	0	0.507069186	1.336837556	0.82976837	clusterin
FLII	0	-1	0	-1.382208963	-1.766718548	-0.384509585	flightless I homolog (Drosophila)
GSTA3	0	-1	0	-0.138830837	-1.286895861	-1.148065024	glutathione S-transferase A3
NKIRAS2	0	-1	0	-0.994968447	-1.104787021	-0.109818573	NFKB inhibitor interacting Ras-like 2
AMIGO2	0	1	0	0.804082911	2.577741204	1.773658293	adhesion molecule with Ig-like domain 2
CC2D1A	0	-1	0	-0.59010164	-1.553119376	-0.963017736	coiled-coil and C2 domain containing 1A
MTMR14	0	-1	0	-0.765221458	-1.160877623	-0.395656165	myotubularin related protein 14
ACTR5	0	-1	0	-0.73874178	-1.827755787	-1.089014007	ARP5 actin-related protein 5 homolog (yeast)
GPR172A	0	-1	0	-1.896549997	-2.850833399	-0.954283402	G protein-coupled receptor 172A
ADAMTS1	0	1	1	0.737904119	1.960292255	1.222388136	ADAM metallopeptidase with thrombospondin type 1 motif, 1
TBC1D2	0	-1	0	-1.108885888	-1.433712458	-0.32482657	TBC1 domain family, member 2
B4GALT7	0	-1	0	-1.396596493	-1.8891528	-0.492556307	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)
LRRC59	-1	-1	0	-1.544346304	-1.868659273	-0.324312969	leucine rich repeat containing 59
DCLRE1C	0	-1	0	-0.975797654	-1.419085854	-0.4432882	DNA cross-link repair 1C (PSO2 homolog, S. cerevisiae)
PLA2G4B	0	-1	0	-0.672808007	-1.457985773	-0.785177766	phospholipase A2, group IVB (cytosolic)
	0	1	0	1.0656257	1.308215669	0.242589969
MAST4	0	-1	0	-0.655718812	-1.032845118	-0.377126306	Microtubule associated serine/threonine kinase family member 4
ZBTB20	0	1	0	0.694679672	1.056116532	0.361436859	zinc finger and BTB domain containing 20
HRBL	0	-1	0	-0.369525356	-1.319067205	-0.949541849	HIV-1 Rev binding protein-like
EFTUD2	-1	-1	0	-1.208901186	-1.399218068	-0.190316883	elongation factor Tu GTP binding domain containing 2
NDFIP1	0	1	0	0.812829712	1.124802516	0.311972804	Nedd4 family interacting protein 1
POLDIP2	0	-1	0	-0.87973991	-1.595657165	-0.715917254	polymerase (DNA-directed), delta interacting protein 2
DBNL	0	-1	0	-0.268372171	-1.010426513	-0.742054342	drebrin-like
ARMCX3	0	1	0	0.990805565	1.444743052	0.453937487	armadillo repeat containing, X-linked 3
TMEPAI	0	1	0	0.07938323	1.117378024	1.037994794	transmembrane, prostate androgen induced RNA
TMEPAI	0	1	1	0.295401888	1.903956995	1.608555107	transmembrane, prostate androgen induced RNA
CYBRD1	0	1	1	0.9287579	2.353170607	1.424412707	cytochrome b reductase 1
PARVA	0	1	0	0.249916677	1.068128819	0.818212141	parvin, alpha
BACE1	0	-1	0	-0.902318944	-1.088685673	-0.186366729	beta-site APP-cleaving enzyme 1
UQCC	0	-1	0	-0.749891984	-1.170492808	-0.420600824	ubiquinol-cytochrome c reductase complex chaperone, CBP3 homolog (yeast)
DYNC1LI1	0	-1	0	-0.590422597	-1.051647066	-0.461224469	dynein, cytoplasmic 1, light intermediate chain 1
CXCL14	0	1	1	0.280693954	1.657824599	1.377130645	chemokine (C-X-C motif) ligand 14
CDC42SE1	0	-1	0	-0.614999727	-1.220099027	-0.605099301	CDC42 small effector 1
C10orf57	0	-1	0	-0.646345322	-1.763129475	-1.116784153	chromosome 10 open reading frame 57
C8orf33	0	-1	0	-1.235584963	-1.428239741	-0.192654778	chromosome 8 open reading frame 33
NOL6	-1	-1	0	-1.064854694	-1.493641553	-0.428786859	nucleolar protein family 6 (RNA-associated)
P15RS	-1	0	0	-1.264308199	-0.762224442	0.502083757	hypothetical protein FLJ10656
RWDD2B	0	-1	0	-1.001255917	-1.062998675	-0.061742758	RWD domain containing 2B
LOC283871	0	-1	0	-0.864423528	-1.859141759	-0.994718231	hypothetical protein LOC283871
PNPO	0	-1	0	-0.871930939	-1.111417776	-0.239486837	pyridoxamine 5-phosphate oxidase
MAFB	0	-1	0	-0.298529435	-1.273306112	-0.974776678	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)
FNDC3B	0	1	0	0.325491231	1.241363725	0.915872494	fibronectin type III domain containing 3B
YRDC	0	-1	0	-0.83501741	-1.00182905	-0.16681164	yrdC domain containing (E. coli)
POLR1A	0	-1	0	-0.697968054	-1.127491193	-0.429523139	polymerase (RNA) I polypeptide A, 194kDa
BSPRY	0	-1	-1	0.002141924	-1.390765578	-1.392907503	B-box and SPRY domain containing
SRD5A2L	0	-1	0	-0.474349023	-1.230613806	-0.756264782	steroid 5 alpha-reductase 2-like
EDN1	0	1	0	1.169182631	2.331953842	1.162771211	endothelin 1
PRTFDC1	0	0	1	-0.210877238	1.558170371	1.769047609	phosphoribosyl transferase domain containing 1
C14orf65	0	-1	0	-0.647083499	-1.00594394	-0.358860441	chromosome 14 open reading frame 65
HSD3B7	-1	-1	0	-1.01208555	-1.468491869	-0.456406319	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
GRHL1	0	-1	0	-1.464815253	-3.181416545	-1.716601292	grainyhead-like 1 (Drosophila)
TIMM22	0	-1	0	-0.384663343	-1.619702818	-1.235039475	translocase of inner mitochondrial membrane 22 homolog (yeast)
FLRT3	0	1	0	0.46199373	1.415206332	0.953212601	fibronectin leucine rich transmembrane protein 3
GEMIN8	0	-1	0	-0.774349997	-1.256459273	-0.482109276	gem (nuclear organelle) associated protein 8
ZNF346	0	-1	0	-0.964633159	-1.126833385	-0.162200225	zinc finger protein 346
TMEM40	0	-1	-1	-0.929417188	-2.556225213	-1.626808025	transmembrane protein 40
SULT1E1	0	1	0	0.674506189	1.435640048	0.761133859	sulfotransferase family 1E, estrogen-preferring, member 1
SURF4	0	-1	0	-1.037714474	-1.352834891	-0.315120417	surfeit 4
MRPL37	0	-1	0	-0.998677777	-1.347719016	-0.349041239	mitochondrial ribosomal protein L37
CLPTM1L	0	-1	0	-1.363871803	-1.846486324	-0.482614521	CLPTM1-like
AP1M1	0	-1	0	-1.765851387	-2.299513658	-0.533662271	adaptor-related protein complex 1, mu 1 subunit
AP1M1	0	-1	0	-0.527154814	-1.229321942	-0.702167129	adaptor-related protein complex 1, mu 1 subunit
PRELID1	0	-1	0	-0.212268	-1.002289932	-0.790021932	PRELI domain containing 1
FARSB	-1	-1	0	-1.122967939	-1.169569279	-0.04660134	phenylalanyl-tRNA synthetase, beta subunit
SLC40A1	0	1	0	0.732857513	2.195698808	1.462841295	solute carrier family 40 (iron-regulated transporter), member 1
XPO5	0	-1	0	-0.595948874	-1.408792773	-0.812843899	exportin 5
XPO5	-1	-1	0	-1.300730284	-1.39493039	-0.094200105	exportin 5
FAM107B	0	1	1	0.475310781	1.810893312	1.335582531	family with sequence similarity 107, member B
SH3KBP1	0	1	0	0.392739726	1.19158286	0.798843133	SH3-domain kinase binding protein 1
ANKH	0	1	1	0.069243602	1.119998179	1.050754577	ankylosis, progressive homolog (mouse)
ANKH	0	1	0	0.426829252	1.148463849	0.721634597	ankylosis, progressive homolog (mouse)
MARVELD1	0	0	1	-0.593256602	1.965973282	2.559229884	MARVEL domain containing 1
STARD10	0	-1	0	-1.840821523	-3.030473594	-1.189652071	StAR-related lipid transfer (START) domain containing 10
FOXRED1	-1	-1	0	-1.251131043	-1.561178894	-0.310047852	FAD-dependent oxidoreductase domain containing 1
MTP18	-1	-1	0	-1.250823523	-1.092407013	0.15841651	mitochondrial protein 18 kDa
SPNS1	0	-1	0	-1.214277559	-1.739601679	-0.52532412	spinster homolog 1 (Drosophila)
KCTD20	0	-1	0	-1.388874504	-2.110515767	-0.721641262	potassium channel tetramerisation domain containing 20
SMARCAD1	0	1	0	0.234598948	1.187229902	0.952630953	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
CNOT10	-1	-1	0	-1.174802644	-1.21774759	-0.042944946	CCR4-NOT transcription complex, subunit 10
MAD2L2	0	-1	0	-1.584519072	-1.843306873	-0.258787802	MAD2 mitotic arrest deficient-like 2 (yeast)
SMOC2	0	1	1	0.289752455	1.796592108	1.506839653	SPARC related modular calcium binding 2
SNX8	0	-1	0	-0.925145264	-1.668343614	-0.74319835	sorting nexin 8
ANKRD10	0	1	0	0.392689048	1.203680665	0.810991617	ankyrin repeat domain 10
WDR24	0	-1	0	-0.984229582	-1.414062275	-0.429832694	WD repeat domain 24
CDCA3	-1	-1	0	-2.203992908	-2.088607092	0.115385816	cell division cycle associated 3
WDR5	0	-1	0	-1.037605706	-1.536269689	-0.498663983	WD repeat domain 5
C2orf7	0	-1	0	-0.922291104	-1.740736334	-0.818445231	chromosome 2 open reading frame 7
FLJ22795 /// LOC727751	0	-1	0	-1.419418061	-2.065600515	-0.646182454	hypothetical protein FLJ22795 /// similar to cis-Golgi matrix protein GM130
RNF126	0	-1	0	-0.935536739	-1.788870921	-0.853334182	ring finger protein 126
BOK	0	-1	0	-1.883094791	-2.57957725	-0.696482458	BCL2-related ovarian killer
ALG1	0	-1	0	-1.114261113	-1.694984751	-0.580723638	asparagine-linked glycosylation 1 homolog (S. cerevisiae, beta-1,4-mannosyltransferase)
	0	1	1	-0.073465965	1.357880935	1.4313469	CDNA FLJ33024 fis, clone THYMU1000532, moderately similar to HIGH-AFFINITY CAMP-SPECIFIC 3,5-CYCLIC PHOSPHODIESTERASE (EC 3.1.4.17)
C6orf115	0	1	0	0.328836262	1.022395684	0.693559422	chromosome 6 open reading frame 115
DHX37	0	-1	0	-1.03624296	-1.386603813	-0.350360853	DEAH (Asp-Glu-Ala-His) box polypeptide 37
	0	1	0	0.801932245	1.863471591	1.061539346	Homo sapiens, clone IMAGE:3618365, mRNA
C9orf32	0	-1	0	-0.8081132	-1.007453775	-0.199340575	chromosome 9 open reading frame 32
C9orf32	0	-1	0	-1.133784212	-1.604198297	-0.470414085	chromosome 9 open reading frame 32
PLEKHA3	0	1	0	0.198516622	1.058234089	0.859717467	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3
TSHZ3	0	1	0	0.469662647	1.053336589	0.583673942	teashirt zinc finger homeobox 3
ABI3BP	1	1	1	2.34241433	3.852395312	1.509980982	ABI gene family, member 3 (NESH) binding protein
MIF4GD	0	-1	0	-0.577684924	-1.134365456	-0.556680532	MIF4G domain containing
CNO	0	-1	0	-1.054009193	-1.234934866	-0.180925673	cappuccino homolog (mouse)
TRPT1	0	-1	0	-0.638417881	-1.199647256	-0.561229375	tRNA phosphotransferase 1
DTNBP1	-1	-1	0	-1.255783586	-1.586906201	-0.331122615	dystrobrevin binding protein 1
