Ensembl ID	Fold Change	Gene Name	Gene Symbol
ENSG00000145700	0.838604857	Ankyrin repeat domain-containing protein 31 [Source:UniProtKB/Swiss-Prot;Acc:Q8N7Z5]	ANKRD31
ENSG00000172164	0.83856981	Beta-1-syntrophin (59 kDa dystrophin-associated protein A1 basic component 1)(DAPA1B)(Tax interaction protein 43)(TIP-43)(Syntrophin-2)(BSYN2) [Source:UniProtKB/Swiss-Prot;Acc:Q13884]	SNTB1
ENSG00000115896	0.838447833	Inactive phospholipase C-like protein 1 (PLC-L1) (Phospholipase C-deleted in lung carcinoma) (Phospholipase C-related but catalytically inactive protein) (PRIP) [Source:UniProtKB/Swiss-Prot;Acc:Q15111]	PLCL1
ENSG00000167360	0.838399487	Olfactory receptor 51Q1 [Source:UniProtKB/Swiss-Prot;Acc:Q8NH59]	OR51Q1
ENSG00000198146	0.838256524	Zinc finger protein 770 [Source:UniProtKB/Swiss-Prot;Acc:Q6IQ21]	ZNF770
ENSG00000129595	0.838218942	Band 4.1-like protein 4A (Protein NBL4) [Source:UniProtKB/Swiss-Prot;Acc:Q9HCS5]	EPB41L4A
ENSG00000180919	0.838057213	Olfactory receptor 56B4 [Source:UniProtKB/Swiss-Prot;Acc:Q8NH76]	OR56B4
ENSG00000206225	0.837944538	HLA class II histocompatibility antigen, DP alpha chain Precursor  (HLA-SB alpha chain) (MHC class II DP3-alpha) (DP(W3)) (DP(W4)) [Source:UniProtKB/Swiss-Prot;Acc:P20036]	ENSG00000206225
ENSG00000152413	0.837746428	Homer protein homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q86YM7]	HOMER1
ENSG00000198726	0.837557215		ENSG00000198726
ENSG00000187141	0.837547225		ENSG00000187141
ENSG00000135917	0.837521463	Thiamine transporter 2 (ThTr-2) (ThTr2) (Solute carrier family 19 member 3) [Source:UniProtKB/Swiss-Prot;Acc:Q9BZV2]	SLC19A3
ENSG00000204347	0.837488974	BTB/POZ and BACK domain-containing protein LOC388419 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:A6NE02]	BTBD17
ENSG00000163792	0.837429805	Transcription factor 23 [Source:UniProtKB/Swiss-Prot;Acc:Q7RTU1]	TCF23
ENSG00000150667	0.837274011	Fibrous sheath-interacting protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8NA03]	FSIP1
ENSG00000160296	0.837176429	Sialic acid-binding Ig-like lectin 12 Precursor  (Siglec-12) (Sialic acid-binding Ig-like lectin-like 1) (Siglec-L1) [Source:UniProtKB/Swiss-Prot;Acc:Q96PQ1]	SIGLEC12
ENSG00000183940	0.837102402		ENSG00000183940
ENSG00000160124	0.837034673	Coiled-coil domain-containing protein 58 [Source:UniProtKB/Swiss-Prot;Acc:Q4VC31]	CCDC58
ENSG00000114520	0.836992112	Sorting nexin-4  [Source:UniProtKB/Swiss-Prot;Acc:O95219]	SNX4
ENSG00000196659	0.836986366		ENSG00000196659
ENSG00000104371	0.836968597	Dickkopf-related protein 4 Precursor (Dickkopf-4)(Dkk-4)(hDkk-4) [Contains Dickkopf-related protein 4 short form] [Source:UniProtKB/Swiss-Prot;Acc:Q9UBT3]	DKK4
ENSG00000204804	0.836754773		FAM27D1
ENSG00000181827	0.836738766	Regulatory factor X domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q2KHR2]	RFXDC2
ENSG00000136379	0.836734381	Abhydrolase domain-containing protein FAM108C1 (EC 3.-.-.-) [Source:UniProtKB/Swiss-Prot;Acc:Q6PCB6]	FAM108C1
ENSG00000110888	0.836715582	Caprin-2 (Cytoplasmic activation/proliferation-associated protein 2) (C1q domain-containing protein 1) (EEG-1) (Gastric cancer multidrug resistance-associated protein) [Source:UniProtKB/Swiss-Prot;Acc:Q6IMN6]	CAPRIN2
ENSG00000206374	0.836702682		ENSG00000206374
ENSG00000176692	0.836680207	Forkhead box protein C2 (Forkhead-related protein FKHL14)(Transcription factor FKH-14)(Mesenchyme fork head protein 1)(MFH-1 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q99958]	FOXC2
ENSG00000177512	0.836486039	CDNA FLJ31887 fis, clone NT2RP7003050. [Source:Uniprot/SPTREMBL;Acc:Q96MU4]	FLJ31887
ENSG00000139718	0.836450167	Histone-lysine N-methyltransferase SETD1B (EC 2.1.1.43) (SET domain-containing protein 1B) (hSET1B) (Lysine N-methyltransferase 2G) [Source:UniProtKB/Swiss-Prot;Acc:Q9UPS6]	SETD1B
ENSG00000132429	0.836440628	Popeye domain-containing protein 3 (Popeye protein 3) [Source:UniProtKB/Swiss-Prot;Acc:Q9HBV1]	POPDC3
ENSG00000144381	0.836361444	60 kDa heat shock protein, mitochondrial (Heat shock protein 60) (HSP-60) (Hsp60) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Mitochondrial matrix protein P1) [Source:UniProtKB/Swiss-Prot;Acc:P10809]	HSPD1
ENSG00000166145	0.836353445	Kunitz-type protease inhibitor 1 Precursor (Hepatocyte growth factor activator inhibitor type 1)(HAI-1) [Source:UniProtKB/Swiss-Prot;Acc:O43278]	SPINT1
ENSG00000185010	0.836120441	Coagulation factor VIII Precursor (Procoagulant component)(Antihemophilic factor)(AHF) [Contains Factor VIIIa heavy chain, 200 kDa isoform;Factor VIIIa heavy chain, 92 kDa isoform;Factor VIII B chain;Factor VIIIa light chain] [Source:UniProtKB/Swiss-Prot;Acc:P00451]	F8
ENSG00000204694	0.836079441	Olfactory receptor 11A1 (Olfactory receptor OR6-30)(Hs6M1-18) [Source:UniProtKB/Swiss-Prot;Acc:Q9GZK7]	OR11A1
ENSG00000171201	0.8359873	Submaxillary gland androgen-regulated protein 3B Precursor  (Proline-rich protein 3) (Proline-rich peptide P-B)[Peptide P-A][Peptide D1A] [Source:UniProtKB/Swiss-Prot;Acc:P02814]	SMR3B
ENSG00000189348	0.835986491	Putative protein FAM90A-like [Source:UniProtKB/Swiss-Prot;Acc:A6NNH2]	LOC646508
ENSG00000156017	0.835972079	UPF0586 protein C9orf41 [Source:UniProtKB/Swiss-Prot;Acc:Q8N4J0]	C9orf41
ENSG00000146067	0.835908113	Uncharacterized protein KIAA1931 [Source:UniProtKB/Swiss-Prot;Acc:Q96PV7]	KIAA1931
ENSG00000198637	0.835751857	60S ribosomal protein L41 (HG12) [Source:UniProtKB/Swiss-Prot;Acc:P62945]	RPL41
ENSG00000109205	0.835530883	Odontogenic ameloblast-associated protein Precursor  (Apin) [Source:UniProtKB/Swiss-Prot;Acc:A1E959]	ODAM
ENSG00000165417	0.835454791	Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1)(TFIIA-42)(TFIIAL) [Contains Transcription initiation factor IIA alpha chain(TFIIA p35 subunit);Transcription initiation factor IIA beta chain(TFIIA p19 subunit)] [Source:UniProtKB/Swiss-Prot;Acc:P52655]	GTF2A1
ENSG00000197208	0.83533945	Solute carrier family 22 member 4 (Organic cation/carnitine transporter 1)(Ergothioneine transporter)(ET transporter) [Source:UniProtKB/Swiss-Prot;Acc:Q9H015]	SLC22A4
ENSG00000064313	0.835226879	Transcription initiation factor TFIID subunit 2 (Transcription initiation factor TFIID 150 kDa subunit) (TBP-associated factor 150 kDa) (TAFII-150) (TAFII150) [Source:UniProtKB/Swiss-Prot;Acc:Q6P1X5]	TAF2
ENSG00000148498	0.834730326	Partitioning-defective 3 homolog (PARD-3) (PAR-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (CTCL tumor antigen se2-5) (PAR3-alpha) [Source:UniProtKB/Swiss-Prot;Acc:Q8TEW0]	PARD3
ENSG00000181918	0.834724874	CDNA FLJ37013 fis, clone BRACE2010171. [Source:Uniprot/SPTREMBL;Acc:Q8N9J9]	FLJ37013
ENSG00000110917	0.834649354	Malectin	MLEC
ENSG00000142961	0.834504083	Mps one binder kinase activator-like 2C (Mob1 homolog 2C) (Protein Mob3C) [Source:UniProtKB/Swiss-Prot;Acc:Q70IA8]	MOBKL2C
ENSG00000150787	0.834419195	6-pyruvoyl tetrahydrobiopterin synthase (EC 4.2.3.12) (PTP synthase) (PTPS) [Source:UniProtKB/Swiss-Prot;Acc:Q03393]	PTS
ENSG00000163535	0.83441263	Shugoshin-like 2 (Tripin) [Source:UniProtKB/Swiss-Prot;Acc:Q562F6]	SGOL2
ENSG00000119333	0.83423301	WD repeat-containing protein 34 [Source:UniProtKB/Swiss-Prot;Acc:Q96EX3]	WDR34
ENSG00000170921	0.834215924	Protein TANC2 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q9HCD6]	TANC2
ENSG00000139187	0.834119034	Killer cell lectin-like receptor subfamily G member 1 (Mast cell function-associated antigen) (MAFA-like receptor) (ITIM-containing receptor MAFA-L) [Source:UniProtKB/Swiss-Prot;Acc:Q96E93]	KLRG1
ENSG00000173914	0.834063802	RNA-binding protein 4B (RNA-binding motif protein 4B) (RNA-binding protein 30) (RNA-binding motif protein 30) [Source:UniProtKB/Swiss-Prot;Acc:Q9BQ04]	RBM4B
ENSG00000022567	0.833964419	solute carrier family 45, member 4  [Source:RefSeq peptide;Acc:NP_001073900]	SLC45A4
ENSG00000168811	0.833955236	Interleukin-12 subunit alpha (IL-12A) (IL-12 subunit p35) (Cytotoxic lymphocyte maturation factor 35 kDa subunit) (CLMF p35) (NK cell stimulatory factor chain 1) (NKSF1) [Source:UniProtKB/Swiss-Prot;Acc:P29459]	IL12A
ENSG00000168004	0.83394876	HRAS-like suppressor 5 (H-rev107-like protein 5) [Source:UniProtKB/Swiss-Prot;Acc:Q96KN8]	HRASLS5
ENSG00000113356	0.833876169	DNA-directed RNA polymerase III subunit RPC7 (RNA polymerase III subunit C7) (DNA-directed RNA polymerase III subunit G) (DNA-directed RNA polymerase III 32 kDa polypeptide) (RPC32) [Source:UniProtKB/Swiss-Prot;Acc:O15318]	POLR3G
ENSG00000138385	0.833846608	Lupus La protein (Sjoegren syndrome type B antigen) (SS-B) (La ribonucleoprotein) (La autoantigen) [Source:UniProtKB/Swiss-Prot;Acc:P05455]	SSB
ENSG00000135763	0.833827796	Uncharacterized protein KIAA0133 [Source:UniProtKB/Swiss-Prot;Acc:Q14146]	KIAA0133
ENSG00000060339	0.833814304	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain) [Source:UniProtKB/Swiss-Prot;Acc:Q8IX12]	CCAR1
ENSG00000124688	0.833776149	MAD2L1-binding protein (Caught by MAD2 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q15013]	MAD2L1BP
ENSG00000205085	0.833763754	Protein FAM71F2 (Protein FAM137B) [Source:UniProtKB/Swiss-Prot;Acc:Q6NXP2]	FAM71F2
ENSG00000205021	0.833759436	C-C motif chemokine 3-like 1 (Small-inducible cytokine A3-like 1) (Tonsillar lymphocyte LD78 beta protein) (LD78-beta(1-70)) (G0/G1 switch regulatory protein 19-2) (G0S19-2 protein) [Source:UniProtKB/Swiss-Prot;Acc:P16619]	CCL3L3
ENSG00000143772	0.833690854	Inositol-trisphosphate 3-kinase B (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase B) (IP3 3-kinase B) (IP3K-B) (IP3K B) [Source:UniProtKB/Swiss-Prot;Acc:P27987]	ITPKB
ENSG00000206385	0.833655287	Mediator of DNA damage checkpoint protein 1 (Nuclear factor with BRCT domains 1) [Source:UniProtKB/Swiss-Prot;Acc:Q14676]	NFBD1
ENSG00000171944	0.8335604	Olfactory receptor 52A5 (Olfactory receptor OR11-33) (Odorant receptor HOR3beta5) [Source:UniProtKB/Swiss-Prot;Acc:Q9H2C5]	OR52A5
ENSG00000149212	0.833536921	Sestrin-3 [Source:UniProtKB/Swiss-Prot;Acc:P58005]	SESN3
ENSG00000185412	0.833516956	CDNA FLJ33157 fis, clone UTERU2000393. [Source:Uniprot/SPTREMBL;Acc:Q96LW6]	FLJ33157
ENSG00000205277	0.83348351	Mucin-12 Precursor (MUC-12)(Mucin-11)(MUC-11) [Source:UniProtKB/Swiss-Prot;Acc:Q9UKN1]	MUC12
ENSG00000179698	0.833424659	WD repeat-containing protein KIAA1875 [Source:UniProtKB/Swiss-Prot;Acc:A6NE52]	KIAA1875
ENSG00000120279	0.833335663	Myc target protein 1 (Myc target in myeloid cells protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q8N699]	MYCT1
ENSG00000166933	0.833324147		ENSG00000166933
ENSG00000130724	0.833248937	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a)(CHMP2a)(Vacuolar protein-sorting-associated protein 2-1)(Vps2-1)(hVps2-1)(Putative breast adenocarcinoma marker BC-2) [Source:UniProtKB/Swiss-Prot;Acc:O43633]	CHMP2A
ENSG00000184732	0.833246417		ENSG00000184732
ENSG00000141030	0.833103303	COP9 signalosome complex subunit 3 (Signalosome subunit 3)(SGN3)(JAB1-containing signalosome subunit 3) [Source:UniProtKB/Swiss-Prot;Acc:Q9UNS2]	COPS3
ENSG00000155903	0.833037431	Ras GTPase-activating protein 2 (GAP1m) [Source:UniProtKB/Swiss-Prot;Acc:Q15283]	RASA2
ENSG00000106789	0.833002714	Coronin-2A (WD repeat-containing protein 2) (IR10) [Source:UniProtKB/Swiss-Prot;Acc:Q92828]	CORO2A
ENSG00000183862	0.832572552	Cyclic nucleotide-gated olfactory channel (Cyclic nucleotide-gated cation channel 2)(CNG channel alpha-2)(CNG-2)(CNG2) [Source:UniProtKB/Swiss-Prot;Acc:Q16280]	CNGA2
ENSG00000165762	0.832562742	Olfactory receptor 4K2 (Olfactory receptor OR14-15) [Source:UniProtKB/Swiss-Prot;Acc:Q8NGD2]	OR4K2
ENSG00000167633	0.832502828	Killer cell immunoglobulin-like receptor 3DL1 (MHC class I NK cell receptor) (Natural killer-associated transcript 3) (NKAT-3) (p70 natural killer cell receptor clones CL-2/CL-11) [Source:UniProtKB/Swiss-Prot;Acc:P43629]	KIR3DL1
ENSG00000182346	0.83249428	D-amino acid oxidase activator (Protein G72) [Source:UniProtKB/Swiss-Prot;Acc:P59103]	DAOA
ENSG00000108798	0.832445053	ABI gene family member 3 (New molecule including SH3) (Nesh) [Source:UniProtKB/Swiss-Prot;Acc:Q9P2A4]	ABI3
ENSG00000184260	0.832443679	Histone H2A type 2-C (H2A-GL101) (H2A/q) [Source:UniProtKB/Swiss-Prot;Acc:Q16777]	HIST2H2AC
ENSG00000115268	0.832352372	40S ribosomal protein S15 (RIG protein) [Source:UniProtKB/Swiss-Prot;Acc:P62841]	RPS15
ENSG00000183539	0.832347521		ENSG00000183539
ENSG00000137731	0.832228968	Sodium/potassium-transporting ATPase gamma chain (Sodium pump gamma chain) (Na(+)/K(+) ATPase subunit gamma) (FXYD domain-containing ion transport regulator 2) [Source:UniProtKB/Swiss-Prot;Acc:P54710]	FXYD2
ENSG00000108018	0.832089755	VPS10 domain-containing receptor SorCS1 Precursor  (hSorCS) [Source:UniProtKB/Swiss-Prot;Acc:Q8WY21]	SORCS1
ENSG00000043143	0.831987995	Protein Jade-2 (PHD finger protein 15) [Source:UniProtKB/Swiss-Prot;Acc:Q9NQC1]	PHF15
ENSG00000145414	0.831972204	H/ACA ribonucleoprotein complex non-core subunit NAF1 (hNAF1) [Source:UniProtKB/Swiss-Prot;Acc:Q96HR8]	NAF1
ENSG00000167461	0.831923524	Ras-related protein Rab-8A (Oncogene c-mel) [Source:UniProtKB/Swiss-Prot;Acc:P61006]	RAB8A
ENSG00000168329	0.831870496	CX3C chemokine receptor 1 (C-X3-C CKR-1) (CX3CR1) (Fractalkine receptor) (G-protein coupled receptor 13) (V28) (Beta chemokine receptor-like 1) (CMK-BRL-1) [Source:UniProtKB/Swiss-Prot;Acc:P49238]	CX3CR1
ENSG00000128045	0.831833697	Ras-like protein family member 11B [Source:UniProtKB/Swiss-Prot;Acc:Q9BPW5]	RASL11B
ENSG00000163295	0.831823229	Intestinal alkaline phosphatase Precursor  (EC 3.1.3.1) (IAP) [Source:UniProtKB/Swiss-Prot;Acc:P09923]	ALPI
ENSG00000135180	0.831806535	Uroplakin-3B Precursor (Uroplakin IIIb)(UPIIIb)(p35) [Source:UniProtKB/Swiss-Prot;Acc:Q9BT76]	UPK3B
ENSG00000162804	0.831806227	Sushi, nidogen and EGF-like domain-containing protein 1 Precursor  (Insulin-responsive sequence DNA-binding protein 1) (IRE-BP1) [Source:UniProtKB/Swiss-Prot;Acc:Q8TER0]	SNED1
ENSG00000138604	0.83172746	D-glucuronyl C5-epimerase (EC 5.1.3.-) (Heparin/heparan sulfate:glucuronic acid C5-epimerase) [Source:UniProtKB/Swiss-Prot;Acc:O94923]	GLCE
ENSG00000179630	0.831706245	UPF0124 protein C13orf31 [Source:UniProtKB/Swiss-Prot;Acc:Q8IV20]	C13orf31
ENSG00000156795	0.831641286	Uncharacterized protein C8orf32  [Source:UniProtKB/Swiss-Prot;Acc:Q96HA8]	C8orf32
ENSG00000186543	0.83158741	cDNA FLJ41343 fis, clone BRAWH2001973  [Source:UniProtKB/TrEMBL;Acc:Q6ZWC0]	FLJ41343
ENSG00000083223	0.831576548	Zinc finger CCHC domain-containing protein 6 [Source:UniProtKB/Swiss-Prot;Acc:Q5VYS8]	ZCCHC6
ENSG00000008086	0.831533049	Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9) [Source:UniProtKB/Swiss-Prot;Acc:O76039]	CDKL5
ENSG00000176227	0.831407554		ENSG00000176227
ENSG00000177212	0.831312583	Olfactory receptor 2T33 (Olfactory receptor OR1-56) [Source:UniProtKB/Swiss-Prot;Acc:Q8NG76]	OR2T33
ENSG00000138696	0.831256131	Bone morphogenetic protein receptor type-1B Precursor  (EC 2.7.11.30) (CDw293 antigen) [Source:UniProtKB/Swiss-Prot;Acc:O00238]	BMPR1B
ENSG00000089048	0.831075818	ESF1 homolog (ABT1-associated protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9H501]	ESF1
ENSG00000138182	0.831049405	M-phase phosphoprotein 1 (MPP1) (Kinesin-related motor interacting with PIN1) (Cancer/testis antigen 90) (CT90) [Source:UniProtKB/Swiss-Prot;Acc:Q96Q89]	MPHOSPH1
ENSG00000175121	0.831041003	WAP four-disulfide core domain protein 5 Precursor (Putative protease inhibitor WAP1)(p53-responsive gene 5 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8TCV5]	WFDC5
ENSG00000123989	0.830989553	Chondroitin sulfate synthase 2 (EC 2.4.1.175) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) [Source:UniProtKB/Swiss-Prot;Acc:Q8IZ52]	CHPF
ENSG00000117118	0.830877991	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial Precursor  (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip) [Source:UniProtKB/Swiss-Prot;Acc:P21912]	SDHB
ENSG00000183578	0.830864659	tumor necrosis factor, alpha-induced protein 8-like 3 [Source:RefSeq_peptide;Acc:NP_997264]	TNFAIP8L3
ENSG00000196589	0.830708428	Methyl-CpG-binding domain protein 3-like 2 (MBD3-like 2) [Source:UniProtKB/Swiss-Prot;Acc:Q8NHZ7]	LOC729458
ENSG00000171199	0.830566132	proline rich, lacrimal 1  [Source:RefSeq_peptide;Acc:NP_067048]	PROL1
ENSG00000186501	0.830480979	Transmembrane protein C1orf160 [Source:UniProtKB/Swiss-Prot;Acc:Q9H0R3]	C1orf160
ENSG00000047579	0.830454212	Dysbindin (Dystrobrevin-binding protein 1)(Hermansky-Pudlak syndrome 7 protein homolog)(Hps7-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q96EV8]	DTNBP1
ENSG00000117400	0.830344996	Thrombopoietin receptor Precursor  (TPO-R) (Myeloproliferative leukemia protein) (C-mpl) (CD110 antigen) [Source:UniProtKB/Swiss-Prot;Acc:P40238]	MPL
ENSG00000188452	0.830270152	Ceramide kinase-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q49MI3]	CERKL
ENSG00000198478	0.830268207	SH3 domain-binding glutamic acid-rich-like protein 2 (Fovea-associated SH3 domain-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9UJC5]	SH3BGRL2
ENSG00000115194	0.830182576	Zinc transporter 3 (ZnT-3)(Solute carrier family 30 member 3) [Source:UniProtKB/Swiss-Prot;Acc:Q99726]	SLC30A3
ENSG00000189350	0.830094081	Uncharacterized protein FLJ43249 [Source:UniProtKB/Swiss-Prot;Acc:Q6ZUX3]	FAM179A
ENSG00000188743	0.83003026		ENSG00000188743
ENSG00000160075	0.829700369	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 (EC 3.1.3.16) (CTD phosphatase SSU72) [Source:UniProtKB/Swiss-Prot;Acc:Q9NP77]	SSU72
ENSG00000181457	0.82966764	Olfactory receptor 10G4 (Olfactory receptor OR11-278) [Source:UniProtKB/Swiss-Prot;Acc:Q8NGN3]	OR10G4
ENSG00000175697	0.829612681	Probable G-protein coupled receptor 156 (GABAB-related G-protein coupled receptor) (G-protein coupled receptor PGR28) [Source:UniProtKB/Swiss-Prot;Acc:Q8NFN8]	GPR156
ENSG00000112877	0.829514376	Centrosomal protein of 72 kDa (Cep72) [Source:UniProtKB/Swiss-Prot;Acc:Q9P209]	CEP72
ENSG00000197887	0.829402286	Olfactory receptor 1S2 [Source:UniProtKB/Swiss-Prot;Acc:Q8NGQ3]	OR1S2
ENSG00000170296	0.829384619	Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein) (MM46) [Source:UniProtKB/Swiss-Prot;Acc:O95166]	GABARAP
ENSG00000095917	0.829360255	Tryptase delta Precursor  (EC 3.4.21.59) (Delta-tryptase) (Mast cell mMCP-7-like) (Tryptase-3) (HmMCP-3-like tryptase III) [Source:UniProtKB/Swiss-Prot;Acc:Q9BZJ3]	TPSD1
ENSG00000135116	0.829346844	Activator of apoptosis harakiri (Neuronal death protein DP5) (BH3-interacting domain-containing protein 3) [Source:UniProtKB/Swiss-Prot;Acc:O00198]	HRK
ENSG00000203932	0.829330096		ENSG00000203932
ENSG00000104129	0.829277284	DnaJ homolog subfamily C member 17  [Source:UniProtKB/Swiss-Prot;Acc:Q9NVM6]	DNAJC17
ENSG00000161381	0.829192187	Plexin domain-containing protein 1 Precursor  (Tumor endothelial marker 7) (Tumor endothelial marker 3) [Source:UniProtKB/Swiss-Prot;Acc:Q8IUK5]	PLXDC1
ENSG00000092208	0.829189766	Survival of motor neuron protein-interacting protein 1 (SMN-interacting protein 1) (Component of gems 2) (Gemin-2) [Source:UniProtKB/Swiss-Prot;Acc:O14893]	SIP1
ENSG00000103855	0.829174576	CD276 antigen Precursor  (Costimulatory molecule) (B7 homolog 3) (B7-H3) (4Ig-B7-H3) (CD276 antigen) [Source:UniProtKB/Swiss-Prot;Acc:Q5ZPR3]	CD276
ENSG00000065609	0.829051021	Clathrin coat assembly protein AP180 (Clathrin coat-associated protein AP180) (91 kDa synaptosomal-associated protein) [Source:UniProtKB/Swiss-Prot;Acc:O60641]	SNAP91
ENSG00000162887	0.828970935		LOC731364
ENSG00000158525	0.828957277	Carboxypeptidase A5 Precursor  (EC 3.4.17.1) [Source:UniProtKB/Swiss-Prot;Acc:Q8WXQ8]	CPA5
ENSG00000173706	0.828917732	Protein HEG homolog 1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9ULI3]	HEG1
ENSG00000166432	0.828828775	Zinc finger matrin-type protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5H9K5]	ZMAT1
ENSG00000205926	0.828817664		ENSG00000205926
ENSG00000163319	0.828766837	28S ribosomal protein S18c, mitochondrial Precursor  (MRP-S18-c) (Mrps18c) (MRP-S18-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y3D5]	MRPS18C
ENSG00000161149	0.828687135	Tubulin, alpha pseudogene  [Source:UniProtKB/TrEMBL;Acc:Q96G36]	AC_002472.8
ENSG00000162433	0.8286646	Adenylate kinase isoenzyme 4, mitochondrial (EC 2.7.4.3)(Adenylate kinase 3-like)(ATP-AMP transphosphorylase) [Source:UniProtKB/Swiss-Prot;Acc:P27144]	AK3L1
ENSG00000122304	0.828619945	Protamine-2 (Sperm protamine-P2) (Sperm histone P2)[Basic nuclear protein HPI1][Basic nuclear protein HPI2][Basic nuclear protein HPS1] [Source:UniProtKB/Swiss-Prot;Acc:P04554]	PRM2
ENSG00000198266	0.828535607		ENSG00000198266
ENSG00000169760	0.828438976	Neuroligin-1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q8N2Q7]	NLGN1
ENSG00000183695	0.828373443	Mas-related G-protein coupled receptor member X2 [Source:UniProtKB/Swiss-Prot;Acc:Q96LB1]	MRGPRX2
ENSG00000186649	0.828286247		ENSG00000186649
ENSG00000130598	0.828232356	Troponin I, fast skeletal muscle (Troponin I, fast-twitch isoform) [Source:UniProtKB/Swiss-Prot;Acc:P48788]	TNNI2
ENSG00000198542	0.82822154	Integrin beta-like protein 1 Precursor  (Ten integrin EGF-like repeat domain-containing protein) (Osteoblast-specific cysteine-rich protein) [Source:UniProtKB/Swiss-Prot;Acc:O95965]	ITGBL1
ENSG00000107290	0.828181916	Probable helicase senataxin (EC 3.6.1.-) (SEN1 homolog) (Amyotrophic lateral sclerosis 4 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z333]	SETX
ENSG00000145375	0.82818123	Spermatogenesis-associated protein 5 (Spermatogenesis-associated factor protein)(ATPase family protein 2 homolog) [Source:UniProtKB/Swiss-Prot;Acc:Q8NB90]	SPATA5
ENSG00000197928	0.828100289	Zinc finger protein 677 [Source:UniProtKB/Swiss-Prot;Acc:Q86XU0]	ZNF677
