Agilent Human Microarray Probe Name	Probe Chromosomal Coordinates (hg19)	Gene Symbol	Gene Accession	Gene Name	GO Annotation	DNA-binding	Interpro Domaon	69 Zinc Finger	Sex-bias	Composite array score	Male/Female normalized ratio	Male/Female Fold-change	p-value	Microarray Signal Intensity1 (female)	Miccroarray Signal Intensity2 (male)
A_23_P103099	chr22:36174071-36174111	RBM9	NM_014309	RNA binding motif protein 9	molecular function|RNA binding|IDA|GO:0003723|GOA|11875103//molecular function|nucleotide binding|IEA|GO:0000166|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|16713569//molecular function|transcription corepressor activity|IDA|GO:0003714|GOA|11875103//molecular function|transcription factor binding|IDA|GO:0008134|GOA|11875103//biological process|RNA metabolic process|TAS|GO:0016070|GOA|11875103//biological process|RNA splicing|IEA|GO:0008380|GOA|na//biological process|estrogen receptor signaling pathway|IDA|GO:0030520|GOA|11875103//biological process|mRNA processing|IEA|GO:0006397|GOA|na//biological process|negative regulation of transcription|IDA|GO:0016481|GOA|11875103//biological process|regulation of cell proliferation|TAS|GO:0042127|GOA|11875103//cellular component|cytoplasm|IEA|GO:0005737|GOA|na//cellular component|nucleus|IDA|GO:0005634|GOA|11875103	No	IPR000504:RNA recognition motif, RNP-1,IPR012677:Nucleotide-binding, alpha-beta plait,IPR017325:RNA-binding protein 9/Ataxin-2-binding protein,	0	F	15	0.8362	-1.1959	1.5382E-10	443.2113	370.478
A_24_P246787	chr4:57796217-57796276	REST	NM_005612	RE1-silencing transcription factor	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|chromatin binding|IEA|GO:0003682|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|12192000//molecular function|protein complex binding|IEA|GO:0032403|GOA|na//molecular function|transcription repressor activity|NAS|GO:0016564|GOA|7871435//molecular function|transcription repressor activity|TAS|GO:0016564|GOA|7697725//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|negative regulation of neuron differentiation|IEA|GO:0045665|GOA|na//biological process|negative regulation of transcription, DNA-dependent|IEA|GO:0045892|GOA|na//biological process|regulation of transcription, DNA-dependent|NAS|GO:0006355|GOA|7871435//biological process|regulation of transcription, DNA-dependent|TAS|GO:0006355|GOA|7697725//cellular component|chromatin|IEA|GO:0000785|GOA|na//cellular component|cytoplasm|IDA|GO:0005737|GOA|18029348//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IDA|GO:0005634|GOA|18029348//cellular component|nucleus|NAS|GO:0005634|GOA|7871435//cellular component|nucleus|TAS|GO:0005634|GOA|7697725//cellular component|protein complex|IEA|GO:0043234|GOA|na	Yes	IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	F	16	0.8036	-1.2444	3.6809E-07	3778.0637	3002.0911
A_24_P136807	chr4:39313078-39313137	RFC1	NM_002913	Replication factor C (activator 1) 1, 145kDa	molecular function|ATP binding|IEA|GO:0005524|GOA|na//molecular function|DNA clamp loader activity|IEA|GO:0003689|GOA|na//molecular function|enzyme activator activity|TAS|GO:0008047|GOA|8954124//molecular function|nucleoside-triphosphatase activity|IEA|GO:0017111|GOA|na//molecular function|nucleotide binding|IEA|GO:0000166|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0xc53f44)//biological process|DNA-dependent DNA replication|TAS|GO:0006261|GOA|8248204//biological process|nucleotide-excision repair, DNA gap filling|EXP|GO:0006297|GOA|9111189//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//biological process|telomere maintenance via telomerase|TAS|GO:0007004|GOA|8954124//cellular component|DNA replication factor C complex|IDA|GO:0005663|GOA|9488738//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleoplasm|EXP|GO:0005654|GOA|9822671//cellular component|nucleus|IEA|GO:0005634|GOA|na	No	IPR001357:BRCT,IPR003593:ATPase, AAA+ type, core,IPR003959:ATPase, AAA-type, core,IPR012178:DNA replication factor C, large subunit,IPR013725:DNA replication factor RFC1, C-terminal,	0	F	15	0.6387	-1.5657	7.6824E-21	1211.1023	771.2826
A_23_P26107	chr15:56384977-56385036	RFX7	NM_022841	Regulatory factor X, 7	molecular function|DNA binding|IEA|GO:0003677|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR003150:DNA-binding RFX,IPR011991:Winged helix repressor DNA-binding,	0	F	14	0.8551	-1.1694	2.1486E-06	302.7238	258.925
A_23_P26124	chr15:60789657-60789716	RORA	NM_134262	RAR-related orphan receptor A	molecular function|ligand-dependent nuclear receptor activity|TAS|GO:0004879|GOA|7926749//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|16713569//molecular function|sequence-specific DNA binding|IEA|GO:0043565|GOA|na//molecular function|steroid hormone receptor activity|IEA|GO:0003707|GOA|na//molecular function|transcription factor activity|IDA|GO:0003700|GOA|17545671//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|cGMP metabolic process|IEA|GO:0046068|GOA|na//biological process|cerebellar Purkinje cell differentiation|IEA|GO:0021702|GOA|na//biological process|nitric oxide biosynthetic process|IEA|GO:0006809|GOA|na//biological process|positive regulation of transcription from RNA polymerase II promoter|IDA|GO:0045944|GOA|17545671//biological process|regulation of macrophage activation|IEA|GO:0043030|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//biological process|signal transduction|NAS|GO:0007165|GOA|7926749//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR000536:Nuclear hormone receptor, ligand-binding, core,IPR001628:Zinc finger, nuclear hormone receptor-type,IPR001723:Steroid hormone receptor,IPR003079:Nuclear receptor ROR,IPR008946:Nuclear hormone receptor, ligand-binding,IPR013088:Zinc finger, NHR/GATA-type,	1	F	15	0.7494	-1.3344	1.6668E-09	3037.7314	2249.4539
A_23_P395703	chr11:77451808-77451867	RSF1	NM_016578	Remodeling and spacing factor 1	molecular function|ATPase activity|IDA|GO:0016887|GOA|12972596//molecular function|histone binding|IDA|GO:0042393|GOA|12972596//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|12972596//molecular function|transcription activator activity|IDA|GO:0016563|GOA|11788598//molecular function|transcription repressor activity|IDA|GO:0016564|GOA|11944984//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|chromatin remodeling|IDA|GO:0006338|GOA|9836642//biological process|negative regulation of DNA binding|IDA|GO:0043392|GOA|12972596//biological process|negative regulation of transcription, DNA-dependent|IDA|GO:0045892|GOA|11944984//biological process|nucleosome assembly|IDA|GO:0006334|GOA|12972596//biological process|nucleosome positioning|IDA|GO:0016584|GOA|9836642//biological process|positive regulation of viral transcription|IDA|GO:0050434|GOA|11788598//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//biological process|transcription initiation|IDA|GO:0006352|GOA|9836642//cellular component|RSF complex|IPI|GO:0031213|GOA|9836642//cellular component|nucleus|IDA|GO:0005634|GOA|ARRAY(0x2d66df4)	Yes	IPR001965:Zinc finger, PHD-type,IPR019786:Zinc finger, PHD-type, conserved site,IPR019787:Zinc finger, PHD-finger,	1	F	16	0.7991	-1.2515	1.9706E-08	1485.9133	1181.5067
A_24_P96403	chr21:36160391-36160450	RUNX1	NM_001754	Runt-related transcription factor 1	molecular function|ATP binding|NAS|GO:0005524|GOA|na//molecular function|DNA binding|NAS|GO:0003677|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0xe38c20)//molecular function|transcription activator activity|IDA|GO:0016563|GOA|ARRAY(0x1d95414)//molecular function|transcription factor activity|IEA|GO:0003700|GOA|na//biological process|multicellular organismal development|TAS|GO:0007275|GOA|8622955//biological process|positive regulation of angiogenesis|ISS|GO:0045766|GOA|na//biological process|positive regulation of granulocyte differentiation|IMP|GO:0030854|GOA|9199349//biological process|positive regulation of transcription from RNA polymerase II promoter|IDA|GO:0045944|GOA|ARRAY(0xbd05c4)//biological process|regulation of transcription, DNA-dependent|NAS|GO:0006355|GOA|na//cellular component|intracellular membrane-bounded organelle|IDA|GO:0043231|GOA|18029348//cellular component|nucleus|IDA|GO:0005634|GOA|ARRAY(0x19d6370)//cellular component|nucleus|NAS|GO:0005634|GOA|na	Yes	IPR000040:Acute myeloid leukemia 1 protein (AML 1)/Runt,IPR012346:p53 and RUNT-type transcription factor, DNA-binding,IPR013524:Acute myeloid leukemia 1 (AML 1)/Runt,IPR013711:Runx inhibition,IPR016554:Transcription factor, Runt-related, RUNX,	0	M	15	1.2445	1.2445	9.5952E-13	392.868	490.0065
A_23_P216307	chr8:92972251-92972310	RUNX1T1	NM_175636	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0xe1a444)//molecular function|protein homodimerization activity|IEA|GO:0042803|GOA|na//molecular function|transcription factor activity|IEA|GO:0003700|GOA|na//molecular function|transcription repressor activity|IEA|GO:0016564|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|fat cell differentiation|IEA|GO:0045444|GOA|na//biological process|generation of precursor metabolites and energy|TAS|GO:0006091|GOA|9618262//biological process|regulation of DNA binding|IEA|GO:0051101|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR002893:Zinc finger, MYND-type,IPR003894:TAFH/NHR1,IPR013289:Eight-Twenty-One,IPR013290:Myeloid transforming gene on chromosome 8 (MTG8),IPR014896:NHR2-like,	1	F	15	0.7673	-1.3033	1.1447E-11	183.3611	140.4723
A_24_P114459	chr3:72428428-72428487	RYBP	NM_012234	RING1 and YY1 binding protein	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|protein binding|IEA|GO:0005515|GOA|na//molecular function|transcription corepressor activity|IEA|GO:0003714|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|apoptosis|IEA|GO:0006915|GOA|na//biological process|multicellular organismal development|TAS|GO:0007275|GOA|10369680//biological process|negative regulation of transcription from RNA polymerase II promoter|IEA|GO:0000122|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|cytoplasm|IEA|GO:0005737|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleoplasm|IEA|GO:0005654|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001876:Zinc finger, RanBP2-type,	1	F	16	0.7821	-1.2785	4.5788E-10	846.1345	661.528
A_32_P164649	chr19:5626414-5626465	SAFB	NM_002967	Scaffold attachment factor B	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|RNA binding|IEA|GO:0003723|GOA|na//molecular function|double-stranded DNA binding|TAS|GO:0003690|GOA|1324173//molecular function|nucleotide binding|IEA|GO:0000166|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0x2bc54b0)//biological process|chromatin organization|TAS|GO:0006325|GOA|1324173//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|nucleolus|IDA|GO:0005730|GOA|18029348//cellular component|nucleus|IDA|GO:0005634|GOA|18029348	Yes	IPR000504:RNA recognition motif, RNP-1,IPR003034:DNA-binding SAP,IPR012677:Nucleotide-binding, alpha-beta plait,	0	F	14	0.8405	-1.1897	8.7909E-09	69.0108	57.8423
A_24_P111009	chr19:5613475-5613511	SAFB2	NM_014649	Scaffold attachment factor B2	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|RNA binding|IEA|GO:0003723|GOA|na//molecular function|nucleotide binding|IEA|GO:0000166|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|12660241//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|cytoplasm|IEA|GO:0005737|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR000504:RNA recognition motif, RNP-1,IPR003034:DNA-binding SAP,IPR012677:Nucleotide-binding, alpha-beta plait,	0	F	14	0.5836	-1.7135	2.4539E-09	153.198	85.8959
A_23_P8297	chr6:108025643-108025702	SCML4	NM_198081	Sex comb on midleg-like 4 (Drosophila)	molecular function|DNA binding|IEA|GO:0003677|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001660:Sterile alpha motif SAM,IPR013761:Sterile alpha motif-type,IPR017956:AT hook, DNA-binding, conserved site,	0	F	15	0.7613	-1.3136	4.5596E-07	138.0658	105.0539
A_23_P21219	chr3:47125412-47125471	SETD2	NM_014159	SET domain containing 2	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|histone-lysine N-methyltransferase activity|IEA|GO:0018024|GOA|na//molecular function|methyltransferase activity|IEA|GO:0008168|GOA|na//molecular function|oxidoreductase activity|IEA|GO:0016491|GOA|na//molecular function|protein binding|IEA|GO:0005515|GOA|na//molecular function|transferase activity|IEA|GO:0016740|GOA|na//molecular function|transition metal ion binding|IEA|GO:0046914|GOA|na//biological process|chromatin modification|IEA|GO:0016568|GOA|na//biological process|histone H3-K36 methylation|IEA|GO:0010452|GOA|na//biological process|oxidation reduction|IEA|GO:0055114|GOA|na//biological process|peptidyl-lysine trimethylation|IEA|GO:0018023|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//biological process|response to protein stimulus|IEA|GO:0051789|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001202:WW/Rsp5/WWP,IPR001214:SET,IPR003616:Post-SET zinc-binding region,IPR006560:AWS,IPR015119:Set2-Rpb1 interacting,	1	F	15	0.8291	-1.2061	4.0084E-11	421.7868	349.8233
A_23_P342668	chrY:1671323-1671382;chrX:1721323-1721382	SFRS17A	NR_027383	0	0	No	0	0	M	14	1.1518	1.1518	3.8644E-08	8438.1865	9720.291
A_32_P112104	chr3:47716981-47717040	SMARCC1	NM_003074	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|chromatin binding|IEA|GO:0003682|GOA|na//molecular function|protein N-terminus binding|IPI|GO:0047485|GOA|12917342//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0x2930160)//molecular function|transcription coactivator activity|TAS|GO:0003713|GOA|8804307//biological process|chromatin assembly or disassembly|IEA|GO:0006333|GOA|na//biological process|chromatin remodeling|IDA|GO:0006338|GOA|ARRAY(0x49ef094)//biological process|nervous system development|IEA|GO:0007399|GOA|na//biological process|organ morphogenesis|IEA|GO:0009887|GOA|na//biological process|positive regulation of transcription, DNA-dependent|IDA|GO:0045893|GOA|11018012//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//biological process|regulation of transcription from RNA polymerase II promoter|TAS|GO:0006357|GOA|8804307//cellular component|SWI/SNF complex|IDA|GO:0016514|GOA|ARRAY(0x1bafa68)//cellular component|XY body|IEA|GO:0001741|GOA|na//cellular component|chromatin|IEA|GO:0000785|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nBAF complex|ISS|GO:0071565|GOA|na//cellular component|npBAF complex|ISS|GO:0071564|GOA|na//cellular component|nucleoplasm|TAS|GO:0005654|GOA|8804307//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR000953:Chromo domain,IPR001005:SANT, DNA-binding,IPR007526:SWIRM,IPR014778:Myb, DNA-binding,IPR017884:SANT, eukarya,	0	F	14	0.6855	-1.4588	1.6007E-07	328.2755	215.4589
