Gene ID	Description	Functional class	Comment	SG enrichment (log2-fold)
AAEL016464	tRNA-Met	RTT		1.088878371
AAEL006057	heterogeneous nuclear ribonucleoprotein	RTT		1.046962303
AAEL009946	DnaJ subfamily B member 11 precursor, putative	RTT		1.044523541
AAEL016192	tRNA-Met	RTT		1.030927763
AAEL016718	tRNA-Met	RTT		1.019924079
AAEL017773	miRNA	RTT		1.003931528
AAEL013020	DNA-J/hsp40	RTT		0.996534213
AAEL016260	tRNA-Tyr	RTT		0.992683019
AAEL012150	hypothetical protein	RTT		0.990983236
AAEL003875	transcription factor SP4, putative	RTT		0.979720038
AAEL001159	ribonuclease t2	RTT		0.969786095
AAEL016052	tRNA-Ala	RTT		0.943403413
AAEL014446	hypothetical protein	RTT		0.924912993
AAEL007365	hypothetical protein	RTT		0.919132425
AAEL016731	tRNA-Gly	RTT		0.918551717
AAEL015197	hypothetical protein	RTT		0.917688927
AAEL009949	homeotic antennapedia protein, putative	RTT		0.903246549
AAEL010060	signal recognition particle 68 kda protein	RTT		0.898819153
AAEL014267	conserved hypothetical protein	RTT		0.887429796
AAEL013504	t-box transcription factor tbx6	RTT		0.884786921
AAEL001657	DEAD box ATP-dependent RNA helicase	RTT		0.878762874
AAEL017589	miRNA	RTT		0.87805181
AAEL012817	transcription factor E2f, putative (dE2F)	RTT		0.872557014
AAEL013253	40S ribosomal protein S3a	RTT		0.872217923
AAEL016465	tRNA-Met	RTT		0.867054245
AAEL016057	tRNA-Arg	RTT		0.863946371
AAEL001428	transcription factor Hairy, putative	RTT		0.863701176
AAEL016653	tRNA-Ala	RTT		0.862019111
AAEL016580	tRNA-Asp	RTT		0.859504908
AAEL016563	tRNA-Ala	RTT		0.849497978
AAEL008537	transcription factor grauzone, putative	RTT		0.849494367
AAEL006215	hypothetical protein	RTT		0.843225243
AAEL009595	hypothetical protein	RTT		0.842953104
AAEL001750	transcription factor CP2B, putative	RTT		0.831803217
AAEL002488	DEAD box ATP-dependent RNA helicase	RTT		0.831752927
AAEL012026	translation initiation factor 5C, putative	RTT		0.825646408
AAEL001131	splicing factor, putative	RTT		0.818095757
AAEL009947	homeotic antennapedia protein, putative	RTT		0.81111428
AAEL005974	homeobox protein dbx	RTT		0.795510305
AAEL016726	tRNA-Gly	RTT		0.789982873
AAEL012410	eukaryotic translation initiation factor 2c	RTT		0.787181221
AAEL010318	polyadenylate-binding protein	RTT		0.783992599
AAEL003560	pou domain/drifter/cf-1a	RTT		0.780489217
AAEL016157	tRNA-Tyr	RTT		0.78025249
AAEL002951	forkhead protein/ forkhead protein domain	RTT		0.775826816
AAEL003659	histone H3	RTT		-5.111977675
AAEL011811	DNA replication licensing factor MCM3	RTT		-4.920601489
AAEL015683	histone H2B	RTT		-4.760333409
AAEL003685	histone H3	RTT		-4.731249333
AAEL003689	histone H4	RTT		-4.708728658
AAEL000303	Histone H2A, putative	RTT		-4.574842855
AAEL003673	histone H4	RTT		-4.559983769
AAEL017826	U1 spliceosomal RNA	RTT		-4.497775586
AAEL003706	histone h2a	RTT		-4.474064028
AAEL015684	histone H2B	RTT		-4.399758003
AAEL017609	U1 spliceosomal RNA	RTT		-4.385087702
AAEL017860	U1 spliceosomal RNA	RTT		-4.335727006
AAEL012499	histone h2a	RTT		-4.283804184
AAEL003687	histone h2a	RTT		-4.274792464
AAEL017841	U1 spliceosomal RNA	RTT		-4.247957391
AAEL017691	U1 spliceosomal RNA	RTT		-4.187234949
AAEL002103	histone H1, putative	RTT		-4.182098572
AAEL017646	U1 spliceosomal RNA	RTT		-4.179572196
AAEL015682	histone H2B	RTT		-4.176179608
AAEL017931	U1 spliceosomal RNA	RTT		-4.174074149
AAEL017935	U1 spliceosomal RNA	RTT		-4.108398201
AAEL002477	hypothetical protein	RTT		-4.069475182
AAEL017814	U1 spliceosomal RNA	RTT		-4.068737038
AAEL012015	DEAD box ATP-dependent RNA helicase	RTT		-4.03818104
AAEL017607	U1 spliceosomal RNA	RTT		-3.99034238
AAEL017799	U1 spliceosomal RNA	RTT		-3.886053928
AAEL003851	histone h2a	RTT		-3.827722949
AAEL017885	U1 spliceosomal RNA	RTT		-3.826955054
AAEL014524	DNA replication licensing factor MCM4	RTT		-3.7637222
AAEL015681	histone H2B	RTT		-3.733316194
AAEL017959	U1 spliceosomal RNA	RTT		-3.718624337
AAEL012546	DNA replication licensing factor MCM6	RTT		-3.703394561
AAEL003826	histone h2a	RTT		-3.700372245
AAEL017763	U6 spliceosomal RNA	RTT		-3.693681925
AAEL003820	histone h2a	RTT		-3.689769379
AAEL003818	histone h2a	RTT		-3.686443014
AAEL007925	histone h2a	RTT		-3.670163214
AAEL009905	conserved hypothetical protein	RTT		-3.662960726
AAEL004978	DEAD box ATP-dependent RNA helicase	RTT		-3.64653456
AAEL017639	U6 spliceosomal RNA	RTT		-3.639439115
AAEL003862	histone h2a	RTT		-3.594909967
AAEL015679	histone H2B	RTT		-3.585276797
AAEL015678	histone H2B	RTT		-3.493066374
AAEL017625	U2 spliceosomal RNA	RTT		-3.472998721
AAEL017876	U6 spliceosomal RNA	RTT		-3.461822057
AAEL015680	histone H2B	RTT		-3.431453942
AAEL017929	U1 spliceosomal RNA	RTT		-3.419120551
AAEL017679	U2 spliceosomal RNA	RTT		-3.366347904
AAEL017905	U6 spliceosomal RNA	RTT		-3.345932956
AAEL017774	U6 spliceosomal RNA	RTT		-3.335515791
AAEL017850	Small nucleolar RNA U3	RTT		-3.278419499
AAEL017591	U2 spliceosomal RNA	RTT		-3.260954114
AAEL010086	DNA replication licensing factor MCM4	RTT		-3.253780065
AAEL003866	histone H4	RTT		-3.250907468
AAEL017927	U1 spliceosomal RNA	RTT		-3.245051327
AAEL015677	histone H2B	RTT		-3.236664642
AAEL003852	histone H3	RTT		-3.220532657
AAEL017827	U2 spliceosomal RNA	RTT		-3.193576854
AAEL015675	histone H2B	RTT		-3.149000695
AAEL015676	histone H2B	RTT		-3.139708026
AAEL017955	U2 spliceosomal RNA	RTT		-3.132045624
AAEL003856	histone H3	RTT		-3.128327744
AAEL017740	Small nucleolar RNA U3	RTT		-3.126369339
AAEL000506	histone H3	RTT		-3.123457339
AAEL017825	U2 spliceosomal RNA	RTT		-3.098378321
AAEL017631	U2 spliceosomal RNA	RTT		-3.080014664
AAEL017684	U2 spliceosomal RNA	RTT		-3.039897642
AAEL010422	replication-associated histone mRNA stem loop-binding protein, putative	RTT		-3.035928907
AAEL009118	Histone H2A, putative	RTT		-3.032288646
AAEL017743	Small nucleolar RNA U3	RTT		-3.029214018
AAEL003669	histone h2a	RTT		-3.016007949
AAEL003850	histone H3	RTT		-2.994639176
AAEL017864	U2 spliceosomal RNA	RTT		-2.985018892
AAEL015674	histone H2B	RTT		-2.979968666
AAEL003846	histone H4	RTT		-2.956641256
AAEL017664	U2 spliceosomal RNA	RTT		-2.95527408
AAEL000492	histone H3	RTT		-2.927012666
AAEL017809	U1 spliceosomal RNA	RTT		-2.91858494
AAEL017971	U2 spliceosomal RNA	RTT		-2.900457175
AAEL003833	histone H4	RTT		-2.897440241
AAEL017824	U1 spliceosomal RNA	RTT		-2.876691186
AAEL003863	histone H4	RTT		-2.83001544
AAEL017857	U2 spliceosomal RNA	RTT		-2.818843405
AAEL017301	Translation elongation factor EF-1 alpha/Tu, putative	RTT		-2.810951079
AAEL003838	histone H4	RTT		-2.809713666
AAEL003823	histone H4	RTT		-2.801021455
AAEL017748	U2 spliceosomal RNA	RTT		-2.796655691
AAEL017739	U5 spliceosomal RNA	RTT		-2.794332826
AAEL003950	helicase	RTT		-2.778183753
AAEL017737	U2 spliceosomal RNA	RTT		-2.767654168
AAEL017674	U5 spliceosomal RNA	RTT		-2.723359697
AAEL003836	histone H3	RTT		-2.706718677
AAEL008500	DEAD box ATP-dependent RNA helicase	RTT		-2.688409704
AAEL003828	histone H3	RTT		-2.674289086
AAEL017851	Small nucleolar RNA U3	RTT		-2.603582625
AAEL014314	DNA primase	RTT		-2.558258253
AAEL015390	Histone H2A, putative	RTT		-2.551346846
AAEL017887	U5 spliceosomal RNA	RTT		-2.462684767
AAEL011424	histone H3	RTT		-2.441082718
AAEL000193	histone-lysine n-methyltransferase	RTT		-2.41676449
AAEL017659	Small nucleolar RNA U3	RTT		-2.388957645
AAEL010085	DNA polymerase epsilon subunit, putative	RTT		-2.347461213
AAEL002036	nucleic acid binding	RTT		-2.291004774
AAEL000482	histone H3	RTT		-2.219025072
AAEL003827	histone H3	RTT		-2.217851009
AAEL000525	histone h2a	RTT		-2.169062197
AAEL003510	ribonuclease hi large subunit	RTT		-2.134398963
AAEL006788	replication factor C, 37-kDa subunit, putative	RTT		-2.118479609
AAEL009465	replication factor c / DNA polymerase iii gamma-tau subunit	RTT		-2.099785677
AAEL013869	RNA-binding protein	RTT		-2.096687184
AAEL000501	histone H4	RTT		-2.052730874
AAEL017888	U5 spliceosomal RNA	RTT		-2.031082644
AAEL000518	histone h2a	RTT		-2.019606628
AAEL002785	DNA polymerase epsilon subunit b	RTT		-1.974484642
AAEL007005	histone h2a	RTT		-1.93255933
AAEL007279	conserved hypothetical protein	RTT		-1.92054319
AAEL000494	histone h2a	RTT		-1.919283094
AAEL003352	ribosomal protein l7ae	RTT		-1.907774184
AAEL017757	U5 spliceosomal RNA	RTT		-1.89558657
AAEL000999	DNA replication licensing factor MCM7	RTT		-1.881562655
AAEL010932	rnase h (70)	RTT		-1.875439002
AAEL017678	U4 spliceosomal RNA	RTT		-1.844025466
AAEL010638	histone H1, putative	RTT		-1.839354666
AAEL009313	elongation factor -1 beta,delta	RTT		-1.818080504
AAEL015512	translation initiation factor 5C, putative	RTT		-1.81164412
AAEL017972	U5 spliceosomal RNA	RTT		-1.80961121
AAEL012474	hypothetical protein	RTT		-1.808787778
AAEL017400	conserved hypothetical protein	RTT		-1.795317948
AAEL008247	DNA polymerase alpha catalytic subunit	RTT		-1.775305689
AAEL003893	DNA repair protein xp-c / rad4	RTT		-1.756772971
AAEL004263	small nuclear ribonucleoprotein sm d1	RTT		-1.755187196
AAEL012154	2,3-cyclic-nucleotide 2-phosphodiesterase	RTT		-1.746975699
AAEL006209	exonuclease	RTT		-1.742975417
AAEL017711	U4 spliceosomal RNA	RTT		-1.723797312
AAEL017728	U5 spliceosomal RNA	RTT		-1.709451589
AAEL005049	heterogeneous nuclear ribonucleoprotein	RTT		-1.7062271
AAEL000497	histone h2a	RTT		-1.702750782
AAEL004698	DNA primase large subunit	RTT		-1.687662567
AAEL013533	conserved hypothetical protein	RTT		-1.687328509
AAEL004562	DNA polymerase eta	RTT		-1.686216142
AAEL003968	helicase	RTT		-1.683593266
AAEL006331	helicase	RTT		-1.632431891
AAEL007609	histone h2a	RTT		-1.615678236
AAEL017928	U6 spliceosomal RNA	RTT		-1.609007308
AAEL012271	transcription factor btf3	RTT		-1.608535666
AAEL007692	conserved hypothetical protein	RTT		-1.592586033
AAEL007007	DNA replication licensing factor MCM2	RTT		-1.576215678
AAEL010402	DEAD box ATP-dependent RNA helicase	RTT		-1.564504232
AAEL005114	RNA and export factor binding protein	RTT		-1.561501956
AAEL008519	DNA replication factor Cdt1	RTT		-1.561003821
AAEL002980	U1 small nuclear ribonucleoprotein A	RTT		-1.557758916
AAEL001382	small nuclear ribonucleoprotein sm d1	RTT		-1.547922153
AAEL006715	DNA polymerase iota	RTT		-1.541136232
AAEL017883	U5 spliceosomal RNA	RTT		-1.533430054
AAEL014932	transcription factor btf3	RTT		-1.530149045
AAEL002551	DNA topoisomerase type I	RTT		-1.528859697
AAEL003572	rnase h (70)	RTT		-1.522738632
AAEL001764	histone-fold protein CHRAC subunit, putative	RTT		-1.520861049
AAEL012265	transcription initiation factor RRN3	RTT		-1.518114845
AAEL017903	U6atac minor spliceosomal RNA	RTT		-1.512592019
AAEL003985	small nuclear ribonucleoprotein, core, putative	RTT		-1.508003191
AAEL017481	RNA binding	RTT		-1.505650912
AAEL003552	DNA-directed RNA polymerase subunit rpb6	RTT		-1.500438064
AAEL003589	transcription factor, putative	RTT		-1.49820648
AAEL015537	hypothetical protein	RTT		-1.468321229
AAEL015263	RNA and export factor binding protein	RTT		-1.457360521
AAEL010457	conserved hypothetical protein	RTT		-1.402370965
AAEL017616	U4 spliceosomal RNA	RTT		-1.393098874
AAEL017687	U4 spliceosomal RNA	RTT		-1.379648144
AAEL001216	DEAD box ATP-dependent RNA helicase	RTT		-1.374711955
AAEL006713	U2 snrnp auxiliary factor, small subunit	RTT		-1.373802077
AAEL010781	ap endonuclease	RTT		-1.373676713
AAEL017198	hypothetical protein	RTT		-1.365732594
AAEL009798	transcription factor IIIA, putative	RTT		-1.353353769
AAEL017702	U6 spliceosomal RNA	RTT		-1.352705785
AAEL014167	U1 small nuclear ribonucleoprotein A	RTT		-1.319242458
AAEL016280	tRNA-Gln	RTT		-1.309934633
AAEL008188	60S ribosomal protein L6	RTT		-1.307350874
AAEL003786	DNA-directed RNA polymerase III, 34kD-subunit, putative	RTT		-1.30713666
AAEL008834	nucleic acid binding	RTT		-1.306454962
AAEL012877	homeobox protein extradenticle, putative	RTT		-1.302532385
AAEL017822	U4 spliceosomal RNA	RTT		-1.294136333
AAEL005975	transcription initiation factor	RTT		-1.276897522
AAEL001242	ribosomal pseudouridine synthase	RTT		-1.271144023
AAEL017791	miRNA	RTT		-1.266805334
AAEL013457	RNA polymerase small Zn-binding subunit, putative	RTT		-1.248700007
AAEL014106	ATP-dependent RNA helicase	RTT		-1.244910009
AAEL010317	DEAD box ATP-dependent RNA helicase	RTT		-1.224380435
AAEL012514	translation initiation factor 2b, delta subunit	RTT		-1.222120639
AAEL008266	hypothetical protein	RTT		-1.206407079
AAEL017637	U6 spliceosomal RNA	RTT		-1.199471382
AAEL002423	conserved hypothetical protein	RTT		-1.197278688
AAEL006744	exonuclease nef-sp	RTT		-1.191602389
AAEL007824	ribosomal protein S29, putative	RTT		-1.187122082
AAEL006141	conserved hypothetical protein	RTT		-1.176646675
AAEL016333	tRNA-Arg	RTT		-1.176572467
AAEL007928	eukaryotic translation initiation factor 4 gamma	RTT		-1.174477837
AAEL001761	exonuclease	RTT		-1.169098327
AAEL008329	60S ribosomal protein L24	RTT		-1.158963917
AAEL005744	DEAD box ATP-dependent RNA helicase	RTT		-1.149553879
AAEL008946	acidic ribosomal protein P1, putative	RTT		-1.148606419
AAEL014189	conserved hypothetical protein	RTT		-1.141509252
AAEL001321	Transcription factor dp	RTT		-1.140841565
AAEL001136	hypothetical protein	RTT		-1.137291351
AAEL005085	60S ribosomal protein L30	RTT		-1.126977497
AAEL005901	40S ribosomal protein S3a	RTT		-1.12355359
AAEL000068	ribosomal protein S25, putative	RTT		-1.115748893
AAEL003661	translation initiation factor	RTT		-1.112557827
AAEL003603	transcription factor, putative	RTT		-1.104790794
AAEL003071	tRNA pseudouridine synthase D	RTT		-1.1027042
AAEL014000	hypothetical protein	RTT		-1.098461721
AAEL002818	splicing factor u2af large subunit	RTT		-1.09708764
AAEL004017	DNA polymerase v	RTT		-1.091590928
AAEL003801	28S ribosomal protein S5	RTT		-1.088992804
AAEL009584	DNA-binding protein elg, putative	RTT		-1.088465582
AAEL011145	ribosomal protein S6 kinase, 90kD, polypeptide	RTT		-1.061768372
AAEL017894	5S ribosomal RNA	RTT		-1.061251731
AAEL011471	60S ribosomal protein L17	RTT		-1.061003657
AAEL012134	pur-alpha	RTT		-1.057135788
AAEL005796	eukaryotic translation initiation factor 4e type	RTT		-1.051574912
AAEL016960	conserved hypothetical protein	RTT		-1.037485482
AAEL012202	transcription initiation factor IIE, alpha subunit	RTT		-1.03383371
AAEL010168	40S ribosomal protein S2	RTT		-1.033654602
AAEL005817	60S ribosomal protein L26	RTT		-1.033627618
AAEL005027	acidic ribosomal protein P1, putative	RTT		-1.028354937
AAEL015006	60S ribosomal protein L23	RTT		-1.024101117
AAEL007496	DNA-directed RNA polymerase III, 62-kS-subunit, putative	RTT		-1.01525514
AAEL014256	ATP-dependent RNA helicase	RTT		-1.013453404
AAEL016447	tRNA-Phe	RTT		-1.012050162
AAEL004997	U3 small nucleolar ribonucleoprotein protein imp4	RTT		-1.010291817
AAEL003835	initiation factor 5a	RTT		-1.009160795
AAEL010759	DNA repair protein rad9	RTT		-1.00791649
AAEL008755	DNA-directed RNA polymerase II subunit	RTT		-1.003465357
AAEL011656	40S ribosomal protein S15	RTT		-1.003217401
AAEL008463	DEAD box ATP-dependent RNA helicase	RTT		-1.002498732
AAEL001883	mediator complex, 80kD-subunit, putative	RTT		-0.991421332
AAEL011858	transcription factor IIIA, putative	RTT		-0.987446423
AAEL013828	translation initiation factor eif-2b	RTT		-0.984111192
AAEL010341	TATA-binding protein, putative	RTT		-0.980069844
AAEL014838	60S ribosomal protein L27e	RTT		-0.979830441
AAEL005515	heterogeneous nuclear ribonucleoprotein	RTT		-0.976047162
AAEL002079	TATA binding protein, putative	RTT		-0.972655531
AAEL013097	60S ribosomal protein L23	RTT		-0.968127717
AAEL017803	5.8S ribosomal RNA	RTT		-0.967910281
AAEL010821	60S acidic ribosomal protein P0	RTT		-0.959648805
AAEL002368	conserved hypothetical protein	RTT		-0.956911034
AAEL006860	ribosomal protein S28, putative	RTT		-0.956851482
AAEL013583	60S ribosomal protein L23	RTT		-0.954906022
AAEL017853	5.8S ribosomal RNA	RTT		-0.95000971
AAEL017900	5.8S ribosomal RNA	RTT		-0.948072824
AAEL000884	eukaryotic translation initiation factor 2 alpha kinase 1 (hemegulated eukaryotic initiation factor eif-2-alpha kinase)	RTT		-0.946357178
AAEL017612	5.8S ribosomal RNA	RTT		-0.944698745
AAEL011447	60S ribosomal protein L14	RTT		-0.938395836
AAEL002639	ribosomal protein L36, putative	RTT		-0.938321036
AAEL009830	acidic ribosomal protein P1, putative	RTT		-0.938027402
AAEL009151	30S ribosomal protein S8	RTT		-0.932395096
AAEL017838	5.8S ribosomal RNA	RTT		-0.926098693
AAEL013653	tata-box binding protein	RTT		-0.924066782
AAEL001759	40S ribosomal protein S9	RTT		-0.923502982
AAEL002810	DNA replication licensing factor MCM5	RTT		-0.916918975
AAEL017638	Nuclear RNase P	RTT		-0.91364729
AAEL010335	conserved hypothetical protein	RTT		-0.908748933
AAEL010573	ribosomal protein S25, putative	RTT		-0.904239236
AAEL013536	ubiquitin (ribosomal protein L40)	RTT		-0.904096349
AAEL008572	RNA-binding protein, putative	RTT		-0.899629144
AAEL017645	U2 spliceosomal RNA	RTT		-0.898435501
AAEL007923	eukaryotic translation initiation factor 4 gamma	RTT		-0.896414616
AAEL011288	elongation factor 1 gamma	RTT		-0.895899835
AAEL015449	ribosome biogenesis protein brix	RTT		-0.895757536
AAEL008643	RNA lariat debranching enzyme, putative	RTT		-0.88812245
AAEL005266	40S ribosomal protein S14	RTT		-0.887291799
AAEL016339	tRNA-His	RTT		-0.88295396
AAEL014562	60S ribosomal protein L12	RTT		-0.882716731
AAEL005298	hypothetical protein	RTT		-0.880572424
AAEL002832	40S ribosomal protein S26	RTT		-0.878322875
AAEL017113	hypothetical protein	RTT		-0.878116943
AAEL017010	conserved hypothetical protein	RTT		-0.87308171
AAEL001426	poly(a)-specific ribonuclease (deadenylation nuclease)	RTT		-0.871405087
AAEL005245	DNA repair protein rad50	RTT		-0.870863623
AAEL001451	DNA repair protein Rad62, putative	RTT		-0.8705521
AAEL009472	hypothetical protein	RTT		-0.867798872
AAEL008192	40S ribosomal protein S3	RTT		-0.866504415
AAEL010787	DEAD box ATP-dependent RNA helicase	RTT		-0.861823099
AAEL010550	conserved hypothetical protein	RTT		-0.857844609
AAEL000823	ribosomal protein L35A, putative	RTT		-0.857802414
AAEL017855	U4 spliceosomal RNA	RTT		-0.85550129
AAEL017581	5.8S ribosomal RNA	RTT		-0.852437753
AAEL016462	tRNA-His	RTT		-0.847883331
AAEL014748	DNA repair protein rad50	RTT		-0.847731892
AAEL000422	U3 small nucleolar RNA-associated protein, putative	RTT		-0.844537399
AAEL003530	acidic ribosomal protein P1, putative	RTT		-0.84159557
AAEL014764	acidic ribosomal protein P1, putative	RTT		-0.837350335
AAEL012171	RNA recognition motif protein split ends	RTT		-0.836658051
AAEL001831	DNA-directed RNA polymerase II	RTT		-0.836615272
AAEL010830	conserved hypothetical protein	RTT		-0.834951486
AAEL003722	ribonuclease UK114, putative	RTT		-0.833809243
