gene_assignment	Gene Symbol	RefSeq	p-value(dose)	p-value(Scan Date)	alt-splicing(dose)	step-up(altsplice-dose)	Mean(0)	LSMean(0)	Mean(10)	LSMean(10)	p-value(0 vs. 10)	Ratio(0 vs. 10)	Fold-Change(0 vs. 10)	Fold-Change(0 vs. 10) (Description)
NR_024011 // LOC286367 // FP944 // 9q31.1 // 286367	LOC286367	NR_024011	0.722777	0.21998	0.0455788	1	5.59504	5.53038	5.67069	5.64445	0.608916	0.923978	-1.08228	0 down vs 10
NM_001048 // SST // somatostatin // 3q28 // 6750 /// ENST00000287641 // SST // s	SST	NM_001048	0.0482641	0.0641762	0.0456033	1	6.38024	6.35456	6.13262	6.11136	0.0580767	1.18362	1.18362	0 up vs 10
NM_173514 // SLC38A9 // solute carrier family 38, member 9 // 5q11.2 // 153129 /	SLC38A9	NM_173514	0.317556	0.131806	0.0457789	1	7.4981	7.48375	7.31887	7.31916	0.372686	1.12085	1.12085	0 up vs 10
BC033839 // C10orf126 // chromosome 10 open reading frame 126 // 10p12.1 // 2830	C10orf126	BC033839	0.0789617	0.427884	0.0458067	1	4.47847	4.43174	4.79322	4.77	0.0714831	0.790997	-1.26423	0 down vs 10
NM_152754 // SEMA3D // sema domain, immunoglobulin domain (Ig), short basic doma	SEMA3D	NM_152754	0.527116	0.00757553	0.0458234	1	3.96267	4.02123	3.78602	3.78321	0.417675	1.17937	1.17937	0 up vs 10
NM_006567 // FARS2 // phenylalanyl-tRNA synthetase 2, mitochondrial // 6p25.1 //	FARS2	NM_006567	0.044995	0.113699	0.045887	1	8.18388	8.11147	7.78574	7.76816	0.0810434	1.26867	1.26867	0 up vs 10
NM_001098835 // MS4A15 // membrane-spanning 4-domains, subfamily A, member 15 //	MS4A15	NM_001098835	0.423567	0.470846	0.0460407	1	6.69747	6.69644	6.82012	6.82268	0.427807	0.916222	-1.09144	0 down vs 10
NM_002976 // SCN7A // sodium channel, voltage-gated, type VII, alpha // 2q21-q23	SCN7A	NM_002976	0.741486	0.600937	0.0460432	1	3.59018	3.59927	3.5535	3.5615	0.743742	1.02653	1.02653	0 up vs 10
NM_153350 // FBXL16 // F-box and leucine-rich repeat protein 16 // 16p13.3 // 14	FBXL16	NM_153350	0.106901	0.113158	0.0461379	1	6.80781	6.77923	7.02794	7.00046	0.116564	0.857834	-1.16573	0 down vs 10
NM_021189 // CADM3 // cell adhesion molecule 3 // 1q21.2-q22 // 57863 /// NM_001	CADM3	NM_021189	0.493964	0.0285417	0.0461527	1	6.18814	6.21653	6.26336	6.27	0.636226	0.96362	-1.03775	0 down vs 10
NM_018228 // C14orf115 // chromosome 14 open reading frame 115 // 14q24.3 // 552	C14orf115	NM_018228	0.318673	0.251023	0.0461718	1	5.34233	5.35138	5.54154	5.53214	0.379123	0.882237	-1.13348	0 down vs 10
NM_014208 // DSPP // dentin sialophosphoprotein // 4q21.3 // 1834 /// ENST000003	DSPP	NM_014208	0.71724	0.0507324	0.0461947	1	4.29523	4.29766	4.32754	4.31235	0.873567	0.989873	-1.01023	0 down vs 10
NM_024598 // C16orf57 // chromosome 16 open reading frame 57 // 16q13 // 79650 /	C16orf57	NM_024598	0.715022	0.102507	0.0461977	1	7.59152	7.59527	7.56217	7.56301	0.699521	1.02261	1.02261	0 up vs 10
AY358807 // UNQ5815 // QIQN5815 // 6p25.1 // 100129033	UNQ5815	AY358807	0.862776	0.259299	0.0461982	1	4.52221	4.51653	4.56583	4.5478	0.905037	0.978563	-1.02191	0 down vs 10
NM_001102450 // RGS8 // regulator of G-protein signaling 8 // 1q25 // 85397 ///	RGS8	NM_001102450	0.752965	0.0817209	0.0462523	1	5.42848	5.41	5.46669	5.44338	0.791118	0.977133	-1.0234	0 down vs 10
NM_000846 // GSTA2 // glutathione S-transferase A2 // 6p12.1 // 2939 /// NM_1457	GSTA2	NM_000846	0.462787	0.13515	0.0463744	1	3.50086	3.58981	3.30131	3.36293	0.423902	1.1703	1.1703	0 up vs 10
NM_018356 // C5orf22 // chromosome 5 open reading frame 22 // 5p13.3 // 55322 //	C5orf22	NM_018356	0.126452	0.0551147	0.0464929	1	8.06344	8.0669	7.8554	7.87709	0.170399	1.14061	1.14061	0 up vs 10
NM_017774 // CDKAL1 // CDK5 regulatory subunit associated protein 1-like 1 // 6p	CDKAL1	NM_017774	0.293333	0.102687	0.0464977	1	8.62906	8.61495	8.48314	8.47317	0.323029	1.10327	1.10327	0 up vs 10
NM_016824 // ADD3 // adducin 3 (gamma) // 10q24.2-q24.3 // 120 /// NM_001121 //	ADD3	NM_016824	0.409793	0.429698	0.046588	1	7.48883	7.57206	7.12388	7.22062	0.443108	1.27583	1.27583	0 up vs 10
NM_182589 // HTR3E // 5-hydroxytryptamine (serotonin) receptor 3, family member	HTR3E	NM_182589	0.699322	0.23631	0.0466648	1	5.08184	5.08778	5.12943	5.11786	0.813513	0.979366	-1.02107	0 down vs 10
NM_152310 // ELOVL3 // elongation of very long chain fatty acids (FEN1/Elo2, SUR	ELOVL3	NM_152310	0.762758	0.959113	0.046692	1	5.18069	5.18308	5.24585	5.27424	0.685422	0.938769	-1.06522	0 down vs 10
NM_182961 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 //	SYNE1	NM_182961	0.23211	0.424091	0.0468264	1	5.43947	5.45825	5.34874	5.3639	0.231827	1.06759	1.06759	0 up vs 10
NM_175571 // GIMAP8 // GTPase, IMAP family member 8 // 7q36.1 // 155038 /// ENST	GIMAP8	NM_175571	0.00372537	0.000200182	0.046882	1	7.26944	7.36216	6.98748	7.0926	0.00553726	1.20544	1.20544	0 up vs 10
NM_002559 // P2RX3 // purinergic receptor P2X, ligand-gated ion channel, 3 // 11	P2RX3	NM_002559	0.134766	0.323377	0.04703	1	5.82317	5.81389	6.02437	6.01205	0.15266	0.871663	-1.14723	0 down vs 10
NM_015669 // PCDHB5 // protocadherin beta 5 // 5q31 // 26167 /// NR_001282 // PC	PCDHB5	NM_015669	0.183279	0.0919099	0.0471802	1	4.34672	4.36923	4.52311	4.50542	0.306556	0.90992	-1.099	0 down vs 10
NM_003885 // CDK5R1 // cyclin-dependent kinase 5, regulatory subunit 1 (p35) //	CDK5R1	NM_003885	0.0253456	0.314672	0.0471993	1	8.18552	8.15412	7.93693	7.91614	0.0344178	1.17934	1.17934	0 up vs 10
NM_032300 // TCHP // trichoplein, keratin filament binding // 12q24.11 // 84260	TCHP	NM_032300	0.126606	0.809743	0.0472032	1	7.43217	7.44743	7.2321	7.24513	0.135271	1.15054	1.15054	0 up vs 10
NM_024653 // PRKRIP1 // PRKR interacting protein 1 (IL11 inducible) // 7q22.1 //	PRKRIP1	NM_024653	0.183618	0.384834	0.0472723	1	8.15889	8.14087	8.01231	8.01242	0.252119	1.09311	1.09311	0 up vs 10
NM_032888 // COL27A1 // collagen, type XXVII, alpha 1 // 9q32 // 85301 /// ENST0	COL27A1	NM_032888	0.122541	0.0826387	0.047348	1	6.80957	6.79386	6.99369	6.98153	0.128512	0.878017	-1.13893	0 down vs 10
NM_005220 // DLX3 // distal-less homeobox 3 // 17q21 // 1747 /// ENST00000172196	DLX3	NM_005220	0.196801	0.272876	0.047429	1	5.28058	5.27095	5.43725	5.42379	0.221895	0.899474	-1.11176	0 down vs 10
NM_006257 // PRKCQ // protein kinase C, theta // 10p15 // 5588 /// ENST000003971	PRKCQ	NM_006257	0.173063	0.57475	0.0475895	1	4.77562	4.78345	4.91314	4.90986	0.220474	0.916108	-1.09157	0 down vs 10
NM_145799 // SEPT6 // septin 6 // Xq24 // 23157 /// NM_145800 // SEPT6 // septin	38961	NM_145799	0.0678418	0.000191391	0.0477291	1	10.2412	10.2729	10.1144	10.1407	0.067125	1.09596	1.09596	0 up vs 10
NM_016327 // UPB1 // ureidopropionase, beta // 22q11.2 // 51733 /// ENST00000326	UPB1	NM_016327	0.891591	0.939357	0.0478459	1	6.8405	6.81945	6.8234	6.84339	0.854363	0.983539	-1.01674	0 down vs 10
NM_021819 // LMAN1L // lectin, mannose-binding, 1 like // 15q24.1 // 79748 /// E	LMAN1L	NM_021819	0.175918	0.300015	0.0479355	1	5.83791	5.82094	6.00453	5.99091	0.182831	0.888859	-1.12504	0 down vs 10
---		---	0.465382	0.0167752	0.0479457	1	5.07949	5.12212	5.00037	4.98605	0.244622	1.09891	1.09891	0 up vs 10
NM_002192 // INHBA // inhibin, beta A // 7p15-p13 // 3624 /// ENST00000242208 //	INHBA	NM_002192	0.264636	0.0141977	0.047962	1	5.60748	5.62949	5.72378	5.73001	0.345715	0.9327	-1.07216	0 down vs 10
NM_001128303 // C13orf31 // chromosome 13 open reading frame 31 // 13q14.11 // 1	C13orf31	NM_001128303	0.00375407	0.0245293	0.0481066	1	5.57718	5.60141	6.6252	6.64059	0.00469939	0.486606	-2.05505	0 down vs 10
ENST00000356832 // BAGE2 // B melanoma antigen family, member 2 // 21p // 85319	BAGE2	ENST00000356832	0.886625	0.832467	0.0482529	1	2.74648	2.7803	2.72854	2.70038	0.547165	1.05696	1.05696	0 up vs 10
NM_145026 // SPATS1 // spermatogenesis associated, serine-rich 1 // 6p21.1 // 22	SPATS1	NM_145026	0.646013	0.193343	0.0482636	1	5.46004	5.44542	5.5236	5.47797	0.819675	0.977688	-1.02282	0 down vs 10
NM_001039350 // DPP6 // dipeptidyl-peptidase 6 // 7q36.2 // 1804 /// NM_130797 /	DPP6	NM_001039350	0.981188	0.092078	0.0486201	1	5.1948	5.19634	5.19663	5.18365	0.875351	1.00883	1.00883	0 up vs 10
---		---	0.0294602	0.193498	0.0487605	1	4.52899	4.60906	5.1346	5.18332	0.041	0.67163	-1.48891	0 down vs 10
BC107073 // VN1R3 // vomeronasal 1 receptor 3 // 16p11.2 // 317702	VN1R3	BC107073	0.0227763	0.322443	0.0489812	1	4.01154	3.99079	4.31634	4.30791	0.0226729	0.802667	-1.24585	0 down vs 10
NM_012451 // SYNGR4 // synaptogyrin 4 // 19q13.3 // 23546 /// ENST00000344846 //	SYNGR4	NM_012451	0.0748695	0.479858	0.0490596	1	6.1555	6.12994	6.44588	6.44123	0.0681834	0.805921	-1.24082	0 down vs 10
NM_033060 // KRTAP4-1 // keratin associated protein 4-1 // 17q12-q21 // 85285 //	KRTAP4-1	NM_033060	0.76598	0.554417	0.0490753	1	4.32748	4.34674	4.25681	4.25914	0.723031	1.0626	1.0626	0 up vs 10
NM_207442 // C14orf181 // chromosome 14 open reading frame 181 // 14q24.1 // 400	C14orf181	NM_207442	0.0230103	0.0473944	0.0491477	1	6.95855	6.95348	7.16238	7.13797	0.0384593	0.879963	-1.13641	0 down vs 10
NM_152259 // C15orf42 // chromosome 15 open reading frame 42 // 15q26.1 // 90381	C15orf42	NM_152259	0.10393	0.645311	0.0493368	1	8.06619	8.09016	7.77414	7.7529	0.0773818	1.26335	1.26335	0 up vs 10
AK097855 // FLJ40536 // FLJ40536 protein // 10q26.13 // 399819 /// ENST000003916	FLJ40536	AK097855	0.538243	0.357033	0.0493789	1	3.61334	3.69297	3.7691	3.7828	0.729658	0.939631	-1.06425	0 down vs 10
NM_003268 // TLR5 // toll-like receptor 5 // 1q41-q42 // 7100 /// ENST0000036688	TLR5	NM_003268	0.846053	0.0591256	0.0493839	1	4.63366	4.56739	4.60175	4.55982	0.964572	1.00526	1.00526	0 up vs 10
NM_152596 // EXDL1 // exonuclease 3-5 domain-like 1 // 15q15.1 // 161829 /// E	EXDL1	NM_152596	0.774529	0.582985	0.0493883	1	2.92858	2.92064	2.89731	2.91088	0.931194	1.00679	1.00679	0 up vs 10
NM_147189 // FAM110B // family with sequence similarity 110, member B // 8q12.1	FAM110B	NM_147189	0.867485	0.393556	0.0493931	1	6.16022	6.22573	6.10318	6.17654	0.889839	1.03468	1.03468	0 up vs 10
NM_001802 // CDR2 // cerebellar degeneration-related protein 2, 62kDa // 16p12.3	CDR2	NM_001802	0.0814804	0.360989	0.049551	1	9.22178	9.24245	8.83069	8.87468	0.107345	1.29035	1.29035	0 up vs 10
NM_005000 // NDUFA5 // NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13	NDUFA5	NM_005000	0.0588063	0.0581706	0.0497395	1	9.06218	9.05324	8.84467	8.84132	0.0718087	1.15823	1.15823	0 up vs 10
NM_003521 // HIST1H2BM // histone cluster 1, H2bm // 6p22-p21.3 // 8342 /// ENST	HIST1H2BM	NM_003521	0.0044374	0.437501	0.0497968	1	12.4358	12.4522	11.6757	11.6801	0.00494328	1.70775	1.70775	0 up vs 10
NM_001040177 // AKR1CL2 // aldo-keto reductase family 1, member C-like 2 // 10p1	AKR1CL2	NM_001040177	0.306135	0.657113	0.0499572	1	4.105	4.11329	4.21485	4.20967	0.381498	0.93538	-1.06908	0 down vs 10
