Curated Gene Symbol	InsermSymbole	Symbole	Nom	RefSeq
KCNC1	KCNC1__________-1A-1a	KCNC1	potassium voltage-gated channel, Shaw-related subfamily, member 1	NM_004976
KCNC3	KCNC3__________-1A-1a	KCNC3	potassium voltage-gated channel, Shaw-related subfamily, member 3	NM_004977
KCNC4	KCNC4__________-1A-1a	KCNC4	potassium voltage-gated channel, Shaw-related subfamily, member 4	NM_004978
KCNF1	KCNF1__________-1A-1a	KCNF1	potassium voltage-gated channel, subfamily F, member 1	NM_002236
KCNG1	KCNG1__________-1A-1a	KCNG1	potassium voltage-gated channel, subfamily G, member 1	NM_002237
KCNG2	KCNG2__________-1A-1a	KCNG2	potassium voltage-gated channel, subfamily G, member 2	NM_012283
KCNH1	KCNH1__________-1A-1a	KCNH1	potassium voltage-gated channel, subfamily H (eag-related), member 1	NM_002238
KCNH2	KCNH2__________-1A-1a	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2	NM_000238
KCNH4	KCNH4__________-1A-1a	KCNH4	potassium voltage-gated channel, subfamily H (eag-related), member 4	NM_012285
KCNH6	KCNH6__________-1A-1a	KCNH6	potassium voltage-gated channel, subfamily H (eag-related), member 6	NM_030779
KCNH7	KCNH7__________-1A-1a	KCNH7	potassium voltage-gated channel, subfamily H (eag-related), member 7	NM_033272
POU2F1	POU2F1_________-1A-1a	POU2F1	POU domain, class 2, transcription factor 1	NM_002697
POU5F1	POU5F1_________-1A-1a	POU5F1	POU domain, class 5, transcription factor 1	NM_002701
PRDM11	PRDM11_________-1A-1a	PRDM11	PR domain containing 11	NM_020229
PRDM9	PRDM9__________-1A-1a	PRDM9	PR domain containing 9	NM_020227
NAMPT	PBEF___________-1A-1a	PBEF	pre-B-cell colony-enhancing factor	NM_005746
PBX3	PBX3___________-1A-1a	PBX3	pre-B-cell leukemia transcription factor 3	NM_006195
PFDN1	PFDN1__________-1A-1a	PFDN1	prefoldin 1	NM_002622
PFDN4	PFDN4__________-1A-1a	PFDN4	prefoldin 4	NM_002623
	PRO0159________-1A-1a	PRO0159	PRO0159 protein	NM_014118
C9orf38	PRO0365________-1A-1a	PRO0365	PRO0365 protein	NM_014126
	PRO0457________-1A-1a	PRO0457	PRO0457 protein	NM_021651
	PRO0611________-1A-1a	PRO0611	PRO0611 protein	NM_014076
	PRO0806________-1A-1a	PRO0806	PRO0806 protein	NM_014084
TF	PRO2086________-1A-1a	PRO2086	PRO2086 protein	NM_014111
	TG737__________-1A-1a	TG737	Probe hTg737 (polycystic kidney disease, autosomal recessive, in)	NM_006531
PCOLCE	PCOLCE_________-1A-1a	PCOLCE	procollagen C-endopeptidase enhancer	NM_002593
PCOLCE2	PCOLCE2________-1A-1a	PCOLCE2	procollagen C-endopeptidase enhancer 2	NM_013363
PLOD2	PLOD2__________-1A-1a	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase) 2	NM_000935
PLOD3	PLOD3__________-1A-1a	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	NM_001084
P4HA2	P4HA2__________-1A-1a	P4HA2	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II	NM_004199
P4HB	P4HB___________-1A-1a	P4HB	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide	NM_000918
PFN1	PFN1___________-1A-1a	PFN1	profilin 1	NM_005022
UBR5	DD5____________-1A-1a	DD5	progestin induced protein	NM_015902
PDCD4	PDCD4__________-1A-1a	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	NM_014456
PDCD5	PDCD5__________-1A-1a	PDCD5	programmed cell death 5	NM_004708
AIFM1	PDCD8__________-1A-1a	PDCD8	programmed cell death 8 (apoptosis-inducing factor)	NM_004208
PREB	PREB___________-1A-1a	PREB	prolactin regulatory element binding	NM_013388
PCNA	PCNA___________-1A-1a	PCNA	proliferating cell nuclear antigen	NM_002592
PELP1	PELP1__________-1A-1a	PELP1	proline and glutamic acid rich nuclear protein	NM_014389
PSTPIP2	PSTPIP2________-1A-1a	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	NM_024430
PRCP	PRCP___________-1A-1a	PRCP	prolylcarboxypeptidase (angiotensinase C)	NM_005040
PMCH	PMCH___________-1A-1a	PMCH	pro-melanin-concentrating hormone	NM_002674
PML	PML____________-1A-1a	PML	promyelocytic leukemia	NM_002675
PPBP	PPBP___________-1A-1a	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	NM_002704
	PROSAPIP1______-1A-1a	ProSAPiP1	ProSAPiP1 protein	NM_014731
PTGDS	PTGDS__________-1A-1a	PTGDS	prostaglandin D2 synthase 21kDa (brain)	NM_000954
PTGER1	PTGER1_________-1A-1a	PTGER1	prostaglandin E receptor 1 (subtype EP1), 42kDa	NM_000955
PTGES	PTGES__________-1A-1a	PTGES	prostaglandin E synthase	NM_004878
PTGS2	PTGS2__________-1A-1a	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	NM_000963
PRM1	PRM1___________-1A-1a	PRM1	protamine 1	NM_002761
PRM2	PRM2___________-1A-1a	PRM2	protamine 2	NM_002762
PRM3	PRM3___________-1A-1a	PRM3	protamine 3	NM_021247
PRSS1	PRSS1__________-1A-1a	PRSS1	protease, serine, 1 (trypsin 1)	NG_001333
HTRA1	PRSS11_________-1A-1a	PRSS11	protease, serine, 11 (IGF binding)	NM_002775
LONP1	PRSS15_________-1A-1a	PRSS15	protease, serine, 15	NM_004793
PRSS21	PRSS21_________-1A-1a	PRSS21	protease, serine, 21 (testisin)	NM_006799
PSMC4	PSMC4__________-1A-1a	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4	NM_006503
PSMD1	PSMD1__________-1A-1a	PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	NM_002807
PSMD11	PSMD11_________-1A-1a	PSMD11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	NM_002815
PSMD14	PSMD14_________-1A-1a	PSMD14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	NM_005805
PSMD2	PSMD2__________-1A-1a	PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	NM_002808
PSMD4	PSMD4__________-1A-1a	PSMD4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	NM_002810
PSMD8	PSMD8__________-1A-1a	PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	NM_002812
PSME1	PSME1__________-1A-1a	PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	NM_006263
PSME3	PSME3__________-1A-1a	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	NM_005789
PSMA1	PSMA1__________-1A-1a	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1	NM_002786
PSMA5	PSMA5__________-1A-1a	PSMA5	proteasome (prosome, macropain) subunit, alpha type, 5	NM_002790
PSMA7	PSMA7__________-1A-1a	PSMA7	proteasome (prosome, macropain) subunit, alpha type, 7	NM_002792
PSMB1	PSMB1__________-1A-1a	PSMB1	proteasome (prosome, macropain) subunit, beta type, 1	NM_002793
PSMB10	PSMB10_________-1A-1a	PSMB10	proteasome (prosome, macropain) subunit, beta type, 10	NM_002801
PSMB2	PSMB2__________-1A-1a	PSMB2	proteasome (prosome, macropain) subunit, beta type, 2	NM_002794
PSMB3	PSMB3__________-1A-1a	PSMB3	proteasome (prosome, macropain) subunit, beta type, 3	NM_002795
PSMB4	PSMB4__________-1A-1a	PSMB4	proteasome (prosome, macropain) subunit, beta type, 4	NM_002796
PSMB5	PSMB5__________-1A-1a	PSMB5	proteasome (prosome, macropain) subunit, beta type, 5	NM_002797
PSMB7	PSMB7__________-1A-1a	PSMB7	proteasome (prosome, macropain) subunit, beta type, 7	NM_002799
CTSA	PPGB___________-1A-1a	PPGB	protective protein for beta-galactosidase (galactosialidosis)	NM_000308
PDIA6	P5_____________-1A-1a	P5	protein disulfide isomerase-related protein	NM_005742
PKIA	PKIA___________-1A-1a	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	NM_006823
PKIG	PKIG___________-1A-1a	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	NM_007066
PACSIN2	PACSIN2________-1A-1a	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	NM_007229
PACSIN3	PACSIN3________-1A-1a	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	NM_016223
ZMYND8	PRKCBP1________-1A-1a	PRKCBP1	protein kinase C binding protein 1	NM_012408
PRKCSH	PRKCSH_________-1A-1a	PRKCSH	protein kinase C substrate 80K-H	NM_002743
PICK1	PRKCABP________-1A-1a	PRKCABP	protein kinase C, alpha binding protein	NM_012407
PRKCB	PRKCB1_________-1A-1a	PRKCB1	protein kinase C, beta 1	NM_002738
PRKCD	PRKCD__________-1A-1a	PRKCD	protein kinase C, delta	NM_006254
PRKCE	PRKCE__________-1A-1a	PRKCE	protein kinase C, epsilon	NM_005400
PRKCH	PRKCH__________-1A-1a	PRKCH	protein kinase C, eta	NM_006255
PRKCG	PRKCG__________-1A-1a	PRKCG	protein kinase C, gamma	NM_002739
PRKD1	PRKCM__________-1A-1a	PRKCM	protein kinase C, mu	NM_002742
PRKD3	PRKCN__________-1A-1a	PRKCN	protein kinase C, nu	NM_005813
PRKCQ	PRKCQ__________-1A-1a	PRKCQ	protein kinase C, theta	NM_006257
PRKCZ	PRKCZ__________-1A-1a	PRKCZ	protein kinase C, zeta	NM_002744
PKN1	PRKCL1_________-1A-1a	PRKCL1	protein kinase C-like 1	NM_002741
PKN2	PRKCL2_________-1A-1a	PRKCL2	protein kinase C-like 2	NM_006256
PRKAA1	PRKAA1_________-1A-1a	PRKAA1	protein kinase, AMP-activated, alpha 1 catalytic subunit	NM_006251
PRKAA2	PRKAA2_________-1A-1a	PRKAA2	protein kinase, AMP-activated, alpha 2 catalytic subunit	NM_006252
PRKAB1	PRKAB1_________-1A-1a	PRKAB1	protein kinase, AMP-activated, beta 1 non-catalytic subunit	NM_006253
PRKAB2	PRKAB2_________-1A-1a	PRKAB2	protein kinase, AMP-activated, beta 2 non-catalytic subunit	NM_005399
PRKAG1	PRKAG1_________-1A-1a	PRKAG1	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	NM_002733
PRKAG2	PRKAG2_________-1A-1a	PRKAG2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	NM_016203
PRKAG3	PRKAG3_________-1A-1a	PRKAG3	protein kinase, AMP-activated, gamma 3 non-catalytic subunit	NM_017431
PRKACB	PRKACB_________-1A-1a	PRKACB	protein kinase, cAMP-dependent, catalytic, beta	NM_002731
PRKACG	PRKACG_________-1A-1a	PRKACG	protein kinase, cAMP-dependent, catalytic, gamma	NM_002732
PRKAR1A	PRKAR1A________-1A-1a	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	NM_002734
PRKAR1B	PRKAR1B________-1A-1a	PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta
PRKAR2A	PRKAR2A________-1A-1a	PRKAR2A	protein kinase, cAMP-dependent, regulatory, type II, alpha	NM_004157
PRKAR2B	PRKAR2B________-1A-1a	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta	NM_002736
SLC10A3	P3_____________-1A-1a	P3	Protein P3	NM_019848
PPP1CC	PPP1CC_________-1A-1a	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isoform	NM_002710
PPP1R1A	PPP1R1A________-1A-1a	PPP1R1A	protein phosphatase 1, regulatory (inhibitor) subunit 1A	NM_006741
PPP1R2	PPP1R2_________-1A-1a	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	NM_006241
PPP1R3A	PPP1R3A________-1A-1a	PPP1R3A	protein phosphatase 1, regulatory (inhibitor) subunit 3A	NM_002711
PPP1R3B	PPP1R3B________-1A-1a	PPP1R3B	protein phosphatase 1, regulatory (inhibitor) subunit 3B	NM_024607
PPP1R3C	PPP1R3C________-1A-1a	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C	NM_005398
PPP1R7	PPP1R7_________-1A-1a	PPP1R7	protein phosphatase 1, regulatory subunit 7	NM_002712
PPM1B	PPM1B__________-1A-1a	PPM1B	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	NM_002706
PPP2CA	PPP2CA_________-1A-1a	PPP2CA	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	NM_002715
PPP2CB	PPP2CB_________-1A-1a	PPP2CB	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	NM_004156
PPP2R5A	PPP2R5A________-1A-1a	PPP2R5A	protein phosphatase 2, regulatory subunit B (B56), alpha isoform	NM_006243
PPP2R5D	PPP2R5D________-1A-1a	PPP2R5D	protein phosphatase 2, regulatory subunit B (B56), delta isoform	NM_006245
PPP3CA	PPP3CA_________-1A-1a	PPP3CA	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha)	NM_000944
PPP3CB	PPP3CB_________-1A-1a	PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform (calcineurin A beta)	NM_021132
PPP3CC	PPP3CC_________-1A-1a	PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma)	NM_005605
PPP3R1	PPP3R1_________-1A-1a	PPP3R1	protein phosphatase 3 (formerly 2B), regulatory subunit B, 19kDa, alpha isoform (calcineurin B, type I)	NM_000945
PPP4R1L	PPP4R1L________-1A-1a	PPP4R1L	protein phosphatase 4, regulatory subunit 1-like
PPP5C	PPP5C__________-1A-1a	PPP5C	protein phosphatase 5, catalytic subunit	NM_006247
FAM216A	HSU79274_______-1A-1a	HSU79274	protein predicted by clone 23733	NM_013300
PRC1	PRC1___________-1A-1a	PRC1	protein regulator of cytokinesis 1	NM_003981
PROS1	PROS1__________-1A-1a	PROS1	protein S (alpha)	NM_000313
SEC61B	SEC61B_________-1A-1a	SEC61B	protein translocation complex beta	NM_006808
PTK2B	PTK2B__________-1A-1a	PTK2B	protein tyrosine kinase 2 beta	NM_004103
TWF2	PTK9L__________-1A-1a	PTK9L	protein tyrosine kinase 9-like (A6-related protein)	NM_007284
PTP4A2	PTP4A2_________-1A-1a	PTP4A2	protein tyrosine phosphatase type IVA, member 2	NM_003479
PTPN11	PTPN11_________-1A-1a	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	NM_002834
PTPN18	PTPN18_________-1A-1a	PTPN18	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)	NM_014369
PTPN21	PTPN21_________-1A-1a	PTPN21	protein tyrosine phosphatase, non-receptor type 21	NM_007039
SIRPA	PTPNS1_________-1A-1a	PTPNS1	protein tyrosine phosphatase, non-receptor type substrate 1	NM_080792
PTPRB	PTPRB__________-1A-1a	PTPRB	protein tyrosine phosphatase, receptor type, B	NM_002837
PTPRC	PTPRC__________-1A-1a	PTPRC	protein tyrosine phosphatase, receptor type, C	NM_002838
PTPRCAP	PTPRCAP________-1A-1a	PTPRCAP	protein tyrosine phosphatase, receptor type, C-associated protein	NM_005608
PTPRF	PTPRF__________-1A-1a	PTPRF	protein tyrosine phosphatase, receptor type, F	NM_002840
PPFIA1	PPFIA1_________-1A-1a	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	NM_003626
PPFIA4	PPFIA4_________-1A-1a	PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4
PTPRH	PTPRH__________-1A-1a	PTPRH	protein tyrosine phosphatase, receptor type, H	NM_002842
PTPRR	PTPRR__________-1A-1a	PTPRR	protein tyrosine phosphatase, receptor type, R	NM_002849
PRTN3	PRTN3__________-1A-1a	PRTN3	proteinase 3 (serine proteinase, neutrophil, Wegener granulomatosis autoantigen)	NM_002777
POMT1	POMT1__________-1A-1a	POMT1	protein-O-mannosyltransferase 1	NM_007171
IER3	PRG1___________-1A-1a	PRG1	proteoglycan 1, secretory granule	NM_002727
PRG4	PRG4___________-1A-1a	PRG4	proteoglycan 4	NM_005807
PCDH12	PCDH12_________-1A-1a	PCDH12	protocadherin 12	NM_016580
PCDHA2	PCDHA2_________-1A-1a	PCDHA2	protocadherin alpha 2	NM_018905
PCDHB14	PCDHB14________-1A-1a	PCDHB14	protocadherin beta 14	NG_000017
PCDHB9	PCDHB9_________-1A-1a	PCDHB9	protocadherin beta 9	NM_019119
PCDHGA8	PCDHGA8________-1A-1a	PCDHGA8	protocadherin gamma subfamily A, 8	NG_000012
PRPF31	PRPF31_________-1A-1a	PRPF31	PRP31 pre-mRNA processing factor 31 homolog (yeast)	NM_015629
PRPF8	PRPF8__________-1A-1a	PRPF8	PRP8 pre-mRNA processing factor 8 homolog (yeast)	NM_006445
TRAPPC4	PTD009_________-1A-1a	PTD009	PTD009 protein	NM_016146
TMEM14A	PTD011_________-1A-1a	PTD011	PTD011 protein	NM_014051
	LOC51136_______-1A-1a	LOC51136	PTD016 protein	NM_016125
PINK1	PINK1__________-1A-1a	PINK1	PTEN induced putative kinase 1	NM_032409
BBS9	B1_____________-1A-1a	B1	PTH-responsive osteosarcoma B1 protein	NM_014451
PUM2	PUM2___________-1A-1a	PUM2	pumilio homolog 2 (Drosophila)	NM_015317
P2RY2	P2RY2__________-1A-1a	P2RY2	purinergic receptor P2Y, G-protein coupled, 2	NM_002564
	LOC56902_______-1A-1a	LOC56902	putatative 28 kDa protein	NM_020143
TANC2	DKFZP564D166___-1A-1a	DKFZP564D166	putative ankyrin-repeat containing protein
CHMP2A	BC-2___________-1A-1a	BC-2	putative breast adenocarcinoma marker (32kD)	NM_014453
TRPC7	TRPC7__________-1A-1a	TRPC7	putative capacitative calcium channel	NM_020389
HCAR3	HM74___________-1A-1a	HM74	putative chemokine receptor; GTP-binding protein	NM_006018
	RCL____________-1A-1a	RCL	putative c-Myc-responsive	NM_006443
DIMT1	HSA9761________-1A-1a	HSA9761	putative dimethyladenosine transferase	NM_014473
	GPR____________-1A-1a	GPR	putative G protein coupled receptor	NM_007223
GPR160	GPCR1__________-1A-1a	GPCR1	putative G protein-coupled receptor	NM_014373
	GDBR1__________-1A-1a	GDBR1	putative glialblastoma cell differentiation-related	NM_016172
G0S2	G0S2___________-1A-1a	G0S2	putative lymphocyte G0/G1 switch gene	NM_015714
POMT2	POMT2__________-1A-1a	POMT2	putative protein O-mannosyltransferase	NM_013382
BAMBI	NMA____________-1A-1a	NMA	putative transmembrane protein	NM_012342
YIF1A	54TM___________-1A-1a	54TM	putative transmembrane protein; homolog of yeast Golgi membrane protein Yif1p (Yip1p-interacting factor)	NM_020470
ALDH18A1	PYCS___________-1A-1a	PYCS	pyrroline-5-carboxylate synthetase (glutamate gamma-semialdehyde synthetase)	NM_002860
PDHA1	PDHA1__________-1A-1a	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	NM_000284
PDHA2	PDHA2__________-1A-1a	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	NM_005390
PDK1	PDK1___________-1A-1a	PDK1	pyruvate dehydrogenase kinase, isoenzyme 1	NM_002610
PDK2	PDK2___________-1A-1a	PDK2	pyruvate dehydrogenase kinase, isoenzyme 2	NM_002611
PDK4	PDK4___________-1A-1a	PDK4	pyruvate dehydrogenase kinase, isoenzyme 4	NM_002612
PKM	PKM2___________-1A-1a	PKM2	pyruvate kinase, muscle	NM_002654
RAB11A	RAB11A_________-1A-1a	RAB11A	RAB11A, member RAS oncogene family	NM_004663
RAB26	RAB26__________-1A-1a	RAB26	RAB26, member RAS oncogene family	NM_014353
RAB27A	RAB27A_________-1A-1a	RAB27A	RAB27A, member RAS oncogene family	NM_004580
RAB33A	RAB33A_________-1A-1a	RAB33A	RAB33A, member RAS oncogene family	NM_004794
RAB35	RAB35__________-1A-1a	RAB35	RAB35, member RAS oncogene family	NM_006861
RAB3IL1	RAB3IL1________-1A-1a	RAB3IL1	RAB3A interacting protein (rabin3)-like 1	NM_013401
RAB3D	RAB3D__________-1A-1a	RAB3D	RAB3D, member RAS oncogene family	NM_004283
	GAPCENA________-1A-1a	GAPCENA	rab6 GTPase activating protein (GAP and centrosome-associated)	NM_012197
RAB6B	RAB6B__________-1A-1a	RAB6B	RAB6B, member RAS oncogene family	NM_016577
RAB7A	RAB7___________-1A-1a	RAB7	RAB7, member RAS oncogene family	NM_004637
RRAGC	GTR2___________-1A-1a	GTR2	Rag C protein	NM_022157
RGL1	RGL____________-1A-1a	RGL	RalGDS-like gene	NM_015149
RANBP1	RANBP1_________-1A-1a	RANBP1	RAN binding protein 1	NM_002882
RANBP17	RANBP17________-1A-1a	RANBP17	RAN binding protein 17	NM_022897
RAN	RAN____________-1A-1a	RAN	RAN, member RAS oncogene family	NM_006325
RUNDC3A	RPIP8__________-1A-1a	RPIP8	RaP2 interacting protein 8	NM_006695
RAP2A	RAP2A__________-1A-1a	RAP2A	RAP2A, member of RAS oncogene family	NM_021033
RASL12	RIS____________-1A-1a	RIS	Ras family member Ris	NM_016563
RHOA	ARHA___________-1A-1a	ARHA	ras homolog gene family, member A	NM_001664
RHOB	ARHB___________-1A-1a	ARHB	ras homolog gene family, member B	NM_004040
RHOC	ARHC___________-1A-1a	ARHC	ras homolog gene family, member C	NM_175744
DIRAS3	ARHI___________-1A-1a	ARHI	ras homolog gene family, member I	NM_004675
RHOU	ARHU___________-1A-1a	ARHU	ras homolog gene family, member U	NM_021205
RASD2	RASD2__________-1A-1a	RASD2	RASD family, member 2	NM_014310
RIT2	RIT2___________-1A-1a	RIT2	Ras-like without CAAX 2	NM_002930
RAC1	RAC1___________-1A-1a	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	NM_006908
REST	REST___________-1A-1a	REST	RE1-silencing transcription factor	NM_005612
REC8	REC8___________-1A-1a	REC8	Rec8p, a meiotic recombination and sister chromatid cohesion phosphoprotein of the rad21p family	NM_005132
ROR1	ROR1___________-1A-1a	ROR1	receptor tyrosine kinase-like orphan receptor 1	NM_005012
ROR2	ROR2___________-1A-1a	ROR2	receptor tyrosine kinase-like orphan receptor 2	NM_004560
RIPK3	RIPK3__________-1A-1a	RIPK3	receptor-interacting serine-threonine kinase 3	NM_006871
RGS1	RGS1___________-1A-1a	RGS1	regulator of G-protein signalling 1	NM_002922
RGS10	RGS10__________-1A-1a	RGS10	regulator of G-protein signalling 10	NM_002925
RGS11	RGS11__________-1A-1a	RGS11	regulator of G-protein signalling 11	NM_003834
RGS12	RGS12__________-1A-1a	RGS12	regulator of G-protein signalling 12	NM_002926
RGS13	RGS13__________-1A-1a	RGS13	regulator of G-protein signalling 13	NM_002927
RGS14	RGS14__________-1A-1a	RGS14	regulator of G-protein signalling 14	NM_006480
RGS16	RGS16__________-1A-1a	RGS16	regulator of G-protein signalling 16	NM_002928
RGS17	RGS17__________-1A-1a	RGS17	regulator of G-protein signalling 17	NM_012419
GIPC1	RGS19IP1_______-1A-1a	RGS19IP1	regulator of G-protein signalling 19 interacting protein 1	NM_005716
RGS2	RGS2___________-1A-1a	RGS2	regulator of G-protein signalling 2, 24kDa	NM_002923
RGS3	RGS3___________-1A-1a	RGS3	regulator of G-protein signalling 3	NM_017790
RGS4	RGS4___________-1A-1a	RGS4	regulator of G-protein signalling 4	NM_005613
RGS5	RGS5___________-1A-1a	RGS5	regulator of G-protein signalling 5	NM_003617
RGS6	RGS6___________-1A-1a	RGS6	regulator of G-protein signalling 6	NM_004296
RGS7	RGS7___________-1A-1a	RGS7	regulator of G-protein signalling 7	NM_002924
RGS8	RGS8___________-1A-1a	RGS8	regulator of G-protein signalling 8	NM_033345
RGS9	RGS9___________-1A-1a	RGS9	regulator of G-protein signalling 9	NM_003835
NA	RMSA1__________-1A-1a	RMSA1	regulator of mitotic spindle assembly 1
RFXAP	RFXAP__________-1A-1a	RFXAP	regulatory factor X-associated protein	NM_000538
PPP1R13L	RAI____________-1A-1a	RAI	RelA-associated inhibitor	NM_006663
RRAS	RRAS___________-1A-1a	RRAS	related RAS viral (r-ras) oncogene homolog	NM_006270
