ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_52_P161495	B-cell leukemia/lymphoma 6	Bcl6	NM_009744	Mm.347398	12053	ENSMUST00000023151	9.737	0.817	0.088	0	5.041	Mus musculus B-cell leukemia/lymphoma 6 (Bcl6), mRNA [NM_009744]	chr16:23623738-23623679	0.836	-0.849	0.814	-0.77
A_51_P205385	urate oxidase	Uox	NM_009474	Mm.10865	22262	ENSMUST00000029837	6.343	0.817	0.201	0	4.141	Mus musculus urate oxidase (Uox), mRNA [NM_009474]	chr3:146529799-146529858	0.762	-0.931	0.748	-0.826
A_51_P305217	homeo box D1	Hoxd1	NM_010467	Mm.4932	15429	ENSMUST00000047793	6.761	0.817	0.609	0.001	2.902	Mus musculus homeo box D1 (Hoxd1), mRNA [NM_010467]	chr2:74608659-74608718	0.64	-0.967	0.821	-0.842
A_51_P279505	RING1 and YY1 binding protein	Rybp	NM_019743	Mm.321633	56353	ENSMUST00000101118	10.991	0.817	1	0.001	2.071	Mus musculus RING1 and YY1 binding protein (Rybp), mRNA [NM_019743]	chr6:100320271-100320212	0.864	-0.816	0.997	-0.593
A_51_P243596	myeloid/lymphoid or mixed lineage-leukemia translocation to 6 homolog (Drosophila)	Mllt6	NM_139311	Mm.23685	246198	ENSMUST00000044730	7.139	0.817	1	0.001	1.718	Mus musculus myeloid/lymphoid or mixed lineage-leukemia translocation to 6 homolog (Drosophila) (Mllt6), mRNA [NM_139311]	chr11:97791340-97791399	0.838	-0.575	0.836	-1.019
A_52_P458682	glutathione S-transferase, alpha 2 (Yc2)	Gsta2	NM_008182	Mm.422778	14858	ENSMUST00000034902	6.533	0.817	1	0.001	1.412	Mus musculus glutathione S-transferase, alpha 2 (Yc2) (Gsta2), mRNA [NM_008182]	chr9:78408230-78408171	0.576	-1.031	0.757	-0.904
A_51_P257885	monocyte to macrophage differentiation-associated 2	Mmd2	NM_175217	Mm.48712	75104		6.827	0.816	0.647	0.001	2.833	Mus musculus monocyte to macrophage differentiation-associated 2 (Mmd2), mRNA [NM_175217]	chr5:141541729-141541670	0.657	-0.89	0.754	-0.963
A_51_P356942	tripartite motif-containing 55	Trim55	XM_884648	Mm.35419	381485	ENSMUST00000029139	8.066	0.815	0.108	0	4.825	PREDICTED: Mus musculus tripartite motif-containing 55, transcript variant 2 (Trim55), mRNA [XM_884648]	chr3:19376501-19376560	0.797	-0.786	0.789	-0.887
A_51_P158545	ankyrin repeat and kinase domain containing 1	Ankk1	NM_172922	Mm.119994	244859		7.059	0.815	0.191	0	4.196	Mus musculus ankyrin repeat and kinase domain containing 1 (Ankk1), mRNA [NM_172922]	chr9:49390818-49390759	0.858	-0.905	0.759	-0.736
A_52_P387882	expressed sequence AI595406	AI595406	NM_001004147	Mm.189222	237730		8.116	0.815	1	0.003	0.122	Mus musculus expressed sequence AI595406 (AI595406), mRNA [NM_001004147]	chr11:35651175-35651116	0.898	-0.884	1.033	-0.445
A_52_P414464	Down syndrome critical region gene 1-like 1	Dscr1l1	NM_207649	Mm.251242	53901	ENSMUST00000044895	7.932	0.814	1	0.002	1.185	Mus musculus Down syndrome critical region gene 1-like 1 (Dscr1l1), transcript variant 1, mRNA [NM_207649]	chr17:42161715-42161774	0.527	-0.967	0.956	-0.808
A_52_P67493	adrenergic receptor, alpha 2a	Adra2a	NM_007417	Mm.235195	11551	ENSMUST00000036700	6.72	0.814	1	0.002	0.776	Mus musculus adrenergic receptor, alpha 2a (Adra2a), mRNA [NM_007417]	chr19:53961741-53961800	0.618	-1.13	0.803	-0.707
A_52_P572197	pantothenate kinase 3	Pank3	NM_145962	Mm.390363	211347	ENSMUST00000018990	7.657	0.813	0.076	0	5.199	Mus musculus pantothenate kinase 3 (Pank3), mRNA [NM_145962]	chr11:35639957-35640016	0.82	-0.814	0.797	-0.82
A_51_P394354	RIKEN cDNA 5730469M10 gene	5730469M10Rik	NM_027464	Mm.27227	70564	ENSMUST00000022317	11.921	0.813	1	0.001	1.402	Mus musculus RIKEN cDNA 5730469M10 gene (5730469M10Rik), mRNA [NM_027464]	chr14:38419647-38419588	0.569	-1.025	0.761	-0.896
A_52_P650028	dedicator of cytokinesis 10	Dock10	XM_891407	Mm.133473	210293	ENSMUST00000077946	6.733	0.811	1	0.002	0.339	PREDICTED: Mus musculus dedicator of cytokinesis 10, transcript variant 2 (Dock10), mRNA [XM_891407]	chr1:80716194-80716135	0.489	-1.067	0.788	-0.901
A_52_P73134	sorting nexin associated golgi protein 1	Snag1	NM_130796	Mm.33721	170625	ENSMUST00000037864	9.523	0.811	1	0.003	0.161	Mus musculus sorting nexin associated golgi protein 1 (Snag1), mRNA [NM_130796]	chr13:110751023-110750964	0.815	-0.731	1.151	-0.548
A_52_P599055	DNA segment, Chr 14, ERATO Doi 436, expressed	D14Ertd436e	NM_172599	Mm.287279	218978	ENSMUST00000042988	11.881	0.81	0.839	0.001	2.54	Mus musculus DNA segment, Chr 14, ERATO Doi 436, expressed (D14Ertd436e), mRNA [NM_172599]	chr14:42868888-42868829	0.855	-0.755	0.988	-0.643
A_51_P493771	RIKEN cDNA 8030462N17 gene	8030462N17Rik	AK163840	Mm.158164	212163		7.109	0.81	1	0.001	1.729	Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130075L17 product:hypothetical protein, full insert sequence. [AK163840]	chr18:77955255-77955196	0.592	-0.979	0.735	-0.934
A_51_P284244	transmembrane emp24 domain containing 3	Tmed3	NM_025360	Mm.27606	66111	ENSMUST00000058488	12.244	0.809	1	0.001	1.707	Mus musculus transmembrane emp24 domain containing 3 (Tmed3), mRNA [NM_025360]	chr9:89327776-89327717	0.954	-0.788	0.934	-0.562
A_51_P219160	RIKEN cDNA 4933428M09 gene	4933428M09Rik	AK016974	Mm.158634	71248		6.256	0.808	0.32	0	3.622	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933428M09 product:hypothetical Aspartic acid-rich region/Glutamic acid-rich region containing protein, full insert sequence. [AK016974]	chrX:133899235-133900050	0.721	-0.806	0.751	-0.952
A_51_P226791			A_51_P226791		NA		6.968	0.808	1	0.001	1.506		chr9:058055125-058055184	1.011	-0.909	0.59	-0.72
A_51_P183822	synaptotagmin XI	Syt11	AK014401	Mm.379376	229521		6.397	0.808	1	0.002	1.204	Mus musculus adult male brain cDNA, RIKEN full-length enriched library, clone:3632445O20 product:unclassifiable, full insert sequence. [AK014401]	chr3:88944517-88944458	0.534	-1.007	0.896	-0.796
A_51_P358872	disrupted in schizophrenia 1	Disc1	NM_174853	Mm.233504	244667	ENSMUST00000075730	8.026	0.807	0.129	0	4.629	Mus musculus disrupted in schizophrenia 1 (Disc1), transcript variant 2, mRNA [NM_174853]	chr8:123742470-123805515	0.776	-0.815	0.882	-0.754
A_51_P240903	tensin 1	Tns1	BC055076	Mm.309975	21961	ENSMUST00000068832	8.983	0.807	0.373	0.001	3.453	Mus musculus tensin 1, mRNA (cDNA clone IMAGE:30055111), complete cds. [BC055076]	chr1:74156225-74156166	0.889	-0.713	0.914	-0.713
A_51_P488890	purine-nucleoside phosphorylase	Pnp	NM_013632	Mm.17932	18950	ENSMUST00000048615	12.435	0.807	1	0.001	1.668	Mus musculus purine-nucleoside phosphorylase (Pnp), mRNA [NM_013632]	chr14:46284221-46284461	0.943	-0.973	0.721	-0.593
A_51_P272283	RIKEN cDNA 2310016A09 gene	2310016A09Rik	NM_181588	Mm.28108	69574	ENSMUST00000070918	7.755	0.807	1	0.003	0.067	Mus musculus RIKEN cDNA 2310016A09 gene (2310016A09Rik), mRNA [NM_181588]	chr15:31702067-31702126	0.765	-1.094	0.483	-0.886
A_51_P271725	FUN14 domain containing 1	Fundc1	NM_028058	Mm.41558	72018	ENSMUST00000026016	10.208	0.806	0.28	0	3.773	Mus musculus FUN14 domain containing 1 (Fundc1), mRNA [NM_028058]	chrX:15989950-15989891	0.7	-0.817	0.93	-0.777
A_51_P381329	olfactory receptor 406	Olfr406	NM_001011863	Mm.377372	258181	ENSMUST00000079051	6.491	0.806	0.748	0.001	2.671	Mus musculus olfactory receptor 406 (Olfr406), mRNA [NM_001011863]	chr11:74351660-74351719	0.81	-0.607	0.885	-0.921
A_51_P161265	chemokine (C-C motif) ligand 25	Ccl25	NM_009138	Mm.7275	20300		9.272	0.806	0.945	0.001	2.407	Mus musculus chemokine (C-C motif) ligand 25 (Ccl25), mRNA [NM_009138]	chr8:4325884-4325943	1.016	-0.756	0.795	-0.659
A_52_P432170	RIKEN cDNA 2810416G20 gene	2810416G20Rik	AK021294	Mm.202966	67124		9.217	0.805	1	0.001	2.274	Mus musculus 13 days embryo stomach cDNA, RIKEN full-length enriched library, clone:D530019O13 product:hypothetical protein, full insert sequence. [AK021294]	chr3:21814984-21814925	0.787	-1.013	0.787	-0.634
A_52_P867663	bicaudal C homolog 1 (Drosophila)	Bicc1	AK029601	Mm.286834	83675		7.14	0.805	1	0.001	2.16	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930412D03 product:unclassifiable, full insert sequence. [AK029601]	chr10:70526728-70526669	0.806	-0.7	1.031	-0.682
A_52_P676510	T-cell specific GTPase	Tgtp	NM_011579	Mm.15793	21822	ENSMUST00000046745	7.883	0.805	1	0.003	0.318	Mus musculus T-cell specific GTPase (Tgtp), mRNA [NM_011579]	chr11:48943483-48943424	0.518	-0.835	0.761	-1.106
A_52_P261858	ryanodine receptor 3	Ryr3	XM_619795	Mm.246589	20192	ENSMUST00000080673	7.897	0.805	1	0.003	0.163	PREDICTED: Mus musculus ryanodine receptor 3 (Ryr3), mRNA [XM_619795]	chr2:112486858-112486799	0.481	-0.997	1.006	-0.737
A_51_P211998	RIKEN cDNA 4933405A16 gene	4933405A16Rik	NM_028943	Mm.273360	74442	ENSMUST00000090246	6.766	0.804	0.869	0.001	2.502	Mus musculus RIKEN cDNA 4933405A16 gene (4933405A16Rik), mRNA [NM_028943]	chr3:131159386-131159327	0.627	-0.919	0.741	-0.928
A_52_P59264	synuclein, alpha interacting protein (synphilin)	Sncaip	NM_026408	Mm.292168	67847	ENSMUST00000025413	6.792	0.803	1	0.002	1.111	Mus musculus synuclein, alpha interacting protein (synphilin) (Sncaip), mRNA [NM_026408]	chr18:53288713-53288772	0.547	-0.822	1.047	-0.797
A_51_P330452	olfactory receptor 1414	Olfr1414	NM_147039	Mm.223424	259041	ENSMUST00000062353	6.173	0.802	0.451	0.001	3.239	Mus musculus olfactory receptor 1414 (Olfr1414), mRNA [NM_147039]	chr1:92418981-92418922	0.847	-0.691	0.724	-0.944
A_52_P508700	similar to Zinc finger protein 124 (HZF-16)	LOC626391	NM_001039231	Mm.385405	626391		8.855	0.802	0.749	0.001	2.669	Mus musculus similar to Zinc finger protein 124 (HZF-16) (LOC626391), mRNA [NM_001039231]	chr5:103905954-103906013	0.715	-1	0.798	-0.695
A_52_P439509	X-linked lymphocyte-regulated 5D	Xlr5d	BC051681	Mm.372621	574438	ENSMUST00000078574	9.621	0.801	0.302	0	3.689	Mus musculus X-linked lymphocyte-regulated 5D, mRNA (cDNA clone MGC:60416 IMAGE:30021721), complete cds. [BC051681]	chrX:68494839-68494780	0.821	-0.663	0.894	-0.827
A_52_P657133			TC1519880		NA		7.062	0.801	1	0.002	1.293		chr15:8951026-8950980	0.574	-1.051	0.806	-0.772
A_52_P316437			ENSMUST00000023150	Mm.390868	NA	ENSMUST00000023150	9.168	0.8	0.214	0	4.07	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810013L24 product:hypothetical protein, full insert sequence. [AK007485]	chr16:8528221-8528280	0.724	-0.762	0.911	-0.801
A_51_P127320	RIKEN cDNA 4931407G18 gene	4931407G18Rik	NM_027631	Mm.272787	70977	ENSMUST00000008051	8.284	0.8	0.393	0.001	3.394	Mus musculus RIKEN cDNA 4931407G18 gene (4931407G18Rik), mRNA [NM_027631]	chr5:87918124-87918183	0.925	-0.816	0.799	-0.659
A_51_P236588	RIKEN cDNA 9430038I01 gene	9430038I01Rik	AK078159	Mm.29184	77252	ENSMUST00000068996	9.742	0.8	1	0.002	0.392	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330584I18 product:RIKEN cDNA 9430038I01 gene, full insert sequence. [AK078159]	chr7:133792477-133792312	1.144	-0.627	0.665	-0.765
A_51_P499698	RIKEN cDNA 2300003P22 gene	2300003P22Rik	BC057938	Mm.183043	67855	ENSMUST00000043400	7.377	0.799	0.401	0.001	3.372	Mus musculus RIKEN cDNA 2300003P22 gene, mRNA (cDNA clone IMAGE:5325201), partial cds [BC057938]	chr6:86704443-86704502	0.712	-0.906	0.697	-0.88
A_51_P475155	IBR domain containing 3	Ibrdc3	AK015966	Mm.259672	75234		7.143	0.799	0.836	0.001	2.544	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930534K13 product:hypothetical protein, full insert sequence. [AK015966]	chr4:128530413-128530472	0.844	-0.881	0.587	-0.886
A_51_P209327	apelin	Apln	NM_013912	Mm.29262	30878	ENSMUST00000039026	7.457	0.799	1	0.001	2.217	Mus musculus apelin (Apln), mRNA [NM_013912]	chrX:43117727-43117668	0.6	-0.811	0.802	-0.981
A_51_P457857	mannosidase, alpha, class 1A, member 2	Man1a2	NM_010763	Mm.297043	17156	ENSMUST00000008907	8.823	0.799	1	0.003	0.18	Mus musculus mannosidase, alpha, class 1A, member 2 (Man1a2), mRNA [NM_010763]	chr3:100361313-100361254	0.565	-1.142	0.785	-0.703
A_52_P191468	DNA segment, Chr 7, Wayne State University 128, expressed	D7Wsu128e	NM_138589	Mm.282122	28018	ENSMUST00000033158	10.998	0.798	0.112	0	4.78	Mus musculus DNA segment, Chr 7, Wayne State University 128, expressed (D7Wsu128e), mRNA [NM_138589]	chr7:118002815-118002874	0.746	-0.781	0.823	-0.84
A_52_P420138	A kinase (PRKA) anchor protein 13	Akap13	XM_133543	Mm.216107	75547	ENSMUST00000094307	7.137	0.798	1	0.002	0.959	PREDICTED: Mus musculus A kinase (PRKA) anchor protein 13, transcript variant 1 (Akap13), mRNA [XM_133543]	chr7:71582462-71582521	0.986	-0.531	0.733	-0.941
A_52_P220229	pleckstrin homology domain containing, family B (evectins) member 2	Plekhb2	NM_145516	Mm.292751	226971	ENSMUST00000027297	8.857	0.797	0.437	0.001	3.276	Mus musculus pleckstrin homology domain containing, family B (evectins) member 2 (Plekhb2), mRNA [NM_145516]	chr1:35102178-35102237	0.654	-0.795	0.93	-0.81
A_51_P249793	RIKEN cDNA 0710001B24 gene	0710001B24Rik	NM_175118	Mm.46179	67446	ENSMUST00000060913	8.796	0.797	0.729	0.001	2.699	Mus musculus RIKEN cDNA 0710001B24 gene (0710001B24Rik), mRNA [NM_175118]	chr1:92815950-92816009	0.831	-0.691	0.975	-0.691
A_52_P482897	amphiregulin	Areg	NM_009704	Mm.8039	11839	ENSMUST00000031325	6.266	0.797	1	0.001	2.161	Mus musculus amphiregulin (Areg), mRNA [NM_009704]	chr5:91129331-91129390	0.63	-1.01	0.776	-0.77
A_52_P316933	SH3 domain binding glutamic acid-rich protein like 2	Sh3bgrl2	NM_172507	Mm.100125	212531		10.395	0.797	1	0.002	0.331	Mus musculus SH3 domain binding glutamic acid-rich protein like 2 (Sh3bgrl2), mRNA [NM_172507]	chr9:83698450-83698509	0.458	-1	0.913	-0.818
A_51_P262471	X-linked lymphocyte-regulated 5C	Xlr5c	NM_031493	Mm.255790	27084	ENSMUST00000088450	8.364	0.797	1	0.003	0.069	Mus musculus X-linked lymphocyte-regulated 5C (Xlr5c), mRNA [NM_031493]	chrX:68671933-68671874	0.638	-0.829	0.584	-1.14
A_52_P143346			ENSMUST00000060241		NA	ENSMUST00000060241	6.816	0.796	1	0.001	2.005	PREDICTED: Mus musculus Hin-6 protease (Hshin6), mRNA [XM_486733]	chrX:95757149-95757208	0.619	-0.936	0.935	-0.694
A_51_P251833	glycoprotein hormone alpha 2	Gpha2	NM_130453	Mm.379306	170458	ENSMUST00000025698	8.336	0.796	1	0.003	0.048	Mus musculus glycoprotein hormone alpha 2 (Gpha2), mRNA [NM_130453]	chr19:6121845-6121904	0.854	-0.618	1.128	-0.584
A_52_P683517			AK008862	Mm.378033	NA		7.604	0.795	0.532	0.001	3.055	Mus musculus adult male stomach cDNA, RIKEN full-length enriched library, clone:2210408O09 product:unclassifiable, full insert sequence [AK008862]	chr6_random:5624079-5624138	0.63	-0.786	0.909	-0.857
A_51_P468558	triggering receptor expressed on myeloid cells-like 4	Treml4	NM_172623	Mm.131234	224840	ENSMUST00000059873	6.554	0.794	0.296	0	3.712	Mus musculus triggering receptor expressed on myeloid cells-like 4 (Treml4), transcript variant 2, mRNA [NM_172623]	chr17:46417732-46417791	0.84	-0.696	0.738	-0.903
A_51_P377826	zinc finger, AN1-type domain 2A	Zfand2a	AF224494	Mm.24521	100494		7.925	0.794	1	0.001	1.543	Mus musculus arsenite inducible RNA associated protein (Airap) mRNA, complete cds. [AF224494]	chr5:138443966-138443907	0.818	-0.828	0.985	-0.546
A_51_P198411	growth factor receptor bound protein 2	Grb2	NM_008163	Mm.383426	14784	ENSMUST00000021090	12.399	0.794	1	0.001	1.391	Mus musculus growth factor receptor bound protein 2 (Grb2), mRNA [NM_008163]	chr11:115753203-115753159	0.78	-1.037	0.784	-0.576
A_52_P488596	adaptor-related protein complex 1, sigma 2 subunit	Ap1s2	NM_026887	Mm.146736	108012	ENSMUST00000033734	6.928	0.794	1	0.002	1.274	Mus musculus adaptor-related protein complex 1, sigma 2 subunit (Ap1s2), mRNA [NM_026887]	chrX:158690869-158690928	0.544	-1.015	0.782	-0.835
A_51_P376959	transmembrane protein with EGF-like and two follistatin-like domains 2	Tmeff2	NM_019790	Mm.245154	56363	ENSMUST00000081851	7.359	0.793	1	0.001	2.001	Mus musculus transmembrane protein with EGF-like and two follistatin-like domains 2 (Tmeff2), mRNA [NM_019790]	chr1:51419121-51419180	0.752	-1.031	0.719	-0.668
A_51_P366344	transforming growth factor beta 1 induced transcript 1	Tgfb1i1	NM_009365	Mm.3248	21804	ENSMUST00000098011	8.213	0.792	0.135	0	4.578	Mus musculus transforming growth factor beta 1 induced transcript 1 (Tgfb1i1), mRNA [NM_009365]	chr7:124350080-124350139	0.799	-0.856	0.786	-0.728
A_52_P432124	glutathione S-transferase, alpha 3	Gsta3	NM_010356	Mm.14719	14859	ENSMUST00000027067	9.635	0.79	0.126	0	4.652	Mus musculus glutathione S-transferase, alpha 3 (Gsta3), mRNA [NM_010356]	chr1:21459685-21459744	0.828	-0.769	0.829	-0.734
A_51_P393078	tigger transposable element derived 2	Tigd2	XM_144820	Mm.25843	68140	ENSMUST00000062626	10.121	0.79	0.63	0.001	2.864	PREDICTED: Mus musculus tigger transposable element derived 2 (Tigd2), mRNA [XM_144820]	chr6:59180091-59180150	0.65	-0.958	0.788	-0.766
A_52_P223333	mindbomb homolog 1 (Drosophila)	Mib1	NM_144860	Mm.21500	225164	ENSMUST00000052838	9.777	0.79	1	0.001	2.022	Mus musculus mindbomb homolog 1 (Drosophila) (Mib1), mRNA [NM_144860]	chr18:11018609-11018668	0.588	-0.899	0.734	-0.938
A_52_P26299	solute carrier family 35, member F1	Slc35f1	NM_178675	Mm.338690	215085		6.6	0.789	1	0.001	1.869	Mus musculus solute carrier family 35, member F1 (Slc35f1), mRNA [NM_178675]	chr10:52928236-52928295	0.631	-0.994	0.854	-0.677
A_52_P40954	RIKEN cDNA 5330426P16 gene	5330426P16Rik	AK019912	Mm.426281	68190	ENSMUST00000089395	7.881	0.788	0.995	0.001	2.348	Mus musculus adult male pituitary gland cDNA, RIKEN full-length enriched library, clone:5330426P16 product:hypothetical protein, full insert sequence [AK019912]	chr16:50505578-50505519	0.999	-0.688	0.777	-0.686
A_52_P654130	ornithine decarboxylase antizyme 2	Oaz2	NM_010952	Mm.116749	18247	ENSMUST00000046490	12.002	0.788	1	0.001	2.331	Mus musculus ornithine decarboxylase antizyme 2 (Oaz2), mRNA [NM_010952]	chr9:65719427-65719486	0.683	-0.843	0.972	-0.655
A_52_P479051	keratin associated protein 6-1	Krtap6-1	NM_010672	Mm.6973	16700	ENSMUST00000089105	7.011	0.787	0.318	0	3.629	Mus musculus keratin associated protein 6-1 (Krtap6-1), mRNA [NM_010672]	chr16:89081790-89081861	0.683	-0.775	0.775	-0.914
A_52_P670005	RIKEN cDNA D330017J20 gene	D330017J20Rik	NM_177204	Mm.56097	320609	ENSMUST00000046028	6.62	0.786	1	0.001	1.403	Mus musculus RIKEN cDNA D330017J20 gene (D330017J20Rik), transcript variant 1, mRNA [NM_177204]	chr6:29889505-29889564	0.608	-1.038	0.799	-0.697
A_51_P302358	lymphotoxin B	Ltb	NM_008518	Mm.1715	16994	ENSMUST00000025262	10.704	0.786	1	0.002	0.777	Mus musculus lymphotoxin B (Ltb), mRNA [NM_008518]	chr17:33292571-33292630	0.94	-0.996	0.635	-0.572
A_52_P54176	axin2	Axin2	NM_015732	Mm.71710	12006	ENSMUST00000052915	8.599	0.785	1	0.001	2.152	Mus musculus axin2 (Axin2), mRNA [NM_015732]	chr11:109059707-109059766	0.699	-1.015	0.693	-0.734
A_51_P394804	RIKEN cDNA 4930534P07 gene	4930534P07Rik	AK015971	Mm.159593	75829		6.203	0.785	1	0.002	0.617	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930534P07 product:weakly similar to PRAME-LIKE 3 [Mus musculus], full insert sequence. [AK015971]	chrX:130332373-130332314	0.843	-0.694	0.545	-1.06
A_52_P240671	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	Ddx27	BC024730	Mm.295031	228889		7.605	0.785	1	0.002	0.609	Mus musculus DEAD (Asp-Glu-Ala-Asp) box polypeptide 27, mRNA (cDNA clone MGC:36661 IMAGE:5366188), complete cds. [BC024730]	chr2:166765306-166765365	0.911	-0.971	0.783	-0.476
A_52_P640922	doublecortin domain containing 2a	Dcdc2a	AK220370	Mm.284719	195208	ENSMUST00000069614	7.464	0.784	0.712	0.001	2.725	Mus musculus mRNA for mKIAA1154 protein. [AK220370]	chr13:24571261-24571320	0.762	-0.805	0.626	-0.943
A_51_P362089	leucine rich repeat containing 3B	Lrrc3b	NM_146052	Mm.425860	218763	ENSMUST00000055211	7.004	0.784	1	0.001	1.618	Mus musculus leucine rich repeat containing 3B (Lrrc3b), mRNA [NM_146052]	chr14:13170510-13170451	0.817	-0.64	1.019	-0.659
A_51_P490148	nephronophthisis 4 (juvenile) homolog (human)	Nphp4	NM_153424	Mm.302496	260305	ENSMUST00000081393	9.177	0.783	1	0.001	1.616	Mus musculus nephronophthisis 4 (juvenile) homolog (human) (Nphp4), mRNA [NM_153424]	chr4:151552437-151552496	0.833	-0.612	1.008	-0.681
A_52_P487686	stefin A1	Stfa1	NM_001001332	Mm.425966	20861	ENSMUST00000096089	6.361	0.783	1	0.002	0.991	Mus musculus stefin A1 (Stfa1), mRNA [NM_001001332]	chr16:36030254-36030195	0.618	-1.064	0.795	-0.655
A_51_P469789	alanine-glyoxylate aminotransferase	Agxt	NM_016702	Mm.7457	11611	ENSMUST00000027491	6.758	0.783	1	0.003	0.22	Mus musculus alanine-glyoxylate aminotransferase (Agxt), mRNA [NM_016702]	chr1:93053133-93053191	0.835	-0.949	0.433	-0.914
A_51_P256533	nuclear RNA export factor 2	Nxf2	NM_031259	Mm.103155	83454	ENSMUST00000010085	6.855	0.783	1	0.003	0.136	Mus musculus nuclear RNA export factor 2 (Nxf2), mRNA [NM_031259]	chrX:129664107-129663945	0.779	-0.932	0.443	-0.979
A_52_P60353	cDNA sequence AK220484	AK220484	XM_977373	Mm.261535	381157	ENSMUST00000048977	8.069	0.782	0.317	0	3.636	PREDICTED: Mus musculus cDNA sequence AK220484, transcript variant 2 (AK220484), mRNA [XM_977373]	chr18:10769401-10769460	0.829	-0.88	0.754	-0.666
A_51_P342549	heart and neural crest derivatives expressed transcript 1	Hand1	NM_008213	Mm.4746	15110	ENSMUST00000036917	7.015	0.782	0.904	0.001	2.456	Mus musculus heart and neural crest derivatives expressed transcript 1 (Hand1), mRNA [NM_008213]	chr11:57910444-57910385	0.783	-0.935	0.595	-0.815
