Probe Set ID	Cluster Figure 1	Gene Symbol	Gene Name	RefSeq Transcript ID	Chrom . Loc.
215379_x_at	Immune	IGL@ /// IGLC1 /// IGLC2 /// IGLV2-14 /// IGLJ3	immunoglobulin lambda locus /// immunoglobulin lambda constant 1 (Mcg marker) /// immunoglobulin lambda constant 2 (Kern-Oz- marker) /// immunoglobulin lambda variable 2-14 /// immunoglobulin lambda joining 3		22q11.1-q11.2 /// 22q11.2
215121_x_at	Immune	IGL@ /// IGLC1 /// IGLC2 /// IGLV2-14	immunoglobulin lambda locus /// immunoglobulin lambda constant 1 (Mcg marker) /// immunoglobulin lambda constant 2 (Kern-Oz- marker) /// immunoglobulin lambda variable 2-14		22q11.1-q11.2 /// 22q11.2
214677_x_at	Immune	IGL@ /// IGLC1 /// IGLC2 /// IGLV2-14 /// IGLJ3	immunoglobulin lambda locus /// immunoglobulin lambda constant 1 (Mcg marker) /// immunoglobulin lambda constant 2 (Kern-Oz- marker) /// immunoglobulin lambda variable 2-14 /// immunoglobulin lambda joining 3		22q11.1-q11.2 /// 22q11.2
215946_x_at	Immune		PREDICTED: Homo sapiens similar to omega protein (LOC91353), mRNA
211635_x_at	Immune		IgM rheumatoid factor RF-TT1, variable heavy chain /// IgM rheumatoid factor RF-TT1, variable heavy chain
211634_x_at	Immune	IGHM	immunoglobulin heavy constant mu /// immunoglobulin heavy constant mu		14q32.33
216541_x_at	Immune	IGHG1 /// IGHG3 /// MGC27165	immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// hypothetical protein MGC27165		14q32.33
211640_x_at	Immune		IgM rheumatoid factor RF-TT1, variable heavy chain /// IgM rheumatoid factor RF-TT1, variable heavy chain
216560_x_at	Immune	IGLC1 /// IGLC2	Immunoglobulin lambda constant 1 (Mcg marker) /// Immunoglobulin lambda variable 3-21		22q11.2
211430_s_at	Immune	IGH@ /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM	immunoglobulin heavy locus /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 2 (G2m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// immunoglobulin heavy constant mu		14q32.33
217360_x_at	Immune	IGHA1 /// IGHG1 /// IGHG3 /// MGC27165	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// hypothetical protein MGC27165		14q32.33
215949_x_at	Immune	IGHM	immunoglobulin heavy constant mu		14q32.33
215214_at	Immune	IGLC2	Immunoglobulin lambda variable 3-21		22q11.2
216412_x_at	Immune		IgG to Puumala virus G2, light chain variable region
211649_x_at	Immune	IGHM	Immunoglobulin heavy constant mu /// Immunoglobulin heavy constant mu		14q32.33
217022_s_at	Immune	IGHA1 /// IGHA2 /// MGC27165	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant alpha 2 (A2m marker) /// hypothetical protein MGC27165		14q32.33
212592_at	Immune	IGJ	Immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides	NM_144646	4q21
221004_s_at	Immune	ITM2C	integral membrane protein 2C /// integral membrane protein 2C	NM_001012514 /// NM_001012516 /// NM_030926	2q37
220980_s_at	Immune	ADPGK	ADP-dependent glucokinase /// ADP-dependent glucokinase	NM_031284	15q24.1
204440_at	Immune	CD83	CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)	NM_004233	6p23
226435_at	Immune	PAPLN	papilin, proteoglycan-like sulfated glycoprotein	NM_173462	14q24.2
225524_at	Immune	ANTXR2	anthrax toxin receptor 2	NM_058172	4q21.21
200911_s_at	Immune	TACC1	transforming, acidic coiled-coil containing protein 1	NM_006283	8p11
226991_at	Immune	NFATC2	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	NM_012340 /// NM_173091	20q13.2-q13.3
211663_x_at	Immune	PTGDS	prostaglandin D2 synthase 21kDa (brain) /// prostaglandin D2 synthase 21kDa (brain)	NM_000954	9q34.2-q34.3
212187_x_at	Immune	PTGDS	prostaglandin D2 synthase 21kDa (brain)	NM_000954	9q34.2-q34.3
211748_x_at	Immune	PTGDS	prostaglandin D2 synthase 21kDa (brain) /// prostaglandin D2 synthase 21kDa (brain)	NM_000954	9q34.2-q34.3
228071_at	Immune	GIMAP7	GTPase, IMAP family member 7	NM_153236	7q36.1
214470_at	Immune	KLRB1	killer cell lectin-like receptor subfamily B, member 1 /// killer cell lectin-like receptor subfamily B, member 1	NM_002258	12p13
204897_at	Immune	PTGER4	prostaglandin E receptor 4 (subtype EP4)	NM_000958	5p13.1
210839_s_at	Immune	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	NM_006209	8q24.1
209392_at	Immune	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	NM_006209	8q24.1
208983_s_at	Immune	PECAM1	platelet/endothelial cell adhesion molecule (CD31 antigen)	NM_000442	17q23
208981_at	Immune	PECAM1	platelet/endothelial cell adhesion molecule (CD31 antigen)	NM_000442	17q23
208982_at	Immune	PECAM1	Platelet/endothelial cell adhesion molecule (CD31 antigen)	NM_000442	17q23
210072_at	Immune	CCL19	chemokine (C-C motif) ligand 19	NM_006274	9p13
35974_at	Immune	LRMP	lymphoid-restricted membrane protein	NM_006152	12p12.1
204674_at	Immune	LRMP	lymphoid-restricted membrane protein	NM_006152	12p12.1
208018_s_at	Immune	HCK	hemopoietic cell kinase	NM_002110	20q11-q12
203185_at	Immune	RASSF2	Ras association (RalGDS/AF-6) domain family 2	NM_014737 /// NM_170773 /// NM_170774	20pter-p12.1
216920_s_at	Immune	TRGC2 /// TRGV9 /// LOC442532 /// TARP	T cell receptor gamma constant 2 /// T cell receptor gamma variable 9 /// similar to T-cell receptor gamma chain C region PT-gamma-1/2 /// TCR gamma alternate reading frame protein	/// NM_001003799 /// NM_001003806 /// XM_499277	7p15 /// 7p15-p14
211144_x_at	Immune	TRGC2	T cell receptor gamma constant 2		7p15
215806_x_at	Immune	TRGC2 /// TRGV9 /// LOC442532 /// TARP	T cell receptor gamma constant 2 /// T cell receptor gamma variable 9 /// similar to T-cell receptor gamma chain C region PT-gamma-1/2 /// TCR gamma alternate reading frame protein	/// NM_001003799 /// NM_001003806 /// XM_499277	7p15 /// 7p15-p14
209813_x_at	Immune	TRGC2 /// TRGV9 /// LOC442532 /// TARP	T cell receptor gamma constant 2 /// T cell receptor gamma constant 2 /// T cell receptor gamma variable 9 /// T cell receptor gamma variable 9 /// similar to T-cell receptor gamma chain C region PT-gamma-1/2 /// similar to T-cell receptor gamma chain C region PT-gamma-1/2 /// TCR gamma alternate reading frame protein /// TCR gamma alternate reading frame protein	/// NM_001003799 /// NM_001003806 /// XM_499277	7p15 /// 7p15-p14
229670_at	Immune		5.5 kb mRNA upregulated in retinoic acid treated HL-60 neutrophilic cells.
225763_at	Immune	MK2S4	protein kinase substrate MK2S4	NM_052862	1q22-q24
208829_at	Immune	TAPBP	TAP binding protein (tapasin)	NM_003190 /// NM_172208 /// NM_172209	6p21.3
204769_s_at	Immune	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	NM_000544 /// NM_018833	6p21.3
226789_at	Immune		CDNA FLJ46881 fis, clone UTERU3015647, moderately  similar to Embigin precursor
227607_at	Immune	AMSH-LP	associated molecule with the SH3 domain of STAM (AMSH) like protein	NM_020799	10q23.31
206687_s_at	Immune	PTPN6	protein tyrosine phosphatase, non-receptor type 6	NM_002831 /// NM_080548 /// NM_080549	12p13
208966_x_at	Immune	IFI16	interferon, gamma-inducible protein 16	NM_005531	1q22
206332_s_at	Immune	IFI16	interferon, gamma-inducible protein 16	NM_005531	1q22
208965_s_at	Immune	IFI16	interferon, gamma-inducible protein 16	NM_005531	1q22
219684_at	Immune	IFRG28	28kD interferon responsive protein	NM_022147	3q27.3
224583_at	Immune	COTL1	coactosin-like 1 (Dictyostelium)	NM_021149	16q24.1
221059_s_at	Immune	COTL1	coactosin-like 1 (Dictyostelium)	NM_021149	16q24.1
209765_at	Immune	ADAM19	a disintegrin and metalloproteinase domain 19 (meltrin beta)	NM_023038 /// NM_033274	5q32-q33
210260_s_at	Immune	TNFAIP8	tumor necrosis factor, alpha-induced protein 8	NM_014350	5q23.1
208296_x_at	Immune	TNFAIP8	tumor necrosis factor, alpha-induced protein 8	NM_014350	5q23.1
209846_s_at	Immune	BTN3A2	butyrophilin, subfamily 3, member A2	NM_007047	6p22.1
204774_at	Immune	EVI2A	ecotropic viral integration site 2A	NM_001003927 /// NM_014210	17q11.2
206134_at	Immune	ADAMDEC1	ADAM-like, decysin 1	NM_014479	8p21.2
204446_s_at	Immune	ALOX5	arachidonate 5-lipoxygenase	NM_000698	10q11.2
204174_at	Immune	ALOX5AP	arachidonate 5-lipoxygenase-activating protein	NM_001629	13q12
230110_at	Immune	MCOLN2	mucolipin 2	NM_153259	1p22
230489_at	Immune	CD5	CD5 antigen (p56-62)	NM_014207	11q13
206485_at	Immune	CD5	CD5 antigen (p56-62)	NM_014207	11q13
38964_r_at	Immune	WAS	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	NM_000377	Xp11.4-p11.21
203523_at	Immune	LSP1	lymphocyte-specific protein 1	NM_001013253 /// NM_001013254 /// NM_001013255 /// NM_002339	11p15.5
212314_at	Immune	KIAA0746	KIAA0746 protein	NM_015187	4p15.2
212311_at	Immune	KIAA0746	KIAA0746 protein	NM_015187	4p15.2
226218_at	Immune	IL7R	Interleukin 7 receptor	NM_002185	5p13
205798_at	Immune	IL7R	interleukin 7 receptor /// interleukin 7 receptor	NM_002185	5p13
202524_s_at	Immune	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	NM_014767	10pter-q25.3
44790_s_at	Immune	C13orf18	chromosome 13 open reading frame 18	NM_025113	13q14.13
219471_at	Immune	C13orf18	chromosome 13 open reading frame 18	NM_025113	13q14.13
205039_s_at	Immune	ZNFN1A1	zinc finger protein, subfamily 1A, 1 (Ikaros)	NM_006060	7p13-p11.1
205242_at	Immune	CXCL13	chemokine (C-X-C motif) ligand 13 (B-cell chemoattractant)	NM_006419	4q21
219836_at	Immune	ZBED2	zinc finger, BED domain containing 2	NM_024508	3q13.13
206513_at	Immune	AIM2	absent in melanoma 2	NM_004833	1q22
1555852_at	Immune
212587_s_at	Immune	PTPRC	protein tyrosine phosphatase, receptor type, C	NM_002838 /// NM_080921 /// NM_080922 /// NM_080923	1q31-q32
203760_s_at	Immune	SLA	Src-like-adaptor /// Src-like-adaptor	NM_006748	8q22.3-qter|8q24
205988_at	Immune	CD84	CD84 antigen (leukocyte antigen)	NM_003874	1q24
211795_s_at	Immune	FYB	FYN binding protein (FYB-120/130)	NM_001465 /// NM_199335	5p13.1
203528_at	Immune	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	NM_006378	9q22-q31
223322_at	Immune	RASSF5	Ras association (RalGDS/AF-6) domain family 5	NM_031437 /// NM_182663 /// NM_182664 /// NM_182665	1q32.1
203761_at	Immune	SLA	Src-like-adaptor /// Src-like-adaptor	NM_006748	8q22.3-qter|8q24
204563_at	Immune	SELL	selectin L (lymphocyte adhesion molecule 1)	NM_000655	1q23-q25
216250_s_at	Immune	LPXN	leupaxin	NM_004811	11q12.1
203471_s_at	Immune	PLEK	pleckstrin	NM_002664	2p13.3
205270_s_at	Immune	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	NM_005565	5q33.1-qter
205269_at	Immune	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	NM_005565	5q33.1-qter
203923_s_at	Immune	CYBB	cytochrome b-245, beta polypeptide (chronic granulomatous disease)	NM_000397	Xp21.1
203922_s_at	Immune	CYBB	cytochrome b-245, beta polypeptide (chronic granulomatous disease)	NM_000397	Xp21.1
204588_s_at	Immune	SLC7A7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	NM_003982	14q11.2
203416_at	Immune	CD53	CD53 antigen	NM_000560	1p13
230391_at	Immune		Transcribed locus
227266_s_at	Immune	FYB	FYN binding protein (FYB-120/130)	NM_001465 /// NM_199335	5p13.1
211742_s_at	Immune	EVI2B	ecotropic viral integration site 2B /// ecotropic viral integration site 2B	NM_006495	17q11.2
212588_at	Immune	PTPRC	protein tyrosine phosphatase, receptor type, C	NM_002838 /// NM_080921 /// NM_080922 /// NM_080923	1q31-q32
207238_s_at	Immune	PTPRC	protein tyrosine phosphatase, receptor type, C	NM_002838 /// NM_080921 /// NM_080922 /// NM_080923	1q31-q32
229937_x_at	Immune	LILRB1	Leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	NM_006669	19q13.4
202803_s_at	Immune	ITGB2	integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)	NM_000211	21q22.3
1555349_a_at	Immune	ITGB2	integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)	NM_000211	21q22.3
201721_s_at	Immune	LAPTM5	lysosomal associated multispanning membrane protein 5	NM_006762	1p34
201720_s_at	Immune	LAPTM5	lysosomal associated multispanning membrane protein 5	NM_006762	1p34
226219_at	Immune	LOC257106	hypothetical protein LOC257106	NM_181720	1q23.3
205291_at	Immune	IL2RB	interleukin 2 receptor, beta /// interleukin 2 receptor, beta	NM_000878	22q13|22q13.1
204116_at	Immune	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)	NM_000206	Xq13.1
210972_x_at	Immune	TRA@ /// TRAC	T cell receptor alpha locus /// T cell receptor alpha constant		14q11.2 /// 14q11
209671_x_at	Immune	TRA@ /// TRAC	T cell receptor alpha locus /// T cell receptor alpha locus /// T cell receptor alpha constant /// T cell receptor alpha constant		14q11.2 /// 14q11
211902_x_at	Immune	TRA@	T cell receptor alpha locus		14q11.2
211339_s_at	Immune	ITK	IL2-inducible T-cell kinase	NM_005546	5q31-q32
205831_at	Immune	CD2	CD2 antigen (p50), sheep red blood cell receptor /// CD2 antigen (p50), sheep red blood cell receptor	NM_001767	1p13
209670_at	Immune	TRAC	T cell receptor alpha constant /// T cell receptor alpha constant		14q11
204891_s_at	Immune	LCK	lymphocyte-specific protein tyrosine kinase	NM_005356	1p34.3
211796_s_at	Immune	TRBC1	T cell receptor beta constant 1		7q34
213193_x_at	Immune	TRBC1	T cell receptor beta constant 1 /// T cell receptor beta constant 1		7q34
210915_x_at	Immune	TRBC1	T cell receptor beta constant 1		7q34
206991_s_at	Immune	CCR5	chemokine (C-C motif) receptor 5	NM_000579	3p21
228532_at	Immune	MGC24133	hypothetical protein MGC24133	NM_174896	1p13.2
202957_at	Immune	HCLS1	hematopoietic cell-specific Lyn substrate 1	NM_005335	3q13
226841_at	Immune	MPEG1	macrophage expressed gene 1	XM_166227	11q12.1
226818_at	Immune	MPEG1	macrophage expressed gene 1	XM_166227	11q12.1
204205_at	Immune	APOBEC3G	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G	NM_021822	22q13.1-q13.2
207419_s_at	Immune	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	NM_002872	22q13.1
229723_at	Immune	TAGAP	T-cell activation GTPase activating protein	NM_054114 /// NM_138810 /// NM_152133	6q25.3
227677_at	Immune	JAK3	Janus kinase 3 (a protein tyrosine kinase, leukocyte)	NM_000215	19p13.1
221969_at	Immune	PAX5	Paired box gene 5 (B-cell lineage specific activator)	NM_016734	9p13
243810_at	Immune		Transcribed locus
215565_at	Immune	DTNB	dystrobrevin, beta	NM_021907 /// NM_033147 /// NM_033148 /// NM_183360 /// NM_183361	2p24
231647_s_at	Immune	FCRL5	Fc receptor-like 5	NM_031281	1q21
205901_at	Immune	PNOC	prepronociceptin	NM_006228	8p21
204269_at	Immune	PIM2	pim-2 oncogene	NM_006875	Xp11.23
222838_at	Immune	SLAMF7	SLAM family member 7	NM_021181	1q23.1-q24.1
205692_s_at	Immune	CD38	CD38 antigen (p45)	NM_001775	4p15
227189_at	Immune	CPNE5	copine V	NM_020939	6p21.1
207734_at	Immune	LAX	hypothetical protein FLJ20340	NM_017773	1q32.1
237625_s_at	Immune		Anti-HIV-1 gp120 V3 loop antibody DO142-10 light chain variable region
230128_at	Immune	IGLC2	Immunoglobulin lambda variable 3-21		22q11.2
224404_s_at	Immune	FCRL5	Fc receptor-like 5 /// Fc receptor-like 5	NM_031281	1q21
204562_at	Immune	IRF4	interferon regulatory factor 4	NM_002460	6p25-p23
224406_s_at	Immune	FCRL5	Fc receptor-like 5 /// Fc receptor-like 5	NM_031281	1q21
205049_s_at	Immune	CD79A	CD79A antigen (immunoglobulin-associated alpha) /// CD79A antigen (immunoglobulin-associated alpha)	NM_001783 /// NM_021601	19q13.2
1555779_a_at	Immune	CD79A	CD79A antigen (immunoglobulin-associated alpha)	NM_001783 /// NM_021601	19q13.2
205267_at	Immune	POU2AF1	POU domain, class 2, associating factor 1	NM_006235	11q23.1
220423_at	Immune	PLA2G2D	phospholipase A2, group IID	NM_012400	1p36.12
209827_s_at	Immune	IL16	interleukin 16 (lymphocyte chemoattractant factor)	NM_004513 /// NM_172217	15q26.3
214339_s_at	Immune	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	NM_007181	19q13.1-q13.4
214219_x_at	Immune	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	NM_007181	19q13.1-q13.4
206296_x_at	Immune	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	NM_007181	19q13.1-q13.4
220059_at	Immune	BRDG1	BCR downstream signaling 1	NM_012108	4q13.2
212873_at	Immune	HA-1	minor histocompatibility antigen HA-1	NM_012292	19p13.3
1559263_s_at	Immune	FLJ46041	FLJ46041 protein	XM_291154	6q25.1
236301_at	Immune		Full length insert cDNA clone YY82H04
227030_at	Immune		Putative ORB3 gene, 5
225701_at	Immune	AKNA	AT-hook transcription factor	NM_030767	9q32
205504_at	Immune	BTK	Bruton agammaglobulinemia tyrosine kinase	NM_000061	Xq21.33-q22
229686_at	Immune	P2RY8	purinergic receptor P2Y, G-protein coupled, 8	NM_178129	Xp22.33; Yp11.3
1553906_s_at	Immune	FGD2	FYVE, RhoGEF and PH domain containing 2	NM_173558	6p21.2
227346_at	Immune	ZNFN1A1	Zinc finger protein, subfamily 1A, 1 (Ikaros)	NM_006060	7p13-p11.1
206150_at	Immune	TNFRSF7	tumor necrosis factor receptor superfamily, member 7 /// tumor necrosis factor receptor superfamily, member 7	NM_001242	12p13
204912_at	Immune	IL10RA	interleukin 10 receptor, alpha	NM_001558	11q23
38149_at	Immune	ARHGAP25	Rho GTPase activating protein 25	NM_001007231 /// NM_014882	2p13.3
204882_at	Immune	ARHGAP25	Rho GTPase activating protein 25	NM_001007231 /// NM_014882	2p13.3
204192_at	Immune	CD37	CD37 antigen	NM_001774	19p13-q13.4
204923_at	Immune	CXorf9	chromosome X open reading frame 9	NM_018990	Xq26
205213_at	Immune	CENTB1	centaurin, beta 1	NM_014716	17p13.1
232543_x_at	Immune	ARHGAP9	Rho GTPase activating protein 9	NM_032496	12q14
224451_x_at	Immune	ARHGAP9	Rho GTPase activating protein 9 /// Rho GTPase activating protein 9	NM_032496	12q14
228258_at	Immune	TBC1D10C	TBC1 domain family, member 10C	NM_198517	11q13.2
204960_at	Immune	PTPRCAP	protein tyrosine phosphatase, receptor type, C-associated protein	NM_005608	11q13.3
213603_s_at	Immune	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	NM_002872	22q13.1
209083_at	Immune	CORO1A	coronin, actin binding protein, 1A	NM_007074	16p11.2
1552497_a_at	Immune	SLAMF6	SLAM family member 6	NM_052931	1q23.2-q23.3
210279_at	Immune	GPR18	G protein-coupled receptor 18	NM_005292	13q32
207777_s_at	Immune	SP140	SP140 nuclear body protein	NM_001005176 /// NM_007237	2q37.1
227344_at	Immune	ZNFN1A1	Zinc finger protein, subfamily 1A, 1 (Ikaros)	NM_006060	7p13-p11.1
209685_s_at	Immune	PRKCB1	protein kinase C, beta 1	NM_002738 /// NM_212535	16p11.2
207957_s_at	Immune	PRKCB1	Protein kinase C, beta 1	NM_002738 /// NM_212535	16p11.2
203332_s_at	Immune	INPP5D	inositol polyphosphate-5-phosphatase, 145kDa	NM_005541	2q36-q37
220577_at	Immune	GVIN1	GTPase, very large interferon inducible 1	XM_495863	11p15.4
1554240_a_at	Immune	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	NM_002209	16p11.2
229597_s_at	Immune	WDFY4	WDFY family member 4		10q11.23
204057_at	Immune	IRF8	interferon regulatory factor 8 /// interferon regulatory factor 8	NM_002163	16q24.1
227353_at	Immune
228599_at	Immune	MS4A1	Membrane-spanning 4-domains, subfamily A, member 1	NM_021950 /// NM_152866 /// NM_152867	11q12
228592_at	Immune	MS4A1	Membrane-spanning 4-domains, subfamily A, member 1	NM_021950 /// NM_152866 /// NM_152867	11q12
217418_x_at	Immune	MS4A1	membrane-spanning 4-domains, subfamily A, member 1	NM_021950 /// NM_152866 /// NM_152867	11q12
210356_x_at	Immune	MS4A1	membrane-spanning 4-domains, subfamily A, member 1	NM_021950 /// NM_152866 /// NM_152867	11q12
212827_at	Immune	IGHM	immunoglobulin heavy constant mu /// immunoglobulin heavy constant mu		14q32.33
206398_s_at	Immune	CD19	CD19 antigen	NM_001770	16p11.2
227817_at	Immune	PRKCB1	Protein kinase C, beta 1	NM_002738 /// NM_212535	16p11.2
231093_at	Immune	FCRH3	Fc receptor-like protein 3	NM_052939	1q21-q22
244061_at	Immune	ARHGAP15	Rho GTPase activating protein 15	NM_018460	2q22.3
240265_at	Immune	T3JAM	TRAF3-interacting Jun N-terminal kinase (JNK)-activating modulator	NM_025228	1q32.3-q41
1557632_at	Immune		CDNA FLJ40660 fis, clone THYMU2019686
1560706_at	Immune		MRNA; cDNA DKFZp667N1617 (from clone DKFZp667N1617)
1563473_at	Immune	PPP1R16B	Protein phosphatase 1, regulatory (inhibitor) subunit 16B	NM_015568	20q11.23
