Chromosome	TCM score	Gene Symbol	Title	ProbeSet Affymetrix HG-U133A&B	Cytoband	Position (kb)
13	3.991	THSD1	thrombospondin, type I, domain 1	219477_s_at	13q14.3	50749
13	3.889	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	228045_at	13q14.3	51072
13	3.42	UCHL3	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	204616_at	13q22.2	73938
13	3.401	TPP2	tripeptidyl peptidase II	203374_s_at	13q33.1	101024
13	3.691	LIG4	ligase IV, DNA, ATP-dependent	227766_at	13q33.3	106557
13	4.456	FLJ10769	hypothetical protein FLJ10769	217940_s_at	13q34	108989
13	3.984	FLJ12118	hypothetical protein FLJ12118	218153_at	13q34	108991
13	3.822	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	229642_at	13q34	109643
13	4.23	TUBGCP3	tubulin, gamma complex associated protein 3	203690_at	13q34	111087
13	3.959	MCF2L	MCF.2 cell line derived transforming sequence-like	35147_at	13q34	111700
13	4.049	FLJ11305	hypothetical protein FLJ11305	225149_at	13q34	111780
13	4.943	LAMP1	lysosomal-associated membrane protein 1	201552_at	13q34	111925
13	3.884	GRTP1	growth hormone regulated TBC protein 1	229377_at	13q34	111926
14	3.705	DAD1	defender against cell death 1	200046_at	14q11.2	21024
14	3.709	ABHD4	abhydrolase domain containing 4	218581_at	14q11.2	21070
14	4.811	OXA1L	oxidase (cytochrome c) assembly 1-like	208717_at	14q11.2	21230
14	5.05	LRP10	low density lipoprotein receptor-related protein 10	201412_at	14q11.2	21336
14	3.531	FLJ38964	hypothetical protein FLJ38964	235699_at	14q11.2	21346
14	4.312	RNPC4	RNA-binding region (RNP1, RRM) containing 4	219816_s_at	14q11.2	21360
14	5.517	SKB1	SKB1 homolog (S. pombe)	217786_at	14q11.2	21380
14	3.872	C14orf94	chromosome 14 open reading frame 94	218383_at	14q11.2	21405
14	4.879	PSMB5	proteasome (prosome, macropain) subunit, beta type, 5 /// proteasome (prosome, macropain) subunit, beta type, 5	208799_at	14q11.2	21485
14	5.106	ACINUS	apoptotic chromatin condensation inducer in the nucleus	201715_s_at	14q11.2	21517
14	3.581	C14orf119	chromosome 14 open reading frame 119	223060_at	14q11.2	21557
14	3.565	PABPN1	poly(A) binding protein, nuclear 1	213046_at	14q11.2	21784
14	3.615	RUVBL1	RuvB-like 1 (E. coli)	201613_s_at	14q11.2	22019
14	4.938	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	202847_at	14q11.2	22562
14	4.298	WDR23	WD repeat domain 23	201886_at	14q11.2	22582
14	4.991	PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	200814_at	14q11.2	22597
14	4.688	C14orf122	chromosome 14 open reading frame 122	219203_at	14q11.2	22598
14	6.195	PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	201762_s_at	14q11.2	22602
14	5.068	ISGF3G	interferon-stimulated transcription factor 3, gamma 48kDa	203882_at	14q11.2	22625
14	3.918	REC8L1	REC8-like 1 (yeast)	218599_at	14q11.2	22638
14	5.459	IPO4	importin 4	218305_at	14q11.2	22639
14	5.965	TM9SF1	transmembrane 9 superfamily member 1	209150_s_at	14q11.2	22648
14	4.615	C14orf123	chromosome 14 open reading frame 123	218572_at	14q11.2	22669
14	5.415	MGC5987	hypothetical protein MGC5987	228763_at	14q11.2	22673
14	4.703	NEDD8	neural precursor cell expressed, developmentally down-regulated 8	201840_at	14q11.2	22676
14	4.459	GMPR2	guanosine monophosphate reductase 2	217990_at	14q11.2	22697
14	4.17	C14orf125	chromosome 14 open reading frame 125	226510_at	14q12	29751
14	3.865	ARHGAP5	Rho GTPase activating protein 5	217936_at	14q12	30616
14	4.151	C14orf147	chromosome 14 open reading frame 147	213508_at	14q13.1	32892
14	5.084	C14orf11	chromosome 14 open reading frame 11	202623_at	14q13.1	32975
14	3.567	SNX6	sorting nexin 6	217789_at	14q13.1	33000
14	4.398	BAZ1A	bromodomain adjacent to zinc finger domain, 1A	217986_s_at	14q13.2	33212
14	4.435	SRP54	signal recognition particle 54kDa	203605_at	14q13.2	33488
14	4.401	C14orf24	chromosome 14 open reading frame 24	227029_at	14q13.2	33542
14	5.427	KIAA0391	KIAA0391	202713_s_at	14q13.2	33732
14	5.33	PSMA6	proteasome (prosome, macropain) subunit, alpha type, 6	208805_at	14q13.2	33770
14	4.081	BRMS1L	breast cancer metastasis-suppressor 1-like	226580_at	14q13.3	34330
14	3.484	SIP1	survival of motor neuron protein interacting protein 1	205063_at	14q21.1	37595
14	4.628	TRAPPC6B	trafficking protein particle complex 6B	225537_at	14q21.1	37607
14	3.464	PNN	pinin, desmosome associated protein	212037_at	14q21.1	37641
14	3.845	C14orf28	chromosome 14 open reading frame 28	235369_at	14q21.2	43365
14	3.927	BTBD5	BTB (POZ) domain containing 5	235727_at	14q21.2	43388
14	4.198	KIAA0423	KIAA0423	213304_at	14q21.2	43533
14	4.245	PRPF39	PRP39 pre-mRNA processing factor 39 homolog (yeast)	220553_s_at	14q21.2	43574
14	4.469	C14orf106	chromosome 14 open reading frame 106	226630_at	14q21.2	43663
14	5.117	RPS29	ribosomal protein S29	201094_at	14q21.3	48040
14	5.223	PPIL5	peptidylprolyl isomerase (cyclophilin) like 5	235113_at	14q21.3	48064
14	6.379	RPL36AL	ribosomal protein L36a-like	207585_s_at	14q21.3	48075
14	5.529	C14orf104	chromosome 14 open reading frame 104	219166_at	14q21.3	48081
14	4.447	POLE2	polymerase (DNA directed), epsilon 2 (p59 subunit)	205909_at	14q21.3	48107
14	4.261	KLHDC2	kelch domain containing 2	217906_at	14q21.3	48236
14	4.631	SDCCAG1	serologically defined colon cancer antigen 1	218649_x_at	14q21.3	48240
14	5.257	ARF6	ADP-ribosylation factor 6	224788_at	14q21.3	48353
14	4.894	C14orf138	chromosome 14 open reading frame 138	212870_at	14q21.3	48573
14	3.697	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	203552_at	14q21.3	48875
14	3.883	SAV1	salvador homolog 1 (Drosophila)	222573_s_at	14q22.1	49091
14	4.409	NIN	ninein (GSK3B interacting protein)	225921_at	14q22.1	49176
14	3.819	TXNDC	thioredoxin domain containing	209476_at	14q22.1	49712
14	4.775	C14orf166	chromosome 14 open reading frame 166	217768_at	14q22.1	50456
14	3.591	NID2	nidogen 2 (osteonidogen)	204114_at	14q22.1	50461
14	4.184	KIAA1344	KIAA1344	226747_at	14q22.1	50887
14	3.92	DKFZp762F0713	hypothetical protein DKFZp762F0713	242592_at	14q22.1	51093
14	4.95	ERO1L	ERO1-like (S. cerevisiae)	225750_at	14q22.1	51096
14	5.497	PSMC6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	201699_at	14q22.1	51177
14	5.479	STYX	serine/threonine/tyrosine interacting protein	244030_at	14q22.1	51229
14	5.361	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	225853_at	14q22.1	51231
14	3.573	DDHD1	DDHD domain containing 1	225965_at	14q22.1	51503
14	4.637	CDKN3	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)	209714_s_at	14q22.2	52858
14	6.595	CNIH	cornichon homolog (Drosophila)	201653_at	14q22.2	52883
14	6.082	GMFB	glia maturation factor, beta	202544_at	14q22.2	52931
14	4.028	CGRRF1	cell growth regulator with ring finger domain 1	204605_at	14q22.2	52994
14	3.994	GCH1	GTP cyclohydrolase 1 (dopa-responsive dystonia)	204224_s_at	14q22.2	53298
14	5.469	SOCS7	suppressor of cytokine signaling 7	226178_at	14q22.3	53505
14	3.887	C14orf32	chromosome 14 open reading frame 32	212643_at	14q22.3	53522
14	3.411	DLG7	discs, large homolog 7 (Drosophila)	203764_at	14q22.3	53604
14	5.767	FBXO34	F-box only protein 34	218539_at	14q22.3	53809
14	4.087	KTN1	kinectin 1 (kinesin receptor)	214709_s_at	14q22.3	54136
14	4.041	C14orf101	chromosome 14 open reading frame 101	225675_at	14q22.3	55105
14	5.659	SEC10L1	SEC10-like 1 (S. cerevisiae)	225084_at	14q22.3	55663
14	5.255	C14orf108	chromosome 14 open reading frame 108	222531_s_at	14q22.3	55745
14	5.38	C14orf35	chromosome 14 open reading frame 35	225679_at	14q22.3	55869
14	4.748	ACTR10	actin-related protein 10 homolog (S. cerevisiae)	222230_s_at	14q23.1	56688
14	5.015	RBBP1	retinoblastoma binding protein 1	230141_at	14q23.1	56829
14	3.783	TIMM9	translocase of inner mitochondrial membrane 9 homolog (yeast)	218316_at	14q23.1	56865
14	4.697	DAAM1	dishevelled associated activator of morphogenesis 1	226666_at	14q23.1	57827
14	5.498	C14orf100	chromosome 14 open reading frame 100	223547_at	14q23.1	57961
14	4.952	PPM1A	protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform	227728_at	14q23.1	58755
14	4.129	MNAT1	menage a trois 1 (CAK assembly factor)	203565_s_at	14q23.1	59336
14	4.132	KIAA1393	KIAA1393	227653_at	14q23.1	59431
14	3.418	LOC161291	hypothetical protein LOC161291	213285_at	14q23.1	59734
14	3.412	SNAPC1	small nuclear RNA activating complex, polypeptide 1, 43kDa	205443_at	14q23.2	60234
14	4.24	PPP2R5E	protein phosphatase 2, regulatory subunit B (B56), epsilon isoform	229322_at	14q23.2	61830
14	3.78	SGPP1	sphingosine-1-phosphate phosphatase 1	223391_at	14q23.2	62141
14	3.536	C14orf52	chromosome 14 open reading frame 52	223210_at	14q23.3	63382
14	3.604	GPHN	gephyrin	223319_at	14q23.3	65637
14	4.836	MPP5	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	226092_at	14q23.3	65792
14	3.946	ATP6V1D	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D	208898_at	14q23.3	65794
14	3.975	EIF2S1	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa	201142_at	14q23.3	65842
14	3.719	FLJ33387	hypothetical protein FLJ33387	227544_at	14q24.1	65927
14	4.137	PIGH	phosphatidylinositol glycan, class H	209625_at	14q24.1	66046
14	5.393	ARG2	arginase, type II	225926_at	14q24.1	66103
14	5.104	VTI1B	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)	225928_at	14q24.1	66104
14	4.282	RDH11	retinol dehydrogenase 11 (all-trans and 9-cis)	217776_at	14q24.1	66133
14	4.851	WDR22	WD repeat domain 22	224703_at	14q24.1	67510
14	4.341	SLC39A9	solute carrier family 39 (zinc transporter), member 9	222445_at	14q24.1	67918
14	3.653	SYNJ2BP	synaptojanin 2 binding protein	235722_at	14q24.2	68826
14	4.709	PSEN1	presenilin 1 (Alzheimer disease 3)	226577_at	14q24.2	71679
14	3.587	C14orf169	chromosome 14 open reading frame 169	219526_at	14q24.3	71949
14	3.927	ZAP128	peroxisomal long-chain acyl-coA thioesterase	202982_s_at	14q24.3	71999
14	4.476	PTE2B	peroxisomal acyl-CoA thioesterase 2B	229534_at	14q24.3	72051
14	6.622	C14orf168	chromosome 14 open reading frame 168	226309_at	14q24.3	72158
14	5.505	PNMA1	paraneoplastic antigen MA1	218224_at	14q24.3	72168
14	5.123	C14orf43	chromosome 14 open reading frame 43	225980_at	14q24.3	72171
14	4.284	ZADH1	zinc binding alcohol dehydrogenase, domain containing 1	230774_at	14q24.3	72340
14	5.386	ZNF410	zinc finger protein 410	209944_at	14q24.3	72388
14	4.416	C14orf44	chromosome 14 open reading frame 44	235378_at	14q24.3	72389
14	5.201	COQ6	coenzyme Q6 homolog (yeast)	226594_at	14q24.3	72420
14	4.889	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	204290_s_at	14q24.3	72517
14	4.401	C14orf45	chromosome 14 open reading frame 45	220173_at	14q24.3	72522
14	4.304	ABCD4	ATP-binding cassette, sub-family D (ALD), member 4	203981_s_at	14q24.3	72742
14	3.56	HBLD1	HESB like domain containing 1	226007_at	14q24.3	72951
14	3.415	DLST	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	215210_s_at	14q24.3	73359
14	3.526	EIF2B2	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa	202461_at	14q24.3	73465
14	4.595	NEK9	NIMA (never in mitosis gene a)- related kinase 9	212299_at	14q24.3	73538
14	3.421	TMP21	transmembrane trafficking protein	200929_at	14q24.3	73591
14	3.418	FOS	v-fos FBJ murine osteosarcoma viral oncogene homolog	209189_at	14q24.3	73738
14	4.482	KIAA0998	KIAA0998	214672_at	14q24.3	74410
14	3.799	MGC16028	MGC16028 similar to RIKEN cDNA 1700019E19 gene	226195_at	14q24.3	74538
14	4.107	KIAA0759	KIAA0759	213099_at	14q24.3	75243
14	3.983	KIAA1737	KIAA1737	225623_at	14q24.3	75573
14	3.793	C14orf171	chromosome 14 open reading frame 171	227733_at	14q24.3	75715
14	3.755	POMT2	protein-O-mannosyltransferase 2	225560_at	14q24.3	75731
14	3.525	GSTZ1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	209531_at	14q24.3	75786
14	6.373	LOC283578	hypothetical protein LOC283578	225343_at	14q24.3	75791
14	3.387	C14orf133	chromosome 14 open reading frame 133	218431_at	14q24.3	75883
14	4.147	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	201491_at	14q24.3	75922
14	5.063	SPTLC2	serine palmitoyltransferase, long chain base subunit 2	225095_at	14q24.3	75962
14	5.15	ALKBH	alkB, alkylation repair homolog (E. coli)	205621_at	14q24.3	76129
14	4.568	DC50	hypothetical protein DC50 /// hypothetical protein DC50	221434_s_at	14q24.3	76164
14	6.346	SNW1	SKI-interacting protein	201575_at	14q24.3	76174
14	4.286	ADCK1	aarF domain containing kinase 1	227482_at	14q24.3	76389
14	4.234	GTF2A1	general transcription factor IIA, 1, 19/37kDa	225433_at	14q31.1	79632
14	4.096	SEL1L	sel-1 suppressor of lin-12-like (C. elegans)	230265_at	14q31.1	79930
14	4.481	GALC	galactosylceramidase (Krabbe disease)	204417_at	14q31.3	86389
14	3.59	SPATA7	spermatogenesis associated 7	234929_s_at	14q31.3	86885
14	4.429	FLJ11806	nuclear protein UKp68	213064_at	14q32.11	87068
14	3.465	TTC8	tetratricopeptide repeat domain 8	226120_at	14q32.11	87333
14	3.658	TRIP11	thyroid hormone receptor interactor 11	236160_at	14q32.12	90424
14	4.643	NDUFB1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa	206790_s_at	14q32.12	90572
14	4.402	CPSF2	cleavage and polyadenylation specific factor 2, 100kDa	225994_at	14q32.12	90618
14	5.579	GOLGA5	golgi autoantigen, golgin subfamily a, 5	218241_at	14q32.12	91295
14	4.436	MOAP1	modulator of apoptosis 1	212508_at	14q32.12	91638
14	4.675	C14orf109	chromosome 14 open reading frame 109	213246_at	14q32.12	91642
14	4.165	C14orf142	chromosome 14 open reading frame 142	223273_at	14q32.12	91659
14	4.011	C14orf130	chromosome 14 open reading frame 130	218108_at	14q32.12	91685
14	3.654	PAPOLA	poly(A) polymerase alpha	212718_at	14q32.2	95022
14	3.484	HSPCA	heat shock 90kDa protein 1, alpha	211969_at	14q32.32	100541
14	4.901	RCOR	REST corepressor	212612_at	14q32.32	101186
14	5.151	TRAF3	TNF receptor-associated factor 3	221571_at	14q32.32	101367
14	5.305	CDC42BPB	CDC42 binding protein kinase beta (DMPK-like)	217849_s_at	14q32.32	101388
14	4.909	EIF5	eukaryotic translation initiation factor 5	241843_at	14q32.32	101794
14	6.149	MARK3	MAP/microtubule affinity-regulating kinase 3	202568_s_at	14q32.32	101948
14	3.526	CKB	creatine kinase, brain	200884_at	14q32.32	101976
14	5.458	BAG5	BCL2-associated athanogene 5	202985_s_at	14q32.32	102013
14	3.666	MGC2562	hypothetical protein MGC2562	225948_at	14q32.32	102028
14	4.585	KNS2	kinesin 2 60/70kDa	212877_at	14q32.33	102142
14	4.054	XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3	226579_at	14q32.33	102152
14	4.773	ZFYVE21	zinc finger, FYVE domain containing 21 /// zinc finger, FYVE domain containing 21	224445_s_at	14q32.33	102189
14	3.841	C14orf2	chromosome 14 open reading frame 2	242858_at	14q32.33	102373
14	3.797	AKT1	v-akt murine thymoma viral oncogene homolog 1	207163_s_at	14q32.33	103207
14	3.71	NUDT14	nudix (nucleoside diphosphate linked moiety X)-type motif 14	231914_at	14q32.33	103611
14	4.492	BTBD6	BTB (POZ) domain containing 6	225389_at	14q32.33	103688
14	3.418	KIAA0602	KIAA0602 protein	212778_at	14q32.33	103832
14	4.065	MTA1	metastasis associated 1 /// metastasis associated 1	211783_s_at	14q32.33	103908
15	3.741	PRO1914	PRO1914 protein	225517_at	15q14	32986
15	3.441	FLJ14502	TRAF4 associated factor 1	225300_at	15q15.1	38401
15	4.423	FLJ10579	hypothetical protein FLJ10579	218126_at	15q15.1	38744
15	3.487	ZFYVE19	zinc finger, FYVE domain containing 19	225843_at	15q15.1	38822
15	4.24	SPINT1	serine protease inhibitor, Kunitz type 1	202826_at	15q15.1	38865
15	3.69	DKFZP564G2022	DKFZP564G2022 protein	212204_at	15q15.1	40218
15	3.625	ZFP106	zinc finger protein 106 homolog (mouse)	222407_s_at	15q15.1	40424
15	4.201	CDAN1	congenital dyserythropoietic anemia, type I	228516_at	15q15.2	40731
15	3.498	UBR1	ubiquitin protein ligase E3 component n-recognin 1	226921_at	15q15.2	40951
15	3.872	CCNDBP1	cyclin D-type binding-protein 1	223084_s_at	15q15.2	41199
15	4.021	LCMT2	leucine carboxyl methyltransferase 2	204012_s_at	15q15.3	41336
15	3.421	76P	gamma tubulin ring complex protein (76p gene)	213266_at	15q15.3	41411
15	3.829	KIAA0377	KIAA0377 gene product	204578_at	15q15.3	41541
15	4.066	SERF2	small EDRK-rich factor 2	224625_x_at	15q15.3	41801
15	3.467	HYPK	Huntingtin interacting protein K	233809_at	15q15.3	41809
15	4.124	MFAP1	microfibrillar-associated protein 1	203406_at	15q15.3	41812
15	3.737	EIF3S1	eukaryotic translation initiation factor 3, subunit 1 alpha, 35kDa	208985_s_at	15q15.3	42569
15	3.492	SPPL2A	putative intramembrane cleaving protease	226353_at	15q21.2	48715
15	3.82	RC3	rabconnectin-3	212820_at	15q21.2	49456
15	4.093	TMOD3	tropomodulin 3 (ubiquitous)	223077_at	15q21.2	49919
15	4.617	LOC123169	senescence downregulated leo1-like	235096_at	15q21.2	49946
15	3.469	MAPK6	mitogen-activated protein kinase 6	207121_s_at	15q21.2	50074
15	4.256	ARPP-19	cyclic AMP phosphoprotein, 19 kD	221483_s_at	15q21.2	50555
15	4.509	FLJ10980	hypothetical protein FLJ10980	225327_at	15q21.2	50590
15	3.925	C15orf15	chromosome 15 open reading frame 15	222465_at	15q21.3	53189
15	4.996	PIGB	phosphatidylinositol glycan, class B	205452_at	15q21.3	53363
15	4.923	DYX1C1	dyslexia susceptibility 1 candidate 1	235273_at	15q21.3	53438
15	3.59	NEDD4	neural precursor cell expressed, developmentally down-regulated 4	213012_at	15q21.3	53835
15	4.242	TCF12	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	208986_at	15q21.3	55296
15	3.384	RNF111	ring finger protein 111	218761_at	15q22.2	57104
15	3.512	CA12	carbonic anhydrase XII	203963_at	15q22.2	61332
15	3.855	USP3	ubiquitin specific protease 3	226652_at	15q22.31	61602
15	4.46	FLJ22875	hypothetical protein FLJ22875	224779_s_at	15q22.31	62080
15	4.319	SNX1	sorting nexin 1	201716_at	15q22.31	62145
15	3.791	CSNK1G1	casein kinase 1, gamma 1	226888_at	15q22.31	62173
15	3.654	KIAA0101	KIAA0101 gene product	202503_s_at	15q22.31	62373
15	4.169	TRIP4	thyroid hormone receptor interactor 4	203732_at	15q22.31	62432
15	3.991	OAZ2	ornithine decarboxylase antizyme 2	201365_at	15q22.31	62695
15	3.66	CLPX	ClpX caseinolytic protease X homolog (E. coli)	223507_at	15q22.31	63156
15	4.381	DPP8	dipeptidylpeptidase 8	220939_s_at	15q22.31	63454
15	4.483	HSPC121	butyrate-induced transcript 1	222405_at	15q22.31	63585
15	3.762	DKFZP564O1664	hypothetical protein DKFZp564O1664 /// hypothetical protein DKFZp564O1664	221265_s_at	15q22.31	63587
15	4.541	SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	206081_at	15q22.31	63663
15	5.075	RAB11A	RAB11A, member RAS oncogene family	234998_at	15q22.31	63899
15	4.813	MGC4562	hypothetical protein MGC4562	235005_at	15q22.31	64341
15	3.703	SNAPC5	small nuclear RNA activating complex, polypeptide 5, 19kDa	213203_at	15q22.31	64502
15	3.637	MADH3	MAD, mothers against decapentaplegic homolog 3 (Drosophila)	205398_s_at	15q22.33	65199
15	3.414	FLJ11506	hypothetical protein FLJ11506	243284_at	15q23	65212
15	3.505	ANP32A	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	201051_at	15q23	66787
15	3.681	GLCE	glucuronyl C5-epimerase	213552_at	15q23	67279
15	4.178	BRUNOL6	bruno-like 6, RNA binding protein (Drosophila)	227775_at	15q23	70292
15	4.102	ARIH1	ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)	201879_at	15q24.1	70593
15	3.495	BBS4	Bardet-Biedl syndrome 4	212744_at	15q24.1	70745
15	3.43	NEO1	neogenin homolog 1 (chicken)	225270_at	15q24.1	71312
15	3.759	B7H3	B7 homolog 3	224859_at	15q24.1	71722
15	3.438	LOXL1	lysyl oxidase-like 1	203570_at	15q24.1	71955
15	4.015	SCAMP2	secretory carrier membrane protein 2	224921_at	15q24.1	72851
15	3.545	FLJ00005	FLJ00005 protein	224804_s_at	15q24.1	72908
15	4.092	SIN3A	SIN3 homolog A, transcriptional regulator (yeast)	225135_at	15q24.2	73379
15	3.837	AWP1	protein associated with PRK1	221613_s_at	15q25.1	78145
15	4.559	MESDC2	mesoderm development candidate 2	224675_at	15q25.1	78986
15	4.317	FLJ13119	hypothetical protein FLJ13119	218973_at	15q25.2	80138
15	3.635	RPL9	ribosomal protein L9	200032_s_at	15q25.2	80380
15	3.763	RPS17	ribosomal protein S17	201665_x_at	15q25.2	80537
15	4.002	LOC123722	hypothetical protein LOC123722	228930_at	15q25.2	81151
15	3.646	BTBD1	BTB (POZ) domain containing 1	217945_at	15q25.2	81405
15	3.742	MRPL46	mitochondrial ribosomal protein L46	219244_s_at	15q25.3	86732
15	4.007	NEUGRIN	mesenchymal stem cell protein DSC92	224281_s_at	15q26.1	88544
