ProbeID	Gene Symbol	Gene Description	GenBank	GO	EntrezID	RefSeq	Cluster	p-value	log2(Moil_3h/DMSO)	log2(Moil_6h/DMSO)	log2(Moil_12h/DMSO)	log2(Moil_24h/DMSO)	log2(Moil_48h/DMSO)
scl0051796.2_243-S	Srrm1	serine/arginine repetitive matrix 1	NM_016799	GO:0000398; GO:0003677; GO:0003723; GO:0003723; GO:0005515; GO:0005634; GO:0005681; GO:0006397; GO:0008380; GO:0016363; GO:0031202	51796	NM_016799; NM_016799; NP_058079	5	0.006457904	0.39451129	0.487810128	0.689796552	-0.799296708	0.321391105
scl0056550.1_264-S	Ube2d2	ubiquitin-conjugating enzyme E2D 2	NM_019912	GO:0004840; GO:0004842; GO:0005515; GO:0006464; GO:0006511; GO:0006512; GO:0016874	56550	NM_019912; NM_019912; NP_064296	5	0.021414371	-0.08379232	0.250131533	0.128864392	-0.14385295	-0.065997726
scl0056695.1_175-S	Pnkd	paroxysmal nonkinesiogenic dyskinesia	NM_019999	GO:0003674; GO:0008150; GO:0016021; GO:0016787	56695	NM_001039509; NM_001039509; NP_001034598; NM_019999; NP_064383; NM_025580; NP_079856	5	0.037863603	0.181257307	0.122525483	-0.011701949	-0.26835848	-0.006371398
scl0058172.1_221-S	Sertad2	SERTA domain containing 2	NM_021372	GO:0003713; GO:0005515; GO:0005634; GO:0005634; GO:0005737; GO:0006350; GO:0006355; GO:0016563; GO:0030308; GO:0030308; GO:0045893; GO:0045941; GO:0051301	58172	NM_001038625; NM_001038625; NP_001033714; NM_021372; NP_067347	5	0.007447813	-0.082260725	0.050107459	0.064645306	-0.245245011	0.192727903
scl0068151.2_330-S	Gpr177	G protein-coupled receptor 177	NM_026582	GO:0016020; GO:0016021	68151	NM_026582; NM_026582; NP_080858	5	0.033868306	0.03049318	0.310088026	-0.159777193	-0.303868392	0.120595906
scl0073167.2_70-S	3110043J09Rik	RIKEN cDNA 3110043J09 gene	NM_028455	GO:0005096; GO:0005622; GO:0007165	73167	NM_028455; NM_028455; NP_082731	5	0.008856036	0.192245355	0.175554424	-0.382354211	-4.331810182	0.000857726
scl0075423.2_314-S	Arl5a	ADP-ribosylation factor-like 5A	NM_182994	GO:0000166; GO:0005525; GO:0005622; GO:0006886; GO:0007264	75423	NM_182994; NM_182994; NP_892039	5	0.001004661	-0.363568505	-1.072070488	0.089102085	-3.610068224	-0.965832007
scl013654.4_67-S	Egr2	early growth response 2	NM_010118	GO:0003676; GO:0003677; GO:0003700; GO:0005515; GO:0005622; GO:0005634; GO:0005634; GO:0006350; GO:0006355; GO:0007622; GO:0007622; GO:0008270; GO:0014037; GO:0030528; GO:0042552; GO:0045449; GO:0046872	13654	NM_010118; NM_010118; NP_034248	5	0.000305984	-1.489579245	0	0	-2.10013054	0.028713832
scl014862.2_242-S	Gstm1	glutathione S-transferase, mu 1	NM_010358	GO:0004364; GO:0008152; GO:0016740	14862	NM_010358; NM_010358; NP_034488	5	0.044759492	0.052245349	0.093965989	0.218242226	-0.09626639	-0.011237762
scl017474.5_5-S	Clec4d	C-type lectin domain family 4, member d	NM_010819	GO:0004872; GO:0005529; GO:0006955; GO:0016020; GO:0016021	17474	NM_010819; NM_010819; NP_034949	5	0.002396403	0.067079918	0.563201794	0.319277193	-1.678211041	0.806772825
scl018103.3_14-S	Nme2	expressed in non-metastatic cells 2, protein	NM_008705	GO:0000166; GO:0000287; GO:0004550; GO:0005515; GO:0005524; GO:0005739; GO:0006183; GO:0006228; GO:0006241; GO:0009117; GO:0009209; GO:0016020; GO:0016301; GO:0016740; GO:0046872	18103	NM_001077529; NM_001077529; NP_001070997; NM_008705; NP_032731	5	0.045366863	-0.06123379	0.249840146	-0.062656593	-0.188567525	0.122645731
scl018412.1_16-S	Sqstm1	sequestosome 1	NM_011018	GO:0003712; GO:0005515; GO:0005634; GO:0005829; GO:0006915; GO:0006950; GO:0006955; GO:0007242; GO:0008104; GO:0008270; GO:0016197; GO:0019901; GO:0030154; GO:0042169; GO:0043122; GO:0043130; GO:0045944; GO:0046872	18412	NM_011018; NM_011018; NP_035148	5	0.041568457	0.022323169	0.259452052	-0.06835883	-0.090605537	0.147980846
scl022341.7_14-S	Vegfc	vascular endothelial growth factor C	NM_009506	GO:0000074; GO:0001525; GO:0002052; GO:0005615; GO:0007275; GO:0008083; GO:0008283; GO:0008284; GO:0008284; GO:0009887; GO:0016020; GO:0016331; GO:0030154	22341	NM_009506; NM_009506; NP_033532	5	0.027551877	0.224572155	0.229578669	-0.089416292	-0.306188913	0.020353214
scl0243300.1_92-S	6430598A04Rik	RIKEN cDNA 6430598A04 gene	NM_175521	NA	243300	XM_978642; XM_978642; XP_983736; NM_175521; NP_780730	5	0.028507552	0	0	0	-1.090325704	0.007964555
scl0319397.2_115-S	NA	NA	NA	NA	NA	NA	5	0.049199662	0.094147183	0.118207123	-0.124476917	-0.42590426	-0.096768693
scl0382617.2_10-S	NA	NA	XM_356594	NA	NA	NA	5	0.017493674	-0.352527956	0.429511545	0.255372958	-0.584667121	0.268022609
scl059050.2_22-S	5730427N09Rik	RIKEN cDNA 5730427N09 gene	NM_021552	GO:0005622; GO:0005634	59050	XM_986717; XM_986717; XP_991811; NM_021552; NP_067527	5	0.017244652	0.099438727	0.102652592	-0.189931138	-0.224352606	0.079707628
scl066390.1_295-S	Slmo2	slowmo homolog 2 (Drosophila)	NM_025531	NA	66390	NM_025531; NM_025531; NP_079807	5	0.039683385	0.006026324	0.161071698	-0.000422921	-0.284618702	0.320870004
scl068634.3_3-S	Tm2d3	TM2 domain containing 3	NM_026795	NA	68634	NM_026795; NM_026795; NP_081071; NM_178056; NP_835157	5	0.047059624	0.297183517	0.213847583	0.678368506	-0.307699457	0.336610888
scl071523.2_62-S	NA	NA	NA	NA	NA	NA	5	0.023399283	0.381169677	0.680575989	0.676595168	-0.401114117	-0.223980785
scl074098.7_10-S	0610037L13Rik	RIKEN cDNA 0610037L13 gene	NM_028754	NA	74098	NM_028754; NM_028754; NP_083030	5	0.031574451	0.161283552	0.414862605	0.075672724	-0.042846679	-0.073705165
scl074744.3_0-S	NA	NA	NA	NA	NA	NA	5	0.036395852	-0.199994734	0.326024063	0.439553636	-0.528435666	0.281044635
scl078804.1_163-S	NA	NA	XM_149158	NA	NA	NA	5	1.26E-05	0	2.510961919	1.070389328	-0.053447328	0.089829368
scl15982.6.1_50-S	Mgst3	microsomal glutathione S-transferase 3	NM_025569	GO:0003674; GO:0004364; GO:0005575; GO:0005783; GO:0005792; GO:0008150; GO:0016020; GO:0016021; GO:0016740	66447	NM_025569; NM_025569; NP_079845	5	0.001237852	-0.124482747	0.199012036	-0.191131099	-0.385017293	0.103302145
scl19492.4.1_22-S	NA	NA	XM_130129	NA	NA	NA	5	0.021505513	0.096876187	0.894677069	0.158329426	-0.458834103	0.2518722
scl20330.11.1_76-S	Blvra	biliverdin reductase A	NM_026678	GO:0000166; GO:0004074; GO:0004074; GO:0005625; GO:0006118; GO:0008270; GO:0016491; GO:0042167; GO:0046872	109778	NM_026678; NM_026678; NP_080954	5	0.00764836	0.122709248	0.273588798	0.093762802	-0.148125127	0.336220147
scl22131.3_16-S	D3Ucla1	DNA segment, Chr 3, University of California at Los Angeles 1	NM_030685	GO:0005783; GO:0006605; GO:0006810; GO:0015031; GO:0016020; GO:0016021	28146	NM_030685; NM_030685; NP_109610	5	0.048989274	-0.371232833	-0.468703874	-0.09277868	-1.954180124	0.054247687
scl22583.12.1_160-S	Bdh2	3-hydroxybutyrate dehydrogenase, type 2	NM_027208	GO:0003674; GO:0003858; GO:0003858; GO:0005575; GO:0005737; GO:0006635; GO:0008150; GO:0008152; GO:0016491; GO:0051287	69772	NM_027208; NM_027208; NP_081484	5	0.018853081	0.319316603	0.620051126	0.139097107	-1.47733316	-0.024612227
scl23261.12.1_140-S	Exosc9	exosome component 9	NM_019393	GO:0000175; GO:0000178; GO:0003674; GO:0003723; GO:0004518; GO:0004527; GO:0005634; GO:0005730; GO:0006364; GO:0006396; GO:0008150; GO:0016787	50911	NM_019393; NM_019393; NP_062266	5	0.015471809	-0.241603926	-0.425146677	0.612500472	-3.378128286	0.886998163
scl23489.7_25-S	Spsb1	splA/ryanodine receptor domain and SOCS box containing 1	NM_029035	GO:0007242	74646	NM_029035; NM_029035; NP_083311	5	0.010905798	0.212694197	0.295008126	0.031401688	-0.102704397	-0.072995037
scl24605.2.1_63-S	Aurkaip1	aurora kinase A interacting protein 1	NM_025338	GO:0003674; GO:0004842; GO:0005634; GO:0005634; GO:0005680; GO:0007067; GO:0016301; GO:0016567; GO:0045862	66077	NM_025338; NM_025338; NP_079614	5	0.042665232	-0.092825801	0.14605294	0.075062455	-0.227625209	0.287145382
scl25890.5.9_30-S	NA	NA	XM_357515	NA	NA	NA	5	0.022901248	0.05045114	-0.132320887	0.028783924	-0.262178428	0.101913497
scl25948.44_208-S	NA	NA	XM_289699	NA	NA	NA	5	0.049028764	0.246793478	0.313102091	0.106248744	0.079760108	0.117029345
scl26167.6_222-S	2410014A08Rik	RIKEN cDNA 2410014A08 gene	NM_175403	GO:0006605; GO:0016020; GO:0016021	109154	NM_175403; NM_175403; NP_780612	5	0.003848102	0.009721285	0.361772541	0.140453834	-0.118089214	0.357328232
scl26834.2.1_169-S	NA	NA	NA	NA	NA	NA	5	0.000359128	0.70823084	1.987876227	1.307354922	0.040140605	0.280317212
scl27164.1.1_66-S	Ndufa12	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12	NM_025551	GO:0003954; GO:0005739; GO:0006118; GO:0008137; GO:0009055; GO:0016020; GO:0016491	66414	NM_025551; NM_025551; NP_079827	5	0.041311462	-0.178341377	0.269793713	0.124369973	-0.23428548	0.242236673
scl29227.2_493-S	NA	NA	NA	NA	NA	NA	5	0.00141299	0.946805328	1.05021353	0.395454015	-0.464007298	-0.180969421
scl29741.15_76-S	Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	NM_009320	GO:0001761; GO:0001762; GO:0005328; GO:0005368; GO:0005369; GO:0005887; GO:0006810; GO:0006836; GO:0015293; GO:0015734; GO:0015734; GO:0016020; GO:0016021	21366	NM_009320; NM_009320; NP_033346	5	0.03187511	-0.044343458	0.121859678	0.20279484	-0.127057566	0.260999564
scl31031.8.1_28-S	1810020D17Rik	RIKEN cDNA 1810020D17 gene	NM_183251	NA	66273	NM_183251; NM_183251; NP_899074	5	0.045721053	-0.093362098	0.354510863	-0.1756658	-0.273744103	-0.122182335
scl32857.8.1_60-S	Lgals4	lectin, galactose binding, soluble 4	NM_010706	GO:0005515; GO:0005529	16855	NM_010706; NM_010706; NP_034836	5	0.001622695	0.55928008	1.193928069	-0.467412124	-0.694485697	1.163990797
scl33993.13_72-S	Plat	plasminogen activator, tissue	NM_008872	GO:0004252; GO:0005576; GO:0005615; GO:0005737; GO:0006508; GO:0008233; GO:0008243; GO:0016787; GO:0030141; GO:0045177; GO:0048008; GO:0048008	18791	NM_008872; NM_008872; NP_032898	5	0.041760294	-0.244635712	-0.024214919	-0.151422364	-0.681131953	-0.204869839
scl34076.8.1_57-S	NA	NA	XM_133991	NA	NA	NA	5	0.02938586	0.214832442	0.127948563	0.148464791	-1.970525798	0.121702038
scl34402.5.1_27-S	2700055K07Rik	RIKEN cDNA 2700055K07 gene	NM_026481	GO:0005509	67971	NM_026481; NM_026481; NP_080757	5	0.041700765	-0.170495605	-0.022807623	-0.696413428	-0.715726836	-0.012257895
scl34420.4.1_19-S	Cmtm4	CKLF-like MARVEL transmembrane domain containing 4	NM_153582	GO:0005125; GO:0005615; GO:0006935; GO:0016020; GO:0016021	97487	NM_153582; NM_153582; NP_705810	5	0.04574468	-0.059322777	0.154442205	0.019110197	-0.192840928	0.21573056
scl35790.9.1_0-S	Mpi1	mannose phosphate isomerase 1	XM_134931	GO:0004476; GO:0004476; GO:0004476; GO:0005975; GO:0005975; GO:0006013; GO:0008270; GO:0008270; GO:0016853; GO:0046872	110119	XM_134931; XM_134931; XP_134931; XM_896679; XP_901772; XM_896688; XP_901781; XM_896714; XP_901807; XM_896727; XP_901820; XM_896736; XP_901829; XM_917544; XP_922637; XM_924999; XP_930092; XM_925001; XP_930094; XM_925004; XP_930097; XM_925005; XP_930098; XM	5	0.035519476	0.161729131	0.233921656	-0.015269483	-0.105368085	0.164490358
scl36966.5.1_28-S	Cryab	crystallin, alpha B	NM_009964	GO:0001747; GO:0005212; GO:0005625; GO:0005626; GO:0005737; GO:0005886; GO:0007169; GO:0007517; GO:0009408; GO:0030018; GO:0043292	12955	NM_009964; NM_009964; NP_034094	5	0.015537059	0.138160273	0.48095024	-0.132066263	-0.543510004	0.336451325
scl37241.4_15-S	Pin1	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	NM_023371	GO:0003755; GO:0005634; GO:0006457; GO:0007049; GO:0016853; GO:0042127	23988	NM_023371; NM_023371; NP_075860	5	0.03402311	-0.463277751	0.94088151	0.340930042	-1.125164059	0.251117568
scl37270.21.1_253-S	Mre11a	meiotic recombination 11 homolog A (S. cerevisiae)	NM_018736	GO:0004518; GO:0004519; GO:0004527; GO:0005488; GO:0005634; GO:0006259; GO:0006281; GO:0006302; GO:0006810; GO:0006974; GO:0007126; GO:0008022; GO:0016787; GO:0030145	17535	NM_018736; NM_018736; NP_061206	5	0.037461816	0.003196282	0.213867842	0.007732815	-0.122918213	0.172248667
scl38453.7.1_27-S	Csrp2	cysteine and glycine-rich protein 2	NM_007792	GO:0003674; GO:0005634; GO:0007275; GO:0008270; GO:0030154; GO:0046872	13008	NM_007792; NM_007792; NP_031818	5	0.037520389	0.093588685	0.256047709	-0.041215498	-0.248144924	0.187961566
scl38952.4.1_0-S	Popdc3	popeye domain containing 3	NM_024286	GO:0003735; GO:0005622; GO:0005840; GO:0006412; GO:0016020; GO:0016021	78977	NM_024286; NM_024286; NP_077248	5	0.046131264	-0.124390747	1.029013956	-0.742825103	-0.685475982	-0.064489342
scl38979.10_298-S	NA	NA	XM_125538	NA	NA	NA	5	0.03042776	-0.003624273	0.195916343	-0.0098379	-0.339952405	0.096224593
scl39241.9.1_75-S	NA	NA	XM_126658	NA	NA	NA	5	0.01997533	-0.053389188	0.199953516	0.222327255	-0.170848915	-0.042988242
scl40007.20.1_33-S	Centb1	centaurin, beta 1	NM_153788	GO:0003674; GO:0004629; GO:0005575; GO:0007242; GO:0008150; GO:0008270; GO:0043087; GO:0046872	216859	NM_153788; NM_153788; NP_722483	5	0.033560489	0.142278047	2.492146368	1.060346186	0.064156406	0.474090764
scl43743.11_346-S	Arsk	arylsulfatase K	NM_029847	GO:0003674; GO:0005575; GO:0008150; GO:0008152; GO:0008484	77041	XM_980936; XM_980936; XP_986030; NM_029847; NP_084123	5	0.037308422	0.148185463	0.24554896	-0.059011002	-0.44322535	-0.033219338
scl44726.4.1_4-S	Caml	calcium modulating ligand	NM_007596	GO:0001881; GO:0005515; GO:0005783; GO:0005783; GO:0007173; GO:0016020; GO:0016021	12328	NM_007596; NM_007596; NP_031622	5	0.044955381	-0.198040798	0.441081893	0.018800675	-0.320397755	0.219572913
scl46059.14_371-S	NA	NA	XM_127785	NA	NA	NA	5	0.04558347	-0.080750696	0.474141524	0.306196921	-0.163760882	-0.25686637
scl46160.15.1_21-S	Clu	clusterin	NM_013492	GO:0005615; GO:0008219	12759	XM_975431; XM_975431; XP_980525; NM_013492; NP_038520	5	0.040078972	-0.053989755	0.195504095	-0.063131338	-0.229748002	-0.134279654
scl46759.5.1_10-S	Fkbp11	FK506 binding protein 11	NM_024169	GO:0003755; GO:0005615; GO:0006457; GO:0016021; GO:0016853	66120	NM_024169; NM_024169; NP_077131	5	0.017369072	-0.045221727	0.228434942	0.256057436	-0.178469989	0.163758088
scl47060.10.1_13-S	Naprt1	nicotinate phosphoribosyltransferase domain containing 1	NM_172607	GO:0004516; GO:0016740; GO:0016757; GO:0019363	223646	NM_172607; NM_172607; NP_766195	5	0.002819866	0.218152364	0.349022421	-0.344129153	-0.387768267	-0.028502795
scl48760.14.1_1-S	Txndc11	thioredoxin domain containing 11	NM_029582	GO:0005783; GO:0006118; GO:0009055; GO:0009055; GO:0015035; GO:0016020; GO:0016021; GO:0045454	106200	NM_029582; NM_029582; NP_083858; NM_134105; NP_598866	5	0.047014984	0.463667808	0.802885285	1.150133256	-0.491196423	-0.301096987
scl49360.23.1_15-S	Txnrd2	thioredoxin reductase 2	NM_013711	GO:0000305; GO:0004791; GO:0004791; GO:0005515; GO:0005737; GO:0005739; GO:0005739; GO:0005739; GO:0006118; GO:0007507; GO:0008430; GO:0009055; GO:0015036; GO:0016491; GO:0016654; GO:0030097; GO:0045454; GO:0050660; GO:0050661	26462	NM_013711; NM_013711; NP_038739	5	0.017224084	-0.026106757	0.294973467	-0.049119465	-0.19620151	0.138064821
scl50881.16_363-S	Abcg1	ATP-binding cassette, sub-family G (WHITE), member 1	NM_009593	GO:0000166; GO:0005524; GO:0005615; GO:0006810; GO:0006869; GO:0015646; GO:0016020; GO:0016021; GO:0016887; GO:0017111; GO:0030301	11307	NM_009593; NM_009593; NP_033723	5	0.016002953	0.720689275	2.449285225	0.224309748	-0.008388683	-0.102955647
scl54331.2.4_4-S	Ndufa1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1	NM_019443	GO:0003954; GO:0005615; GO:0005739; GO:0008137; GO:0016491	54405	NM_019443; NM_019443; NP_062316	5	0.026488974	-0.108593017	0.126690432	0.141026356	-0.22356487	0.171111095
GI_20872597-S	NA	NA	XM_130962	NA	NA	NA	6	0.004128544	-0.167804212	0.046165407	1.359097047	-0.265059972	0.558730959
GI_31342691-S	NA	NA	NM_177055	NA	NA	NA	6	0.043110846	0.01041479	-0.061099811	0.905444117	-0.138951855	0.090608873
GI_38049309-S	Gm1180	NA	XM_356573	NA	382564	XM_356573; XM_356573; XP_356573	6	0.034099637	0.168129071	0.234642469	1.267594926	0.307961729	-0.131381112
GI_38073800-S	NA	NA	XM_193164	NA	NA	NA	6	0.038745211	-0.188082876	-0.242956679	0.247226065	-0.196531336	0.045755211
GI_38075901-S	Ogdhl	oxoglutarate dehydrogenase-like	XM_138959	GO:0004591; GO:0006096; GO:0008152; GO:0030976	239017	XM_138959; XM_138959; XP_138959; XM_983199; XP_988293; NM_001081130; NP_001074599	6	0.047639145	-0.143181142	-0.241224302	0.237973461	-0.59699144	0.236085094
GI_38076419-S	NA	NA	XM_354832	NA	NA	NA	6	0.040072677	-0.1948656	-0.393387905	0.507069385	-0.188435337	-0.186534854
GI_38077309-S	NA	NA	XM_122867	NA	NA	NA	6	0.025685165	-0.16429102	-0.339202791	0.45359921	-0.500383865	-0.331487431
GI_38078776-S	NA	NA	XM_355513	NA	NA	NA	6	0.021054117	-0.339912803	-0.266414546	0.231928062	0.010598148	-0.233715503
GI_38081996-S	NA	NA	XM_355697	NA	NA	NA	6	0.031662148	0.097165847	-0.072741982	1.444261226	0.23513859	-0.032868986
GI_38087200-S	NA	NA	XM_141965	NA	NA	NA	6	0.040722651	-0.103602021	-0.377649263	0.332328999	-0.375735731	-0.391267258
GI_38087223-S	4932429P05Rik	RIKEN cDNA 4932429P05 gene	XM_141917	NA	245509	XM_141917; XM_141917; XP_141917; XM_907581; XP_912674; XM_978497; XP_983591	6	0.010638798	-0.371853341	-0.197721381	0.468340088	-0.30343618	0.15614987
GI_38087239-S	NA	NA	XM_358253	NA	NA	NA	6	0.048483621	-0.765848675	-0.197664234	0.557640899	-0.163083617	0.26078733
GI_38089189-S	Lonrf1	LON peptidase N-terminal domain and ring finger 1	XM_146279	GO:0004176; GO:0005515; GO:0006510; GO:0008270	244421	XM_146279; XM_146279; XP_146279; XM_988374; XP_993468; NM_001081150; NP_001074619	6	0.000995611	-1.287171966	2.208044985	3.572889668	0.096976626	-0.205429792
GI_38090180-S	NA	NA	XM_135176	NA	NA	NA	6	0.035574051	-0.260551376	-0.215866056	0.563114568	0.344326989	-0.049552165
GI_38093892-S	NA	NA	XM_358100	NA	NA	NA	6	0.005232619	-0.566255218	-1.662526252	4.153440973	0.506820598	-0.252525615
GI_6679616-S	Raet1a	retinoic acid early transcript 1, alpha	NM_009016	GO:0008150; GO:0016020; GO:0046658; GO:0046703; GO:0048503	19368	NM_009016; NM_009016; NP_033042	6	0.045723699	-1.03208932	-1.307826261	0.603963713	-0.417647976	0.24068167
mtDNA_ND4L-S	NA	NA	NA	NA	NA	NA	6	0.010397644	-0.117411916	-0.189470638	0.336296968	-0.101876465	0.131802158
679-S	Rplp2	ribosomal protein, large P2	AK012402	GO:0003735; GO:0005622; GO:0005840; GO:0006414; GO:0030529	67186	NM_026020; NM_026020; NP_080296	6	0.004918889	-0.261042976	-0.48528013	0.456248198	-0.205649005	-0.147605275
1329-S	Usp16	ubiquitin specific peptidase 16	AK018212	GO:0004221; GO:0006511; GO:0008233; GO:0008270	74112	NM_024258; NM_024258; NP_077220	6	0.041020479	-0.508923298	-0.015932682	0.703716964	-0.012887701	-0.316349634
1391-S	Nap1l1	nucleosome assembly protein 1-like 1	AK032896	GO:0005515; GO:0005634; GO:0006334	53605	NM_015781; NM_015781; NP_056596	6	0.003546403	-0.262323358	-0.030392858	0.69520823	-0.162889991	-0.012306386
1817-S	Plch2	phospholipase C, eta 2	AK078731	GO:0004435; GO:0004629; GO:0004629; GO:0004871; GO:0005509; GO:0005886; GO:0006629; GO:0007165; GO:0007242; GO:0016042; GO:0030384	269615	NM_175556; NM_175556; NP_780765	6	0.039288288	-0.526595139	-0.586750063	1.019220329	-0.684974805	-0.092697315
2103-S	Taf5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor	AK033633	GO:0003700; GO:0005634; GO:0005669; GO:0005669; GO:0006350; GO:0006355; GO:0030528; GO:0045449	226182	NM_177342; NM_177342; NP_796316	6	0.028949849	-0.59115861	-0.080093831	0.404272242	0.106516536	-0.046816414
3296-S	NA	NA	AK036668	NA	NA	NA	6	0.016663408	-1.964452377	-0.289299394	1.470631695	-0.164148396	-0.202313957
4437-S	2510009E07Rik	RIKEN cDNA 2510009E07 gene	AK044207	NA	72190	XM_988083; XM_988083; XP_993177; NM_001001881; NP_001001881	6	0.035517545	0.137670412	-0.637021778	0.725457889	-0.167451439	-0.199916181
3294-S	Stk3	serine/threonine kinase 3 (Ste20, yeast homolog)	AK084333	GO:0000166; GO:0000287; GO:0000287; GO:0004672; GO:0004674; GO:0005515; GO:0005524; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0006915; GO:0007165; GO:0007243; GO:0016301; GO:0016740; GO:0043065; GO:0046872; GO:0046983	56274	NM_019635; NM_019635; NP_062609	6	0.010895905	0.252022191	-0.15816274	0.587947204	-0.321421146	0.667970646
2476-S	Myst3	MYST histone acetyltransferase (monocytic leukemia) 3	AK054354	GO:0000786; GO:0000786; GO:0003677; GO:0003677; GO:0004402; GO:0004402; GO:0005515; GO:0005515; GO:0005634; GO:0005634; GO:0005634; GO:0005634; GO:0006334; GO:0006334; GO:0006350; GO:0006355; GO:0006355; GO:0007001; GO:0008134; GO:0008270; GO:0008415; GO:	244349	XM_146248; XM_146248; XP_146248; XM_910540; XP_915633; XM_982598; XP_987692; XM_982643; XP_987737; XM_982685; XP_987779; XM_982715; XP_987809; XM_982747; XP_987841; XM_985067; XP_990161; NM_001081149; NP_001074618	6	0.043435413	-0.280765559	-0.59406694	0.225019845	-0.425033694	0.091988095
scl000085.1_5-S	Lrrc48	leucine rich repeat containing 48	NM_029044	GO:0005515; GO:0005737	74665	XM_981468; XM_981468; XP_986562; XM_989154; XP_994248; NM_029044; NP_083320	6	0.007505805	0.146843163	0.092404619	4.667415964	-0.698348781	0.245910334
scl0001057.1_226-S	Cald1	caldesmon 1	BC055908	GO:0003779; GO:0005516; GO:0005624; GO:0006936; GO:0006940; GO:0017022; GO:0030478	109624	NM_145575; NM_145575; NP_663550	6	0.045540098	-0.242689099	-0.207244626	0.368402865	-0.51881688	-0.295219086
