Probe Set	Identifier	LocusLink	Name	GeneOntology.txt	ProteinDomain.txt	Cytoband	Description
210089_s_at	BC004241						gb:BC004241.1 /DEF=Homo sapiens, Similar to laminin, alpha 4, clone MGC:10389, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to laminin, alpha 4 /DB_XREF=gi:13278992 /UG=Hs.327703 Homo sapiens, Similar to laminin, alpha 4, clone MGC:10389, mRNA, complete
210105_s_at	M14333	2534	FYN oncogene related to SRC, FGR, YES	|7612|7611|7610|7631|7243|7242|7165|7154|6468|16310|6796|8152|8151|6464|6411|4713|4672|16301|3824|16773|16772|16740|	|18|17|69|	|6|6q|	gb:M14333.1 /DEF=Homo sapiens c-syn protooncogene mRNA, complete cds. /FEA=mRNA /DB_XREF=gi:181171 /UG=Hs.169370 FYN oncogene related to SRC, FGR, YES /FL=gb:M14333.1 gb:M14676.1 gb:NM_002037.1
210132_at	AW189015	1944	ephrin-A3	|7267|7154|4713|4672|16301|3824|16773|16772|16740|4888|4872|4871|5887|5886|5622|5623|16020|16021|	|812|	|1|1q|1q21|	Consensus includes gb:AW189015 /FEA=EST /DB_XREF=gi:6463451 /DB_XREF=est:xk98d10.x1 /CLONE=IMAGE:2674771 /UG=Hs.37054 ephrin-A3 /FL=gb:NM_004952.1 gb:L37360.1 gb:U14187.1
210142_x_at	AF117234	10211	flotillin 1	|5901|5886|5622|5623|16020|16021|	|1145|	|6|6p|6p21|	gb:AF117234.1 /DEF=Homo sapiens flotillin mRNA, complete cds. /FEA=mRNA /PROD=flotillin /DB_XREF=gi:6563241 /UG=Hs.179986 flotillin 1 /FL=gb:AF117234.1
210179_at	AJ007557	3769	potassium inwardly-rectifying channel,subfamily J, member 13			|2|2q|	Consensus includes gb:AJ007557.1 /DEF=Homo sapiens mRNA for inwardly-rectifying potassium channel Kir7.1. /FEA=mRNA /GEN=Kir7.1 /PROD=inwardly-rectifying potassium channel /DB_XREF=gi:3650319 /UG=Hs.296361 potassium inwardly-rectifying channel,subfamily
210202_s_at	U87558	274	bridging integrator 1	|74|7049|8151|8283|15629|5856|5737|5622|5623|6886|15031|6810|	|18|	|2|2q|	gb:U87558.1 /DEF=Homo sapiens amphiphysin II mRNA, complete cds. /FEA=mRNA /PROD=amphiphysin II /DB_XREF=gi:2160718 /UG=Hs.193163 bridging integrator 1 /FL=gb:U87558.1 gb:AF004015.1
210239_at	U90304	10265	iroquois homeobox protein 5		|46|	|16|16q|16q11|	gb:U90304.1 /DEF=Human iroquois-class homeodomain protein IRX-2a mRNA, complete cds. /FEA=mRNA /PROD=iroquois-class homeodomain protein IRX-2a /DB_XREF=gi:1899219 /UG=Hs.25351 iroquois homeobox protein 5 /FL=gb:U90304.1 gb:NM_005853.1
210312_s_at	BC002640	55977	hypothetical protein 24636			|17|	gb:BC002640.1 /DEF=Homo sapiens, Similar to uterine protein, clone MGC:4279, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to uterine protein /DB_XREF=gi:12803610 /UG=Hs.4187 hypothetical protein 24636 /FL=gb:BC002640.1
210316_at	U43143	2324	fms-related tyrosine kinase 4	|5887|5886|5622|5623|16020|16021|4713|4672|16301|3824|16773|16772|16740|4888|4872|4871|7167|7602|9582|9581|9605|7154|9628|9314|7166|7165|	|69|	|5|5q|5q34|	gb:U43143.1 /DEF=Human receptor tyrosine kinase Flt4 (short form) mRNA, complete cds.  /FEA=mRNA /PROD=Flt4 /DB_XREF=gi:1150990 /UG=Hs.74049 fms-related tyrosine kinase 4 /FL=gb:U43143.1 gb:NM_002020.1
210345_s_at	AF257737	1770	dynein, axonemal, heavy polypeptide 9	|3774|5856|5737|5622|5623|6928|8151|7283|7276|7275|4002|16887|16818|16817|16787|3824|17076|166|5488|		|17|17p|	gb:AF257737.1 /DEF=Homo sapiens ciliary dynein heavy chain 9 (DNAH9) mRNA, complete cds.  /FEA=mRNA /GEN=DNAH9 /PROD=ciliary dynein heavy chain 9 /DB_XREF=gi:7739766 /UG=Hs.284259 dynein, axonemal, heavy polypeptide 9 /FL=gb:AF257737.1
210372_s_at	AF208012	7164	tumor protein D52-like 1			|6|6q|6q22|	gb:AF208012.1 /DEF=Homo sapiens tumor protein D52-like 2 (TPD52L2) mRNA, complete cds. /FEA=mRNA /GEN=TPD52L2 /PROD=tumor protein D52-like 2 /DB_XREF=gi:12246900 /UG=Hs.16611 tumor protein D52-like 1 /FL=gb:AF208012.1
210385_s_at	AF106037	51752	type 1 tumor necrosis factor receptor shedding aminopeptidase regulator		|1433|	|5|5q|5q14|	gb:AF106037.1 /DEF=Homo sapiens adipocyte-derived leucine aminopeptidase mRNA, complete cds.  /FEA=mRNA /PROD=adipocyte-derived leucine aminopeptidase /DB_XREF=gi:6381988 /UG=Hs.247043 type 1 tumor necrosis factor receptor shedding aminopeptidase regulat
210397_at	U73945	1672	defensin, beta 1	|6935|6928|8151|6955|6952|9607|9605|7154|6959|9613|6950|3795|3793|7186|7166|7165|		|8|8p|8p23|	gb:U73945.1 /DEF=Human beta-defensin-1 mRNA, complete cds. /FEA=mRNA /PROD=beta-defensin-1 /DB_XREF=gi:1755147 /UG=Hs.32949 defensin, beta 1 /FL=gb:NM_005218.2 gb:U73945.1
210424_s_at	AF163441	23015	golgin-67			|15|15q|15q11|	gb:AF163441.1 /DEF=Homo sapiens golgin 67 mRNA, complete cds. /FEA=mRNA /PROD=golgin 67 /DB_XREF=gi:6969979 /UG=Hs.182982 golgin-67 /FL=gb:AF163441.1 gb:AF164622.1
210510_s_at	AF145712	8829	neuropilin 1	|7411|8037|7154|7409|7399|7398|7397|7345|7275|5624|267|5623|7165|7267|8284|8283|8151|4713|4672|16301|3824|16773|16772|16740|4888|4872|4871|	|431|629|754|	|10|10p|	gb:AF145712.1 /DEF=Homo sapiens soluble neuropilin-1 mRNA, complete cds. /FEA=mRNA /PROD=soluble neuropilin-1 /DB_XREF=gi:7271464 /UG=Hs.69285 neuropilin 1 /FL=gb:AF145712.1
210517_s_at	AB003476	9590	A kinase (PRKA) anchor protein (gravin) 12	|5737|5622|5623|5076|5057|4871|7186|7166|7165|7154|		|6|6q|6q24|	gb:AB003476.1 /DEF=Homo sapiens mRNA for gravin, complete cds. /FEA=mRNA /PROD=gravin /DB_XREF=gi:2081606 /UG=Hs.788 A kinase (PRKA) anchor protein (gravin) 12 /FL=gb:AB003476.1
210527_x_at	L11645	7278	tubulin, alpha 2	|5874|5856|5737|5622|5623|5200|5198|	|91|	|13|13q|	gb:L11645.1 /DEF=Homo sapiens alpha-tubulin mRNA, complete cds. /FEA=mRNA /PROD=alpha-tubulin /DB_XREF=gi:306450 /UG=Hs.98102 tubulin, alpha 2 /FL=gb:L11645.1
210608_s_at	BC001899	2524	fucosyltransferase 2 (secretor status included)	|16758|16757|16740|3824|5975|8152|8151|	|1531|	|19|19q|19q13|	gb:BC001899.1 /DEF=Homo sapiens, Similar to fucosyltransferase 2 (secretor status included), clone MGC:2062, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to fucosyltransferase 2 (secretor statusincluded) /DB_XREF=gi:12804894 /UG=Hs.46328 fucosyltransfera
210609_s_at	BC000474	9540	quinone oxidoreductase homolog		|107|	|2|2p|2p24|	gb:BC000474.1 /DEF=Homo sapiens, quinone oxidoreductase homolog, clone MGC:8642, mRNA, complete cds.  /FEA=mRNA /PROD=quinone oxidoreductase homolog /DB_XREF=gi:12653408 /UG=Hs.50649 quinone oxidoreductase homolog /FL=gb:BC000474.1
210619_s_at	AF173154	3373	hyaluronoglucosaminidase 1	|5764|5737|5622|5623|5209|5198|5615|5576|4553|16798|16787|3824|	|1630|	|3|3p|3p21|	gb:AF173154.1 /DEF=Homo sapiens hyaluronoglucosaminidase 1 isoform 2 (HYAL1) mRNA, alternatively spliced, complete cds.  /FEA=mRNA /GEN=HYAL1 /PROD=hyaluronoglucosaminidase 1 isoform 2 /DB_XREF=gi:5825510 /UG=Hs.75619 hyaluronoglucosaminidase 1 /FL=gb:AF
210633_x_at	M19156	3858	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)	|5198|5856|5737|5622|5623|7398|7397|7345|7275|	|38|	|17|17q|17q21|	gb:M19156.1 /DEF=Human acidic keratin-10 mRNA, complete cds. /FEA=mRNA /GEN=KRT10 /DB_XREF=gi:186769 /UG=Hs.99936 keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris) /FL=gb:M19156.1
210644_s_at	AF109683	3903	leukocyte-associated Ig-like receptor 1	|6955|6952|9607|9605|7154|7165|4888|4872|4871|5887|5886|5622|5623|16020|16021|		|19|19q|19q13|	gb:AF109683.1 /DEF=Homo sapiens leukocyte-associated Ig-like receptor 1b mRNA, complete cds.  /FEA=mRNA /PROD=leukocyte-associated Ig-like receptor 1b /DB_XREF=gi:6563041 /UG=Hs.115808 leukocyte-associated Ig-like receptor 1 /FL=gb:AF251509.2 gb:NM_02170
210652_s_at	BC004399	22996	DEME-6 protein			|1|1p|1p32|	gb:BC004399.1 /DEF=Homo sapiens, clone MGC:10985, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:10985) /DB_XREF=gi:13325163 /UG=Hs.125783 DEME-6 protein /FL=gb:BC004399.1
210664_s_at	AF021834	7035	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	|5209|5198|7596|7599|7582|5211|4866|4857|30234|	|14|	|2|2q|2q31|	gb:AF021834.1 /DEF=Homo sapiens tissue factor pathway inhibitor beta (TFPIbeta) mRNA, complete cds.  /FEA=mRNA /GEN=TFPIbeta /PROD=tissue factor pathway inhibitor beta /DB_XREF=gi:4103170 /UG=Hs.170279 tissue factor pathway inhibitor (lipoprotein-associa
210692_s_at	BC003163	55543	hypothetical protein DKFZp762A227			|11|11q|	gb:BC003163.1 /DEF=Homo sapiens, Similar to selectively expressed in embryonic epithelia protein-1, clone MGC:4220, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to selectively expressed in embryonicepithelia protein-1 /DB_XREF=gi:13111980 /UG=Hs.274453 h
210715_s_at	AF027205	10653	serine protease inhibitor, Kunitz type, 2	|6928|8151|5576|5625|267|5623|4866|4857|30234|16021|16020|	|14|	|19|19q|19q13|	gb:AF027205.1 /DEF=Homo sapiens Kunitz-type protease inhibitor (kop) mRNA, complete cds.  /FEA=mRNA /GEN=kop /PROD=Kunitz-type protease inhibitor /DB_XREF=gi:2598967 /UG=Hs.31439 serine protease inhibitor, Kunitz type, 2 /FL=gb:AF027205.1
210716_s_at	M97501	6249	restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)	|5768|5737|5622|5623|8017|8092|5515|5488|5856|6886|15031|6810|8151|	|1576|1302|769|1442|38|2051|1496|	|12|12q|12q24|	gb:M97501.1 /DEF=Human cytoplasmic linker protein-170 alpha-2 (CLIP-170) mRNA, complete cds.  /FEA=mRNA /PROD=cytoplasmic linker protein-170 alpha-2 /DB_XREF=gi:180621 /UG=Hs.31638 restin (Reed-Steinberg cell-expressed intermediate filament-associated pr
210735_s_at	BC000278	771	carbonic anhydrase XII	|8270|5505|5488|16835|16829|3824|16021|16020|5623|	|194|	|15|15q|	gb:BC000278.1 /DEF=Homo sapiens, Similar to carbonic anhydrase XII, clone MGC:1792, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to carbonic anhydrase XII /DB_XREF=gi:12653028 /UG=Hs.5338 carbonic anhydrase XII /FL=gb:BC000278.1
210745_at	U96173	3175	one cut domain, family member 1	|3700|3677|3676|		|15|15q|15q21|	gb:U96173.1 /DEF=Human hepatocyte nuclear factor-6 alpha (HNF6) mRNA, complete cds. /FEA=mRNA /GEN=HNF6 /PROD=hepatocyte nuclear factor-6 alpha /DB_XREF=gi:4100315 /UG=Hs.73168 one cut domain, family member 1 /FL=gb:U96173.1
210749_x_at	L11315	780	discoidin domain receptor family, member 1	|7155|7154|5887|5886|5622|5623|16020|16021|4713|4672|16301|3824|16773|16772|16740|4888|4872|4871|	|754|69|	|6|6p|6p21|	gb:L11315.1 /DEF=Homo sapiens receptor tyrosine kinase mRNA, complete cds. /FEA=mRNA /PROD=receptor tyrosine kinase /DB_XREF=gi:403386 /UG=Hs.75562 discoidin domain receptor family, member 1 /FL=gb:L11315.1
210754_s_at	M79321	4067	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	|7165|7154|6468|16310|6796|8152|8151|6464|6411|4713|4672|16301|3824|16773|16772|16740|157|5886|5622|5623|16020|4716|5057|4871|	|18|17|69|	|8|8q|	gb:M79321.1 /DEF=Human Lyn B protein mRNA, complete cds. /FEA=mRNA /PROD=Lyn B protein /DB_XREF=gi:187270 /UG=Hs.80887 v-yes-1 Yamaguchi sarcoma viral related oncogene homolog /FL=gb:M79321.1
210757_x_at	AF188298	1601	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	|8283|8151|	|640|	|5|5p|	gb:AF188298.1 /DEF=Homo sapiens disabled 2 p93 (DAB2) mRNA, alternatively spliced, complete cds.  /FEA=mRNA /GEN=DAB2 /PROD=disabled 2 p93 /DB_XREF=gi:6176335 /UG=Hs.81988 disabled (Drosophila) homolog 2 (mitogen-responsive phosphoprotein) /FL=gb:AF18829
210762_s_at	AF026219	10395	deleted in liver cancer 1	|5096|8047|30234|5083|5057|4871|7165|7154|	|1852|620|	|8|8p|8p22|	gb:AF026219.1 /DEF=Homo sapiens HP protein (HP) mRNA, complete cds. /FEA=mRNA /GEN=HP /PROD=HP protein /DB_XREF=gi:2559001 /UG=Hs.8700 deleted in liver cancer 1 /FL=gb:AF026219.1 gb:AF035119.1 gb:NM_006094.2
210785_s_at	AB035482	9473	basement membrane-induced gene	|7155|7154|		|1|1p|1pter|	gb:AB035482.1 /DEF=Homo sapiens mRNA for ICB-1beta, complete cds. /FEA=mRNA /PROD=ICB-1beta /DB_XREF=gi:8272423 /UG=Hs.10649 basement membrane-induced gene /FL=gb:AB035482.1
210791_s_at	BC000277	9743	KIAA0712 gene product		|620|	|11|11q|11q24|	gb:BC000277.1 /DEF=Homo sapiens, clone MGC:1892, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:1892) /DB_XREF=gi:12802987 /UG=Hs.111138 KIAA0712 gene product /FL=gb:BC000277.1
210826_x_at	AF098533	5884	RAD17 homolog (S. pombe)	|5634|5622|5623|6259|6139|8152|8151|75|74|7049|7088|7067|87|279|278|280|77|6974|9607|9605|7154|6950|	|4|	|5|5q|	gb:AF098533.1 /DEF=Homo sapiens RAD17 isoform 3 (RAD17) mRNA, complete cds. /FEA=mRNA /GEN=RAD17 /PROD=RAD17 isoform 3 /DB_XREF=gi:4050041 /UG=Hs.16184 RAD17 (S. pombe) homolog /FL=gb:AF098533.1
210835_s_at	AF222711	1488	C-terminal binding protein 2	|8285|8283|8151|	|389|2826|	|10|10q|10q25|	gb:AF222711.1 /DEF=Homo sapiens ribeye mRNA, complete cds. /FEA=mRNA /PROD=ribeye /DB_XREF=gi:12034652 /UG=Hs.171391 C-terminal binding protein 2 /FL=gb:AF222711.1 gb:NM_022802.1
210868_s_at	BC001305	79071	hypothetical protein MGC5487		|1151|	|4|4q|	gb:BC001305.1 /DEF=Homo sapiens, clone MGC:5487, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:5487) /DB_XREF=gi:12654918 /UG=Hs.211556 hypothetical protein MGC5487 /FL=gb:BC001305.1
210869_s_at	M29277	4162	melanoma cell adhesion molecule	|7155|7154|5194|8222|16171|5886|5622|5623|16020|7345|7275|5887|16021|		|11|11q|11q23|	gb:M29277.1 /DEF=Human isolate JuSo MUC18 glycoprotein mRNA (3 variant), complete cds.  /FEA=mRNA /PROD=MUC18 glycoprotein /DB_XREF=gi:530047 /UG=Hs.211579 melanoma adhesion molecule /FL=gb:M29277.1
210880_s_at	AB001467	10278	signal transduction protein (SH3 containing)	|5737|5622|5623|7242|7165|7154|	|18|	|14|14q|14q11|	gb:AB001467.1 /DEF=Homo sapiens mRNA for Efs2, complete cds. /FEA=mRNA /PROD=Efs2 /DB_XREF=gi:2829303 /UG=Hs.24587 signal transduction protein (SH3 containing) /FL=gb:AB001467.1
210933_s_at	BC004908	84752	hypothetical protein MGC4655		|1762|	|16|16q|16q22|	gb:BC004908.1 /DEF=Homo sapiens, clone MGC:4655, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:4655) /DB_XREF=gi:13436196 /UG=Hs.326737 Homo sapiens, clone MGC:4655, mRNA, complete cds /FL=gb:BC004908.1
210947_s_at	J04810	4437	mutS homolog 3 (E. coli)	|6259|6139|8152|8151|	|1624|488|	|5|5q|5q11|	gb:J04810.1 /DEF=Human MSH3 gene, complete cds. /FEA=mRNA /PROD=MSH3 /DB_XREF=gi:181841 /UG=Hs.42674 mutS (E. coli) homolog 3 /FL=gb:J04810.1
210984_x_at	U95089	1956	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	|5768|5737|5622|5623|5856|5886|16020|8283|8151|7167|7602|9582|9581|9605|7154|9628|9314|7166|7165|7148|5887|16021|4713|4672|16301|3824|16773|16772|16740|4888|4872|4871|	|69|757|1030|	|7|7p|	gb:U95089.1 /DEF=Human truncated epidermal growth factor receptor-like protein precursor mRNA, complete cds.  /FEA=mRNA /PROD=truncated epidermal growth factor receptor-likeprotein precursor /DB_XREF=gi:2051984 /UG=Hs.77432 epidermal growth factor recept
210990_s_at	U77706	3910	laminin, alpha 4	|5605|5604|5578|5576|5207|5198|	|1576|1044|54|769|38|53|2210|	|6|6q|	gb:U77706.1 /DEF=Human laminin alpha 4 chain (LAMA4-1) mRNA, complete cds. /FEA=mRNA /GEN=LAMA4-1 /PROD=laminin alpha 4 chain /DB_XREF=gi:1684836 /UG=Hs.78672 laminin, alpha 4 /FL=gb:U77706.1
210993_s_at	U54826	4086	MAD, mothers against decapentaplegic homolog 1 (Drosophila)		|968|	|4|4q|	gb:U54826.1 /DEF=Human mad-related protein MADR1 mRNA, complete cds. /FEA=mRNA /PROD=mad-related protein MADR1 /DB_XREF=gi:1332713 /UG=Hs.79067 MAD (mothers against decapentaplegic, Drosophila) homolog 1 /FL=gb:U54826.1 gb:U59912.1
210999_s_at	U66065	2887	growth factor receptor-bound protein 10	|5737|5622|5623|5886|16020|7267|7154|5066|5057|4871|7167|7602|9582|9581|9605|9628|9314|7166|7165|	|169|17|	|7|7p|7p12|	gb:U66065.1 /DEF=Human Grb10- and Grb-IR-related splice variant 1 mRNA, complete cds.  /FEA=mRNA /PROD=Grb10- and Grb-IR-related splice variant 1 /DB_XREF=gi:1518100 /UG=Hs.81875 growth factor receptor-bound protein 10 /FL=gb:U66065.1 gb:U69276.1 gb:NM_0
211000_s_at	AB015706	3572	interleukin 6 signal transducer (gp130, oncostatin M receptor)	|4888|4872|4871|5062|5057|6955|6952|9607|9605|7154|5886|5622|5623|16020|7165|5887|16021|7166|	|41|	|5|5q|	gb:AB015706.1 /DEF=Homo sapiens mRNA for gp130 of the rheumatoid arthritis antigenic peptide-bearing soluble form (gp130-RAPS), complete cds.  /FEA=mRNA /GEN=gp130 /PROD=gp130 of the rheumatoid arthritis antigenicpeptide-bearing soluble form (gp130-RAPS)
211013_x_at	AF230411	5371	promyelocytic leukemia	|5634|5622|5623|3677|3676|3700|8134|5515|5488|	|929|97|643|	|15|15q|	gb:AF230411.1 /DEF=Homo sapiens tripartite motif protein TRIM19 lambda mRNA, complete cds.  /FEA=mRNA /PROD=tripartite motif protein TRIM19 lambda /DB_XREF=gi:12275911 /UG=Hs.89633 promyelocytic leukemia /FL=gb:AF230411.1
211026_s_at	BC006230	11343	monoglyceride lipase	|6629|8152|8151|16788|16787|3824|6954|6952|9607|9605|7154|9613|6950|9611|	|561|975|	|3|3q|3q21|	gb:BC006230.1 /DEF=Homo sapiens, lysophospholipase-like, clone MGC:10338, mRNA, complete cds.  /FEA=mRNA /PROD=lysophospholipase-like /DB_XREF=gi:13623260 /FL=gb:BC006230.1
211031_s_at	BC006259	7461	cytoplasmic linker 2	|5856|5737|5622|5623|	|1576|1302|38|	|7|7q|7q11|	gb:BC006259.1 /DEF=Homo sapiens, clone MGC:11333, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:11333) /DB_XREF=gi:13623312 /FL=gb:BC006259.1
211042_x_at	BC006329	4162	melanoma cell adhesion molecule	|7155|7154|5194|8222|16171|5886|5622|5623|16020|7345|7275|5887|16021|		|11|11q|11q23|	gb:BC006329.1 /DEF=Homo sapiens, Similar to melanoma adhesion molecule, clone MGC:12808, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to melanoma adhesion molecule /DB_XREF=gi:13623456 /FL=gb:BC006329.1
211047_x_at	BC006337	1175	adaptor-related protein complex 2, sigma 1 subunit		|1217|928|	|19|19q|19q13|	gb:BC006337.1 /DEF=Homo sapiens, clone MGC:12798, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:12798) /DB_XREF=gi:13623468 /FL=gb:BC006337.1
211048_s_at	BC006344	9601	protein disulfide isomerase related protein (calcium-binding protein, intestinal-related)	|8104|6411|8152|8151|5783|5737|5622|5623|	|85|1216|	|10|	gb:BC006344.1 /DEF=Homo sapiens, protein disulfide isomerase related protein (calcium-binding protein, intestinal-related), clone MGC:13117, mRNA, complete cds.  /FEA=mRNA /PROD=protein disulfide isomerase related protein(calcium-binding protein, intesti
211052_s_at	BC006364	6904	tubulin-specific chaperone d	|5829|5737|5622|5623|5874|5856|3772|3767|3754|6457|6411|8152|8151|226|6996|7028|16043|		|17|17q|17q25|	gb:BC006364.1 /DEF=Homo sapiens, clone MGC:12705, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:12705) /DB_XREF=gi:13623514 /FL=gb:BC006364.1
211056_s_at	BC006373	6715	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	|7530|7275|5489|5488|7267|7154|		|5|5p|	gb:BC006373.1 /DEF=Homo sapiens, clone MGC:12762, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:12762) /DB_XREF=gi:13623528 /FL=gb:BC006373.1
211058_x_at	BC006379	10376	tubulin, alpha, ubiquitous	|5874|5856|5737|5622|5623|5198|	|91|	|12|12q|12q12|	gb:BC006379.1 /DEF=Homo sapiens, tubulin alpha 1, clone MGC:12832, mRNA, complete cds. /FEA=mRNA /PROD=tubulin alpha 1 /DB_XREF=gi:13623540 /FL=gb:BC006379.1
211072_x_at	BC006481	10376	tubulin, alpha, ubiquitous	|5874|5856|5737|5622|5623|5198|	|91|	|12|12q|12q12|	gb:BC006481.1 /DEF=Homo sapiens, tubulin alpha 1, clone MGC:4387, mRNA, complete cds. /FEA=mRNA /PROD=tubulin alpha 1 /DB_XREF=gi:13623706 /FL=gb:BC006481.1
211094_s_at	D12625	4763	neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)	|5737|5622|5623|5096|8047|30234|5083|5057|4871|4857|8151|7264|7242|7165|7154|8285|8283|	|616|	|17|17q|17q11|	gb:D12625.1 /DEF=Human mRNA for NF1 protein isoform (neurofibromin isoform), complete cds.  /FEA=mRNA /GEN=NF1 /PROD=NF1 protein isoform /DB_XREF=gi:219939 /UG=Hs.93207 neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease) /FL=g
211139_s_at	AF045452	4664	NGFI-A binding protein 1 (EGR1 binding protein 1)			|2|2q|2q32|	gb:AF045452.1 /DEF=Homo sapiens cell-line KG1 transcriptional regulatory protein p54 mRNA, complete cds.  /FEA=mRNA /PROD=transcriptional regulatory protein p54 /DB_XREF=gi:3282824 /UG=Hs.107474 NGFI-A binding protein 1 (ERG1 binding protein 1) /FL=gb:AF
211160_x_at	M95178	87	actinin, alpha 1	|15629|5856|5737|5622|5623|5200|5198|	|435|307|	|14|14q|	gb:M95178.1 /DEF=Human non-muscle alpha-actinin mRNA, complete cds. /FEA=mRNA /GEN=ACTN1 /PROD=alpha-actinin /DB_XREF=gi:178051 /UG=Hs.119000 actinin, alpha 1 /FL=gb:M95178.1
211176_s_at	AB008913	5078	paired box gene 4	|3677|3676|7397|7345|7275|	|46|292|	|7|7q|	gb:AB008913.1 /DEF=Homo sapiens mRNA for Pax-4, complete cds. /FEA=mRNA /PROD=Pax-4 /DB_XREF=gi:2809074 /UG=Hs.129706 paired box gene 4 /FL=gb:AB008913.1
211194_s_at	AB010153	8626	tumor protein 63 kDa with strong homology to p53	|6917|6915|8219|16265|	|870|	|3|3q|3q27|	gb:AB010153.1 /DEF=Homo sapiens mRNA for p73H, complete cds. /FEA=mRNA /GEN=p73H /PROD=p73H /DB_XREF=gi:3445483 /UG=Hs.137569 tumor protein 63 kDa with strong homology to p53 /FL=gb:AB010153.1
211275_s_at	AF087942	2992	glycogenin	|16758|16757|16740|3824|		|3|3q|3q24|	gb:AF087942.1 /DEF=Homo sapiens glycogenin-1L mRNA, complete cds. /FEA=mRNA /PROD=glycogenin-1L /DB_XREF=gi:5814084 /UG=Hs.174071 glycogenin /FL=gb:AF087942.1
211340_s_at	M28882	4162	melanoma cell adhesion molecule	|7155|7154|5194|8222|16171|5886|5622|5623|16020|7345|7275|5887|16021|		|11|11q|11q23|	gb:M28882.1 /DEF=Human MUC18 glycoprotein mRNA, complete cds. /FEA=mRNA /PROD=MUC18 glycoprotein /DB_XREF=gi:529723 /UG=Hs.211579 melanoma adhesion molecule /FL=gb:M28882.1
211345_x_at	AF119850	1937	eukaryotic translation elongation factor 1 gamma		|43|2798|	|11|11q|11q12|	gb:AF119850.1 /DEF=Homo sapiens PRO1608 mRNA, complete cds. /FEA=mRNA /PROD=PRO1608 /DB_XREF=gi:7770136 /UG=Hs.2186 eukaryotic translation elongation factor 1 gamma /FL=gb:AF119850.1
211365_s_at	AF152480	56146	protocadherin alpha 2	|7399|7398|7397|7345|7275|7155|7154|5194|5887|5886|5622|5623|16020|16021|	|28|	|5|5q|	gb:AF152480.1 /DEF=Homo sapiens protocadherin alpha 2 short form protein (PCDH-alpha2) variable region sequence, complete cds.  /FEA=mRNA /GEN=PCDH-alpha2 /PROD=protocadherin alpha 2 short form protein /DB_XREF=gi:5457008 /UG=Hs.247741 protocadherin alph
