Cluster	GeneID	Symbol	Description	Probeset(s)	GO Name
2.Inv3-Regulated-GO	ENSMUSG00000049775	Tmsb4x	thymosin, beta 4, X chromosome	96426_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000021823	Vcl	vinculin	94963_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000058499	Pip	prolactin induced protein	94151_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000056201	Cfl1	cofilin 1, non-muscle	99119_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000004530	Coro1c	coronin, actin binding protein 1C	98107_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000025006	Sorbs1	sorbin and SH3 domain containing 1	160320_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000056737	Capg	capping protein (actin filament), gelsolin-like	160106_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000032366	Tpm1	tropomyosin 1, alpha	160532_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000024456	Diap1	diaphanous homolog 1 (Drosophila)	160976_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000001349	Cnn1	calponin 1	99942_s_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000018819	Lsp1	lymphocyte specific 1	104093_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000031799	Tpm4	tropomyosin 4	95542_at|95543_at	actin binding
2.Inv3-Regulated-GO	ENSMUSG00000037664	Cdkn1c	cyclin-dependent kinase inhibitor 1C (P57)	95471_at	cyclin-dependent protein kinase inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000031628	Casp3	caspase 3	98436_s_at	cyclin-dependent protein kinase inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000023067	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	94881_at	cyclin-dependent protein kinase inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000022912	Pros1	protein S (alpha)	104728_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000044258	Ctla2a	cytotoxic T lymphocyte-associated protein 2 alpha	96912_s_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000005054	Cstb	cystatin B	100581_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000021585	Cast	calpastatin	95062_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000017716	Birc5	baculoviral IAP repeat-containing 5	101521_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000045827	Serpinb9	serine (or cysteine) peptidase inhibitor, clade B, member 9	98405_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000023224	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	99081_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000031996	Aplp2	amyloid beta (A4) precursor-like protein 2	93498_s_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000027315	Spint1	serine protease inhibitor, Kunitz type 1	97206_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000017002	Slpi	secretory leukocyte peptidase inhibitor	161650_at|92858_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000022892	App	amyloid beta (A4) precursor protein	93063_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000042845	Wfdc12	WAP four-disulfide core domain 12	160914_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000000753	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	93574_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000067006	Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5	100034_at	protease inhibitor activity
2.Inv3-Regulated-GO	ENSMUSG00000031808	Slc27a1	solute carrier family 27 (fatty acid transporter), member 1	93486_at	lipid transport
2.Inv3-Regulated-GO	ENSMUSG00000044252	Osbpl1a	oxysterol binding protein-like 1A	93316_at	lipid transport
2.Inv3-Regulated-GO	ENSMUSG00000018167	Stard3	START domain containing 3	95607_at	lipid transport
2.Inv3-Regulated-GO	ENSMUSG00000002985	Apoe	apolipoprotein E	95356_at	lipid transport
2.Inv3-Regulated-GO	ENSMUSG00000017754	Pltp	phospholipid transfer protein	100927_at	lipid transport
2.Inv3-Regulated-GO	ENSMUSG00000016024	Lbp	lipopolysaccharide binding protein	96123_at	lipid transport
2.Inv3-Regulated-GO	ENSMUSG00000022175	Lrp10	low-density lipoprotein receptor-related protein 10	96186_at	lipid transport
2.Inv3-Regulated-GenMAPP	ENSMUSG00000026003	Acadl	acetyl-Coenzyme A dehydrogenase, long-chain	95425_at	Mm_Unsaturated_Fatty_Acid_Beta_Oxidation_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000062908	Acadm	acetyl-Coenzyme A dehydrogenase, medium chain	92581_at	Mm_Unsaturated_Fatty_Acid_Beta_Oxidation_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000063684	Hadhb	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	96913_at	Mm_Unsaturated_Fatty_Acid_Beta_Oxidation_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000047407	Tgif	TG interacting factor	101502_at	Mm_TGF_Beta_Signaling_Pathway
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024515	Smad4	MAD homolog 4 (Drosophila)	160440_at	Mm_TGF_Beta_Signaling_Pathway
2.Inv3-Regulated-GenMAPP	ENSMUSG00000002603	Tgfb1	transforming growth factor, beta 1	101918_at	Mm_TGF_Beta_Signaling_Pathway
2.Inv3-Regulated-GenMAPP	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99099_at|99100_at	Mm_TGF_Beta_Signaling_Pathway
2.Inv3-Regulated-GenMAPP	ENSMUSG00000028163	Nfkb1	nuclear factor of kappa light chain gene enhancer in B-cells 1, p105	98427_s_at	Mm_TGF_Beta_Signaling_Pathway
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031681	Smad1	MAD homolog 1 (Drosophila)	102984_g_at	Mm_TGF_Beta_Signaling_Pathway
2.Inv3-Regulated-GenMAPP	ENSMUSG00000006932	Ctnnb1	catenin (cadherin associated protein), beta 1	160430_at	Mm_TGF_Beta_Signaling_Pathway
2.Inv3-Regulated-GenMAPP	ENSMUSG00000028017	Egf	epidermal growth factor	102774_at	Mm_TGF_Beta_Signaling_Pathway
2.Inv3-Regulated-GenMAPP	ENSMUSG00000029050	Ski	Sloan-Kettering viral oncogene homolog	104576_at	Mm_TGF_Beta_Signaling_Pathway
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031584	Gsr	glutathione reductase 1	160646_at	Mm_Oxidative_Stress
2.Inv3-Regulated-GenMAPP	ENSMUSG00000028163	Nfkb1	nuclear factor of kappa light chain gene enhancer in B-cells 1, p105	98427_s_at	Mm_Oxidative_Stress
2.Inv3-Regulated-GenMAPP	ENSMUSG00000001911	Nfix	nuclear factor I/X	101930_at	Mm_Oxidative_Stress
2.Inv3-Regulated-GenMAPP	ENSMUSG00000006519	Cyba	cytochrome b-245, alpha polypeptide	100059_at|97013_f_at	Mm_Oxidative_Stress
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024927	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	97813_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000026923	Notch1	Notch gene homolog 1 (Drosophila)	97497_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024515	Smad4	MAD homolog 4 (Drosophila)	160440_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99099_at|99100_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000048001	Hes5	hairy and enhancer of split 5 (Drosophila)	161051_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031681	Smad1	MAD homolog 1 (Drosophila)	102984_g_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000036309	Skp1a	S-phase kinase-associated protein 1A	99607_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000028017	Egf	epidermal growth factor	102774_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000001729	Akt1	thymoma viral proto-oncogene 1	100970_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000022892	App	amyloid beta (A4) precursor protein	93063_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000059552	Trp53	transformation related protein 53	104154_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000020122	Egfr	epidermal growth factor receptor	101842_g_at	Mm_Delta-Notch_NetPath_3
2.Inv3-Regulated-GenMAPP	ENSMUSG00000036905	C1qb	complement component 1, q subcomponent, beta polypeptide	96020_at	Mm_Complement_Activation_Classical
2.Inv3-Regulated-GenMAPP	ENSMUSG00000036896	C1qc	complement component 1, q subcomponent, C chain	92223_at	Mm_Complement_Activation_Classical
2.Inv3-Regulated-GenMAPP	ENSMUSG00000041378	Cldn5	claudin 5	104516_at	Mm_Circadian_Exercise
2.Inv3-Regulated-GenMAPP	ENSMUSG00000036478	Btg1	B-cell translocation gene 1, anti-proliferative	93104_at	Mm_Circadian_Exercise
2.Inv3-Regulated-GenMAPP	ENSMUSG00000062078	Qk	quaking	95096_at	Mm_Circadian_Exercise
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031586	Rbpms	RNA binding protein gene with multiple splicing	103888_at	Mm_Circadian_Exercise
2.Inv3-Regulated-GenMAPP	ENSMUSG00000028902	Sf3a3	splicing factor 3a, subunit 3	96029_at	Mm_Circadian_Exercise
2.Inv3-Regulated-GenMAPP	ENSMUSG00000056501	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	92925_at	Mm_Circadian_Exercise
2.Inv3-Regulated-GenMAPP	ENSMUSG00000009630	Ppp2cb	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	101101_at	Mm_Circadian_Exercise
2.Inv3-Regulated-GenMAPP	ENSMUSG00000037458	Azin1	antizyme inhibitor 1	101002_at	Mm_Circadian_Exercise
2.Inv3-Regulated-GenMAPP	ENSMUSG00000009633	G0s2	G0/G1 switch gene 2	97531_at	Mm_Circadian_Exercise
2.Inv3-Regulated-GenMAPP	ENSMUSG00000059743	Fdps	farnesyl diphosphate synthetase	160424_f_at|99098_at	Mm_Cholesterol_Biosynthesis
2.Inv3-Regulated-GenMAPP	ENSMUSG00000041939	Mvk	mevalonate kinase	95633_r_at	Mm_Cholesterol_Biosynthesis
2.Inv3-Regulated-GenMAPP	ENSMUSG00000022351	Sqle	squalene epoxidase	94322_at	Mm_Cholesterol_Biosynthesis
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031349	Nsdhl	NAD(P) dependent steroid dehydrogenase-like	98631_g_at	Mm_Cholesterol_Biosynthesis
2.Inv3-Regulated-GenMAPP	ENSMUSG00000061838	Suclg2	succinate-Coenzyme A ligase, GDP-forming, beta subunit	160428_at	Mm_Krebs-TCA_Cycle
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031299	Pdha1	pyruvate dehydrogenase E1 alpha 1	98102_at	Mm_Krebs-TCA_Cycle
2.Inv3-Regulated-GenMAPP	ENSMUSG00000005683	Cs	citrate synthase	99666_at	Mm_Krebs-TCA_Cycle
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024892	Pcx	pyruvate carboxylase	93308_s_at	Mm_Krebs-TCA_Cycle
2.Inv3-Regulated-GenMAPP	ENSMUSG00000021748	Pdhb	pyruvate dehydrogenase (lipoamide) beta	94806_at	Mm_Krebs-TCA_Cycle
2.Inv3-Regulated-GenMAPP	ENSMUSG00000020456	Ogdh	oxoglutarate dehydrogenase (lipoamide)	96879_at	Mm_Krebs-TCA_Cycle
2.Inv3-Regulated-GenMAPP	ENSMUSG00000000168	Dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)	96746_at	Mm_Krebs-TCA_Cycle
2.Inv3-Regulated-GenMAPP	ENSMUSG00000019577	Pdk4	pyruvate dehydrogenase kinase, isoenzyme 4	102049_at	Mm_Krebs-TCA_Cycle
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024927	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	97813_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000052429	Prmt1	protein arginine N-methyltransferase 1	96696_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000021756	Il6st	interleukin 6 signal transducer	94345_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024515	Smad4	MAD homolog 4 (Drosophila)	160440_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99099_at|99100_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000018965	Ywhah	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	97535_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000006932	Ctnnb1	catenin (cadherin associated protein), beta 1	160430_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000047407	Tgif	TG interacting factor	101502_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031633	Slc25a4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4	93084_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000001729	Akt1	thymoma viral proto-oncogene 1	100970_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000059552	Trp53	transformation related protein 53	104154_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000020122	Egfr	epidermal growth factor receptor	101842_g_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031628	Casp3	caspase 3	98436_s_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000055737	Ghr	growth hormone receptor	99107_at	Mm_Androgen-Receptor_NetPath_2
2.Inv3-Regulated-GenMAPP	ENSMUSG00000026003	Acadl	acetyl-Coenzyme A dehydrogenase, long-chain	95425_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031278	Acsl4	acyl-CoA synthetase long-chain family member 4	102381_at|104017_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000032602	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	95695_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000025059	Gyk	glycerol kinase	97525_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000003809	Gcdh	glutaryl-Coenzyme A dehydrogenase	160194_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000062908	Acadm	acetyl-Coenzyme A dehydrogenase, medium chain	92581_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000003123	Lipe	lipase, hormone sensitive	103083_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000063684	Hadhb	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	96913_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024900	Cpt1a	carnitine palmitoyltransferase 1a, liver	93320_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000018965	Ywhah	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	97535_at	Mm_Alpha6-Beta4-Integrin_NetPath_1
2.Inv3-Regulated-GenMAPP	ENSMUSG00000023067	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	94881_at	Mm_Alpha6-Beta4-Integrin_NetPath_1
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031490	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	100636_at	Mm_Alpha6-Beta4-Integrin_NetPath_1
2.Inv3-Regulated-GenMAPP	ENSMUSG00000025510	Cd151	CD151 antigen	97930_f_at|97932_f_at	Mm_Alpha6-Beta4-Integrin_NetPath_1
2.Inv3-Regulated-GenMAPP	ENSMUSG00000001729	Akt1	thymoma viral proto-oncogene 1	100970_at	Mm_Alpha6-Beta4-Integrin_NetPath_1
2.Inv3-Regulated-GenMAPP	ENSMUSG00000020122	Egfr	epidermal growth factor receptor	101842_g_at	Mm_Alpha6-Beta4-Integrin_NetPath_1
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031628	Casp3	caspase 3	98436_s_at	Mm_Alpha6-Beta4-Integrin_NetPath_1
2.Inv3-Regulated-GenMAPP	ENSMUSG00000020758	Itgb4	integrin beta 4	103305_at	Mm_Alpha6-Beta4-Integrin_NetPath_1
2.Inv3-Regulated-GenMAPP	ENSMUSG00000030324	Rho	rhodopsin	161871_f_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000025809	Itgb1	integrin beta 1 (fibronectin receptor beta)	100124_r_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000026768	Itga8	integrin alpha 8	100313_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000004056	Akt2	thymoma viral proto-oncogene 2	160558_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024942	Capn1	calpain 1	100932_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000026509	Capn2	calpain 2	101040_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000021823	Vcl	vinculin	94963_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000035547	Capn5	calpain 5	102316_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000001729	Akt1	thymoma viral proto-oncogene 1	100970_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000001507	Itga3	integrin alpha 3	104210_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000020758	Itgb4	integrin beta 4	103305_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000025006	Sorbs1	sorbin and SH3 domain containing 1	160320_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000015143	Actn1	actinin, alpha 1	104578_f_at	Mm_Integrin-mediated_cell_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000033327	Tnxb	tenascin XB	102916_s_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000041417	Pik3r1	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	96592_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000025809	Itgb1	integrin beta 1 (fibronectin receptor beta)	100124_r_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000026768	Itga8	integrin alpha 8	100313_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000001729	Akt1	thymoma viral proto-oncogene 1	100970_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000004056	Akt2	thymoma viral proto-oncogene 2	160558_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000028017	Egf	epidermal growth factor	102774_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024942	Capn1	calpain 1	100932_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000026042	Col5a2	procollagen, type V, alpha 2	92567_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000015143	Actn1	actinin, alpha 1	104578_f_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000021823	Vcl	vinculin	94963_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000020122	Egfr	epidermal growth factor receptor	101842_g_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024962	Vegfb	vascular endothelial growth factor B	103001_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000029580	Actb	actin, beta, cytoplasmic	95705_s_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000001507	Itga3	integrin alpha 3	104210_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000020758	Itgb4	integrin beta 4	103305_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000019846	Lama4	laminin, alpha 4	104587_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024456	Diap1	diaphanous homolog 1 (Drosophila)	160976_at	Mm_Focal_adhesion_KEGG
2.Inv3-Regulated-GenMAPP	ENSMUSG00000026003	Acadl	acetyl-Coenzyme A dehydrogenase, long-chain	95425_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000031278	Acsl4	acyl-CoA synthetase long-chain family member 4	102381_at|104017_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000032602	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	95695_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000025059	Gyk	glycerol kinase	97525_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000003123	Lipe	lipase, hormone sensitive	103083_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000063684	Hadhb	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	96913_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024900	Cpt1a	carnitine palmitoyltransferase 1a, liver	93320_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024927	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	97813_at	Mm_Id_NetPath_5
2.Inv3-Regulated-GenMAPP	ENSMUSG00000047407	Tgif	TG interacting factor	101502_at	Mm_Id_NetPath_5
2.Inv3-Regulated-GenMAPP	ENSMUSG00000024515	Smad4	MAD homolog 4 (Drosophila)	160440_at	Mm_Id_NetPath_5
