Rank	GO category	GO term	GO description	Unique id	Annotations	Description	GB acc	UG cluster	Gene symbol	Map Location	Parametric p-value	Geom mean of ratios in class 1	Geom mean of ratios in class 2	Ratio of geom means
779	16887	MF	ATPase activity	A_23_P355289	Info	AFG3L1; AFG3 ATPase family gene 3-like 1 (yeast)	NM_001132	Hs.337620	AFG3L1	chr16 (89,779,255-89,805,210)	0.4197257	0.775	0.855	0.906
780	16887	MF	ATPase activity	A_23_P390343	Info	DHX40; DEAH (Asp-Glu-Ala-His) box polypeptide 40	AK095681	Hs.29403	DHX40		0.4346498	0.62	0.543	1.142
781	16887	MF	ATPase activity	A_23_P50156	Info	VPS4B; vacuolar protein sorting 4B (yeast)	AF038960	Hs.126550	VPS4B	chr18 (59,205,392-59,238,729)	0.436755	0.782	0.876	0.893
782	16887	MF	ATPase activity	A_24_P287129	Info	HSPA8; heat shock 70kDa protein 8	NM_006597	Hs.180414	HSPA8	chr11 (122,465,752-122,470,552)	0.4436078	1.078	0.913	1.181
783	16887	MF	ATPase activity	A_23_P7873	Info	MCM3; MCM3 minichromosome maintenance deficient 3 (S. cerevisiae)	NM_002388	Hs.179565	MCM3	chr6 (52,175,640-52,197,456)	0.4525288	0.448	0.539	0.831
784	16887	MF	ATPase activity	A_23_P160940	Info	ABCA4; ATP-binding cassette, sub-family A (ABC1), member 4	NM_000350	Hs.416707	ABCA4	chr1 (93,930,185-94,058,506)	0.4988207	1.553	1.222	1.271
785	16887	MF	ATPase activity	A_23_P256716	Info	SMARCA5; SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	NM_003601	Hs.135705	SMARCA5	chr4 (145,011,836-145,053,834)	0.5012378	0.589	0.513	1.148
786	16887	MF	ATPase activity	A_23_P59005	Info	TAP1; transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	NM_000593	Hs.352018	TAP1	chr6 (32,859,787-32,869,073)	0.5102778	3.204	2.536	1.263
787	16887	MF	ATPase activity	A_23_P24594	Info	HSPA8; heat shock 70kDa protein 8	NM_006597	Hs.180414	HSPA8	chr11 (122,465,752-122,470,552)	0.5129658	1.018	0.886	1.149
788	16887	MF	ATPase activity	A_23_P141076	Info	ABCC11; ATP-binding cassette, sub-family C (CFTR/MRP), member 11	NM_033151	Hs.335891	ABCC11	chr16 (47,978,779-48,047,062)	0.5338308	1.559	1.24	1.257
789	16887	MF	ATPase activity	A_24_P91310	Info	PSMC4; proteasome (prosome, macropain) 26S subunit, ATPase, 4	NM_006503	Hs.211594	PSMC4	chr19 (45,168,753-45,179,510)	0.5347595	0.484	0.535	0.905
790	16887	MF	ATPase activity	A_23_P207507	Info	ABCC3; ATP-binding cassette, sub-family C (CFTR/MRP), member 3	NM_003786	Hs.90786	ABCC3	chr17 (49,186,866-49,243,700)	0.5471843	1.075	0.9	1.194
791	16887	MF	ATPase activity	A_23_P30075	Info	ATP8A1; ATPase, aminophospholipid transporter (APLT), Class I, type 8A, member 1	NM_006095	Hs.291385	ATP8A1	chr4 (42,329,619-42,574,506)	0.5552066	0.798	0.699	1.142
792	16887	MF	ATPase activity	A_23_P42144	Info	PEX6; peroxisomal biogenesis factor 6	NM_000287	Hs.301636	PEX6	chr6 (42,978,463-42,993,831)	0.5588723	0.722	0.646	1.118
793	16887	MF	ATPase activity	A_23_P146943	Info	ATP1B1; ATPase, Na+/K+ transporting, beta 1 polypeptide	NM_001677	Hs.78629	ATP1B1	chr1 (166,263,318-166,289,948)	0.5700685	0.865	1.071	0.808
794	16887	MF	ATPase activity	A_23_P88731	Info	RAD51; RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	NM_002875	Hs.446554	RAD51	chr15 (38,703,424-38,740,410)	0.571299	0.43	0.479	0.898
795	16887	MF	ATPase activity	A_23_P56680	Info	ATP5G3; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9) isoform 3	NM_001689	Hs.429	ATP5G3	chr2 (176,244,934-176,248,931)	0.5740813	0.917	1.029	0.891
796	16887	MF	ATPase activity	A_24_P215765	Info		I_1000537		ATP10A	chr15 (23,469,781-23,656,231)	0.5793952	2.634	2.942	0.895
797	16887	MF	ATPase activity	A_23_P164228	Info	ATP5G1; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1	NM_005175	Hs.80986	ATP5G1	chr17 (47,444,801-47,447,875)	0.5926078	0.629	0.568	1.107
798	16887	MF	ATPase activity	A_23_P16908	Info		NM_145646		DHX57	chr2 (38,999,408-39,062,876)	0.6026672	1.125	1.228	0.916
799	16887	MF	ATPase activity	A_23_P154832	Info	ATP5J; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	NM_001685	Hs.246310	ATP5J	chr21 (26,018,683-26,029,862)	0.6122114	0.624	0.691	0.903
800	16887	MF	ATPase activity	A_24_P363679	Info	ATP6V1H; ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	AF125105	Hs.19575	ATP6V1H	chr8 (54,718,782-54,805,096)	0.6311278	0.807	0.718	1.124
801	16887	MF	ATPase activity	A_23_P158976	Info	ABCC2; ATP-binding cassette, sub-family C (CFTR/MRP), member 2	NM_000392	Hs.193852	ABCC2	chr10 (101,207,050-101,276,920)	0.6342812	0.209	0.189	1.106
802	16887	MF	ATPase activity	A_23_P68007	Info	ATP1B3; ATPase, Na+/K+ transporting, beta 3 polypeptide	NM_001679	Hs.76941	ATP1B3	chr3 (142,916,301-142,966,291)	0.6548458	0.678	0.621	1.092
803	16887	MF	ATPase activity	A_23_P125420	Info	ATP5I; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit e	NM_007100	Hs.85539	ATP5I		0.6596065	1.428	1.313	1.088
804	16887	MF	ATPase activity	A_23_P201918	Info	ABCB10; ATP-binding cassette, sub-family B (MDR/TAP), member 10	NM_012089	Hs.1710	ABCB10	chr1 (226,613,534-226,655,683)	0.6640268	0.7	0.751	0.932
805	16887	MF	ATPase activity	A_23_P71558	Info	RECQL4; RecQ protein-like 4	NM_004260	Hs.31442	RECQL4	chr8 (145,741,468-145,748,042)	0.6725223	0.399	0.454	0.879
806	16887	MF	ATPase activity	A_32_P121424	Info	ATP6V0D2; ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d isoform 2	NM_152565	Hs.436360	ATP6V0D2	chr8 (87,067,588-87,123,049)	0.6766642	1.381	1.271	1.087
807	16887	MF	ATPase activity	A_23_P78018	Info	ABCA5; ATP-binding cassette, sub-family A (ABC1), member 5	NM_018672	Hs.421474	ABCA5	chr17 (67,839,915-67,909,051)	0.6949983	1.251	1.122	1.115
808	16887	MF	ATPase activity	A_24_P96527	Info	ATP5L; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g	NM_006476	Hs.107476	ATP5L	chr11 (117,809,906-117,818,213)	0.7052624	0.826	0.904	0.914
809	16887	MF	ATPase activity	A_23_P102876	Info	CCT8; chaperonin containing TCP1, subunit 8 (theta)	NM_006585	Hs.416211	CCT8	chr21 (29,350,306-29,366,455)	0.7289808	0.39	0.415	0.94
810	16887	MF	ATPase activity	A_32_P93149	Info	DDX10; DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	NM_004398	Hs.41706	DDX10	chr11 (108,073,428-108,349,305)	0.7465218	1.159	1.084	1.069
811	16887	MF	ATPase activity	A_23_P146058	Info	ATP6V1C1; ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C, isoform 1	NM_001695	Hs.86905	ATP6V1C1	chr8 (103,989,826-104,038,587)	0.7578048	1.011	1.105	0.915
812	16887	MF	ATPase activity	A_23_P62932	Info	ATP1B1; ATPase, Na+/K+ transporting, beta 1 polypeptide	NM_001677	Hs.78629	ATP1B1	chr1 (166,263,318-166,289,948)	0.7999421	1.251	1.419	0.882
813	16887	MF	ATPase activity	A_24_P302998	Info	ATP5I; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit e	NM_007100	Hs.85539	ATP5I		0.8532726	1.175	1.141	1.03
814	16887	MF	ATPase activity	A_24_P235429	Info	ABCA1; ATP-binding cassette, sub-family A (ABC1), member 1	NM_005502	Hs.147259	ABCA1	chr9 (102,926,280-103,070,356)	0.861724	2.531	2.66	0.952
815	16887	MF	ATPase activity	A_23_P25215	Info	RECQL; RecQ protein-like (DNA helicase Q1-like)	NM_032941	Hs.235069	RECQL	chr12 (21,513,696-21,545,819)	0.8844783	0.643	0.626	1.027
816	16887	MF	ATPase activity	A_23_P250404	Info		Z75311		RAD50	chr5 (131,968,846-132,055,809)	0.8861457	0.609	0.595	1.024
817	16887	MF	ATPase activity	A_23_P140876	Info	ABCA3; ATP-binding cassette, sub-family A (ABC1), member 3	NM_001089	Hs.26630	ABCA3	chr16 (2,265,797-2,319,800)	0.908158	0.979	0.961	1.019
818	16887	MF	ATPase activity	A_23_P370989	Info	MCM4; MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	NM_005914	Hs.460184	MCM4	chr8 (48,922,825-48,940,126)	0.9220561	0.325	0.316	1.028
819	16887	MF	ATPase activity	A_23_P90612	Info	MCM6; MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)	NM_005915	Hs.444118	MCM6	chr2 (136,807,965-136,844,761)	0.9548746	0.357	0.353	1.011
820	16887	MF	ATPase activity	A_24_P305556	Info	MCM8; MCM8 minichromosome maintenance deficient 8 (S. cerevisiae)	NM_032485	Hs.528694	MCM8	chr20 (5,926,298-5,973,870)	0.9775197	0.37	0.368	1.005
821	7389	BP	pattern specification	A_23_P365614	Info	NOTCH4; Notch homolog 4 (Drosophila)	NM_004557	Hs.436100	NOTCH4	chr6 (32,234,050-32,263,336)	0.199484	4.444	3.119	1.425
822	7389	BP	pattern specification	A_23_P314115	Info	COMMD3; COMM domain containing 3	NM_005180	Hs.380403	BMI1	chr10 (22,614,092-22,624,228)	0.2085122	1.321	1.792	0.737
823	7389	BP	pattern specification	A_24_P197964	Info	TRIM14; tripartite motif-containing 14	NM_033219	Hs.370530	TRIM14	chr9 (96,226,467-96,261,318)	0.2305426	1.495	1.051	1.422
824	7389	BP	pattern specification	A_23_P216655	Info	TRIM14; tripartite motif-containing 14	NM_014788	Hs.370530	TRIM14	chr9 (96,226,467-96,261,318)	0.2402987	1.252	0.964	1.299
825	7389	BP	pattern specification	A_23_P366376	Info	TDGF1; teratocarcinoma-derived growth factor 1	NM_003212	Hs.385870	TDGF1	chr3 (46,579,733-46,584,549)	0.3323116	0.243	0.281	0.865
826	7389	BP	pattern specification	A_23_P170037	Info	MID1; midline 1 (Opitz/BBB syndrome)	NM_033290	Hs.27695	MID1	chrX (9,827,665-10,000,148)	0.3751567	0.603	0.793	0.76
827	226	BP	microtubule cytoskeleton organization and biogenesis	A_23_P114879	Info	HOOK1; hook homolog 1 (Drosophila)	NM_015888	Hs.528640	HOOK1	chr1 (59,650,450-59,708,644)	0.0939713	1.191	1.652	0.721
828	226	BP	microtubule cytoskeleton organization and biogenesis	A_23_P259586	Info	TTK; TTK protein kinase	NM_003318	Hs.169840	TTK	chr6 (80,709,071-80,747,836)	0.1343616	0.284	0.516	0.55
829	226	BP	microtubule cytoskeleton organization and biogenesis	A_23_P314216	Info		AF241830		HOOK3	chr8 (42,769,128-42,892,639)	0.1799678	1.233	1.026	1.202
830	226	BP	microtubule cytoskeleton organization and biogenesis	A_24_P411899	Info	RNF19; ring finger protein 19	NM_015435	Hs.439660	RNF19	chr8 (101,225,667-101,278,935)	0.1965194	1.794	1.477	1.215
831	226	BP	microtubule cytoskeleton organization and biogenesis	A_23_P206059	Info	PRC1; protein regulator of cytokinesis 1	NM_003981	Hs.344037	PRC1	chr15 (89,239,036-89,267,528)	0.221483	0.41	0.544	0.754
832	226	BP	microtubule cytoskeleton organization and biogenesis	A_23_P211816	Info	MAP4; microtubule-associated protein 4	NM_002375	Hs.31095	MAP4	chr3 (47,853,642-48,090,992)	0.2836363	0.567	0.685	0.828
833	226	BP	microtubule cytoskeleton organization and biogenesis	A_24_P98021	Info	MAP7; microtubule-associated protein 7	NM_003980	Hs.254605	MAP7	chr6 (136,644,695-136,852,527)	0.2989099	0.865	1.227	0.705
834	226	BP	microtubule cytoskeleton organization and biogenesis	A_23_P153441	Info	HOOK2; hook homolog 2 (Drosophila)	NM_013312	Hs.30792	HOOK2	chr19 (12,733,872-12,747,391)	0.3596341	1.145	1.352	0.847
835	226	BP	microtubule cytoskeleton organization and biogenesis	A_23_P170037	Info	MID1; midline 1 (Opitz/BBB syndrome)	NM_033290	Hs.27695	MID1	chrX (9,827,665-10,000,148)	0.3751567	0.603	0.793	0.76
836	226	BP	microtubule cytoskeleton organization and biogenesis	A_23_P52278	Info	KIF11; kinesin family member 11	X85137	Hs.8878	KIF11	chr10 (94,017,378-94,079,733)	0.4197775	0.255	0.337	0.757
837	226	BP	microtubule cytoskeleton organization and biogenesis	A_24_P224488	Info	MAPT; microtubule-associated protein tau	NM_173727	Hs.101174	MAPT	chr17 (44,578,608-44,578,985)	0.4683272	1.167	1.575	0.741
838	226	BP	microtubule cytoskeleton organization and biogenesis	A_23_P127150	Info	TUBGCP2; tubulin, gamma complex associated protein 2	NM_006659	Hs.372093	TUBGCP2	chr10 (134,566,424-134,595,963)	0.485422	0.678	0.743	0.913
839	226	BP	microtubule cytoskeleton organization and biogenesis	A_24_P226355	Info	RANBP9; RAN binding protein 9	NM_005493	Hs.306242	RANBP9	chr6 (13,723,275-13,820,075)	0.4891343	1.289	1.43	0.901
840	226	BP	microtubule cytoskeleton organization and biogenesis	A_24_P47547	Info	RAN; RAN, member RAS oncogene family	AL357616	Hs.10842	RAN		0.9637585	0.461	0.466	0.989
