rank	accession	p-value	gene description
543	220655_at	0.033	gb:NM_024873.1 /DEF=Homo sapiens hypothetical protein FLJ21162 (FLJ21162), mRNA. /FEA=mRNA /GEN=FLJ21162 /PROD=hypothetical protein FLJ21162 /DB_XREF=gi:13376309 /UG=Hs.208206 hypothetical protein FLJ21162 /FL=gb:NM_024873.1
544	203762_s_at	0.033	gb:NM_016008.1 /DEF=Homo sapiens CGI-60 protein (LOC51626), mRNA. /FEA=mRNA /GEN=LOC51626 /PROD=CGI-60 protein /DB_XREF=gi:7706299 /UG=Hs.7627 CGI-60 protein /FL=gb:AF151818.1 gb:NM_016008.1
545	203419_at	0.033	gb:NM_014727.1 /DEF=Homo sapiens KIAA0304 gene product (KIAA0304), mRNA. /FEA=mRNA /GEN=KIAA0304 /PROD=KIAA0304 gene product /DB_XREF=gi:7662045 /UG=Hs.92236 KIAA0304 gene product /FL=gb:NM_014727.1
546	202668_at	0.034	Consensus includes gb:BF001670 /FEA=EST /DB_XREF=gi:10701945 /DB_XREF=est:7g91e06.x1 /CLONE=IMAGE:3313858 /UG=Hs.30942 ephrin-B2 /FL=gb:U81262.1 gb:NM_004093.1 gb:L38734.1 gb:U16797.1
547	204341_at	0.034	gb:NM_006470.1 /DEF=Homo sapiens estrogen-responsive B box protein (EBBP), mRNA. /FEA=mRNA /GEN=EBBP /PROD=estrogen-responsive B box protein /DB_XREF=gi:5453643 /UG=Hs.241305 estrogen-responsive B box protein /FL=gb:AF096870.1 gb:NM_006470.1
548	205485_at	0.034	gb:NM_000540.1 /DEF=Homo sapiens ryanodine receptor 1 (skeletal) (RYR1), mRNA. /FEA=mRNA /GEN=RYR1 /PROD=ryanodine receptor 1 (skeletal) /DB_XREF=gi:10863870 /UG=Hs.89631 ryanodine receptor 1 (skeletal) /FL=gb:NM_000540.1 gb:J05200.1
549	218769_s_at	0.034	gb:NM_023039.1 /DEF=Homo sapiens ankyrin repeat, family A (RFXANK-like), 2 (ANKRA2), mRNA.  /FEA=mRNA /GEN=ANKRA2 /PROD=ankyrin repeat, family A (RFXANK-like), 2 /DB_XREF=gi:12746411 /UG=Hs.239154 ankyrin repeat, family A (RFXANK-like), 2 /FL=gb:AF314032.1 gb:NM_023039.1
550	208146_s_at	0.034	gb:NM_031311.1 /DEF=Homo sapiens serine carboxypeptidase vitellogenic-like (LOC54504), mRNA.  /FEA=mRNA /GEN=LOC54504 /PROD=serine carboxypeptidase vitellogenic-like /DB_XREF=gi:13786124 /FL=gb:NM_031311.1
551	209083_at	0.034	gb:U34690.1 /DEF=Human coronin-like protein (HCORO1) mRNA, complete cds. /FEA=mRNA /GEN=HCORO1 /PROD=coronin-like protein /DB_XREF=gi:1002922 /UG=Hs.109606 coronin, actin-binding protein, 1A /FL=gb:U34690.1 gb:NM_007074.1 gb:D44497.1
552	212922_s_at	0.034	Consensus includes gb:AI809870 /FEA=EST /DB_XREF=gi:5396436 /DB_XREF=est:wf59c03.x1 /CLONE=IMAGE:2359876 /UG=Hs.66170 HSKM-B protein
553	209982_s_at	0.034	Consensus includes gb:AA608820 /FEA=EST /DB_XREF=gi:2457248 /DB_XREF=est:af03g01.s1 /CLONE=IMAGE:1030608 /UG=Hs.124085 KIAA0921 protein /FL=gb:AB035266.1
554	219863_at	0.034	gb:NM_016323.1 /DEF=Homo sapiens cyclin-E binding protein 1 (LOC51191), mRNA. /FEA=mRNA /GEN=LOC51191 /PROD=cyclin-E binding protein 1 /DB_XREF=gi:7705930 /UG=Hs.26663 cyclin-E binding protein 1 /FL=gb:AB027289.1 gb:NM_016323.1
555	36888_at	0.034	Cluster Incl. AB020648:Homo sapiens mRNA for KIAA0841 protein, partial cds /cds=(0,1925) /gb=AB020648 /gi=4240170 /ug=Hs.7426 /len=4283
556	215127_s_at	0.034	Consensus includes gb:AL517946 /FEA=EST /DB_XREF=gi:12781439 /DB_XREF=est:AL517946 /CLONE=CS0DA004YB11 (3 prime) /UG=Hs.241567 RNA binding motif, single stranded interacting protein 1
557	205129_at	0.035	gb:NM_006993.1 /DEF=Homo sapiens nucleophosminnucleoplasmin 3 (NPM3), mRNA. /FEA=mRNA /GEN=NPM3 /PROD=nucleophosminnucleoplasmin 3 /DB_XREF=gi:6857817 /UG=Hs.90691 nucleophosminnucleoplasmin 3 /FL=gb:AF081280.1 gb:NM_006993.1
558	211765_x_at	0.035	gb:BC005982.1 /DEF=Homo sapiens, peptidylprolyl isomerase A (cyclophilin A), clone MGC:14681, mRNA, complete cds.  /FEA=mRNA /PROD=peptidylprolyl isomerase A (cyclophilin A) /DB_XREF=gi:13543665 /FL=gb:BC005982.1
559	205726_at	0.035	gb:NM_006729.1 /DEF=Homo sapiens diaphanous (Drosophila, homolog) 2 (DIAPH2), transcript variant 156, mRNA.  /FEA=mRNA /GEN=DIAPH2 /PROD=diaphanous 2 isoform 156 /DB_XREF=gi:5803002 /UG=Hs.226483 diaphanous (Drosophila, homolog) 2 /FL=gb:NM_006729.1
560	208724_s_at	0.035	gb:BC000905.1 /DEF=Homo sapiens, RAB1, member RAS oncogene family, clone MGC:5233, mRNA, complete cds.  /FEA=mRNA /PROD=RAB1, member RAS oncogene family /DB_XREF=gi:12654174 /UG=Hs.3642 RAB1, member RAS oncogene family /FL=gb:BC000905.1
561	209476_at	0.035	Consensus includes gb:AL080080.1 /DEF=Homo sapiens mRNA; cDNA DKFZp564E1962 (from clone DKFZp564E1962); partial cds.  /FEA=mRNA /GEN=DKFZp564E1962 /PROD=hypothetical protein /DB_XREF=gi:5262491 /UG=Hs.24766 thioredoxin-related transmembrane protein /FL=gb:AB048246.1
562	202192_s_at	0.035	gb:NM_005890.1 /DEF=Homo sapiens growth arrest-specific 7 (GAS7), transcript variant b, mRNA.  /FEA=mRNA /GEN=GAS7 /PROD=growth arrest-specific 7 isoform b /DB_XREF=gi:5360211 /UG=Hs.226133 growth arrest-specific 7 /FL=gb:AB007854.1 gb:NM_005890.1
563	209833_at	0.035	gb:U79115.1 /DEF=Human death adaptor molecule RAIDD (RAIDD) mRNA, complete cds. /FEA=mRNA /GEN=RAIDD /PROD=death adaptor molecule RAIDD /DB_XREF=gi:1785556 /UG=Hs.155566 CASP2 and RIPK1 domain containing adaptor with death domain /FL=gb:U79115.1 gb:U84388.1 gb:NM_003805.1
564	207220_at	0.035	gb:NM_021071.1 /DEF=Homo sapiens ADP-ribosyltransferase 4 (ART4), mRNA. /FEA=mRNA /GEN=ART4 /PROD=ADP-ribosyltransferase 4 /DB_XREF=gi:12711661 /UG=Hs.13776 Dombrock blood group /FL=gb:AF290204.1 gb:NM_021071.1
565	214214_s_at	0.035	Consensus includes gb:AU151801 /FEA=EST /DB_XREF=gi:11013322 /DB_XREF=est:AU151801 /CLONE=NT2RP2006128 /UG=Hs.78614 complement component 1, q subcomponent binding protein
566	204745_x_at	0.036	gb:NM_005950.1 /DEF=Homo sapiens metallothionein 1G (MT1G), mRNA. /FEA=mRNA /GEN=MT1G /PROD=metallothionein 1G /DB_XREF=gi:10835229 /UG=Hs.173451 metallothionein 1G /FL=gb:NM_005950.1
567	208910_s_at	0.036	gb:L04636.1 /DEF=Homo sapiens pre-mRNA splicing factor 2 p32 subunit (SF2p32) mRNA, complete cds.  /FEA=mRNA /PROD=splicing factor /DB_XREF=gi:338044 /UG=Hs.78614 complement component 1, q subcomponent binding protein /FL=gb:NM_001212.2 gb:BC000435.1 gb:L04636.1
568	34858_at	0.036	Cluster Incl. D79998:Human mRNA for KIAA0176 gene, partial cds /cds=(0,797) /gb=D79998 /gi=1136411 /ug=Hs.4935 /len=3635
569	89948_at	0.036	Cluster Incl. AI743331:wg91f07.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2372485 /clone_end=3  /gb=AI743331 /gi=5111619 /ug=Hs.122258 /len=532
570	203033_x_at	0.036	gb:NM_000143.1 /DEF=Homo sapiens fumarate hydratase (FH), mRNA. /FEA=mRNA /GEN=FH /PROD=fumarate hydratase /DB_XREF=gi:4503716 /UG=Hs.75653 fumarate hydratase /FL=gb:BC003108.1 gb:M15502.1 gb:U59309.1 gb:U48857.1 gb:NM_000143.1
571	203906_at	0.036	Consensus includes gb:AI652645 /FEA=EST /DB_XREF=gi:4736624 /DB_XREF=est:wb30b07.x1 /CLONE=IMAGE:2307157 /UG=Hs.4764 KIAA0763 gene product /FL=gb:AB018306.1 gb:NM_014869.1
572	35626_at	0.036	Cluster Incl. U30894:Human N-sulphoglucosamine sulphohydrolase mRNA, complete cds /cds=(12,1520) /gb=U30894 /gi=1173542 /ug=Hs.31074 /len=2657
573	209514_s_at	0.036	Consensus includes gb:BE502030 /FEA=EST /DB_XREF=gi:9704438 /DB_XREF=est:hy11d05.x1 /CLONE=IMAGE:3197001 /UG=Hs.50477 RAB27A, member RAS oncogene family /FL=gb:U38654.3
574	36829_at	0.037	Cluster Incl. AF022991:Homo sapiens Rigui (RIGUI) mRNA, complete cds /cds=(187,4059) /gb=AF022991 /gi=2435506 /ug=Hs.68398 /len=4656
575	202365_at	0.037	gb:BC004815.1 /DEF=Homo sapiens, clone MGC:5139, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:5139) /DB_XREF=gi:13435956 /UG=Hs.127610 acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain /FL=gb:BC004815.1 gb:M26393.1 gb:NM_000017.1
576	211834_s_at	0.037	gb:AB042841.1 /DEF=Homo sapiens p73Lp63p51p40KET mRNA for delta N p73L, complete cds.  /FEA=CDS /GEN=p73Lp63p51p40KET /PROD=delta N p73L /DB_XREF=gi:12060405 /UG=Hs.137569 tumor protein 63 kDa with strong homology to p53 /FL=gb:AB042841.1
577	213035_at	0.037	Consensus includes gb:AI081194 /FEA=EST /DB_XREF=gi:3417986 /DB_XREF=est:ox76a08.x1 /CLONE=IMAGE:1662230 /UG=Hs.32556 KIAA0379 protein
578	218742_at	0.037	gb:NM_022493.1 /DEF=Homo sapiens hypothetical protein FLJ21988 (FLJ21988), mRNA. /FEA=mRNA /GEN=FLJ21988 /PROD=hypothetical protein FLJ21988 /DB_XREF=gi:11968050 /UG=Hs.22158 hypothetical protein FLJ21988 /FL=gb:NM_022493.1
579	201421_s_at	0.037	gb:NM_024102.1 /DEF=Homo sapiens hypothetical protein MGC2722 (MGC2722), mRNA. /FEA=mRNA /GEN=MGC2722 /PROD=hypothetical protein MGC2722 /DB_XREF=gi:13129109 /UG=Hs.11039 hypothetical protein MGC2722 /FL=gb:BC001679.1 gb:NM_024102.1
580	201805_at	0.037	gb:NM_002733.1 /DEF=Homo sapiens protein kinase, AMP-activated, gamma 1 non-catalytic subunit (PRKAG1), mRNA.  /FEA=mRNA /GEN=PRKAG1 /PROD=protein kinase, AMP-activated, gamma 1non-catalytic subunit /DB_XREF=gi:4506060 /UG=Hs.3136 protein kinase, AMP-activated, gamma 1 non-catalytic subunit /FL=gb:BC000358.1 gb:U42412.1 gb:NM_002733.1
581	204698_at	0.037	gb:NM_002201.2 /DEF=Homo sapiens interferon stimulated gene (20kD) (ISG20), mRNA. /FEA=mRNA /GEN=ISG20 /PROD=interferon stimulated gene (20kD) /DB_XREF=gi:6857799 /UG=Hs.183487 interferon stimulated gene (20kD) /FL=gb:U88964.1 gb:NM_002201.2
582	208936_x_at	0.037	gb:AF074000.1 /DEF=Homo sapiens Po66 carbohydrate binding protein mRNA, complete cds. /FEA=mRNA /PROD=Po66 carbohydrate binding protein /DB_XREF=gi:5577965 /UG=Hs.4082 lectin, galactoside-binding, soluble, 8 (galectin 8) /FL=gb:AF342815.1 gb:L78132.1 gb:AF074000.1 gb:NM_006499.1
583	201872_s_at	0.037	Consensus includes gb:AI002002 /FEA=EST /DB_XREF=gi:3202473 /DB_XREF=est:ot42e10.s1 /CLONE=IMAGE:1619466 /UG=Hs.12013 ATP-binding cassette, sub-family E (OABP), member 1 /FL=gb:NM_002940.1
584	204875_s_at	0.037	gb:NM_001500.1 /DEF=Homo sapiens GDP-mannose 4,6-dehydratase (GMDS), mRNA. /FEA=mRNA /GEN=GMDS /PROD=GDP-mannose 4,6-dehydratase /DB_XREF=gi:4504030 /UG=Hs.105435 GDP-mannose 4,6-dehydratase /FL=gb:BC000117.1 gb:AF042377.1 gb:NM_001500.1
585	211462_s_at	0.037	gb:AF332222.1 /DEF=Homo sapiens transducin beta-like 1 (TBL1) mRNA, complete cds, alternatively spliced.  /FEA=mRNA /GEN=TBL1 /PROD=transducin beta-like 1 /DB_XREF=gi:13161074 /UG=Hs.326787 Homo sapiens transducin beta-like 1 (TBL1) mRNA, complete cds, alternatively spliced /FL=gb:AF332222.1
586	214714_at	0.037	Consensus includes gb:AK022360.1 /DEF=Homo sapiens cDNA FLJ12298 fis, clone MAMMA1001837, weakly similar to ZINC FINGER PROTEIN 29.  /FEA=mRNA /DB_XREF=gi:10433741 /UG=Hs.284168 hypothetical protein MPMGp800M05499Q3
587	201790_s_at	0.037	Consensus includes gb:AW150953 /FEA=EST /DB_XREF=gi:6198851 /DB_XREF=est:xg42f09.x1 /CLONE=IMAGE:2630249 /UG=Hs.11806 7-dehydrocholesterol reductase /FL=gb:BC000054.1 gb:AF034544.1 gb:AF067127.1 gb:AF096305.1 gb:NM_001360.1
588	203467_at	0.037	gb:NM_002676.1 /DEF=Homo sapiens phosphomannomutase 1 (PMM1), mRNA. /FEA=mRNA /GEN=PMM1 /PROD=phosphomannomutase 1 /DB_XREF=gi:4505904 /UG=Hs.75835 phosphomannomutase 1 /FL=gb:D87810.1 gb:U62526.1 gb:U86070.1 gb:NM_002676.1
589	213308_at	0.037	Consensus includes gb:BF435773 /FEA=EST /DB_XREF=gi:11448088 /DB_XREF=est:nab41f03.x1 /CLONE=IMAGE:3268373 /UG=Hs.12696 cortactin SH3 domain-binding protein
590	220560_at	0.037	gb:NM_014144.1 /DEF=Homo sapiens SMS3 protein (SMS3), mRNA. /FEA=mRNA /GEN=SMS3 /PROD=SMS3 protein /DB_XREF=gi:7662662 /UG=Hs.272100 SMS3 protein /FL=gb:AB029488.1 gb:NM_014144.1
591	206240_s_at	0.037	gb:NM_003437.1 /DEF=Homo sapiens zinc finger protein 136 (clone pHZ-20) (ZNF136), mRNA. /FEA=mRNA /GEN=ZNF136 /PROD=zinc finger protein 136 (clone pHZ-20) /DB_XREF=gi:4507986 /UG=Hs.182828 zinc finger protein 136 (clone pHZ-20) /FL=gb:NM_003437.1
592	201648_at	0.037	Consensus includes gb:AL039831 /FEA=EST /DB_XREF=gi:5935215 /DB_XREF=est:DKFZp434D1112_s1 /CLONE=DKFZp434D1112 /UG=Hs.50651 Janus kinase 1 (a protein tyrosine kinase) /FL=gb:M64174.1 gb:NM_002227.1
593	219438_at	0.037	gb:NM_024522.1 /DEF=Homo sapiens hypothetical protein FLJ12650 (FLJ12650), mRNA. /FEA=mRNA /GEN=FLJ12650 /PROD=hypothetical protein FLJ12650 /DB_XREF=gi:13375663 /UG=Hs.4243 hypothetical protein FLJ12650 /FL=gb:NM_024522.1
594	217943_s_at	0.037	gb:NM_018067.1 /DEF=Homo sapiens hypothetical protein FLJ10350 (FLJ10350), mRNA. /FEA=mRNA /GEN=FLJ10350 /PROD=hypothetical protein FLJ10350 /DB_XREF=gi:8922367 /UG=Hs.177596 hypothetical protein FLJ10350 /FL=gb:BC003083.1 gb:NM_018067.1
595	215529_x_at	0.037	Consensus includes gb:AI590053 /FEA=EST /DB_XREF=gi:4599101 /DB_XREF=est:tr75d05.x1 /CLONE=IMAGE:2224137 /UG=Hs.235160 Homo sapiens mRNA; cDNA DKFZp434G0572 (from clone DKFZp434G0572); partial cds
596	217165_x_at	0.037	Consensus includes gb:M10943 /DEF=Human metallothionein-If gene (hMT-If) /FEA=CDS /DB_XREF=gi:187540 /UG=Hs.203936 metallothionein 1F (functional)
597	213134_x_at	0.038	Consensus includes gb:AI765445 /FEA=EST /DB_XREF=gi:5231954 /DB_XREF=est:wi80b08.x1 /CLONE=IMAGE:2399607 /UG=Hs.77311 BTG family, member 3
598	215764_x_at	0.038	Consensus includes gb:AA877641 /FEA=EST /DB_XREF=gi:2986606 /DB_XREF=est:nr02c04.s1 /CLONE=IMAGE:1160646 /UG=Hs.19121 adaptor-related protein complex 2, alpha 2 subunit
599	222060_at	0.038	Consensus includes gb:AI357616 /FEA=EST /DB_XREF=gi:4109237 /DB_XREF=est:qu20g08.x1 /CLONE=IMAGE:1965374 /UG=Hs.101651 Homo sapiens mRNA; cDNA DKFZp434C107 (from clone DKFZp434C107)
600	204836_at	0.038	gb:NM_000170.1 /DEF=Homo sapiens glycine dehydrogenase (decarboxylating; glycine decarboxylase, glycine cleavage system protein P) (GLDC), mRNA.  /FEA=mRNA /GEN=GLDC /PROD=glycine dehydrogenase (decarboxylating; glycinedecarboxylase, glycine cleavage system protein P) /DB_XREF=gi:4504012 /UG=Hs.27 glycine dehydrogenase (decarboxylating; glycine decarboxylase, glycine cleavage system protein P) /FL=gb:M64590.1 gb:NM_000170.1
601	202678_at	0.038	gb:NM_004492.1 /DEF=Homo sapiens general transcription factor IIA, 2 (12kD subunit) (GTF2A2), mRNA.  /FEA=mRNA /GEN=GTF2A2 /PROD=general transcription factor IIA, 2 (12kDsubunit) /DB_XREF=gi:4758485 /UG=Hs.76362 general transcription factor IIA, 2 (12kD subunit) /FL=gb:BC000287.1 gb:BC001919.1 gb:U21242.1 gb:NM_004492.1 gb:U14193.1
602	212248_at	0.038	Consensus includes gb:AI886796 /FEA=EST /DB_XREF=gi:5591960 /DB_XREF=est:wk20b07.x1 /CLONE=IMAGE:2412853 /UG=Hs.243901 Homo sapiens cDNA FLJ20738 fis, clone HEP08257
603	213416_at	0.039	Consensus includes gb:BG532690 /FEA=EST /DB_XREF=gi:13524229 /DB_XREF=est:602580263F1 /CLONE=IMAGE:4718390 /UG=Hs.40034 integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)
604	203530_s_at	0.039	gb:NM_004604.1 /DEF=Homo sapiens syntaxin 4A (placental) (STX4A), mRNA. /FEA=mRNA /GEN=STX4A /PROD=syntaxin 4A (placental) /DB_XREF=gi:4759185 /UG=Hs.83734 syntaxin 4A (placental) /FL=gb:BC002436.1 gb:AF026007.1 gb:U07158.1 gb:NM_004604.1
605	212418_at	0.039	Consensus includes gb:M82882.1 /DEF=Human cis-acting sequence. /FEA=mRNA /DB_XREF=gi:180551 /UG=Hs.154365 E74-like factor 1 (ets domain transcription factor)
606	216744_at	0.039	Consensus includes gb:AK024615.1 /DEF=Homo sapiens cDNA: FLJ20962 fis, clone ADSH00804. /FEA=mRNA /DB_XREF=gi:10436931 /UG=Hs.306698 Homo sapiens cDNA: FLJ20962 fis, clone ADSH00804
607	219512_at	0.039	gb:NM_024918.1 /DEF=Homo sapiens hypothetical protein FLJ13346 (FLJ13346), mRNA. /FEA=mRNA /GEN=FLJ13346 /PROD=hypothetical protein FLJ13346 /DB_XREF=gi:13376387 /UG=Hs.266273 hypothetical protein FLJ13346 /FL=gb:NM_024918.1
608	202789_at	0.039	Consensus includes gb:AL022394 /DEF=Human DNA sequence from clone RP3-511B24 on chromosome 20q11.2-12. Contains the 3 end of the TOP1 gene for topoisomerase (DNA) I, the PLCG1 gene for phospholipase C gamma 1, gene KIAA0395 for a possible homeobox protein, a 60S Ribosomal Protein L... /FEA=mRNA_1 /DB_XREF=gi:11345540 /UG=Hs.268177 phospholipase C, gamma 1 (formerly subtype 148) /FL=gb:M34667.1 gb:NM_002660.1
609	209356_x_at	0.039	gb:AB030655.1 /DEF=Homo sapiens mRNA for mutant p53 binding protein 1 (MBP1), complete cds.  /FEA=mRNA /GEN=MBP1 /PROD=mutant p53 binding protein 1 (MBP1) /DB_XREF=gi:7328920 /UG=Hs.6059 EGF-containing fibulin-like extracellular matrix protein 2 /FL=gb:AF124486.1 gb:AB030655.1
610	218689_at	0.039	gb:NM_022725.1 /DEF=Homo sapiens Fanconi anemia, complementation group F (FANCF), mRNA. /FEA=mRNA /GEN=FANCF /PROD=Fanconi anemia, complementation group F /DB_XREF=gi:12232376 /UG=Hs.65328 Fanconi anemia, complementation group F /FL=gb:NM_022725.1 gb:AF181994.1 gb:AF181995.1
611	208010_s_at	0.039	gb:NM_012411.1 /DEF=Homo sapiens protein tyrosine phosphatase, non-receptor type 22 (lymphoid) (PTPN22), mRNA.  /FEA=mRNA /GEN=PTPN22 /PROD=protein tyrosine phosphatase, non-receptor type22 (lymphoid) /DB_XREF=gi:6912613 /UG=Hs.87860 protein tyrosine phosphatase, non-receptor type 22 (lymphoid) /FL=gb:AF001847.1 gb:NM_012411.1
612	220615_s_at	0.039	gb:NM_018099.1 /DEF=Homo sapiens hypothetical protein FLJ10462 (FLJ10462), mRNA. /FEA=mRNA /GEN=FLJ10462 /PROD=hypothetical protein FLJ10462 /DB_XREF=gi:8922433 /UG=Hs.100895 hypothetical protein FLJ10462 /FL=gb:AL136843.1 gb:NM_018099.1
613	208905_at	0.039	gb:BC005299.1 /DEF=Homo sapiens, cytochrome c, clone MGC:12367, mRNA, complete cds. /FEA=mRNA /PROD=cytochrome c /DB_XREF=gi:13529022 /UG=Hs.169248 cytochrome c /FL=gb:NM_018947.1 gb:BC005299.1
614	212268_at	0.039	Consensus includes gb:NM_030666.1 /DEF=Homo sapiens serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 1 (SERPINB1), mRNA.  /FEA=CDS /GEN=SERPINB1 /PROD=serine (or cysteine) proteinase inhibitor, cladeB (ovalbumin), member 1 /DB_XREF=gi:13489086 /UG=Hs.183583 serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 1 /FL=gb:NM_030666.1
615	212671_s_at	0.039	Consensus includes gb:BG397856 /FEA=EST /DB_XREF=gi:13291304 /DB_XREF=est:602438950F1 /CLONE=IMAGE:4564956 /UG=Hs.198253 major histocompatibility complex, class II, DQ alpha 1
616	208972_s_at	0.04	gb:AL080089.1 /DEF=Homo sapiens mRNA; cDNA DKFZp564L2362 (from clone DKFZp564L2362); complete cds.  /FEA=mRNA /GEN=DKFZp564L2362 /PROD=hypothetical protein /DB_XREF=gi:5262506 /UG=Hs.80986 ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1 /FL=gb:BC004963.1 gb:D13118.1 gb:AL080089.1
617	209312_x_at	0.04	gb:U65585.1 /DEF=Homo sapiens MHC class II antigen (HLA-DRB1) mRNA, HLA-DRB1PBL allele, complete cds.  /FEA=mRNA /GEN=HLA-DRB1 /PROD=MHC class II antigen /DB_XREF=gi:5478215 /UG=Hs.180255 major histocompatibility complex, class II, DR beta 1 /FL=gb:M33600.1 gb:NM_002124.1 gb:M28583.1 gb:U65585.1
618	222035_s_at	0.04	Consensus includes gb:AI984479 /FEA=EST /DB_XREF=gi:5811756 /DB_XREF=est:wr83e06.x1 /CLONE=IMAGE:2494306 /UG=Hs.49007 poly(A) polymerase alpha
619	219720_s_at	0.04	gb:NM_017972.1 /DEF=Homo sapiens hypothetical protein FLJ10033 (FLJ10033), mRNA. /FEA=mRNA /GEN=FLJ10033 /PROD=hypothetical protein FLJ10033 /DB_XREF=gi:11034828 /UG=Hs.279844 hypothetical protein FLJ10033 /FL=gb:NM_017972.1
620	209036_s_at	0.04	gb:BC001917.1 /DEF=Homo sapiens, malate dehydrogenase 2, NAD (mitochondrial), clone MGC:3559, mRNA, complete cds.  /FEA=mRNA /PROD=malate dehydrogenase 2, NAD (mitochondrial) /DB_XREF=gi:12804928 /UG=Hs.111076 malate dehydrogenase 2, NAD (mitochondrial) /FL=gb:BC001917.1 gb:AF047470.1 gb:NM_005918.1
621	209478_at	0.04	gb:U95006.1 /DEF=Human D9 splice variant A mRNA, complete cds. /FEA=mRNA /PROD=D9 splice variant A /DB_XREF=gi:2071992 /UG=Hs.37616 Human D9 splice variant B mRNA, complete cds /FL=gb:U95006.1 gb:U95007.1
622	203056_s_at	0.04	Consensus includes gb:AI681013 /FEA=EST /DB_XREF=gi:4891195 /DB_XREF=est:tx43d04.x1 /CLONE=IMAGE:2272327 /UG=Hs.26719 zinc-finger DNA-binding protein /FL=gb:D45132.1 gb:NM_015866.1
623	206656_s_at	0.04	gb:BC000353.1 /DEF=Homo sapiens, myogenic factor 3, clone MGC:8630, mRNA, complete cds.  /FEA=mRNA /PROD=myogenic factor 3 /DB_XREF=gi:12653170 /UG=Hs.284203 myogenic factor 3 /FL=gb:BC000353.1 gb:NM_002478.2
624	214095_at	0.04	Consensus includes gb:AW190316 /FEA=EST /DB_XREF=gi:6464796 /DB_XREF=est:xl13g08.x1 /CLONE=IMAGE:2676158 /UG=Hs.2186 eukaryotic translation elongation factor 1 gamma
625	221474_at	0.04	gb:U26162.1 /DEF=Human myosin regulatory light chain mRNA, complete cds. /FEA=mRNA /PROD=myosin regulatory light chain /DB_XREF=gi:829622 /UG=Hs.180224 death-associated protein 6 /FL=gb:BC004994.1 gb:D50372.1 gb:U26162.1
626	202163_s_at	0.04	gb:NM_004779.1 /DEF=Homo sapiens CCR4-NOT transcription complex, subunit 8 (CNOT8), mRNA.  /FEA=mRNA /GEN=CNOT8 /PROD=CCR4-NOT transcription complex, subunit 8 /DB_XREF=gi:4758945 /UG=Hs.26703 CCR4-NOT transcription complex, subunit 8 /FL=gb:AF053318.1 gb:NM_004779.1 gb:AL122045.1 gb:AF180476.1
627	205945_at	0.04	gb:NM_000565.1 /DEF=Homo sapiens interleukin 6 receptor (IL6R), mRNA. /FEA=mRNA /GEN=IL6R /PROD=interleukin 6 receptor /DB_XREF=gi:4504672 /UG=Hs.193400 interleukin 6 receptor /FL=gb:NM_000565.1
628	212046_x_at	0.041	Consensus includes gb:X60188.1 /DEF=Human ERK1 mRNA for protein serinethreonine kinase. /FEA=mRNA /GEN=ERK1 /PROD=protein serinethreonine  kinase /DB_XREF=gi:31220 /UG=Hs.861 mitogen-activated protein kinase 3
629	219875_s_at	0.041	gb:NM_016076.1 /DEF=Homo sapiens CGI-146 protein (LOC51029), mRNA. /FEA=mRNA /GEN=LOC51029 /PROD=CGI-146 protein /DB_XREF=gi:7705641 /UG=Hs.42409 CGI-146 protein /FL=gb:AF151904.1 gb:NM_016076.1
630	211771_s_at	0.041	gb:BC006101.1 /DEF=Homo sapiens, Similar to POU domain, class 2, transcription factor 2, clone MGC:12814, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to POU domain, class 2, transcriptionfactor 2 /DB_XREF=gi:13543912 /FL=gb:BC006101.1
631	201023_at	0.041	gb:NM_005642.1 /DEF=Homo sapiens TATA box binding protein (TBP)-associated factor, RNA polymerase II, F, 55kD (TAF2F), mRNA.  /FEA=mRNA /GEN=TAF2F /PROD=TATA box binding protein (TBP)-associatedfactor, RNA polymerase II, F, 55kD /DB_XREF=gi:5032148 /UG=Hs.155188 TATA box binding protein (TBP)-associated factor, RNA polymerase II, F, 55kD /FL=gb:NM_005642.1 gb:U18062.1
632	201406_at	0.041	gb:NM_021029.1 /DEF=Homo sapiens ribosomal protein L44 (RPL44), mRNA. /FEA=mRNA /GEN=RPL44 /PROD=ribosomal protein L44 /DB_XREF=gi:10445222 /UG=Hs.178391 ribosomal protein L44 /FL=gb:NM_021029.1 gb:BC001781.1
633	218549_s_at	0.041	gb:NM_016033.1 /DEF=Homo sapiens CGI-90 protein (LOC51115), mRNA. /FEA=mRNA /GEN=LOC51115 /PROD=CGI-90 protein /DB_XREF=gi:7705802 /UG=Hs.44222 CGI-90 protein /FL=gb:AF151848.1 gb:NM_016033.1
