Fisher score	Gene symbol	Gene name	Reporter	Accession number
-0.613350941	TAF12	TAF12 R polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	H200006877	NM_005644
-0.613506262	NEDD5	Neural precursor cell expressed, developmentally down-regulated 5	H200014097	NM_004404
-0.614306019	HYPB	Huntingtin interacting protein B	H200001335	AJ238403
-0.614527587	CLK2	CDC-like kinase 2	H200005902	NM_003993
-0.61659996	HCST	Hematopoietic cell signal transducer	H300004886	NM_014266
-0.617285232	PDZK8	PDZ domain containing 8	H200012966	BC012186
-0.618636905	CGI-90	CGI-90 protein	H200004681	AK000672
-0.619284064	KIAA0683	KIAA0683 gene product	H200015345	NM_016111
-0.622547942	DHRS7	Dehydrogenase/reductase (SDR family) member 7	H200011630	NM_016029
-0.627508447	MGC5309	Hypothetical protein MGC5309	H200002332	BC003353
-0.628239736	TNFSF5IP1	Tumor necrosis factor superfamily, member 5-induced protein 1	H200000820	NM_020232
-0.628597173	LOC284591	Hypothetical protein LOC284591	H200002386	AK026873
-0.628740435	DKFZP564K0	Hypothetical protein DKFZp564K0822	H200000918	NM_030796
-0.629972204	GPR18	G protein-coupled receptor 18	H200010274	NM_005292
-0.630966893	C6orf68	Chromosome 6 open reading frame 68	H200009444	AJ420576
-0.631757102	NEK6	NIMA (never in mitosis gene a)-related kinase 6	H200001805	BC012761
-0.631779399	BRD9	Bromodomain containing 9	H200015452	NM_023924
-0.631929429	C14orf122	Chromosome 14 open reading frame 122	H200016750	NM_016049
-0.633056206	FLJ10496	Hypothetical protein FLJ10496	H200017581	NM_018114
-0.633806564	TOMM20	Translocase of outer mitochondrial membrane 20 homolog (yeast)	H200006023	NM_014765
-0.634899408	UBE3A	Ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)	H200008458	NM_000462
-0.634936621	C14orf11	Chromosome 14 open reading frame 11	H200001477	NM_018453
-0.636257717	MGC23909	Hypothetical protein MGC23909	H200001893	AK055070
-0.636361968	HADHB	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	H200013580	NM_000183
-0.636491229	FDFT1	Farnesyl-diphosphate farnesyltransferase 1	H200004907	NM_004462
-0.637395704	FLJ32096	Hypothetical protein FLJ32096	H200011106	AK056658
-0.638204729	LOC85865	Hypothetical protein BC004923	H200013252	BC004923
-0.639518202	PP1201	PP1201 protein	H200014249	NM_022152
-0.641152667	BZW2	Basic leucine zipper and W2 domains 2	H200001015	NM_014038
-0.642027874	MALT1	Mucosa associated lymphoid tissue lymphoma translocation gene 1	H200008444	NM_006785
-0.642626933	CA2	Carbonic anhydrase II	H200014027	NM_000067
-0.643925243	SPINT2	Serine protease inhibitor, Kunitz type, 2	H200004091	NM_021102
-0.644535797	BCS1L	BCS1-like (yeast)	H200013729	NM_004328
-0.644967211	LHX6	LIM homeobox 6	H200011225	NM_014368
-0.645404547	MGC13057	Hypothetical protein MGC13057	H200012814	NM_032321
-0.645434162	CA8	Carbonic anhydrase VIII	H200016213	NM_004056
-0.647145377	RPS5	Ribosomal protein S5	H200006262	NM_001009
-0.648343304	LOC285458	Similar to hypothetical protein MGC27019	H200011242	BC008921
-0.64904323	ZNF12	Zinc finger protein 12 (KOX 3)	H200001278	AK055709
-0.649124091	LPXN	Leupaxin	H200004941	NM_004811
-0.651802073	COMTD1	Catechol-O-methyltransferase domain containing 1	H300007107	NM_144589
-0.6527347	FLJ35630	Hypothetical protein FLJ35630	H300005652	NM_152618
-0.653943769	USP30	Ubiquitin specific protease 30	H200008353	NM_032663
-0.654091355	C17orf37	Chromosome 17 open reading frame 37	H200019483	NM_032339
-0.654224164	RCHY1	Ring finger and CHY zinc finger domain containing 1	H200004866	AF255666
-0.65463912	SCP2	Sterol carrier protein 2	H200006189	M75883
-0.655730795	KLF13	Kruppel-like factor 13	H200001360	AL390127
-0.655957483	RGS19	Regulator of G-protein signalling 19	H200003185	NM_005873
-0.656502855	PSME1	Proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	H200006080	NM_006263
-0.659194877	FKBP4	FK506 binding protein 4, 59kDa	H200000226	NM_002014
-0.661542953	MPHOSPH6	M-phase phosphoprotein 6	H200013829	NM_005792
-0.661808171	PARP2	Poly (ADP-ribose) polymerase family, member 2	H200003385	NM_005484
-0.663524773	AVPR2	Arginine vasopressin receptor 2 (nephrogenic diabetes insipidus)	H200000634	NM_000054
-0.664081597	CYP2E1	Cytochrome P450, family 2, subfamily E, polypeptide 1	H200006021	NM_000773
-0.66570324	SCYE1	Small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)	H200019480	NM_004757
-0.666144269	CKS2	CDC28 protein kinase regulatory subunit 2	H200007058	NM_001827
-0.666311947	ZBTB2	Zinc finger and BTB domain containing 2	H200003366	AB040916
-0.666334261	KAB	KARP-1-binding protein	H200003483	NM_014812
-0.667866397	GFPT1	Glutamine-fructose-6-phosphate transaminase 1	H200000437	NM_002056
-0.668119358	C10orf104	Chromosome 10 open reading frame 104	H300008676	NM_173473
-0.668806369	C17orf25	Chromosome 17 open reading frame 25	H200017425	NM_016080
-0.669036977	TMEM32	Transmembrane protein 32	H200011706	AL157477
-0.669305343	PUSL1	Pseudouridylate synthase-like 1	H300000530	NM_153339
-0.671374775	ZNF565	Zinc finger protein 565	H200010117	AK057290
-0.672862507	LRAP	Leukocyte-derived arginine aminopeptidase	H200017573	NM_022350
-0.67313991	CYP4V2	Cytochrome P450, family 4, subfamily V, polypeptide 2	H200015598	AK022114
-0.674791684	C14orf21	Chromosome 14 open reading frame 21	H300001708	NM_174913
-0.674810455	NIF3L1BP1	Ngg1 interacting factor 3 like 1 binding protein 1	H200009226	NM_025075
-0.67508276	ALDOA	Aldolase A, fructose-bisphosphate	H200016990	NM_000034
-0.675203595	LOC51234	Hypothetical protein LOC51234	H300014151	NM_016454
-0.67966873	ANXA7	Annexin A7	H200006539	NM_004034
-0.681113444	12:00 AM	15 kDa selenoprotein	H200010445	NM_004261
-0.681878606	ADRB3	Adrenergic, beta-3-, receptor	H200000638	NM_000025
-0.68272332	RAB1A	RAB1A, member RAS oncogene family	H200000812	AK055927
-0.68308116	BRD2	Bromodomain containing 2	H200006041	NM_005104
-0.683602716	MGC21644	Hypothetical protein MGC21644	H200007612	BC012033
-0.684527917	SDBCAG84	Serologically defined breast cancer antigen 84	H200007887	NM_015966
-0.684938573	CSTB	Cystatin B (stefin B)	H200000172	NM_000100
-0.685758282	PAIP2	Poly(A) binding protein interacting protein 2	H200011578	AL136640
-0.689112382	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	H200003767	NM_030655
-0.69143269	RIT1	Ras-like without CAAX 1	H200010725	NM_006912
-0.693087753	FLJ20859	FLJ20859 gene	H200001199	NM_022734
-0.694823774	SURF4	Surfeit 4	H200008796	AK026646
-0.695712007	FLJ14346	Hypothetical protein FLJ14346	H200020413	BC014255
-0.696353643	TBCA	Tubulin-specific chaperone a	H200003455	NM_004607
-0.699543382	PEX19	Peroxisomal biogenesis factor 19	H200007770	NM_002857
-0.701687191	NT5C2	5-nucleotidase, cytosolic II	H200013286	NM_012229
-0.701784209	CD48	CD48 antigen (B-cell membrane protein)	H200000239	NM_001778
-0.702002705	BSG	Basigin (OK blood group)	H200005980	NM_001728
-0.702179443	ARL5	ADP-ribosylation factor-like 5	H200007156	AK054652
-0.702847662	CDKN1B	Cyclin-dependent kinase inhibitor 1B (p27, Kip1)	H200015637	BC001971
-0.702945933	MGC29875	Hypothetical protein MGC29875	H200014677	NM_014388
-0.702992263	LCMT1	Leucine carboxyl methyltransferase 1	H200001577	NM_016015
-0.703417308	MTO1	Mitochondrial translation optimization 1 homolog (S. cerevisiae)	H200004253	NM_012123
-0.703535559	THBS4	Thrombospondin 4	H200006194	NM_003248
-0.705599327	AACS	Acetoacetyl-CoA synthetase	H200015683	NM_023928
-0.706529117	KP4	Karyopherin alpha 4 (importin alpha 3)	H200018127	NM_002268
-0.709166906	MGC13045	Hypothetical protein MGC13045	H200019502	NM_032344
-0.710593071	ARHGAP1	Rho GTPase activating protein 1	H200013292	BC018118
-0.711204023	SFRS10	Splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)	H200003976	NM_004593
-0.711411177	ARPC5	Actin related protein 2/3 complex, subunit 5, 16kDa	H200006941	NM_005717
-0.71245901	DYRK3	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	H200004417	NM_003582
-0.712804099	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	H200010654	NM_006421
-0.713497749	SAV1	Salvador homolog 1 (Drosophila)	H200009398	NM_021818
-0.713530659	ATP6AP2	ATPase, H+ transporting, lysosomal accessory protein 2	H200008666	NM_005765
-0.714870656	SMU1	Smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	H200014545	NM_018225
-0.715410821	MGC21654	Unknown MGC21654 product	H200010706	AK056434
-0.71550843	MtFMT	Methionyl-tR formyltransferase, mitochondrial	H200005115	AK055688
-0.717254231	PCNP	PEST-containing nuclear protein	H200017794	NM_020357
-0.718782292	RUNX3	Runt-related transcription factor 3	H200007892	NM_004350
-0.719870689	DNCLI1	Dynein, cytoplasmic, light intermediate polypeptide 1	H200016571	NM_016141
-0.720069127	RAE1	RAE1 R export 1 homolog (S. pombe)	H200014731	NM_003610
-0.720968497	HSGT1	Suppressor of S. cerevisiae gcr2	H200002844	NM_007265
-0.721623695	C19orf25	Chromosome 19 open reading frame 25	H200001461	AK056004
-0.721645426	MLLT10	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	H200014856	AL137295
-0.723556427	PA2G4	Proliferation-associated 2G4, 38kDa	H200019916	NM_006191
-0.723848221	ATP5L	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g	H200011521	NM_006476
-0.724067306	APG-1	Heat shock protein (hsp110 family)	H200005771	NM_014278
-0.724154991	MPHOSPH1	M-phase phosphoprotein 1	H200000065	NM_016195
-0.72489926	FZD3	Frizzled homolog 3 (Drosophila)	H200004494	NM_017412
-0.726090594	HTATIP	HIV-1 Tat interacting protein, 60kDa	H200001215	NM_006388
-0.72658293	YWHAH	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	H200020448	NM_003405
-0.727669483	CREB1	CAMP responsive element binding protein 1	H200006645	NM_004379
-0.728828118	LOC90624	Hypothetical protein LOC90624	H200011901	AK000803
-0.72994499	SART3	Squamous cell carcinoma antigen recognised by T cells 3	H200012027	NM_014706
-0.730295674	C11orf2	Chromosome 11 open reading frame2	H200001019	NM_013265
-0.730419119	UBE2J1	Ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	H200014271	AF151039
-0.730565169	BACE2	Beta-site APP-cleaving enzyme 2	H200016739	AF178532
-0.730633228	HCCS	Holocytochrome c synthase (cytochrome c heme-lyase)	H200015111	NM_005333
-0.735105683	TRIP15	Thyroid receptor interacting protein 15	H200003989	NM_004236
-0.735345878	C11orf10	Chromosome 11 open reading frame 10	H200010464	NM_014206
-0.735563515	MRPL1	Mitochondrial ribosomal protein L1	H200017780	NM_020236
-0.736044462	SNRPE	Small nuclear ribonucleoprotein polypeptide E	H200019610	NM_003094
-0.738748398	PDE6D	Phosphodiesterase 6D, cGMP-specific, rod, delta	H200004864	NM_002601
-0.739140151	CXXC5	CXXC finger 5	H200002443	BC006428
-0.739414279	SART1	Squamous cell carcinoma antigen recognised by T cells	H200009242	NM_005146
-0.739435304	INCENP	Inner centromere protein antigens 135/155kDa	H200004731	NM_020238
-0.740699485	SLC37A4	Solute carrier family 37 (glycerol-6-phosphate transporter), member 4	H300021956	NM_001467
-0.743277901	ZNF134	Zinc finger protein 134 (clone pHZ-15)	H200000097	NM_003435
-0.743305936	NFYC	Nuclear transcription factor Y, gamma	H200007756	NM_014223
-0.744337661	LBH	Likely ortholog of mouse limb-bud and heart gene	H200005240	NM_030915
-0.744605376	PTGES2	Prostaglandin E synthase 2	H200009220	NM_025072
-0.745257295	NUPL2	Nucleoporin like 2	H200007764	NM_007342
-0.745688598	e(y)2	E(y)2 protein	H200017799	NM_020189
-0.746062928	C6orf108	Chromosome 6 open reading frame 108	H200011665	NM_006443
-0.74638559	IGBP1	Immunoglobulin (CD79A) binding protein 1	H200000810	NM_001551
-0.747093758	CCR2	Chemokine (C-C motif) receptor 2	H200000107	NM_000647
-0.747216956	SF3B14	Splicing factor 3B, 14 kDa subunit	H200008294	NM_016047
-0.747556437	RILP	Rab interacting lysosomal protein	H200002686	NM_031430
-0.748810442	SAS10	Disrupter of silencing 10	H200019016	NM_020368
-0.748891582	NY-REN-41	NY-REN-41 antigen	H200019766	AF301222
-0.749734159	GPSM2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	H200017259	NM_013296
-0.750768807	STUB1	STIP1 homology and U-Box containing protein 1	H200003489	NM_005861
-0.750783504	P4HB	Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55)	H200006164	NM_000918
-0.75532294	SH3BGRL	SH3 domain binding glutamic acid-rich protein like	H200002374	NM_003022
-0.755885259	SECP43	TR selenocysteine associated protein	H200016582	NM_017846
-0.756733323	MRPS30	Mitochondrial ribosomal protein S30	H200003850	NM_016640
-0.756823777	B4GALT1	UDP-Gal:betaGlcc beta 1,4- galactosyltransferase, polypeptide 1	H200014787	NM_001497
-0.757130039	MGC4399	Mitochondrial carrier protein	H200008637	NM_032315
-0.75741731	PPP2R5E	Protein phosphatase 2, regulatory subunit B (B56), epsilon isoform	H200008130	NM_006246
-0.75745111	EHHADH	Enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	H200000401	NM_001966
-0.758703434	SRI	Sorcin	H200009922	NM_003130
-0.759396921	CRNKL1	Crn, crooked neck-like 1 (Drosophila)	H200016633	NM_016652
-0.759570725	NDUFA8	DH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa	H200004099	NM_014222
-0.75967082	PRPF18	PRP18 pre-mR processing factor 18 homolog (yeast)	H200014051	NM_003675
-0.760035636	HIBCH	3-hydroxyisobutyryl-Coenzyme A hydrolase	H200015576	NM_014362
-0.760434854	ZNF593	Zinc finger protein 593	H200011173	NM_015871
-0.760631553	STX8	Syntaxin 8	H200012212	NM_004853
-0.760874632	MRPS6	Mitochondrial ribosomal protein S6	H200016620	AK024896
-0.761836622	ELP3	Elongation protein 3 homolog (S. cerevisiae)	H200016613	NM_018091
-0.762401634	MGAT2	Mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	H200008032	NM_002408
-0.76296658	SP29	Synaptosomal-associated protein, 29kDa	H200014666	NM_004782
-0.763463177	UROS	Uroporphyrinogen III synthase (congenital erythropoietic porphyria)	H200006142	NM_000375
-0.764142384	ZNF198	Zinc finger protein 198	H200011651	NM_003453
-0.766620965	ASAHL	N-acylsphingosine amidohydrolase (acid ceramidase)-like	H200016539	AK024677
-0.767517952	FLJ14803	Hypothetical protein FLJ14803	H200016592	NM_032842
-0.76780798	CNIH	Cornichon homolog (Drosophila)	H200014918	NM_005776
-0.767905739	LOC284018	Hypothetical protein LOC284018	H200010452	AK026583
-0.768244714	RPS7	Ribosomal protein S7	H200010044	NM_001011
-0.768395401	ZFP91	Zinc finger protein 91 homolog (mouse)	H200004767	NM_053023
-0.76873454	GPR172A	G protein-coupled receptor 172A	H200001234	NM_024531
-0.76942552	CXorf17	Chromosome X open reading frame 17	H200016958	NM_017848
-0.770238174	SLC2A1	Solute carrier family 2 (facilitated glucose transporter), member 1	H200007876	NM_006516
-0.770789825	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	H200006348	NM_001679
-0.771776438	PSMA5	Proteasome (prosome, macropain) subunit, alpha type, 5	H200006341	NM_002790
-0.772842482	TRIM34	Tripartite motif-containing 6 and tripartite motif-containing 34	H200012554	NM_021616
-0.773258579	COX5B	Cytochrome c oxidase subunit Vb	H200000351	NM_001862
-0.778209047	ChGn	Chondroitin beta1,4 N-acetylgalactosaminyltransferase	H200001987	NM_018371
-0.778393223	ITGA7	Integrin, alpha 7	H200005939	NM_002206
-0.778784209	FAM44B	Family with sequence similarity 44, member B	H200001259	BC007436
-0.779862893	THBD	Thrombomodulin	H200000521	NM_000361
-0.7799496	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	H200008265	NM_006886
-0.779956167	CSPG6	Chondroitin sulfate proteoglycan 6 (bamacan)	H200003409	NM_005445
-0.780193615	LOC134147	Hypothetical protein BC001573	H200020432	BC001573
-0.782057135	CCNG1	Cyclin G1	H200006628	NM_004060
-0.782071492	FLJ11151	Hypothetical protein FLJ11151	H200002433	NM_018340
-0.782106758	STARD3NL	STARD3 N-terminal like	H200002283	NM_032016
-0.784247816	DAP13	13kDa differentiation-associated protein	H200004675	NM_018838
-0.784780772	DYRK2	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	H200008116	NM_006482
-0.787100897	FLJ11273	Hypothetical protein FLJ11273	H200000798	NM_018374
-0.787163198	GNPTG	N-acetylglucosamine-1-phosphotransferase, gamma subunit	H200015777	NM_032520
-0.7875289	NYREN18	NEDD8 ultimate buster-1	H200017488	AF300717
-0.788750375	FLJ32421	Hypothetical protein FLJ32421	H200001187	AK025140
-0.790360206	SAP30	Sin3-associated polypeptide, 30kDa	H200002954	NM_003864
-0.790796183	FAM26B	Family with sequence similarity 26, member B	H200015763	BC000039
-0.790963308	C20orf29	Chromosome 20 open reading frame 29	H200013536	NM_018347
-0.791450066	DNMT3B	D (cytosine-5-)-methyltransferase 3 beta	H200016304	NM_006892
-0.791626164	TERF2	Telomeric repeat binding factor 2	H200011050	NM_005652
-0.792025978	AFG3L1	AFG3 ATPase family gene 3-like 1 (yeast)	H200009588	AK056488
-0.793426002	EI24	Etoposide induced 2.4 mR	H200019993	NM_004879
-0.794253198	VAPA	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa	H200001722	NM_003574
-0.794416515	PECR	Peroxisomal trans-2-enoyl-CoA reductase	H200017595	AF119841
-0.796338748	CENPC1	Centromere protein C 1	H200013948	NM_001812
-0.796738691	GRM4	Glutamate receptor, metabotropic 4	H200008305	NM_000841
-0.798055733	G22P1	Thyroid autoantigen 70kDa (Ku antigen)	H200014758	NM_001469
-0.798394959	MGC13168	Hypothetical protein MGC13168	H200001779	NM_032735
-0.798460981	SAP18	Sin3-associated polypeptide, 18kDa	H200003348	NM_005870
-0.799469687	C15orf19	Chromosome 15 open reading frame 19	H200008129	BC007697
-0.79979284	RSEH1	Ribonuclease H1	H200008837	AK027610
-0.801071865	FBXO34	F-box protein 34	H200002483	NM_017943
-0.801390205	C14orf4	Chromosome 14 open reading frame 4	H200008347	AB058768
-0.801720487	ZNF22	Zinc finger protein 22 (KOX 15)	H200011584	BC010642
-0.802278036	SCOC	Short coiled-coil protein	H200008863	NM_032547
-0.802820715	C10orf12	Chromosome 10 open reading frame 12	H200002394	AK025166
-0.803470674	DKFZP564D0	Hypothetical protein DKFZp564D0478	H200020765	AK056682
-0.803641209	SMUG1	Single-strand selective monofunctional uracil D glycosylase	H200001013	AK001789
-0.805087892	RPL14	Ribosomal protein L14	H200000183	NM_003973
-0.80537686	SSPN	Sarcospan (Kras oncogene-associated gene)	H200008665	NM_005086
-0.80615744	ABL1	V-abl Abelson murine leukemia viral oncogene homolog 1	H200013561	NM_005157
-0.807244131	SLC35E3	Solute carrier family 35, member E3	H200012583	NM_018656
-0.807698122	ZNF313	Zinc finger protein 313	H200001921	BC013695
-0.808196045	EFTUD1	Elongation factor Tu GTP binding domain containing 1	H200002818	NM_024580
-0.808572148	HPRP8BP	U5 snRNP-specific 40 kDa protein (hPrp8-binding)	H200001898	NM_004814
-0.809576684	RBM3	R binding motif (RNP1, RRM) protein 3	H200010015	NM_006743
-0.809914983	TDRD7	Tudor domain containing 7	H200017806	AB025254
-0.811520465	RNF20	Ring finger protein 20	H200007753	NM_019592
-0.813386792	GA	N-acetylgalactosaminidase, alpha-	H200006088	NM_000262
-0.81551571	SULF2	Sulfatase 2	H200004653	AB033073
-0.815648825	BZRP	Benzodiazapine receptor (peripheral)	H200000056	NM_000714
-0.817654666	MGC21874	Transcriptional adaptor 2 (ADA2 homolog, yeast)-beta	H200001340	BC013164
