Pathway name	Pathway Code	Genbank ID	Gene Title	Gene Symbol	5 h CS vs Air                         FC + SEM	8 d CS vs Air            FC + SEM	8 d Air vs 5 h Air            FC + SEM	1.5 mo CS vs Air                         FC + SEM	1.5 mos Air vs 5 h Air            FC + SEM	6 mos CS vs Air                                  FC + SEM	6 mos Air vs 5 h Air  FC + SEM
Lipid Metabolism	20	AF068749	sphingosine kinase 1	Sphk1	8.2 ± 0.4	N.C.	N.C.	1.5 ± 0.4	N.C.	1.8 ± 0.4	N.C.
Lipid Metabolism	20	NM_016907	serine protease inhibitor, Kunitz type 1	Spint1	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Lipid Metabolism	20	BI076697	StAR-related lipid transfer (START) domain containing 5	Stard5	N.C.	N.C.	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Lipid Metabolism	20	BE629162	transmembrane protein 23	Tmem23	2.1 ± 0.4	1.8 ± 0.4	N.C.	1.6 ± 0.3	N.C.	N.C.	N.C.
Others	21	BE288026	membrane-associated ring finger (C3HC4) 7	7-Mar	2.1 ± 0.4	N.C.	-1.6	N.C.	N.C.	N.C.	N.C.
Others	21	BE689422	RIKEN cDNA 0610007L01 gene	0610007L01Rik	2.0 ± 0.4	1.6 ± 0.4	-1.1	N.C.	N.C.	N.C.	N.C.
Others	21	BG916808	RIKEN cDNA 0610037M15 gene	0610037M15Rik	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_019437	RIKEN cDNA 0610038L10 gene	0610038L10Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK003207	RIKEN cDNA 0610039C21 gene	0610039C21Rik	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV112972	RIKEN cDNA 1110001M19 gene	1110001M19Rik	1.8 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK010339	RIKEN cDNA 1110003B01 gene	1110003B01Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB069531	RIKEN cDNA 1110003F05 gene	1110003F05Rik	2.3 ± 0.4	N.C.	-1.7	N.C.	-1.3	N.C.	N.C.
Others	21	AK003388	RIKEN cDNA 1110003O08 gene	1110003O08Rik	1.5 ± 0.4	1.8 ± 0.4	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	AW988981	RIKEN cDNA 1110008H02 gene	1110008H02Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE570477	RIKEN cDNA 1110014K08 gene	1110014K08Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC027250	RIKEN cDNA 1110018M03 gene	1110018M03Rik	N.C.	N.C.	N.C.	1.9 ± 0.4	N.C.	N.C.	N.C.
Others	21	AA408371	RIKEN cDNA 1110019C08 gene	1110019C08Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_018884	RIKEN cDNA 1110020C07 gene	1110020C07Rik	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK003880	RIKEN cDNA 1110020P09 gene	1110020P09Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM246377	RIKEN cDNA 1110029I05 gene	1110029I05Rik	N.C.	N.C.	N.C.	1.5 ± 0.3	N.C.	N.C.	N.C.
Others	21	BC019978	RIKEN cDNA 1110030N17 gene	1110030N17Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AF365876	RIKEN cDNA 1110032A04 gene	1110032A04Rik	N.C.	N.C.	3.7 + 0.5	N.C.	N.C.	3.1 ± 0.6	N.C.
Others	21	AK004068	RIKEN cDNA 1110033J19 gene	1110033J19Rik	N.C.	N.C.	N.C.	N.C.	N.C.	2.4 ± 0.4	N.C.
Others	21	BB537625	RIKEN cDNA 1110051M20 gene	1110051M20Rik	1.8 ± 0.4	N.C.	2.3 + 0.4	N.C.	N.C.	N.C.	N.C.
Others	21	BB667784	RIKEN cDNA 1110059H15 gene	1110059H15Rik	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC014832	RIKEN cDNA 1110064N10 gene	1110064N10Rik	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE573480	RIKEN cDNA 1110065L07 gene	1110065L07Rik	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE986504	RIKEN cDNA 1110070J07 gene	1110070J07Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI155792	RIKEN cDNA 1190002C06 gene	1190002C06Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV292561	RIKEN cDNA 1200003I07 gene	1200003I07Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI076834	RIKEN cDNA 1200003I10 gene /// RIKEN cDNA 1200015M12 gene /// RIKEN cDNA 1200016E24 gene /// RIKEN cDNA A130040M12 gene	1200003I10Rik /// 1200015M12Rik /// 1200016E24Rik /// A130040M12Rik	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	BC006902	RIKEN cDNA 1200006F02 gene	1200006F02Rik	N.C.	N.C.	N.C.	1.5 ± 0.3	N.C.	N.C.	N.C.
Others	21	BB119177	RIKEN cDNA 1200015M12 gene /// RIKEN cDNA A130040M12 gene /// RIKEN cDNA E430024C06 gene	1200015M12Rik /// A130040M12Rik /// E430024C06Rik	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	BF719154	RIKEN cDNA 1200016E24 gene	1200016E24Rik	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	NM_028770	RIKEN cDNA 1200016G03 gene	1200016G03Rik	1.6 ± 0.4	N.C.	N.C.	2.0 ± 0.4	N.C.	1.6 ± 0.4	N.C.
Others	21	AK004841	RIKEN cDNA 1300001I01 gene	1300001I01Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AI788755	RIKEN cDNA 1300002F13 gene	1300002F13Rik	3.4 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC006928	RIKEN cDNA 1300006C06 gene	1300006C06Rik	1.6 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK018758	RIKEN cDNA 1300006C19 gene	1300006C19Rik	3.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG297038	RIKEN cDNA 1300007C21 gene /// similar to Retrovirus-related POL polyprotein (Endonuclease)	1300007C21Rik /// LOC433762	2.3 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.6 ± 0.4	N.C.
Others	21	BG297038	RIKEN cDNA 1300007C21 gene /// similar to Retrovirus-related POL polyprotein (Endonuclease) /// similar to Retrovirus-related Pol polyprotein (Endonuclease)	1300007C21Rik /// LOC433762 /// LOC546083	N.C.	N.C.	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Others	21	BG297038	RIKEN cDNA 1300007C21 gene /// similar to Retrovirus-related POL polyprotein (Endonuclease) /// similar to RIKEN cDNA 1300007C21 gene /// similar to NADH-ubiquinone oxidoreductase MWFE subunit (Complex I-MWFE) (CI-MWFE) /// hypothetical protein LOC670993 /// hypothetical protein LOC673100	1300007C21Rik /// LOC433762 /// LOC668462 /// LOC668581 /// LOC670993 /// LOC673100	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK004983	RIKEN cDNA 1300013D05 gene	1300013D05Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB149970	RIKEN cDNA 1500003O03 gene	1500003O03Rik	2.5 ± 0.4	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG070087	RIKEN cDNA 1500005K14 gene	1500005K14Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	AK005166	RIKEN cDNA 1500005N04 gene	1500005N04Rik	N.C.	N.C.	N.C.	N.C.	N.C.	1.6 ± 0.4	N.C.
Others	21	BB782615	RIKEN cDNA 1500011B03 gene	1500011B03Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI904336	RIKEN cDNA 1500034J01 gene	1500034J01Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK002767	RIKEN cDNA 1600029D21 gene	1600029D21Rik	1.7 ± 0.4	1.6 ± 0.4	N.C.	1.5 ± 0.4	2.4 + 0.4	N.C.	2.0 + 0.4
Others	21	BC022135	RIKEN cDNA 1700012B18 gene	1700012B18Rik	9.1 ± 0.4	N.C.	N.C.	2.1 ± 0.4	N.C.	2.2 ± 0.4	N.C.
Others	21	AV258074	RIKEN cDNA 1700013E18 gene	1700013E18Rik	3.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM238032	RIKEN cDNA 1700014P03 gene	1700014P03Rik	4.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB046208	RIKEN cDNA 1700017B05 gene	1700017B05Rik	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK006096	RIKEN cDNA 1700018O18 gene	1700018O18Rik	2.4 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK006216	RIKEN cDNA 1700021K14 gene	1700021K14Rik	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE949045	RIKEN cDNA 1700055M20 gene, transcript variant 1, mRNA (cDNA clone MGC:107117 IMAGE:6707505)	1700055M20Rik	N.C.	N.C.	N.C.	1.7 ± 0.4	N.C.	N.C.	N.C.
Others	21	AK006816	RIKEN cDNA 1700056N10 gene	1700056N10Rik	3.6 ± 0.4	N.C.	N.C.	N.C.	4.4 + 0.4	N.C.	N.C.
Others	21	AK007150	RIKEN cDNA 1700109H08 gene	1700109H08Rik	16.1 ± 0.5	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM210600	RIKEN cDNA 1700127B04 gene	1700127B04Rik	10.9 ± 0.5	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC025169	RIKEN cDNA 1810008K03 gene	1810008K03Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI729991	RIKEN cDNA 1810010H24 gene	1810010H24Rik	N.C.	N.C.	N.C.	2.2 ± 0.4	N.C.	N.C.	N.C.
Others	21	BI729991	RIKEN cDNA 1810010H24 gene /// hypothetical LOC328023	1810010H24Rik /// LOC328023	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	BI729991	RIKEN cDNA 1810010H24 gene /// hypothetical protein LOC671668 /// hypothetical protein LOC674875	1810010H24Rik /// LOC671668 /// LOC674875	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB703070	RIKEN cDNA 1810012H02 gene	1810012H02Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV232053	RIKEN cDNA 1810013L24 gene	1810013L24Rik	2.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_025459	RIKEN cDNA 1810015C04 gene	1810015C04Rik	2.3 ± 0.4	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.
Others	21	BE630331	RIKEN cDNA 1810019D21 gene	1810019D21Rik	N.C.	N.C.	N.C.	1.5 ± 0.3	N.C.	N.C.	N.C.
Others	21	BB560177	RIKEN cDNA 1810020C19 gene	1810020C19Rik	2.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK007675	RIKEN cDNA 1810032O08 gene	1810032O08Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AI326418	RIKEN cDNA 1810038L18 gene	1810038L18Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_026435	RIKEN cDNA 1810045K17 gene	1810045K17Rik	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB745401	Cysteine-rich secretory protein LCCL domain containing 2	1810049K24Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV033253	RIKEN cDNA 1810057B09 gene	1810057B09Rik	2.2 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM247567	RIKEN cDNA 1810059M14 gene	1810059M14Rik	9.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW537576	RIKEN cDNA 1810073K19 gene	1810073K19Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB406585	RIKEN cDNA 1810073N04 gene	1810073N04Rik	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI963682	RIKEN cDNA 2010002N04 gene	2010002N04Rik	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK008070	RIKEN cDNA 2010003J03 gene	2010003J03Rik	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BQ031026	RIKEN cDNA 2010109K11 gene	2010109K11Rik	1.8 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK008485	RIKEN cDNA 2010300C02 gene	2010300C02Rik	N.C.	N.C.	N.C.	1.5 ± 0.3	N.C.	N.C.	N.C.
Others	21	AK008485	RIKEN cDNA 2010300C02 gene /// similar to Y59A8B.19	2010300C02Rik /// LOC639555	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK008813	RIKEN cDNA 2210403K04 gene	2210403K04Rik	4.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	BE457744	RIKEN cDNA 2210412D01 gene	2210412D01Rik	1.7 ± 0.4	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK008991	RIKEN cDNA 2210420N10 gene	2210420N10Rik	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AF422244	RIKEN cDNA 2310001N14 gene	2310001N14Rik	N.C.	N.C.	N.C.	N.C.	N.C.	2.0 ± 0.4	N.C.
Others	21	NM_026189	RIKEN cDNA 2310005P05 gene	2310005P05Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK009193	RIKEN cDNA 2310007B03 gene	2310007B03Rik	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BQ176469	RIKEN cDNA 2310007O11 gene	2310007O11Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK009282	RIKEN cDNA 2310010M24 gene	2310010M24Rik	4.2 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_023516	RIKEN cDNA 2310016C08 gene	2310016C08Rik	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	AV290535	RIKEN cDNA 2310028O11 gene	2310028O11Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK009628	RIKEN cDNA 2310035C23 gene	2310035C23Rik	2.3 ± 0.4	N.C.	N.C.	N.C.	1.5 + 0.4	N.C.	N.C.
Others	21	AK009800	RIKEN cDNA 2310044G17 gene	2310044G17Rik	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB378796	RIKEN cDNA 2310046G15 gene	2310046G15Rik	N.C.	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	BC028439	RIKEN cDNA 2310047C17 gene	2310047C17Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW123724	RIKEN cDNA 2310047N01 gene	2310047N01Rik	5.3 ± 0.6	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW488885	RIKEN cDNA 2310051E17 gene	2310051E17Rik	1.5 ± 0.4	N.C.	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Others	21	BQ175646	RIKEN cDNA 2310058N22 gene	2310058N22Rik	3.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC004803	RIKEN cDNA 2410001C21 gene	2410001C21Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	1.6 + 0.4	N.C.	N.C.
Others	21	BC016099	RIKEN cDNA 2410002F23 gene	2410002F23Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK012141	RIKEN cDNA 2410002O22 gene	2410002O22Rik	3.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AA939619	RIKEN cDNA 2410006H16 gene	2410006H16Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK007106	RIKEN cDNA 2410007P03 gene	2410007P03Rik	2.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE200117	RIKEN cDNA 2410018G23 gene	2410018G23Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB417293	RIKEN cDNA 2410042D21 gene	2410042D21Rik	2.2 ± 0.4	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.
Others	21	NM_028605	RIKEN cDNA 2410116I05 gene	2410116I05Rik	3.1 ± 0.7	N.C.	N.C.	1.5 ± 0.3	N.C.	N.C.	N.C.
Others	21	AV374246	RIKEN cDNA 2500001H09 gene	2500001H09Rik	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AI593945	RIKEN cDNA 2610027H17 gene	2610027H17Rik	1.5 ± 0.4	N.C.	1.7 + 0.4	N.C.	1.7 + 0.4	N.C.	N.C.
Others	21	BB203691	RIKEN cDNA 2610027L16 gene	2610027L16Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC006738	RIKEN cDNA 2610028H07 gene	2610028H07Rik	1.5 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV340615	RIKEN cDNA 2610101N10 gene	2610101N10Rik	1.5 ± 0.4	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.
Others	21	AW488471	RIKEN cDNA 2610201A13 gene	2610201A13Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM221021	RIKEN cDNA 2610202C22 gene	2610202C22Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB161454	RIKEN cDNA 2610301K12 gene	2610301K12Rik	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB703070	RIKEN cDNA 2610312B22 gene	2610312B22Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF303035	RIKEN cDNA 2610510H03 gene	2610510H03Rik	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB540653	RIKEN cDNA 2700078E11 gene	2700078E11Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK012535	RIKEN cDNA 2700078K21 gene	2700078K21Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB379268	RIKEN cDNA 2700079K05 gene	2700079K05Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE952576	RIKEN cDNA 2810001A02 gene	2810001A02Rik	2.4 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK012825	RIKEN cDNA 2810026P18 gene	2810026P18Rik	2.2 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK013345	RIKEN cDNA 2810402A17 gene	2810402A17Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM508364	RIKEN cDNA 2810407L07 gene	2810407L07Rik	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE955775	RIKEN cDNA 2810454F19 gene	2810454F19Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE196832	RIKEN cDNA 2810474O19 gene	2810474O19Rik	N.C.	N.C.	-3.7	1.5 ± 0.4	-2.3	N.C.	N.C.
Others	21	AW493291	RIKEN cDNA 2900001G08 gene	2900001G08Rik	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK013512	RIKEN cDNA 2900010D03 gene	2900010D03Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM114165	RIKEN cDNA 2900024C23 gene	2900024C23Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE951483	RIKEN cDNA 2900045N06 gene	2900045N06Rik	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK013730	RIKEN cDNA 2900060B22 gene	2900060B22Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE859789	RIKEN cDNA 2900097C17 gene /// hypothetical gene supported by AK007344; AK013851; AK077867	2900097C17Rik /// LOC432972	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM899333	RIKEN cDNA 3100002L24 gene	3100002L24Rik	1.7 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC021353	RIKEN cDNA 3110001A13 gene	3110001A13Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	2.3 + 0.4	N.C.	N.C.
Others	21	AK012939	RIKEN cDNA 3110001I22 gene	3110001I22Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM234253	RIKEN cDNA 3110004L20 gene	3110004L20Rik	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC020157	RIKEN cDNA 3110005G23 gene	3110005G23Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BQ179705	RIKEN cDNA 3200001K10 gene	3200001K10Rik	1.8 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB752934	RIKEN cDNA 3300001M20 gene	3300001M20Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK014408	RIKEN cDNA 3732413I11 gene	3732413I11Rik	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK019474	RIKEN cDNA 4631426J05 gene	4631426J05Rik	1.9 ± 0.4	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG072404	RIKEN cDNA 4631427C17 gene	4631427C17Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK014551	RIKEN cDNA 4632404N19 gene	4632404N19Rik	2.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG067859	RIKEN cDNA 4632413K17 gene	4632413K17Rik	N.C.	2.3 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK014609	RIKEN cDNA 4633401B06 gene	4633401B06Rik	1.5 ± 0.4	N.C.	-1.6	N.C.	N.C.	N.C.	N.C.
Others	21	BQ174442	RIKEN cDNA 4732416N19 gene	4732416N19Rik	N.C.	N.C.	3.3 + 0.4	2.0 ± 0.4	N.C.	N.C.	N.C.
Others	21	BB407092	RIKEN cDNA 4732473B16 gene	4732473B16Rik	2.3 ± 0.4	2.3 ± 0.4	-2.6	N.C.	N.C.	N.C.	N.C.
Others	21	BB150687	RIKEN cDNA 4732474A20 gene	4732474A20Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	BB008997	RIKEN cDNA 4732486J07 gene	4732486J07Rik	2.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK014679	RIKEN cDNA 4833411I10 gene	4833411I10Rik	2.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM239430	RIKEN cDNA 4833416J08 gene	4833416J08Rik	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI076733	RIKEN cDNA 4833417J20 gene	4833417J20Rik	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV250006	RIKEN cDNA 4833420G11 gene	4833420G11Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK012764	RIKEN cDNA 4833420K19 gene	4833420K19Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV250295	RIKEN cDNA 4833422B07 gene	4833422B07Rik	2.8 ± 0.4	N.C.	2.9 + 0.5	N.C.	N.C.	N.C.	N.C.
Others	21	BI465746	Similar to hypothetical protein	4833422F06Rik	2.4 ± 0.5	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK014762	RIKEN cDNA 4833424O12 gene	4833424O12Rik	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE628134	RIKEN cDNA 4833441D16 gene	4833441D16Rik	3.2 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE979116	RIKEN cDNA 4921504N20 gene	4921504N20Rik	6.0 ± 0.7	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AI508470	RIKEN cDNA 4921505C17 gene	4921505C17Rik	2.5 ± 0.4	N.C.	2.3 + 0.4	N.C.	1.9 + 0.4	N.C.	N.C.
Others	21	BG073340	Adult male testis cDNA, RIKEN full-length enriched library, clone:4921524J06 product:similar to STONIN 1 [Homo sapiens], full insert sequence	4921524J06Rik	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	AI596360	RIKEN cDNA 4930422J18 gene	4930422J18Rik	2.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK015259	RIKEN cDNA 4930431B09 gene	4930431B09Rik	N.C.	2.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB009682	RIKEN cDNA 4930434J08 gene	4930434J08Rik	3.8 ± 0.9	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK014551	RIKEN cDNA 4930467M19 gene	4930467M19Rik	2.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
