#Clone ID	Gene Symbol	Unigene ID	Genomic Data	Expression Data (Ratio huT78/PanT)	log2(Genomic Data)	log2(Expression Data)
hAA2538	LOC84649	Hs.334305	1.286	1.02	0.363	0.029
hAA0979	UVRAG	Hs.13137	0.87	1.325	-0.201	0.406
hAB8425	WNT11	Hs.108219	1.254	0.896	0.327	-0.159
hAA4974	PRKRIR	Hs.177574	1.082		0.114
hAC8289	PRKRIR	Hs.177574	1.103	0.316	0.141	-1.662
hAB9872	GL002	Hs.9567	1.528	0.755	0.612	-0.406
hAA8948	GARP	Hs.151641	1.292	0.841	0.37	-0.25
hAB5370	E2IG4	Hs.8361	1.683	1.374	0.751	0.458
hAA3311	APHC	Hs.23862	1.346	0.616	0.429	-0.699
hAB5359	PAK1	Hs.62402	1.586	0.594	0.665	-0.752
hAB6904	PAK1	Hs.62402		0.85		-0.234
hAA2588	LOC51773	Hs.20509	0.812	0.947	-0.3	-0.078
hAE0265	THRSP	Hs.91877	6.491	3.095	2.698	1.63
hAB0995	MGC2840	Hs.155356		0.892		-0.164
hAE0338	RAB30	Hs.159505	1.214	1.247	0.28	0.318
hAA5149	PCF11	Hs.123654	1.286	0.551	0.363	-0.861
hAA0682	PICALM	Hs.7885	1.255	1.009	0.328	0.013
hAA2497	FZD4	Hs.19545	0.984	0.294	-0.023	-1.767
hAB9782	FZD4	Hs.19545	1.216	0.429	0.282	-1.222
hAD8859	FZD4	Hs.19545	1.375	0.936	0.459	-0.095
hAB2747	FZD4	Hs.19545	1.466	0.876	0.552	-0.192
hAB3542	RAB38	Hs.108923	1.195	0.613	0.257	-0.707
hAA9085	CTSC	Hs.10029	1.286	0.864	0.363	-0.211
hAA2706	CRSP6	Hs.22630	1.215	0.68	0.281	-0.555
hAB5899	PANX1	Hs.30985		0.535		-0.902
hAB8516	PANX1	Hs.30985		0.661		-0.597
hAA3978	FLJ20189	Hs.29052	1.073	0.821	0.102	-0.284
hAA1121	FUT4	Hs.2173	1.242	0.789	0.313	-0.342
hAE0320	-	Hs.234790	1.693	1.747	0.76	0.805
hAA0774	BIRC3	Hs.127799	1.065	1.68	0.091	0.748
hAC7670	BIRC3	Hs.127799	1.333	0.87	0.415	-0.202
hAA5035	BIRC3	Hs.127799		1.926		0.946
hAA5037	BIRC2	Hs.289107	0.79	2.092	-0.34	1.065
hAA0775	BIRC2	Hs.289107	1.24	1.093	0.31	0.129
hAA0252	MMP7	Hs.2256	1.007	0.466	0.01	-1.102
hAD9987	MMP20	Hs.129737		0.721		-0.471
hAA0254	MMP12	Hs.1695	1.161	0.521	0.215	-0.94
hAB7093	MMP3	Hs.83326	1.171	0.343	0.228	-1.542
hAA0255	MMP1	Hs.83169	1.363	2.365	0.447	1.242
hAE0162	CASP5	Hs.3257		0.536		-0.901
hAA0318	CASP1	Hs.2490		0.655		-0.611
hAB8344	AASDHPPT	Hs.64595		1.266		0.34
hAA6053	-	Hs.24380		0.228		-2.135
hAA8670	CUL5	Hs.101299	1.121		0.165
hAA9135	ATM	Hs.194382	1.307	0.092	0.386	-3.436
hAA9343	FDX1	Hs.744	1.122	3.975	0.166	1.991
hAC8073	POU2AF1	Hs.2407	1.084	0.794	0.116	-0.333
hAB3847	PPP2R1B	Hs.108705	1.613	0.82	0.69	-0.286
hAA4301	PPP2R1B	Hs.108705		0.722		-0.47
hAC8326	HSPB2	Hs.78846	1.165	0.475	0.22	-1.075
hAA8709	SDHD	Hs.168289	1.212	1.047	0.277	0.066
hAD1323	SDHD	Hs.168289	1.444	1.172	0.53	0.229
hAE0339	NCAM1	Hs.167988	1.463	1.398	0.549	0.484
hAA2403	NNMT	Hs.76669	1.389	1.18	0.474	0.239
hAC8605	ZNF259	Hs.7165	1.228	2.267	0.296	1.181
hAA8281	IL10RA	Hs.327	1.208	0.655	0.273	-0.612
hAA1261	CD3G	Hs.2259		0.84		-0.252
hAA1826	UBE4A	Hs.75275		0.948		-0.077
hAB8380	MLL	Hs.199160		1.095		0.13
hAA2358	MCAM	Hs.211579	2.358	0.759	1.238	-0.398
hAC8141	CBL	Hs.99980	0.96	1.745	-0.059	0.803
hAE0236	USP2	Hs.125902	1.183	1.099	0.242	0.136
hAD1318	KIAA0285	Hs.26899	1.082	1.11	0.114	0.151
hAA0330	HMBS	Hs.82609	1.109	0.978	0.149	-0.032
hAB3782	RPS25	Hs.113029	1.649	0.534	0.722	-0.904
hAC8762	DDX6	Hs.316	0.986	0.445	-0.02	-1.169
hAC8069	BLR1	Hs.113916	1.433	0.901	0.519	-0.151
hAA1027	DPAGT1	Hs.26433	1.518	1.443	0.602	0.529
hAD9925	11-Oct	Hs.227115	1.352	1.521	0.435	0.605
hAA8877	HSPA8	Hs.180414	1.249		0.321
hAC7897	HSPA8	Hs.180414	1.272	1.711	0.347	0.775
hAB7595	HSPA8	Hs.180414		1.227		0.295
hAB1888	FLJ14621	Hs.10056		3.109		1.637
hAC8808	SPA17	Hs.286233	0.79	1.226	-0.34	0.294
hAA0907	CHEK1	Hs.20295	1.306	1.735	0.385	0.795
hAA1308	APLP2	Hs.279518	1.122	1.414	0.166	0.499
hAD1733	NFRKB	Hs.355566	1.332	1.064	0.414	0.089
hAE0213	BARX2	Hs.167218	1.368	0.545	0.452	-0.876
hAA2460	FLI1	Hs.108043	1.341	0.242	0.423	-2.045
hAA1028	SIAT4C	Hs.75268	1.081	1.265	0.112	0.339
hAA1971	ST14	Hs.56937	1.245	1.272	0.316	0.348
hAA0665	OPCML	Hs.99902	1.312	0.815	0.392	-0.295
hAA5115	FLJ14529	Hs.334703		0.402		-1.315
hAA0147	RAD52	Hs.89571	1.504	0.928	0.589	-0.108
hAA5317	WNT5B	Hs.306051	1.279	0	0.355
hAA6941	WNT5B	Hs.306051	1.282	0.768	0.358	-0.382
hAA1202	CCND2	Hs.75586	1.488	1.023	0.573	0.033
hAC4563	AKAP3	Hs.98397	1.132	1.763	0.179	0.818
hAA2371	VWF	Hs.110802	1.42	1.161	0.506	0.215
hAA0283	LTBR	Hs.1116	1.219	1.324	0.286	0.405
hAC7705	TNFRSF7	Hs.180841	1.232	0.534	0.301	-0.904
hAA8943	CHD4	Hs.74441		0.663		-0.594
hAA7743	CD4	Hs.17483	1.003	0.458	0.004	-1.126
hAB7255	USP5	Hs.3759	1.348	1.627	0.431	0.702
hAE0446	TPI1	Hs.83848	1.069	10.409	0.096	3.38
hAA2256	ENO2	Hs.146580		1.072		0.101
hAA9722	-	Hs.9634	1.359	0.903	0.443	-0.148
hAD1794	PTPN6	Hs.63489	1.298	0.444	0.376	-1.171
hAC8628	C3F	Hs.300423	1.482	0.907	0.568	-0.14
hAA2315	C1S	Hs.169756	1.418	2.669	0.504	1.416
hAA1110	SLC2A3	Hs.7594	1.3	2.035	0.379	1.025
hAA3456	-	Hs.7594	1.456	1.196	0.542	0.258
hAD0164	SLC2A3	Hs.7594	1.46	0.586	0.546	-0.772
hAA2017	ARHGDIB	Hs.83656		1.674		0.743
hAA8895	PTPRO	Hs.258609		1.133		0.18
hAA8520	EPS8	Hs.2132		0.831		-0.268
hAC8237	PIK3C2G	Hs.22500		0.536		-0.898
hAA7883	MKP-7	Hs.20281	1.253	0.401	0.325	-1.318
hAB1398	CREBL2	Hs.13313	1.32	0.387	0.401	-1.368
hAB8957	CREBL2	Hs.13313		0.23		-2.119
hAA8531	CDKN1B	Hs.238990	1.102	0.21	0.14	-2.252
hAC8095	EMP1	Hs.79368		0.224		-2.161
hAB8001	KIAA0726	Hs.107809	1.411	2.95	0.497	1.561
hAA2364	CD69	Hs.82401		0.352		-1.507
hAB4185	-	Hs.85201	1.348		0.431
hAA1184	CSDA	Hs.198726	1.397	7.4	0.482	2.888
hAA8491	KLRC3	Hs.258850	1.103	0.269	0.141	-1.897
hAD9928	ABCC9	Hs.248960	1.028	1.616	0.04	0.693
hAA7107	LOC51026	Hs.62275	0.636	0.42	-0.653	-1.252
hAA1457	RECQL	Hs.235069		0.481		-1.055
hAC8096	ETV6	Hs.169081	1.054	1.259	0.076	0.333
hAA0773	KRAS2	Hs.351221	1.44	0.299	0.526	-1.742
hAB5077	FLJ10637	Hs.22595		1.013		0.019
hAA3144	MRPS35	Hs.10724		0.977		-0.033
hAB6900	PTHLH	Hs.89626	0.707	0.899	-0.5	-0.154
hAB4320	LOC51290	Hs.26813		0.445		-1.167
hAB9888	LOC51290	Hs.26813		0.409		-1.289
hAE0039	RANBP8	Hs.119687	1.382	1.199	0.467	0.261
hAE0507	FLJ22569	Hs.234355	1.19	0.466	0.251	-1.102
hAC8660	DNM1L	Hs.180628	1.758	2.715	0.814	1.441
hAA9510	HSPC232	Hs.281428		3.357		1.747
hAA0401	PTK9	Hs.82643	1.096	0.56	0.132	-0.837
hAA3164	CNTN1	Hs.143434	1.292	0.648	0.37	-0.625
hAA4962	CNTN1	Hs.143434		0.284		-1.815
hAA9796	CNTN1	Hs.143434		0.884		-0.177
hAA1352	VDR	Hs.2062	1.569	1.09	0.65	0.125
hAE0326	HDAC7A	Hs.275438	1.572	1.04	0.653	0.057
hAA2320	COL2A1	Hs.81343	1.041	3.367	0.058	1.751
hAB7376	ARF3	Hs.119177	1.562	2.127	0.643	1.089
hAB7738	-	Hs.23492	1.084	0.603	0.116	-0.729
hAB5025	CCNT1	Hs.279906		0.409		-1.29
hAB7322	U5-100K	Hs.168103	1.312	1.046	0.392	0.064
hAC7815	RHO6	Hs.124940	1.701	1.193	0.766	0.254
hAA0831	PRKAG1	Hs.3136	1.12		0.163
hAA8649	PRKAG1	Hs.3136	1.553	1.945	0.635	0.96
hAD1779	WNT10B	Hs.91985	1.305	0.829	0.384	-0.271
hAB7237	TUBA3	Hs.272897	1.149	10.811	0.2	3.434
hAE0045	SMARCD1	Hs.79335	1.252		0.324
hAC3158	KCNH3	Hs.64064	1.394	1.298	0.479	0.376
hAA1653	TFCP2	Hs.154970	1.466	3.236	0.552	1.694
hAD1264	ATF1	Hs.36908	0.634	1.05	-0.657	0.071
hAB7536	ATF1	Hs.36908		0.447		-1.162
hAA0113	ACVRL1	Hs.172670	1.304	1.205	0.383	0.269
hAA8668	NR4A1	Hs.1119	1.521	3.054	0.605	1.611
hAA1606	KRT5	Hs.195850	1.187	4.033	0.247	2.012
hAC8331	K6HF	Hs.145949	1.405	1.406	0.491	0.492
hAA8270	KRT4	Hs.3235		1.047		0.067
hAA8147	RARG	Hs.1497	1.051	0.892	0.072	-0.165
hAD1600	ITGB7	Hs.1741	1.321	0.425	0.402	-1.235
hAA1624	IGFBP6	Hs.274313	1.53	1.038	0.614	0.054
hAB5280	KIAA1075	Hs.6147		0.642		-0.64
hAB7241	EIF4B	Hs.93379	1.125	0.501	0.17	-0.996
hAA9326	MYG1	Hs.15760	1.737	2.634	0.797	1.397
hAA2407	PFDN5	Hs.288856		0.957		-0.063
hAB6819	KIAA0165	Hs.153479	0.833	3.011	-0.264	1.59
hAE0163	HOXC13	Hs.118608	0.976	0.568	-0.035	-0.816
hAE0277	HOXC11	Hs.127562	1.532	0.872	0.615	-0.197
hAB5319	HOXC10	Hs.44276		0
hAC8483	HOXC9	Hs.40408	1.544	1.897	0.627	0.924
hAC8284	HOXC4	Hs.50895	1.613		0.69
hAE0230	HOXC6	Hs.820	1.194	0.49	0.256	-1.03
hAC8417	AMHR2	Hs.123014	1.384	0.644	0.469	-0.634
hAC1095	SP1	Hs.2021	1.056	1.176	0.079	0.233
hAA9188	ATP5G2	Hs.89399	1.529	1.986	0.613	0.99
hAE0263	ATF7	Hs.55888	1.172	1.48	0.229	0.566
hAA0738	TARBP2	Hs.326		1.49		0.575
hAA1699	MAP3K12	Hs.211601	1.647	1.284	0.72	0.361
hAA2192	PCBP2	Hs.63525	0.98	2.338	-0.029	1.225
hAE0062	ITGA5	Hs.149609	1.368	1.426	0.452	0.512
hAA1697	PPP1R1A	Hs.76780	1.274	1.019	0.349	0.027
hAC8700	STAT2	Hs.72988	1.151	0.549	0.203	-0.866
hAB9773	-	Hs.4096	1.187	1.469	0.247	0.554
hAA0746	SMARCC2	Hs.236030	1.226	2.236	0.294	1.161
hAB1008	PA2G4	Hs.343258	1.425	9.924	0.511	3.311
hAC9557	ERBB3	Hs.199067	1.497	0.833	0.582	-0.264
hAC2038	ERBB3	Hs.199067		2.638		1.399
hAB7631	ZNFN1A4	Hs.302031	1.362	2.852	0.446	1.512
hAB2815	RAB5B	Hs.77690	1.078	1.626	0.108	0.702
hAD1806	CDK2	Hs.19192	1.217	2.808	0.283	1.49
hAA8766	MMP19	Hs.154057	1.201	1.724	0.264	0.785
hAC8465	MMP19	Hs.154057	1.203	0.442	0.267	-1.178
hAA6311	MGC14726	Hs.63908	1.009	1.038	0.013	0.054
hAA6134	GDF11	Hs.339699		0.52		-0.942
hAE0319	CD63	Hs.76294	1.747	6.165	0.805	2.624
hAA8288	ITGA7	Hs.74369	1.54	0.966	0.623	-0.05
hAA8321	STAT6	Hs.181015	1.121	1.597	0.165	0.676
hAA6736	AVIL	Hs.333257		0.928		-0.107
hAA8253	TSFM	Hs.340959		2.255		1.173
hAC8290	CYP27B1	Hs.199270	0.985	0.548	-0.022	-0.869
hAA1917	CDK4	Hs.95577	1.284	9.183	0.361	3.199
hAC2037	SAS	Hs.50984	1.659	0.887	0.73	-0.173
hAA1282	GALGT	Hs.353207	1.24	1.339	0.31	0.421
hAD1685	GALGT	Hs.353207	1.242	0.473	0.313	-1.08
hAB5320	DDIT3	Hs.337761	1.196	2.611	0.258	1.385
hAA0326	IK	Hs.8024	1.418	1.078	0.504	0.108
hAA5599	LOC56181	Hs.323396	1.887	0.909	0.916	-0.138
hAA2469	USP15	Hs.23168		0.359		-1.479
hAA4760	LOC51643	Hs.283670	1.295	0.324	0.373	-1.628
hAE0254	IRAK-M	Hs.268552		0
hAB5854	MAN1	Hs.7256		0.274		-1.866
hAA8228	MDM2	Hs.170027	1.203		0.267
hAD4919	MGC5370	Hs.332938	1.302	0.811	0.381	-0.302
hAA8258	LYZ	Hs.234734	1.193	0.428	0.255	-1.225
hAA9351	GAS41	Hs.4029	1.036	0.831	0.051	-0.267
hAA0908	CCT2	Hs.6456	1.331	0.864	0.413	-0.212
hAC1017	PTPRB	Hs.123641	1.093	0.761	0.128	-0.395
hAB1615	KIAA0546	Hs.26764		0.223		-2.168
hAB5083	FLJ12085	Hs.48827		0.293		-1.77
hAD5329	TRHDE	Hs.6510		0.437		-1.193
hAA1053	NAP1L1	Hs.302649	1.492	1.293	0.577	0.371
hAA1973	HRB2	Hs.154762		0.422		-1.245
hAC9005	PAWR	Hs.176090	0.882	1.293	-0.181	0.371
hAC6594	PAWR	Hs.176090	1.337	1.002	0.419	0.002
hAB8583	PAWR	Hs.176090		1.224		0.292
chAA1765	SNRPC	Hs.1063	1.292	2.903	0.37	1.538
hAA9131	BTG1	Hs.77054	1.411	0.092	0.497	-3.442
hAA0274	LUM	Hs.79914	1.03	1.202	0.043	0.265
hAE0034	UBE2N	Hs.75355	1.157	1.912	0.21	0.935
hAA5118	STATI2	Hs.110776	1.089	0.244	0.123	-2.034
hAC3536	STATI2	Hs.110776	1.329	0.715	0.41	-0.483
hAC7678	CRADD	Hs.155566	1.294	0.909	0.372	-0.137
hAA0651	CRADD	Hs.155566	1.429	0.913	0.515	-0.131
hAA4942	NTN4	Hs.102541		0.86		-0.218
hAA8922	SNRPF	Hs.105465		8.746		3.129
hAA4777	-	Hs.84507	1.343	0.466	0.425	-1.102
hAA1594	LTA4H	Hs.81118	1.221	0.886	0.288	-0.175
hAE0160	ELK3	Hs.288555	1.259	0.8	0.332	-0.322
hAB7029	APAF1	Hs.77579	1.253	0.529	0.325	-0.919
hAA9597	TMPO	Hs.11355		2.374		1.247
hAB3363	FLJ11259	Hs.184465	1.494		0.579
hAA2663	DRIM	Hs.178614	1.375	0.669	0.459	-0.579
hAA0308	IGF1	Hs.85112	1.016	0.546	0.023	-0.873
hAC9251	IGF1	Hs.85112	1.238	1.649	0.308	0.722
hAC9253	IGF1	Hs.85112		1.466		0.552
hAA8693	PAH	Hs.1870		0.345		-1.534
hAA2054	TRA1	Hs.82689	1.335	1.491	0.417	0.576
hAA0790	TDG	Hs.173824	1.181	1.65	0.24	0.723
hAC7663	TDG	Hs.173824	1.22	0.85	0.287	-0.235
hAA1391	TXNRD1	Hs.13046	1.007	1.683	0.01	0.751
hAA9420	KIAA0789	Hs.158319	1.141	0.318	0.19	-1.652
hAD9994	CMKLR1	Hs.159553	1.517	0.786	0.601	-0.347
hAC8221	SELPLG	Hs.79283	1.168	0.924	0.224	-0.114
hAB5937	CORO1C	Hs.17377	1.064	1.858	0.089	0.894
hAB1010	CORO1C	Hs.17377	1.176	2.977	0.234	1.574
hAA0709	CRY1	Hs.151573	1.304	0.882	0.383	-0.181
hAC4477	PRDM4	Hs.21807	1.004	1.73	0.006	0.791
hAB4159	PPP1CC	Hs.79081	1.219	1.706	0.286	0.77
hAC1004	PPP1CC	Hs.79081	1.279	1.128	0.355	0.174
hAC7717	PPP1CA	Hs.183994	1.435	2.876	0.521	1.524
hAA0694	PPP1CA	Hs.183994	1.655	3.181	0.727	1.669
hAE0303	RASAL1	Hs.198312	1.015	1.031	0.021	0.044
hAB7404	OAS2	Hs.264981	1.231	1.192	0.3	0.253
hAB7794	OAS2	Hs.264981		0
hAD6217	OAS3	Hs.56009		2.324		1.216
hAC7834	OAS1	Hs.82396	1.401	3.009	0.486	1.589
hAE0043	PTPN11	Hs.22868	1.391		0.476
hAE2155	-	Hs.195432	1.087	0.619	0.12	-0.691
hAC0549	-	Hs.52166	1.377	1.014	0.462	0.02
hAC2493	MAPKAPK5	Hs.30327	0.961	2.816	-0.057	1.494
hAA3092	KIAA0614	Hs.7314	0.946	0.782	-0.08	-0.355
hAC4275	KIAA0682	Hs.7482	1.306	0.938	0.385	-0.092
hAD9995	FBXO29	Hs.284204	1.178	0.82	0.236	-0.287
hAE0214	NOS1	Hs.46752		1.508		0.593
hAA2595	H11	Hs.111676	1.199	0.344	0.262	-1.54
hAA2455	PRKAB1	Hs.6061	1.599	1.495	0.677	0.58
hAA5619	CIT	Hs.15767		0.848		-0.239
hAE0246	RAB35	Hs.94308	1.794		0.843
hAA0416	PXN	Hs.102497	1.16	0.526	0.214	-0.927
hAE0930	-	Hs.350108	1.365	3.259	0.449	1.704
hAE1695	-	Hs.992	1.613	0.533	0.69	-0.908
hAA1666	SFRS9	Hs.77608		2.145		1.101
hAC6025	PCCX2	Hs.199009		1.303		0.382
hAA1753	PSMD9	Hs.5648	1.406	0.824	0.492	-0.279
hAB9802	BCL7A	Hs.211563	1.151	1.101	0.203	0.139
hAC0325	BCL7A	Hs.211563	1.417	1.199	0.503	0.261
hAE0323	SMAC	Hs.169611		1.349		0.431
hAB8949	FLJ11021	Hs.81648	1.081	0.707	0.112	-0.5
hAA6279	FLJ13491	Hs.33533	1.1	1.173	0.138	0.23
hAB3369	LOC51329	Hs.103561	1.058		0.081
hAA8914	GTF2H3	Hs.30724	1.117	1.265	0.16	0.339
hAE0015	UBC	Hs.183704		2.061		1.043
hAB5036	RAN	Hs.10842	1.102	2.296	0.14	1.199
hAE0137	FZD10	Hs.31664	1.459	0.76	0.545	-0.396
hAC0233	CHFR	Hs.23794	1.643	1.255	0.716	0.327
hAC1976	KIAA1545	Hs.127270	1.11	1.105	0.151	0.144
hAA1100	GJB2	Hs.323733	1.132	0.906	0.179	-0.142
hAB0574	LATS2	Hs.19074		1.936		0.953
hAC8207	FGF9	Hs.111	0.958	1.207	-0.062	0.272
hAA4501	SACS	Hs.159492		0.551		-0.861
hAB6898	MIPEP	Hs.68583	0.941	0.779	-0.088	-0.361
hAB2641	ATP8A2	Hs.130489		0.839		-0.253
hAA4476	USP12	Hs.42400	1.527	0.22	0.611	-2.182
hAB6726	GTF3A	Hs.75113	1.367	0.403	0.451	-1.312
hAB6239	GTF3A	Hs.75113	1.419	0.571	0.505	-0.809
hAB1006	LOC51082	Hs.106127		1.768		0.822
hAD9969	FLT3	Hs.385	1.701	0.566	0.766	-0.821
hAA1127	FLT1	Hs.138671	1.369	1.035	0.453	0.05
hAA9311	FLT1	Hs.138671	1.387	0.726	0.472	-0.462
hAC7735	FLT1	Hs.138671	1.438	1.353	0.524	0.436
hAA9720	UBL3	Hs.173091	0.92	0.364	-0.12	-1.457
hAA8867	HMG1	Hs.356008	1.29		0.367
hAA1811	HSP105B	Hs.36927	1.459	1.781	0.545	0.833
hAA9118	BRCA2	Hs.34012	1.283		0.36
hAC8745	LOC88523	Hs.112434	0.741	0.551	-0.432	-0.86
hAB7086	CG005	Hs.23518		0.494		-1.018
hAA1455	RFC3	Hs.115474	1.016	0.486	0.023	-1.042
hAC8652	CCNA1	Hs.79378		0.266		-1.91
hAC5666	FLJ20886	Hs.6289	1.26	0.457	0.333	-1.131
hAA4853	LHFP	Hs.93765	1.246	0.855	0.317	-0.227
hAC7839	ELF1	Hs.154365		0.15		-2.733
hAA1696	RTN3	Hs.356138	1.617	1.32	0.693	0.4
hAC2955	RGC32	Hs.76640	1.028	0.184	0.04	-2.439
hAB7359	TNFSF11	Hs.115770	1.339	1.25	0.421	0.322
hAC3242	FLJ10094	Hs.13209	0.836	1.565	-0.258	0.646
hAC6092	TSC22	Hs.114360	1.02	1.406	0.029	0.492
hAC7930	TSC22	Hs.114360	1.531	1.437	0.614	0.523
hAA8584	TSC22	Hs.114360		1.052		0.074
hAD1810	NUFIP1	Hs.120247	1.151	0.617	0.203	-0.698
hAE0321	TPT1	Hs.279860	1.444	0.321	0.53	-1.638
hAA8260	LCP1	Hs.76506	0.811	0.735	-0.302	-0.444
hAA7605	FLJ10956	Hs.144407	1.43	0.931	0.516	-0.103
hAA5675	HSPC126	Hs.181112	0.949	0.714	-0.076	-0.486
hAA5098	ITM2B	Hs.239625	0.953	0.289	-0.069	-1.791
hAA8149	RB1	Hs.75770	0.906	0.173	-0.142	-2.53
hAA8681	P2Y5	Hs.189999	0.735		-0.444
hAA9317	P2Y5	Hs.189999	0.877	0.163	-0.189	-2.613
hAC7910	P2Y5	Hs.189999		0.381		-1.393
hAA0263	CHC1L	Hs.27007	1.178	1.29	0.236	0.367
hAA2470	KIAA0970	Hs.103329		0.548		-0.866
hAA8750	KPNA3	Hs.3886	0.821		-0.285
hAB0871	DLEU1	Hs.20149	0.978	3.086	-0.032	1.626
hAA9184	ATP7B	Hs.84999	1.1	0.492	0.138	-1.024
hAA8439	KIAA0266	Hs.127376	1.225		0.293
hAE0108	PCDH9	Hs.12450	1.521	0	0.605
hAA3663	KIAA1008	Hs.323346		0.972		-0.04
hAD1548	KLF12	Hs.23510	1.601	0.662	0.679	-0.595
hAA7574	LMO7	Hs.5978	0.991	0.585	-0.013	-0.774
hAC1243	-	Hs.109438	1.045	0	0.064
hAA6215	CLN5	Hs.30213		0.294		-1.764
hAB8969	FBXL3A	Hs.7540		0.227		-2.137
hAB7493	KIAA0916	Hs.151411	1.118	0.472	0.161	-1.083
hAB5165	SCEL	Hs.115166	0.907	1.944	-0.141	0.959
hAB8885	FLJ10582	Hs.349955		0.989		-0.016
hAA1154	EDNRB	Hs.82002		0.904		-0.146
hAA9574	FLJ13449	Hs.10711	1.136	1.356	0.184	0.44
hAB6127	KIAA1165	Hs.30340		0.892		-0.165
hAB5038	SPRY2	Hs.18676	1.458		0.544
hAC0248	PRO2032	Hs.283609	0.989	0.399	-0.016	-1.326
hAB6560	KPNB3	Hs.113503		1.195		0.257
hAB0788	FARP1	Hs.183738	1.56	2.436	0.642	1.285
hAA8805	STK24	Hs.168913	1.18	1.486	0.239	0.571
hAC8715	EBI2	Hs.784		0.436		-1.198
hAA1188	ERCC5	Hs.48576	1.099	0.451	0.136	-1.15
hAB2775	TNFSF13B	Hs.270737	0.953	2.113	-0.069	1.079
hAE0645	TNFSF13B	Hs.270737		3.539		1.823
hAA9063	COL4A2	Hs.75617	1.539	1.078	0.622	0.108
hAB8875	ING1	Hs.46700	1.291	1.18	0.368	0.239
hAB3731	ING1	Hs.46700	1.448	1.941	0.534	0.956
hAC9070	ING1	Hs.46700		0.881		-0.183
hAA3985	ATP11A	Hs.29189	1.212	1.665	0.277	0.735
hAA2355	F10	Hs.47913	1.228	1.927	0.296	0.946
hAA5514	FLJ11305	Hs.7049	1.567	1.424	0.648	0.51
hAA2007	CUL4A	Hs.183874	1.3	1.166	0.379	0.222
hAC2200	CUL4A	Hs.183874	1.474	1.369	0.56	0.454
hAA0934	TFDP1	Hs.79353	1.311	5.243	0.391	2.39
hAC5522	CDC16	Hs.1592	1.131	0.558	0.178	-0.84
hAA9197	APEX	Hs.73722	1.245	2.288	0.316	1.194
hAA8209	NP	Hs.75514		1.18		0.239
hAB0270	ANG	Hs.332764	1.701	0.38	0.766	-1.394
hAA8535	KIAA1564	Hs.173421	1.4	1.556	0.485	0.638
hAC1814	FLJ14824	Hs.22399	1.825	1	0.868	0
hAA0080		Hs.74647	1.23	0.395	0.299	-1.338
hAA1189	DAD1	Hs.82890	1.03	2.47	0.043	1.304
hAA0527	BCL2L2	Hs.75244	1.347	0.624	0.43	-0.681
hAC4296	PCK2	Hs.75812	1.192	0.822	0.253	-0.283
hAA2152	PCK2	Hs.75812	1.285	2.52	0.362	1.334
hAA0459	PSME2	Hs.179774	1.312	3.515	0.392	1.813
hAB5840	FLJ10111	Hs.16725		1.13		0.176
hAB9937	FLJ23338	Hs.61790	1.276	1.774	0.352	0.827
hAB9921	HSPC134	Hs.279761	1.251	0.734	0.323	-0.446
hAB0258	NEDD8	Hs.75512	1.293	1.276	0.371	0.351
hAB6924	RABGGTA	Hs.78920	1.04	0.78	0.057	-0.359
hAB1296	CIDEB	Hs.288835	1.169	1.791	0.225	0.841
hAC9999	BLTR2	Hs.130685	1.286	0.572	0.363	-0.807
hAC6775	RIPK3	Hs.268551	1.021	0.688	0.03	-0.539
hAA2411	KIAA0323	Hs.7911	1.249	0.522	0.321	-0.938
hAC8490	NOVA1	Hs.214	1.214	2.185	0.28	1.127
hAA8161	PRKCM	Hs.2891		0.741		-0.433
hAA4925	ARHGAP5	Hs.267831		0.714		-0.486
hAA7295	ARHGAP5	Hs.267831		0.411		-1.281
hAA8417	KIAA0391	Hs.154668	1.2	0.996	0.263	-0.006
hAA0208	PSMA6	Hs.74077	1.098	3.045	0.135	1.606
hAA0270	NFKBIA	Hs.81328	1.321	2.509	0.402	1.327
hAD1197	PAX9	Hs.132576	1.135	0.721	0.183	-0.473
hAC6788	HNF3A	Hs.299867	0.954	0.38	-0.068	-1.398
hAA0443	MGEA6	Hs.117242	1.06	0.716	0.084	-0.481
hAA3043	FLJ10563	Hs.265960		0.332		-1.591
hAA4785	ARF6	Hs.89474	1.079		0.11
hAA8590	MAP4K5	Hs.246970	1.149	0.251	0.2	-1.995
hAC8676	LOC51062	Hs.241503	0.946	1.861	-0.08	0.896
hAA8436	TRIM9	Hs.75090	1.071		0.099
hAA3260	LOC114222	Hs.289026		0.3		-1.736
hAB3681	LOC51637	Hs.110803	1.083	0.867	0.115	-0.206
hAA0420	NID2	Hs.82733		0.239		-2.068
hAA0457	PSMC6	Hs.79357	0.995	0.773	-0.007	-0.372
hAA9122	BMP4	Hs.68879	1.451	0.738	0.537	-0.439
hAA2066	CDKN3	Hs.84113		1.602		0.68
hAA5288	CGR19	Hs.59106		0.429		-1.221
hAB5895	KIAA1053	Hs.173571		0.286		-1.804
hAA2231	GCH1	Hs.86724		0.395		-1.34
hAA8269	UBE2L3	Hs.108104	1.312	3.351	0.392	1.745
hAA1529	PSMA3	Hs.346918	1.429	1.662	0.515	0.733
hAA8148	RBBP1	Hs.91797		0.249		-2.003
hAC1979	HSPC213	Hs.170219	0.84	0.421	-0.252	-1.249
