ProbeID	Ratio	REF.MACS	WT.MACS	p-value	qvalue	Accession	Symbol	geneID	UniGene	Name	Chr	Pathway
1440284_at	-1.44E+00	6.2831	7.7245	3.20E-04	8.07E-03	AI506066	---	---	Mm.31030	Transcribed locus, weakly similar to XP_576460.1 P	---	---
1422473_at	-2.44E+00	5.7872	8.2229	3.25E-04	8.16E-03	BM246564	Pde4b	18578	Mm.20181	phosphodiesterase 4B, cAMP specific	chr4 C6|4 46.8 cM	Smooth_muscle_contraction // GenMAPP /// Smooth_muscle_contraction // GenMAPP /// Smooth_muscle_contraction // GenMAPP /// Smooth_muscle_contraction // GenMAPP /// Smooth_muscle_contraction // GenMAPP /// Smooth_muscle_contraction // GenMAPP
1419494_a_at	-1.53E+00	6.6237	8.1521	3.29E-04	8.25E-03	BC002036	Tpd52	21985	Mm.371590	tumor protein D52	chr3 A1-A2	---
1440139_at	-1.42E+00	5.4289	6.8493	3.32E-04	8.27E-03	BB729836	Nedd4l	83814	Mm.98668	Neural precursor cell expressed, developmentally d	chr18 E1	---
1444203_at	2.37E+00	8.4473	6.081	3.31E-04	8.27E-03	AI661342	---	---	Mm.38280	PREDICTED: Mus musculus similar to HYPOTHETICAL PR	---	---
1451794_at	2.49E+00	7.6484	5.1543	3.30E-04	8.27E-03	BC026867	Tmcc3	319880	Mm.23047	transmembrane and coiled coil domains 3	chr10 C2	---
1448160_at	-1.65E+00	6.8466	8.4924	3.37E-04	8.38E-03	NM_008879	Lcp1	18826	Mm.153911	lymphocyte cytosolic protein 1	chr14 D3|14 42.0 cM	---
1418344_at	1.27E+00	9.5932	8.3221	3.40E-04	8.42E-03	NM_021793	Tmem8	60455	Mm.304656	transmembrane protein 8 (five membrane-spanning do	chr17 B1	---
1459327_at	-1.21E+00	6.5264	7.734	3.39E-04	8.42E-03	BB076113	4931406I20Rik	66743	Mm.318331	RIKEN cDNA 4931406I20 gene	chr4 D1	---
1453328_at	2.12E+00	7.9196	5.8038	3.41E-04	8.45E-03	AW495672	2700008G24Rik	72545	Mm.32071	RIKEN cDNA 2700008G24 gene	chr14 C3	---
1417883_at	-2.15E+00	6.8387	8.9906	3.43E-04	8.47E-03	BC012707	Gstt2	14872	Mm.24118	glutathione S-transferase, theta 2	chr10 B5-C1|10 40.9 cM	---
1456292_a_at	-2.71E+00	7.2447	9.9512	3.44E-04	8.51E-03	AV147875	Vim	22352	Mm.268000	vimentin	chr2 A2|2 7.0 cM	Striated_muscle_contraction // GenMAPP
1419076_a_at	-1.10E+00	9.6522	10.7509	3.46E-04	8.51E-03	NM_009765	Brca2	12190	Mm.236256	breast cancer 2	chr5 G3|5 84.0 cM	---
1434723_at	-1.10E+00	6.636	7.7397	3.45E-04	8.51E-03	BF472685	AI426748	103206	---	expressed sequence AI426748	---	---
1450905_at	-2.26E+00	8.0168	10.2719	3.45E-04	8.51E-03	BB476707	Plxnc1	54712	Mm.256712	plexin C1	chr10 C3	---
1457356_at	-1.95E+00	6.7647	8.7113	3.50E-04	8.58E-03	BI793602	Igf2r	16004	Mm.26553	Insulin-like growth factor 2 receptor	chr17 A-C|17 7.35 cM	---
1455033_at	1.06E+00	9.9806	8.9239	3.51E-04	8.60E-03	BB325849	B430201A12Rik	329739	Mm.69013	RIKEN cDNA B430201A12 gene	chr3 F3	---
1429639_at	1.39E+00	9.0927	7.7063	3.53E-04	8.62E-03	AK009137	Prei4	74182	Mm.211211	preimplantation protein 4	chr2 F3	---
1417890_at	-1.72E+00	7.1298	8.8459	3.54E-04	8.64E-03	NM_020271	Pdxp	57028	Mm.263169	pyridoxal (pyridoxine, vitamin B6) phosphatase	chr15 E1	---
1420965_a_at	-1.92E+00	6.6197	8.5357	3.54E-04	8.64E-03	BM120053	Enc1	13803	Mm.241073	ectodermal-neural cortex 1	chr13 D1	---
1451507_at	-1.51E+00	6.1256	7.6383	3.54E-04	8.64E-03	BB280300	Mef2c	17260	Mm.392750	myocyte enhancer factor 2C	chr13 C3|13 45.0 cM	---
1437861_s_at	1.24E+00	7.4314	6.1957	3.56E-04	8.65E-03	BB335101	Prkce	18754	---	protein kinase C, epsilon	chr17 E4	---
1439173_at	-1.49E+00	5.2365	6.723	3.56E-04	8.65E-03	AV240656	Hook1	77963	Mm.49994	hook homolog 1 (Drosophila)	chr4 C5|4 45.5 cM	---
1456196_x_at	-2.15E+00	8.8952	11.0409	3.55E-04	8.65E-03	AV038603	Fkbp1a	14225	Mm.278458	FK506 binding protein 1a	chr2 G3	TGF_Beta_Signaling_Pathway // GenMAPP
1422737_at	1.66E+00	8.4258	6.7682	3.58E-04	8.65E-03	NM_008679	Ncoa3	17979	Mm.1011	nuclear receptor coactivator 3	chr2 H2-H4	---
1426784_at	2.71E+00	8.3329	5.6244	3.57E-04	8.65E-03	AV077293	Trim47	217333	Mm.347770	tripartite motif protein 47	chr11 E2	---
1433795_at	-2.93E+00	7.8962	10.8232	3.58E-04	8.65E-03	BM122301	Tgfbr3	21814	Mm.200775	transforming growth factor, beta receptor III	chr5 E5	TGF_Beta_Signaling_Pathway // GenMAPP
1440243_at	3.47E+00	9.353	5.8795	3.57E-04	8.65E-03	BB431014	Cpne7	102278	Mm.36434	copine VII	chr8 E1	---
1458077_at	1.17E+00	9.322	8.154	3.58E-04	8.65E-03	BB525358	Baz2b	407823	Mm.228071	Bromodomain adjacent to zinc finger domain, 2B	chr2 C1.1	---
1453053_at	-1.01E+00	8.6683	9.6781	3.61E-04	8.72E-03	BF453953	2610036L11Rik	66311	Mm.251779	RIKEN cDNA 2610036L11 gene	chr10 A4	---
1455292_x_at	-2.00E+00	5.5083	7.5074	3.64E-04	8.78E-03	BE989616	Rsl1	380855	Mm.284988	Regulator of sex limited protein-Slp 1	chr13 B3	---
1460370_at	-1.12E+00	7.2033	8.3223	3.64E-04	8.78E-03	AF362952	Top1mt	72960	Mm.182401	DNA topoisomerase 1, mitochondrial	chr15 E1	---
1439935_at	-1.76E+00	5.2415	6.9969	3.66E-04	8.81E-03	BG067944	Tmem122	225922	Mm.26881	transmembrane protein 122	chr19 A	---
1438032_at	-1.54E+00	6.7653	8.3054	3.67E-04	8.82E-03	BB755336	Lrch1	380916	Mm.288868	leucine-rich repeats and calponin homology (CH) do	chr14 D3	---
1450409_a_at	1.38E+00	11.0075	9.6227	3.72E-04	8.91E-03	BC022913	4930570C03Rik	67739	Mm.28955	RIKEN cDNA 4930570C03 gene	chr15 F2	---
1437406_x_at	-2.35E+00	6.2595	8.6115	3.74E-04	8.95E-03	BB787243	Igfbp4	16010	Mm.233799	insulin-like growth factor binding protein 4	chr11 D	Smooth_muscle_contraction // GenMAPP /// Smooth_muscle_contraction // GenMAPP
1439502_at	1.06E+00	9.3831	8.3236	3.76E-04	9.00E-03	BM936645	4930573I19Rik	104859	---	RIKEN cDNA 4930573I19 gene	chr12 F1	---
1438118_x_at	-2.70E+00	8.4641	11.1602	3.77E-04	9.00E-03	AV147875	Vim	22352	Mm.268000	vimentin	chr2 A2|2 7.0 cM	Striated_muscle_contraction // GenMAPP
1452231_x_at	-2.19E+00	7.6871	9.8812	3.80E-04	9.06E-03	M74124	Ifi203	15950	Mm.261270	interferon activated gene 203	chr1 H3|1 95.31 cM	---
1435527_at	1.53E+00	8.7376	7.2079	3.85E-04	9.16E-03	BB533448	Nfic	18029	Mm.5104	nuclear factor I/C	chr10 C1|10 43.0 cM	---
1416956_at	-2.60E+00	6.7045	9.3033	3.86E-04	9.17E-03	U31908	Kcnab2	16498	Mm.388924	potassium voltage-gated channel, shaker-related su	chr4 E2|4 78.4 cM	---
1434705_at	-2.22E+00	8.478	10.6987	3.86E-04	9.17E-03	BG072903	Ctbp2 /// Zranb1	13017 /// 360216	Mm.397069	C-terminal binding protein 2 /// zinc finger, RAN-	chr7 F3|7 66.0 cM /// chr7 F3	---
1454269_s_at	-1.95E+00	5.9738	7.9248	3.88E-04	9.20E-03	AK015845	4930519L02Rik	75085	Mm.399271	RIKEN cDNA 4930519L02 gene	chr3 H1	---
1419669_at	-2.23E+00	7.993	10.224	3.89E-04	9.21E-03	U97073	Prtn3	19152	Mm.2364	proteinase 3	chr10 C1|10 43.0 cM	---
1441775_at	1.38E+00	7.4536	6.0686	3.90E-04	9.21E-03	BB748650	Wdr7	104082	Mm.30850	WD repeat domain 7	chr18 D1-E3	---
1442757_at	-1.21E+00	6.9971	8.2093	3.90E-04	9.22E-03	AI552548	Lrch1	380916	Mm.288868	leucine-rich repeats and calponin homology (CH) do	chr14 D3	---
1434600_at	-1.81E+00	5.7873	7.5925	3.93E-04	9.26E-03	BB758095	Tjp2	21873	Mm.104744	tight junction protein 2	---	---
1458963_at	1.44E+00	8.0344	6.5965	3.93E-04	9.26E-03	BB397062	1810054D07Rik	69863	Mm.5540	RIKEN cDNA 1810054D07 gene	chr4 C3	---
1448111_at	-1.26E+00	7.8131	9.0709	3.94E-04	9.28E-03	NM_018737	Ctps2	55936	Mm.2065	cytidine 5-triphosphate synthase 2	chrX F5	Pyrimidine metabolism // KEGG
1433563_s_at	1.06E+00	10.8582	9.7998	3.95E-04	9.28E-03	AV310010	Derl1	67819	Mm.289387	Der1-like domain family, member 1	chr15 D2	---
1418267_at	1.30E+00	8.0195	6.715	3.97E-04	9.29E-03	NM_008243	Mst1	15235	Mm.8369	macrophage stimulating 1 (hepatocyte growth factor	chr9 F2|9 60.0 cM	---
1428333_at	-2.70E+00	5.2889	7.984	3.98E-04	9.31E-03	AK013740	2900062L11Rik	76976	Mm.328305	RIKEN cDNA 2900062L11 gene	chrX F1	---
1424824_at	-1.49E+00	4.954	6.4432	3.99E-04	9.32E-03	BB704967	9630044O09Rik	105439	Mm.27548	RIKEN cDNA 9630044O09 gene	chr14 E2.3	---
1423753_at	-1.13E+00	5.7459	6.8778	4.02E-04	9.38E-03	AF153440	Bambi	68010	Mm.284863	BMP and activin membrane-bound inhibitor, homolog	chr18 A1	TGF_Beta_Signaling_Pathway // GenMAPP
1418712_at	2.11E+00	8.1586	6.045	4.04E-04	9.41E-03	NM_021454	Cdc42ep5	58804	Mm.34268	CDC42 effector protein (Rho GTPase binding) 5	chr7 A1	---
1445952_at	1.60E+00	7.2942	5.6948	4.04E-04	9.41E-03	BG076125	Magi1	14924	Mm.217216	Membrane associated guanylate kinase, WW and PDZ d	chr6 D3	---
1455422_x_at	-1.84E+00	6.6904	8.5314	4.06E-04	9.44E-03	AW208509	4-Sep	18952	Mm.2214	septin 4	chr11 C	---
1435203_at	-1.80E+00	5.9234	7.7217	4.06E-04	9.44E-03	BB794673	Man2a2	140481	---	mannosidase 2, alpha 2	chr7 D2	---
1417181_a_at	-1.54E+00	5.5962	7.137	4.07E-04	9.45E-03	AV213603	Kifap3	16579	Mm.4651	kinesin-associated protein 3	chr1 H1	---
1437117_at	-1.38E+00	6.8314	8.2078	4.09E-04	9.47E-03	BB757196	Centb1	216859	Mm.288671	centaurin, beta 1	chr11 B3	---
1450753_at	-1.88E+00	5.4666	7.3449	4.09E-04	9.47E-03	NM_024253	Nkg7	72310	Mm.34613	natural killer cell group 7 sequence	chr7 B2	---
1415857_at	-2.33E+00	7.1756	9.5033	4.14E-04	9.57E-03	BG064842	Emb	13723	Mm.274926	embigin	chr13 D2.3	---
1425388_a_at	-1.19E+00	7.3897	8.5818	4.17E-04	9.64E-03	BC023354	Tpk1	29807	Mm.320979	thiamin pyrophosphokinase	chr6 B2	---
1428083_at	1.85E+00	10.5119	8.6584	4.17E-04	9.64E-03	AK018202	2310043N10Rik	66961	Mm.281895	RIKEN cDNA 2310043N10 gene	---	---
1433490_s_at	-1.52E+00	6.8349	8.3594	4.21E-04	9.65E-03	BE951907		13822	Mm.306026	erythrocyte protein band 4.1-like 2	chr10 A4|10 18.0 cM	---
1435705_at	-1.34E+00	5.2709	6.6156	4.21E-04	9.65E-03	BB305660	LOC232875	232875	Mm.333573	similar to hypothetical protein FLJ12895	chr7 A1	---
1450698_at	-1.76E+00	5.6657	7.4284	4.19E-04	9.65E-03	L11330	Dusp2	13537	Mm.4729	dual specificity phosphatase 2	chr2 F1	Calcium signaling pathway // KEGG /// Apoptosis // KEGG /// Wnt signaling pathway // KEGG /// TGF-beta signaling pathway // KEGG /// Axon guidance // KEGG /// VEGF signaling pathway // KEGG /// Focal adhesion // KEGG /// Tight junction // KEGG /// T cell receptor signaling pathway // KEGG /// B cell receptor signaling pathway // KEGG /// Long-term potentiation // KEGG /// Long-term depression // KEGG /// Insulin signaling pathway // KEGG /// Cell adhesion molecules (CAMs) // KEGG /// Adherens junction // KEGG /// Jak-STAT signaling pathway // KEGG /// T cell receptor signaling pathway // KEGG /// B cell receptor signaling pathway // KEGG /// Leukocyte transendothelial migration // KEGG /// Insulin signaling pathway // KEGG /// Adipocytokine signaling pathway // KEGG /// Type I diabetes mellitus // KEGG /// Epithelial cell signaling in Helicobacter pylori // KEGG
1452847_at	1.75E+00	8.4323	6.6829	4.20E-04	9.65E-03	AK010455	2410008K03Rik	71962	Mm.7852	RIKEN cDNA 2410008K03 gene	chr11 A1	---
1416778_at	-2.70E+00	6.0749	8.771	4.25E-04	9.65E-03	BE197945	Sdpr	20324	Mm.255909	serum deprivation response	chr1 C1.1	---
1424929_a_at	1.41E+00	8.0746	6.6653	4.24E-04	9.65E-03	AF230395	Trim26	22670	Mm.34587	tripartite motif protein 26	chr17 B1|17 20.4 cM	---
1439824_at	-1.38E+00	7.6307	9.0141	4.22E-04	9.65E-03	BB263701	Chm	12662	---	choroidermia	chrX E1	---
1440517_x_at	1.98E+00	7.3679	5.3849	4.24E-04	9.65E-03	BB667991	Cmah	12763	Mm.8396	cytidine monophospho-N-acetylneuraminic acid hydro	chr13 A3.2	---
1448561_at	-1.58E+00	6.3456	7.9208	4.23E-04	9.65E-03	NM_010877	Ncf2	17970	Mm.270307	neutrophil cytosolic factor 2	chr1 G3|1 76.1 cM	---
1418146_a_at	1.09E+00	9.5603	8.4698	4.30E-04	9.75E-03	NM_011250	Rbl2 /// LOC635075	19651 /// 635075	Mm.235580	retinoblastoma-like 2 /// similar to retinoblastom	chr8 C5|8 40.99 cM	---
1436614_at	1.20E+00	11.0001	9.799	4.31E-04	9.75E-03	AI843639	AI843639	106945	---	expressed sequence AI843639	---	---
1442956_at	1.46E+00	8.1287	6.6649	4.32E-04	9.75E-03	BG075869	Ppp1r13b	21981	Mm.313076	Protein phosphatase 1, regulatory (inhibitor) subu	chr12 F2	---
1448511_at	-2.21E+00	7.3641	9.5717	4.32E-04	9.75E-03	NM_016933	Ptprcap	19265	Mm.329686	protein tyrosine phosphatase, receptor type, C pol	chr19 B|19 0.5 cM	Ribosomal_Proteins // GenMAPP /// Ribosomal_Proteins // GenMAPP /// Ribosomal_Proteins // GenMAPP
1422780_at	1.07E+00	9.3292	8.2613	4.38E-04	9.88E-03	NM_021534	Pxmp4	59038	Mm.24673	peroxisomal membrane protein 4	chr2 H2	---
1424650_at	-2.13E+00	6.1207	8.2552	4.38E-04	9.88E-03	BC009151	Pdia5	72599	Mm.71015	protein disulfide isomerase associated 5	chr16 B3	---
1442691_at	1.02E+00	7.6618	6.6417	4.45E-04	1.00E-02	BE852159	---	---	Mm.407332	0 day neonate lung cDNA, RIKEN full-length enriche	---	---
1434330_at	1.39E+00	10.1088	8.7178	4.47E-04	1.00E-02	BB540721	Lrrc35	272589	Mm.34483	leucine rich repeat containing 35	chr9 A5.1	---
1437722_x_at	1.12E+00	8.7454	7.6223	4.48E-04	1.00E-02	BB559884	Pcbp3	59093	Mm.272803	Poly(rC) binding protein 3	chr10 B5.1-B5.3	mRNA_processing_binding_Reactome // GenMAPP /// mRNA_processing_binding_Reactome // GenMAPP
1450792_at	-1.93E+00	7.483	9.4087	4.47E-04	1.00E-02	NM_011662	Tyrobp	22177	Mm.46301	TYRO protein tyrosine kinase binding protein	chr7 B|7 10.0 cM	---
