Up/down	Gene symbol	Gene name	Reporter	Accession number	Fisher score
Down	SOCS3	Suppressor of cytokine signaling 3	H200020082	NM_003955	-0.32719937
Up	C22orf18	Chromosome 22 open reading frame 18	H200015043	NM_024053	0.326945201
Up	PSMA3	Proteasome (prosome, macropain) subunit, alpha type, 3	H200020107	NM_002788	0.326573977
Down	CACNG7	Calcium channel, voltage-dependent, gamma subunit 7	H200019246	NM_031896	-0.326519707
Up	KIAA0217	KIAA0217	H200006561	D86971	0.326404266
Up	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)	H200006304	NM_001697	0.32630844
Down	SERP1	Stress-associated endoplasmic reticulum protein 1	H200006315	AL136807	-0.326121291
Down	HECA	Headcase homolog (Drosophila)	H200001281	NM_016217	-0.326112977
Up	DRG1	Developmentally regulated GTP binding protein 1	H200004456	AK055495	0.325692666
Up	ZSWIM3	Zinc finger, SWIM domain containing 3	H200002850	AK056641	0.325563829
Up	SYNJ1	Synaptojanin 1	H200012681	AB020717	0.325270746
Up	KIAA1109	KIAA1109	H200001261	AB029032	0.325251506
Down	C19orf24	Chromosome 19 open reading frame 24	H200003530	NM_017914	-0.325130093
Up	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	H200014107	AK024386	0.325058222
Down	MKI67	Antigen identified by monoclonal antibody Ki-67	H200006808	X65550	-0.324970417
Down	BARX1	BarH-like homeobox 1	H200007610	NM_021570	-0.324254174
Up	PCBP4	Poly(rC) binding protein 4	H200002943	NM_020418	0.324039851
Up	LOC51136	PTD016 protein	H300022884	NM_016125	0.32393085
Up	SCOC	Short coiled-coil protein	H200008863	NM_032547	0.323864761
Down	RECQL5	RecQ protein-like 5	H300022765	NM_004259	-0.32331005
Down	KIAA1002	KIAA1002 protein	H200002899	AB023219	-0.322856667
Down	BACE1	Beta-site APP-cleaving enzyme 1	H200004929	NM_012104	-0.322378645
Up	GBP1	Guanylate binding protein 1, interferon-inducible, 67kDa	H200005495	NM_002053	0.321730074
Down	NLGN3	Neuroligin 3	H200004838	NM_018977	-0.321450876
Down	GPSM1	G-protein signalling modulator 1 (AGS3-like, C. elegans)	H200015657	AL117478	-0.321135268
Down	C4orf16	Chromosome 4 open reading frame 16	H200013812	AL136628	-0.321094373
Down	FLJ20313	Hypothetical protein FLJ20313	H300022438	NM_017762	-0.321082201
Up	NDUFB9	DH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa	H200002522	NM_005005	0.320588394
Up	ALS2CR15	Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 14	H200019495	AK055978	0.320481007
Down	PAM	Peptidylglycine alpha-amidating monooxygenase	H200007074	NM_000919	-0.320247756
Down	DAAM1	Dishevelled associated activator of morphogenesis 1	H200009067	AK023892	-0.320026258
Down	C20orf6	Chromosome 20 open reading frame 6	H200010294	AK022670	-0.319852329
Down	NCOA7	Nuclear receptor coactivator 7	H200019857	AJ420542	-0.319510529
Down	SMBP	SM-11044 binding protein	H200001619	NM_020123	-0.319338965
Up	EPM2A	Epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	H200003150	NM_005670	0.318919441
Down	PUSL1	Pseudouridylate synthase-like 1	H300000530	NM_153339	-0.318898808
Up	BRI3	Brain protein I3	H200006234	NM_015379	0.318605141
Up	NIPSP3A	Nipsnap homolog 3A (C. elegans)	H300002111	NM_015469	0.318460104
Down	PPP2CA	Protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	H200010513	NM_002715	-0.318060544
Down	ARL6IP5	ADP-ribosylation-like factor 6 interacting protein 5	H200010543	NM_006407	-0.318059976
Down	F10	Coagulation factor X	H200004859	NM_000504	-0.317831497
Down	C6orf48	Chromosome 6 open reading frame 48	H200011669	NM_016947	-0.317768074
Up	NGFB	Nerve growth factor, beta polypeptide	H200000643	NM_002506	0.317578731
Up	NCBP2	Nuclear cap binding protein subunit 2, 20kDa	H200015709	BC001255	0.316839454
Up	MYCBP2	MYC binding protein 2	H200013765	NM_015057	0.316455
Down	SNRPA	Small nuclear ribonucleoprotein polypeptide A	H200008124	NM_004596	-0.316422768
Down	MCFD2	Multiple coagulation factor deficiency 2	H200007122	M23161	-0.316368452
Up	RPL14	Ribosomal protein L14	H200000183	NM_003973	0.315683029
Down	JAG1	Jagged 1 (Alagille syndrome)	H200010473	NM_000214	-0.31535271
Down	NR1D2	Nuclear receptor subfamily 1, group D, member 2	H200004393	BC015929	-0.315176108
Up	ZNF22	Zinc finger protein 22 (KOX 15)	H200011584	BC010642	0.315096195
Up	COPS4	COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)	H200001279	NM_016129	0.314376955
Down	UBL3	Ubiquitin-like 3	H200008110	NM_007106	-0.314028278
Down	PMPCB	Peptidase (mitochondrial processing) beta	H200014260	NM_004279	-0.31385382
Up	SLC25A3	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	H200006544	AK057575	0.313502467
Up	LMO4	LIM domain only 4	H200000848	NM_006769	0.310801353
Up	TIM14	Homolog of yeast TIM14	H200020414	BC009702	0.310678946
Up	CAPON	C-terminal PDZ domain ligand of neuronal nitric oxide synthase	H200012838	AB007933	0.310590253
Up	APPBP1	Amyloid beta precursor protein binding protein 1, 59kDa	H200005461	NM_003905	0.310559634
Up	RNPC2	R-binding region (RNP1, RRM) containing 2	H200013525	NM_004902	0.309844277
Up	KIFAP3	Kinesin-associated protein 3	H200007967	NM_014970	0.309794545
Up	TPT1	Tumor protein, translationally-controlled 1	H200017516	NM_003295	0.309771187
Down	ZNF443	Zinc finger protein 443	H200013348	NM_005815	-0.309324401
Up	MKKS	McKusick-Kaufman syndrome	H200004796	NM_018848	0.309119069
Up	H41	Hypothetical protein H41	H200017779	AF103803	0.308831306
Down	DPPA4	Developmental pluripotency associated 4	H200001789	NM_018189	-0.308737621
Up	ARTN	Artemin	H200014653	NM_057091	0.308266807
Up	FLJ10546	Hypothetical protein FLJ10546	H200012846	AB046805	0.30825529
Down	MMP1	Matrix metalloproteinase 1 (interstitial collagenase)	H200007011	NM_002421	-0.308120999
Down	FADS3	Fatty acid desaturase 3	H200003069	NM_021727	-0.30793471
Down	WEE1	WEE1 homolog (S. pombe)	H200006024	X62048	-0.307857786
Down	BCAS4	Breast carcinoma amplified sequence 4	H200005215	NM_017843	-0.307815298
Up	H2AFX	H2A histone family, member X	H200013590	NM_002105	0.30774882
Up	MGC13057	Hypothetical protein MGC13057	H200012814	NM_032321	0.30723141
Up	HNRPK	Heterogeneous nuclear ribonucleoprotein K	H200012819	NM_002140	0.30703902
Up	PORIMIN	Pro-oncosis receptor inducing membrane injury gene	H200008026	NM_052932	0.306749112
Up	DJA4	DnaJ (Hsp40) homolog, subfamily A, member 4	H200006332	AL133096	0.306385959
Up	TBXA2R	Thromboxane A2 receptor	H200010401	NM_001060	0.305314399
Down	APG4C	APG4 autophagy 4 homolog C (S. cerevisiae)	H200001417	NM_032852	-0.304683705
Down	MUCDHL	Mucin and cadherin-like	H200014162	NM_021924	-0.304016758
Down	ITGA7	Integrin, alpha 7	H200005939	NM_002206	-0.303990817
Down	C20orf44	Chromosome 20 open reading frame 44	H200003670	NM_018244	-0.303938426
Up	LRRC1	Leucine rich repeat containing 1	H200004289	NM_018214	0.303912353
Down	BAG3	BCL2-associated athanogene 3	H200002463	NM_004281	-0.303814731
Down	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	H200010422	NM_004044	-0.303201282
Down	GRWD1	Glutamate-rich WD repeat containing 1	H200015212	NM_031485	-0.303089626
Down	PP784	PP784 protein	H200008786	AF155654	-0.303080614
Up	ARHGAP1	Rho GTPase activating protein 1	H200013292	BC018118	0.302440331
Up	SSB	Sjogren syndrome antigen B (autoantigen La)	H200007052	NM_003142	0.301578036
Up	FLII	Flightless I homolog (Drosophila)	H200007067	NM_002018	0.30089188
Down	CHST12	Carbohydrate (chondroitin 4) sulfotransferase 12	H200003491	NM_018641	-0.300592838
Down	OAZIN	Ornithine decarboxylase antizyme inhibitor	H200015251	NM_015878	-0.300384673
Down	PABPC3	Poly(A) binding protein, cytoplasmic 3	H200018688	NM_030979	-0.299664132
Down	OPA3	Optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	H200009381	NM_025136	-0.29932108
Up	RAN	RAN, member RAS oncogene family	H200001944	NM_006325	0.299230858
Up	G1P3	Interferon, alpha-inducible protein (clone IFI-6-16)	H200016555	NM_022873	0.299193414
Up	MCM3AP	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae) associated protein	H200007766	AJ010089	0.299105486
Down	STK17B	Serine/threonine kinase 17b (apoptosis-inducing)	H200012272	NM_004226	-0.298976083
Up	FBXO8	F-box protein 8	H200006342	NM_012180	0.2984969
Down	TRADD	TNFRSF1A-associated via death domain	H200010396	NM_003789	-0.298045644
Down	DDX49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	H200013384	NM_019070	-0.297988232
Down	RUTBC1	RUN and TBC1 domain containing 1	H200001432	AB007857	-0.297929392
Down	KIAA1238	KIAA1238 protein	H200015566	AB033064	-0.297632828
Up	DUSP6	Dual specificity phosphatase 6	H200008426	NM_001946	0.297568503
Up	CDW92	CDW92 antigen	H200008388	AJ420812	0.297441498
Up	SLC4A7	Solute carrier family 4, sodium bicarbonate cotransporter, member 7	H200013053	AF047033	0.297393595
Up	USP14	Ubiquitin specific protease 14 (tR-guanine transglycosylase)	H200006242	NM_005151	0.297254681
Down	HCG2P7	HLA complex group 2 pseudogene 7	H200005689	X81001	-0.296979871
Down	HCCS	Holocytochrome c synthase (cytochrome c heme-lyase)	H200015111	NM_005333	-0.296680927
Down	C20orf141	Chromosome 20 open reading frame 141	H200012478	BC014591	-0.296668167
Up	MAML3	Mastermind-like 3 (Drosophila)	H200009936	AK001604	0.296128851
Up	FGFR1OP2	FGFR1 oncogene partner 2	H200008106	AL117608	0.295726914
Down	MGC39325	Hypothetical protein MGC39325	H200004257	AK026141	-0.295625876
Up	SRI	Sorcin	H200009922	NM_003130	0.295492807
Up	CGI-141	CGI-141 protein	H200005480	AL136571	0.295303056
Up	FLJ30596	Hypothetical protein FLJ30596	H200006863	AK057950	0.295094333
Up	MB	Membrane associated D binding protein	H200011804	NM_018835	0.295029473
Up	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	H200006348	NM_001679	0.29496438
Up	AXIN1	Axin 1	H200014283	AF009674	0.29489708
Up	LPXN	Leupaxin	H200004941	NM_004811	0.29470294
Down	PIGL	Phosphatidylinositol glycan, class L	H200016439	AK023469	-0.294568198
Down	ETF1	Eukaryotic translation termination factor 1	H200006383	NM_004730	-0.293971029
Up	KLK3	Kallikrein 3, (prostate specific antigen)	H200008016	NM_001648	0.29370357
Up	NUP214	Nucleoporin 214kDa	H200007929	NM_005085	0.293657966
Down	RPS3	Ribosomal protein S3	H200016319	NM_001005	-0.293636777
Down	EIF3S6	Eukaryotic translation initiation factor 3, subunit 6 48kDa	H200011463	NM_001568	-0.293474208
Down	MSI2	Musashi homolog 2 (Drosophila)	H200008120	BC001526	-0.29345032
Up	UQCRFS1	Ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	H200000819	NM_006003	0.293298045
Down	GULP1	GULP, engulfment adaptor PTB domain containing 1	H200011491	NM_016315	-0.2932484
Up	KIS	Kinase interacting with leukemia-associated gene (stathmin)	H200003284	AL137257	0.293241306
Up	RGL1	Ral guanine nucleotide dissociation stimulator-like 1	H200006648	NM_015149	0.293134133
Down	EMP1	Epithelial membrane protein 1	H200006680	NM_001423	-0.293115641
Down	SNRP70	Small nuclear ribonucleoprotein 70kDa polypeptide (RNP antigen)	H200008198	NM_003089	-0.292480534
Up	ACP1	Acid phosphatase 1, soluble	H200006091	NM_004300	0.292145578
Up	DKFZP434K1	Hypothetical protein DKFZp434K1421	H200015789	NM_032141	0.29209988
Up	KIAA1712	KIAA1712	H200003956	AB051499	0.292075252
Down	AP3M1	Adaptor-related protein complex 3, mu 1 subunit	H200009867	NM_012095	-0.292016341
Up	A2BP1	Ataxin 2-binding protein 1	H200005289	NM_018723	0.291983402
Up	HIF1A	Hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	H200014761	NM_001530	0.291980545
Up	HSPA5	Heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	H200006093	NM_005347	0.291964742
Down	RPS29	Ribosomal protein S29	H200000137	NM_001032	-0.291898294
Up	BIRC5	Baculoviral IAP repeat-containing 5 (survivin)	H200000412	NM_001168	0.291764765
Down	PGLYRP2	Peptidoglycan recognition protein 2	H200017607	NM_052890	-0.291560271
Up	GPX1	Glutathione peroxidase 1	H200006312	NM_000581	0.291244745
Up	MGC8974	Hypothetical protein MGC8974	H200004471	NM_052940	0.291220342
Up	TCERG1	Transcription elongation regulator 1	H200002225	NM_006706	0.290796812
Down	MARK3	MAP/microtubule affinity-regulating kinase 3	H200008076	NM_002376	-0.290644456
Up	SLC24A5	Solute carrier family 24, member 5	H200001268	AK021664	0.28961234
Down	LOC124245	Hypothetical protein BC001584	H200010595	AK056632	-0.289505031
Up	HPS5	Hermansky-Pudlak syndrome 5	H200003900	NM_007216	0.289359889
Down	ITM2C	Integral membrane protein 2C	H200011762	NM_030926	-0.289317882
Up	NUDT2	Nudix (nucleoside diphosphate linked moiety X)-type motif 2	H200002353	NM_001161	0.289247613
Up	AK3L1	Adenylate kinase 3 like 1	H200004628	AK001553	0.288737046
Up	BCAT2	Branched chain aminotransferase 2, mitochondrial	H200018460	AK023909	0.288443201
Down	PDZK8	PDZ domain containing 8	H200012966	BC012186	-0.288404856
Down	RGS5	Regulator of G-protein signalling 5	H200003460	NM_003617	-0.287925207
Down	FLJ20507	Hypothetical protein FLJ20507	H200014951	NM_017849	-0.287681509
Down	C9orf43	Chromosome 9 open reading frame 43	H300004949	NM_152786	-0.287437407
Up	BRUNOL5	Bruno-like 5, R binding protein (Drosophila)	H200009929	NM_021938	0.287076168
Up	BTBD7	BTB (POZ) domain containing 7	H200002327	AB040958	0.28696866
Down	CHRNE	Cholinergic receptor, nicotinic, epsilon polypeptide	H200017251	NM_000080	-0.286897472
Down	KIAA0284	KIAA0284	H200008601	AB006622	-0.286870579
Down	DYRK1B	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	H200012935	NM_004714	-0.286587585
Down	PHACS	1-aminocyclopropane-1-carboxylate synthase	H200012625	NM_032592	-0.286244421
Up	SGNE1	Secretory granule, neuroendocrine protein 1 (7B2 protein)	H200018832	AK057017	0.285650151
Down	SOCS5	Suppressor of cytokine signaling 5	H200007866	NM_014011	-0.284665497
Up	ZMYM1	Zinc finger, MYM domain containing 1	H200013242	NM_024772	0.284665154
Up	WWOX	WW domain containing oxidoreductase	H200015322	AL050145	0.284095
Up	SESN2	Sestrin 2	H200001568	NM_031459	0.284001556
Down	MAS1	MAS1 oncogene	H200011013	NM_002377	-0.283965638
Down	COL5A1	Collagen, type V, alpha 1	H200013568	NM_000093	-0.283942184
Up	SCARF1	Scavenger receptor class F, member 1	H200005271	NM_003693	0.283760966
Up	PHKG2	Phosphorylase kinase, gamma 2 (testis)	H200014730	NM_000294	0.283594414
Down	IMPA1	Inositol(myo)-1(or 4)-monophosphatase 1	H200007991	NM_005536	-0.283339443
Up	WHSC2	Wolf-Hirschhorn syndrome candidate 2	H200003070	NM_005663	0.283062561
Down	SEC6L1	SEC6-like 1 (S. cerevisiae)	H200011528	AK023178	-0.282776697
Down	SIRT5	Sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	H200001703	NM_031244	-0.282760953
Up	PSMA5	Proteasome (prosome, macropain) subunit, alpha type, 5	H200006341	NM_002790	0.282752209
Up	MPHOSPH9	M-phase phosphoprotein 9	H200021030	NM_022782	0.282684422
Down	SLC25A23	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	H200019619	NM_024103	-0.282529876
Down	B4GALT5	UDP-Gal:betaGlcc beta 1,4- galactosyltransferase, polypeptide 5	H200011525	NM_004776	-0.28249664
Up	ASK	Activator of S phase kinase	H200013831	NM_006716	0.281459051
Down	LRP3	Low density lipoprotein receptor-related protein 3	H200013413	NM_002333	-0.281400586
Down	FLJ31300	Hypothetical protein FLJ31300	H200019302	AK055862	-0.280876904
Down	DSE2	Deoxyribonuclease II, lysosomal	H200012097	NM_001375	-0.280749186
Up	MAK3	Mak3 homolog (S. cerevisiae)	H200009413	NM_025146	0.280665198
Up	TXNL1	Thioredoxin-like 1	H200002764	NM_004786	0.280540168
Up	C14orf58	Chromosome 14 open reading frame 58	H200016602	NM_017791	0.279651351
Down	SLC6A15	Solute carrier family 6 (neurotransmitter transporter), member 15	H200009328	AK022853	-0.278814409
Up	RPL38	Ribosomal protein L38	H200000517	NM_000999	0.278418417
Up	EED	Embryonic ectoderm development	H200013769	NM_003797	0.277948704
Down	PPP2CZ	Protein phosphatase 2a, catalytic subunit, zeta isoform	H200008373	NM_005167	-0.277823089
Up	PYCARD	PYD and CARD domain containing	H200005761	NM_013258	0.277281988
Down	PCTK2	PCTAIRE protein kinase 2	H200008658	NM_002595	-0.276849777
Down	FLJ20245	Hypothetical protein FLJ20245	H200007855	NM_017723	-0.276833917
Up	C9orf33	Chromosome 9 open reading frame 33	H200013261	AF072164	0.276324113
Down	RPS6KA5	Ribosomal protein S6 kinase, 90kDa, polypeptide 5	H200011626	NM_004755	-0.275860733
Up	FLJ32356	Hypothetical protein FLJ32356	H200008109	AK056918	0.275369178
Up	DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	H200006529	NM_004939	0.274946397
Up	CEP1	Centrosomal protein 1	H200010799	NM_007018	0.274100041
Up	FLJ10375	Hypothetical protein FLJ10375	H200018928	NM_018075	0.273426037
Down	WASL	Wiskott-Aldrich syndrome-like	H200007897	AK023554	-0.271289037
Up	HACE1	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1	H200012054	AB037741	0.270979116
Up	EHD1	EH-domain containing 1	H200014033	NM_006795	0.270720332
Down	TTRAP	TRAF and TNF receptor associated protein	H200004808	NM_016614	-0.269408878
Up	NCL	Nucleolin	H200006631	NM_005381	0.269292271
Down	CLECSF2	C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 2 (activation-induced)	H200007143	NM_005127	-0.269211237
Up	LOC348262	Hypothetical protein LOC348262	H200008816	AK000852	0.269156574
Down	ARPP-21	Cyclic AMP-regulated phosphoprotein, 21 kD	H200018035	AL049254	-0.268923392
Down	LOC51333	Mesenchymal stem cell protein DSC43	H200011991	NM_016643	-0.268366338
Up	FLJ45880	FLJ45880 protein	H200009555	AK054699	0.268327466
Down	TRIP11	Thyroid hormone receptor interactor 11	H200007135	NM_004239	-0.268078322
Up	PHGDH	Phosphoglycerate dehydrogenase	H300006924	NM_006623	0.268037353
Up	VPS41	Vacuolar protein sorting 41 (yeast)	H200008487	NM_014396	0.268024301
Up	KIAA1915	KIAA1915 protein	H200002206	AB067502	0.267965052
Up	PTTG2	Pituitary tumor-transforming 2	H300007595	NM_006607	0.267957492
Up	ZFP276	Zinc finger protein 276 homolog (mouse)	H200021189	AK056405	0.2677915
Up	TIP120A	TBP-interacting protein	H200014317	NM_018448	0.267752118
Down	QKI	Quaking homolog, KH domain R binding (mouse)	H200002434	AB067801	-0.267423934
Down	ZNHIT2	Zinc finger, HIT domain containing 2	H200012275	NM_014205	-0.26740088
Up	ASB1	Ankyrin repeat and SOCS box-containing 1	H200013877	AB032972	0.267392884
Up	CHORDC1	Cysteine and histidine-rich domain (CHORD)-containing, zinc binding protein 1	H200003197	NM_012124	0.267118208
Down	RAMP1	Receptor (calcitonin) activity modifying protein 1	H200004209	NM_005855	-0.266969015
Down	MGC2603	Hypothetical protein MGC2603	H200013657	NM_024037	-0.266948498
Down	RPS20	Ribosomal protein S20	H200001591	AF113008	-0.266942539
Down	NFE2L3	Nuclear factor (erythroid-derived 2)-like 3	H200003207	NM_004289	-0.266867605
Up	DDEF2	Development and differentiation enhancing factor 2	H200002184	NM_003887	0.266667323
Down	MRPS18B	Mitochondrial ribosomal protein S18B	H200017091	NM_014046	-0.266547047
Down	SOCS2	Suppressor of cytokine signaling 2	H200011714	NM_003877	-0.266363683
Up	Bles03	Basophilic leukemia expressed protein BLES03	H200010597	NM_031450	0.266251414
Up	RRM2	Ribonucleotide reductase M2 polypeptide	H200006072	NM_001034	0.266077059
Up	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	H200001781	NM_003601	0.265971749
Down	BCS1L	BCS1-like (yeast)	H200013729	NM_004328	-0.264977072
Up	e(y)2	E(y)2 protein	H200017799	NM_020189	0.264541591
Up	LOC118430	Small breast epithelial mucin	H200020257	NM_058173	0.26430504
Up	ABCA7	ATP-binding cassette, sub-family A (ABC1), member 7	H200013117	NM_019112	0.264164616
